,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,game_date,hscore,rscore,date,home,road,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linel1,lineray1,lineray2,linedunk,lineadj,lineavgadj,linegabe
0,1,"Tue, Nov 1, 2005",Box Score,Sacramento Kings,67,New Orleans/Oklahoma City Hornets,93,,,2005-11-01 00:00:00,93,67,,,,,,,,,,,,,,,,,,,,
1,2,"Tue, Nov 1, 2005",Box Score,Milwaukee Bucks,117,Philadelphia 76ers,108,OT,,2005-11-01 00:00:00,108,117,,,,,,,,,,,,,,,,,,,,
2,3,"Tue, Nov 1, 2005",Box Score,Dallas Mavericks,111,Phoenix Suns,108,2OT,,2005-11-01 00:00:00,108,111,,,,,,,,,,,,,,,,,,,,
3,4,"Tue, Nov 1, 2005",Box Score,Denver Nuggets,91,San Antonio Spurs,102,,,2005-11-01 00:00:00,102,91,,,,,,,,,,,,,,,,,,,,
4,5,"Wed, Nov 2, 2005",Box Score,New York Knicks,100,Boston Celtics,114,OT,,2005-11-02 00:00:00,114,100,11/2/2005,Boston,New York,3.5,4.2,4.96,4.92,5.04,3.5,1.85,5.0,.,.,.,.,.,.,.,.,.
5,6,"Wed, Nov 2, 2005",Box Score,Charlotte Bobcats,105,Chicago Bulls,109,OT,,2005-11-02 00:00:00,109,105,11/2/2005,Chicago,Charlotte,9,7.9,8.21,8.09,8.47,10,1.85,13.2,.,.,.,.,.,.,.,.,.
6,7,"Wed, Nov 2, 2005",Box Score,New Orleans/Oklahoma City Hornets,87,Cleveland Cavaliers,109,,,2005-11-02 00:00:00,109,87,11/2/2005,Cleveland,New orleans,12,6.03,4.26,4.56,4.04,11.5,1.33,14.2,.,.,.,.,.,.,.,.,.
7,8,"Wed, Nov 2, 2005",Box Score,Los Angeles Lakers,99,Denver Nuggets,97,OT,,2005-11-02 00:00:00,97,99,11/2/2005,Denver,LA Lakers,6,5.77,5.79,6.41,5.15,6.5,1.52,10.0,.,.,.,.,.,.,.,.,.
8,9,"Wed, Nov 2, 2005",Box Score,Philadelphia 76ers,88,Detroit Pistons,108,,,2005-11-02 00:00:00,108,88,11/2/2005,Detroit,Philadelphia,8,9.39,10.31,10.12,10.7,8,2.12,14.6,.,.,.,.,.,.,.,.,.
9,10,"Wed, Nov 2, 2005",Box Score,Atlanta Hawks,97,Golden State Warriors,122,,,2005-11-02 00:00:00,122,97,11/2/2005,Golden State,Atlanta,12,8.19,9.16,9.02,9.48,12,1.85,12.4,.,.,.,.,.,.,.,.,.
10,11,"Wed, Nov 2, 2005",Box Score,Sacramento Kings,89,Houston Rockets,98,,,2005-11-02 00:00:00,98,89,11/2/2005,Houston,Sacramento,7,5.26,4.5,4.17,4.97,7,2.38,9.5,.,.,.,.,.,.,.,.,.
11,12,"Wed, Nov 2, 2005",Box Score,Miami Heat,97,Memphis Grizzlies,78,,,2005-11-02 00:00:00,78,97,11/2/2005,Memphis,Miami,-5,0.37,1.09,1.16,0.97,-5.5,1.85,-2.5,.,.,.,.,.,.,.,.,.
12,13,"Wed, Nov 2, 2005",Box Score,Portland Trail Blazers,86,Minnesota Timberwolves,90,,,2005-11-02 00:00:00,90,86,11/2/2005,Minnesota,Portland,10.5,7.25,7.09,6.98,7.28,11,1.85,12.9,.,.,.,.,.,.,.,.,.
13,14,"Wed, Nov 2, 2005",Box Score,Milwaukee Bucks,110,New Jersey Nets,96,,,2005-11-02 00:00:00,96,110,11/2/2005,New Jersey,Milwaukee,8.5,5.51,4.77,5.17,4.48,8.5,1.59,10.8,.,.,.,.,.,.,.,.,.
14,15,"Wed, Nov 2, 2005",Box Score,Indiana Pacers,90,Orlando Magic,78,,,2005-11-02 00:00:00,78,90,11/2/2005,Orlando,Indiana,-7,-1.59,-0.99,-0.87,-1.23,-6,1.85,-6.1,.,.,.,.,.,.,.,.,.
15,16,"Wed, Nov 2, 2005",Box Score,Los Angeles Clippers,101,Seattle SuperSonics,93,,,2005-11-02 00:00:00,93,101,11/2/2005,Seattle,LA Clippers,6,5.83,7.38,7.27,7.59,6.5,1.85,6.6,.,.,.,.,.,.,.,.,.
16,17,"Wed, Nov 2, 2005",Box Score,Washington Wizards,99,Toronto Raptors,96,,,2005-11-02 00:00:00,96,99,11/2/2005,Toronto,Washington,-1,2.19,2.82,2.83,2.78,-1.5,1.85,1.3,.,.,.,.,.,.,.,.,.
17,18,"Wed, Nov 2, 2005",Box Score,Dallas Mavericks,82,Utah Jazz,93,,,2005-11-02 00:00:00,93,82,11/2/2005,Utah,Dallas,-3.5,-2.91,-5.49,-5.75,-5.25,-4,1.75,-2.4,.,.,.,.,.,.,.,.,.
18,19,"Thu, Nov 3, 2005",Box Score,Phoenix Suns,122,Los Angeles Lakers,112,,,2005-11-03 00:00:00,112,122,11/3/2005,LA Lakers,Phoenix,2.5,2.57,4.26,3.19,5.07,3.5,2.03,0.0,.,.,.,.,.,.,.,.,.
19,20,"Thu, Nov 3, 2005",Box Score,Indiana Pacers,105,Miami Heat,102,,,2005-11-03 00:00:00,102,105,11/3/2005,Miami,Indiana,5.5,6.02,7.85,8.25,7.52,5.5,2.02,6.3,.,.,.,.,.,.,.,.,.
20,21,"Fri, Nov 4, 2005",Box Score,Detroit Pistons,82,Boston Celtics,81,,,2005-11-04 00:00:00,81,82,11/4/2005,Boston,Detroit,-3.5,-0.12,1.1,0.96,1.04,-3,1.73,-4.2,.,.,.,.,.,.,.,.,.
21,22,"Fri, Nov 4, 2005",Box Score,Portland Trail Blazers,68,Denver Nuggets,107,,,2005-11-04 00:00:00,107,68,11/4/2005,Denver,Portland,11.5,5.19,2.44,4.19,0.4,12,1.56,14.6,.,.,.,.,.,.,.,.,.
22,23,"Fri, Nov 4, 2005",Box Score,Utah Jazz,91,Golden State Warriors,85,,,2005-11-04 00:00:00,85,91,11/4/2005,Golden State,Utah,6.5,-0.72,-4.91,-8.73,-3.0,7,2.05,6.8,.,.,.,.,.,.,.,.,.
23,24,"Fri, Nov 4, 2005",Box Score,Atlanta Hawks,77,Los Angeles Clippers,92,,,2005-11-04 00:00:00,92,77,11/4/2005,LA Clippers,Atlanta,10,9.93,12.45,12.65,12.53,12,2.62,11.9,.,.,.,.,.,.,.,.,.
24,25,"Fri, Nov 4, 2005",Box Score,Washington Wizards,86,New York Knicks,75,,,2005-11-04 00:00:00,75,86,11/4/2005,New York,Washington,3.5,2.65,2.67,2.73,2.62,4,1.34,3.9,.,.,.,.,.,.,.,.,.
25,26,"Fri, Nov 4, 2005",Box Score,Memphis Grizzlies,94,Orlando Magic,85,,,2005-11-04 00:00:00,85,94,11/4/2005,Orlando,Memphis,-3,2.63,3.73,2.67,5.12,-2.5,2.03,0.7,.,.,.,.,.,.,.,.,.
26,27,"Fri, Nov 4, 2005",Box Score,Charlotte Bobcats,110,Philadelphia 76ers,93,,,2005-11-04 00:00:00,93,110,11/4/2005,Philadelphia,Charlotte,7,5.74,6.56,7.78,5.27,8,1.19,8.7,.,.,.,.,.,.,.,.,.
27,28,"Fri, Nov 4, 2005",Box Score,Cleveland Cavaliers,76,San Antonio Spurs,102,,,2005-11-04 00:00:00,102,76,,,,,,,,,,,,,,,,,,,,
28,29,"Fri, Nov 4, 2005",Box Score,Minnesota Timberwolves,102,Seattle SuperSonics,107,OT,,2005-11-04 00:00:00,107,102,11/4/2005,Seattle,Minnesota,4,2.47,2.78,2.29,3.26,4,1.51,2.8,.,.,.,.,.,.,.,.,.
29,30,"Fri, Nov 4, 2005",Box Score,New Jersey Nets,102,Toronto Raptors,92,,,2005-11-04 00:00:00,92,102,11/4/2005,Toronto,New Jersey,-4,1.37,2.62,1.86,3.26,-5,2.14,-1.8,.,.,.,.,.,.,.,.,.
30,31,"Sat, Nov 5, 2005",Box Score,Boston Celtics,105,Charlotte Bobcats,107,OT,,2005-11-05 00:00:00,107,105,11/5/2005,Charlotte,Boston,1,3.35,5.09,2.12,7.84,-1.5,1.82,1.6,.,.,.,.,.,.,.,.,.
31,32,"Sat, Nov 5, 2005",Box Score,San Antonio Spurs,84,Dallas Mavericks,103,,,2005-11-05 00:00:00,103,84,11/5/2005,Dallas,San Antonio,-2,3.34,5.88,6.4,5.09,-1.5,0.78,1.1,.,.,.,.,.,.,.,.,.
32,33,"Sat, Nov 5, 2005",Box Score,Toronto Raptors,84,Detroit Pistons,117,,,2005-11-05 00:00:00,117,84,11/5/2005,Detroit,Toronto,12,12.37,13.86,16.5,12.46,11,2.83,17.7,.,.,.,.,.,.,.,.,.
33,34,"Sat, Nov 5, 2005",Box Score,New Orleans/Oklahoma City Hornets,91,Houston Rockets,84,,,2005-11-05 00:00:00,84,91,11/5/2005,Houston,New orleans,12,6.75,4.51,6.41,1.87,13,2.11,16.6,.,.,.,.,.,.,.,.,.
34,35,"Sat, Nov 5, 2005",Box Score,Philadelphia 76ers,111,Indiana Pacers,109,,,2005-11-05 00:00:00,109,111,11/5/2005,Indiana,Philadelphia,10.5,13.32,14.98,23.09,10.72,10,3.58,15.9,.,.,.,.,.,.,.,.,.
35,36,"Sat, Nov 5, 2005",Box Score,Minnesota Timberwolves,99,Los Angeles Clippers,100,OT,,2005-11-05 00:00:00,100,99,11/5/2005,LA Clippers,Minnesota,5.5,4.96,6.87,7.57,6.89,4.5,2.57,2.8,.,.,.,.,.,.,.,.,.
36,36,"Sat, Nov 5, 2005",Box Score,Minnesota Timberwolves,99,Los Angeles Clippers,100,OT,,2005-11-05 00:00:00,100,99,11/5/2005,New Jersey,Chicago,5.5,3.1,2.51,5.89,-0.21,4.5,1.62,5.1,.,.,.,.,.,.,.,.,.
37,37,"Sat, Nov 5, 2005",Box Score,Cleveland Cavaliers,106,Memphis Grizzlies,113,,,2005-11-05 00:00:00,113,106,11/5/2005,Memphis,Cleveland,1,1.95,2.37,0.83,3.79,0,1.6,1.6,.,.,.,.,.,.,.,.,.
38,38,"Sat, Nov 5, 2005",Box Score,Miami Heat,100,Milwaukee Bucks,105,,,2005-11-05 00:00:00,105,100,11/5/2005,Milwaukee,Miami,1,0.11,1.68,1.91,1.43,3,2.09,-5.0,.,.,.,.,.,.,.,.,.
39,39,"Sat, Nov 5, 2005",Box Score,Chicago Bulls,99,New Jersey Nets,100,,,2005-11-05 00:00:00,100,99,11/5/2005,LA Clippers,Minnesota,5.5,4.96,6.87,7.57,6.89,4.5,2.57,2.8,.,.,.,.,.,.,.,.,.
40,39,"Sat, Nov 5, 2005",Box Score,Chicago Bulls,99,New Jersey Nets,100,,,2005-11-05 00:00:00,100,99,11/5/2005,New Jersey,Chicago,5.5,3.1,2.51,5.89,-0.21,4.5,1.62,5.1,.,.,.,.,.,.,.,.,.
41,40,"Sat, Nov 5, 2005",Box Score,Atlanta Hawks,93,Portland Trail Blazers,94,,,2005-11-05 00:00:00,94,93,11/5/2005,Portland,Atlanta,7,4.72,5.46,7.69,2.76,7,2.15,6.3,.,.,.,.,.,.,.,.,.
42,41,"Sat, Nov 5, 2005",Box Score,Phoenix Suns,97,Utah Jazz,88,,,2005-11-05 00:00:00,88,97,11/5/2005,Utah,Phoenix,-2,1.65,2.86,3.89,1.64,-1,2.17,-1.1,.,.,.,.,.,.,.,.,.
43,42,"Sat, Nov 5, 2005",Box Score,Orlando Magic,79,Washington Wizards,87,,,2005-11-05 00:00:00,87,79,11/5/2005,Washington,Orlando,8.5,7.18,8.32,9.13,7.51,8.5,2.88,9.2,.,.,.,.,.,.,.,.,.
44,43,"Sun, Nov 6, 2005",Box Score,Denver Nuggets,92,Los Angeles Lakers,112,,,2005-11-06 00:00:00,112,92,11/6/2005,LA Lakers,Denver,-1,2.95,5.34,8.66,1.36,-1,1.5,0.3,.,.,.,.,.,.,.,.,.
45,44,"Sun, Nov 6, 2005",Box Score,Golden State Warriors,83,New York Knicks,81,,,2005-11-06 00:00:00,81,83,11/6/2005,New York,Golden State,3.5,0.33,-1.06,1.66,-2.84,3.5,0.81,1.7,.,.,.,.,.,.,.,.,.
46,45,"Sun, Nov 6, 2005",Box Score,Sacramento Kings,118,Phoenix Suns,117,,,2005-11-06 00:00:00,117,118,11/6/2005,Phoenix,Sacramento,4,11.6,16.4,14.77,19.01,4.5,3.1,9.5,.,.,.,.,.,.,.,.,.
47,46,"Mon, Nov 7, 2005",Box Score,Utah Jazz,95,Charlotte Bobcats,91,OT,,2005-11-07 00:00:00,91,95,11/7/2005,Charlotte,Utah,1,1.6,0.89,-0.67,2.63,2,2.02,0.3,.,.,.,0.33,5,.,.,.,.
48,47,"Mon, Nov 7, 2005",Box Score,San Antonio Spurs,104,Chicago Bulls,95,OT,,2005-11-07 00:00:00,95,104,11/7/2005,Chicago,San Antonio,-5,-0.27,-3.41,-4.19,-2.66,-6,1.61,-1.9,.,.,.,2,3.5,.,.,.,.
49,48,"Mon, Nov 7, 2005",Box Score,New Jersey Nets,89,Miami Heat,90,,,2005-11-07 00:00:00,90,89,11/7/2005,Miami,New Jersey,3.5,6.26,8.17,5.32,11.52,2.5,2.15,10.6,.,.,.,9,-1,.,.,.,.
50,49,"Mon, Nov 7, 2005",Box Score,Los Angeles Clippers,78,Minnesota Timberwolves,93,,,2005-11-07 00:00:00,93,78,11/7/2005,Minnesota,LA Clippers,4.5,2.23,-0.43,-2.61,1.06,4.5,1.06,7.2,.,.,.,-0.33,7,.,.,.,.
51,50,"Mon, Nov 7, 2005",Box Score,Cleveland Cavaliers,105,Toronto Raptors,93,,,2005-11-07 00:00:00,93,105,11/7/2005,Toronto,Cleveland,-6.5,-4.56,-6.49,-6.04,-7.03,-6,1.13,-4.4,.,.,.,-6,-5,.,.,.,.
52,51,"Tue, Nov 8, 2005",Box Score,Los Angeles Lakers,103,Atlanta Hawks,97,,,2005-11-08 00:00:00,97,103,11/8/2005,Atlanta,LA Lakers,-5.5,-4.62,-8.02,-6.89,-9.38,-6,0.57,-3.0,.,.,.,-9,0,.,.,.,.
53,52,"Tue, Nov 8, 2005",Box Score,Orlando Magic,76,Houston Rockets,74,,,2005-11-08 00:00:00,74,76,11/8/2005,Houston,Orlando,8,7.31,10.39,11.83,8.94,.,2.72,14.7,.,.,.,3.67,2,.,.,.,.
54,53,"Tue, Nov 8, 2005",Box Score,Seattle SuperSonics,69,Memphis Grizzlies,94,,,2005-11-08 00:00:00,94,69,11/8/2005,Memphis,Seattle,4.5,5.33,5.45,4.75,6.51,.,1.88,5.2,.,.,.,5.67,8,.,.,.,.
55,54,"Tue, Nov 8, 2005",Box Score,Golden State Warriors,110,Milwaukee Bucks,103,,,2005-11-08 00:00:00,103,110,11/8/2005,Milwaukee,Golden State,5,7.52,12.46,15.14,10.2,5,2.28,2.7,.,.,.,7.33,7.5,.,.,.,.
56,55,"Tue, Nov 8, 2005",Box Score,Detroit Pistons,102,Sacramento Kings,88,,,2005-11-08 00:00:00,88,102,11/8/2005,Sacramento,Detroit,-2,-4.73,-0.25,3.66,-4.16,-2.5,0.06,-0.6,.,.,.,-20.33,-7,.,.,.,.
57,56,"Wed, Nov 9, 2005",Box Score,Memphis Grizzlies,98,Boston Celtics,99,,,2005-11-09 00:00:00,99,98,11/9/2005,Boston,Memphis,3.5,1.49,-0.4,-4.2,2.78,3,1.64,2.4,.,.,.,7,-2,2.8,.,.,.
58,57,"Wed, Nov 9, 2005",Box Score,San Antonio Spurs,94,Charlotte Bobcats,86,,,2005-11-09 00:00:00,86,94,11/9/2005,Charlotte,San Antonio,-8.5,-2.81,-4.37,-6.13,-2.7,-7.5,1.54,-9.1,.,.,.,2,-1.5,-3.8,.,.,.
59,58,"Wed, Nov 9, 2005",Box Score,Golden State Warriors,84,Chicago Bulls,85,,,2005-11-09 00:00:00,85,84,11/9/2005,Chicago,Golden State,5.5,1.83,-1.48,-2.37,-0.7,5,1.06,5.5,.,.,.,0,6,3.3,.,.,.
60,59,"Wed, Nov 9, 2005",Box Score,Seattle SuperSonics,85,Cleveland Cavaliers,112,,,2005-11-09 00:00:00,112,85,11/9/2005,Cleveland,Seattle,8,7.31,9.46,6.9,13.39,7,2.55,9.1,.,.,.,3.33,11,4.9,.,.,.
61,60,"Wed, Nov 9, 2005",Box Score,Sacramento Kings,91,Denver Nuggets,107,,,2005-11-09 00:00:00,107,91,11/9/2005,Denver,Sacramento,8,6.9,4.36,-0.06,8.86,7,2.51,7.6,.,.,.,16.67,4.5,8.2,.,.,.
62,61,"Wed, Nov 9, 2005",Box Score,Miami Heat,90,Indiana Pacers,95,,,2005-11-09 00:00:00,95,90,11/9/2005,Indiana,Miami,6,4.21,4.55,4.32,4.77,8,1.89,4.5,.,.,.,-1.34,9,6.3,.,.,.
63,62,"Wed, Nov 9, 2005",Box Score,Los Angeles Lakers,74,Minnesota Timberwolves,88,,,2005-11-09 00:00:00,88,74,11/9/2005,Minnesota,LA Lakers,5.5,3.61,0.15,1.3,-1.02,4.5,1.75,6.3,.,.,.,3.67,8,5.3,.,.,.
64,63,"Wed, Nov 9, 2005",Box Score,Utah Jazz,83,New Jersey Nets,91,,,2005-11-09 00:00:00,91,83,11/9/2005,New Jersey,Utah,6.5,1.81,-3.87,-4.1,-3.63,9,1.39,7.2,.,.,.,0,9,2.8,.,.,.
65,64,"Wed, Nov 9, 2005",Box Score,Orlando Magic,88,New Orleans/Oklahoma City Hornets,83,,,2005-11-09 00:00:00,83,88,11/9/2005,New orleans,Orlando,4,6.19,10.78,10.13,11.46,4,2.81,4.3,.,.,.,5,5,4.6,.,.,.
66,65,"Wed, Nov 9, 2005",Box Score,Dallas Mavericks,97,Philadelphia 76ers,112,,,2005-11-09 00:00:00,112,97,11/9/2005,Philadelphia,Dallas,-4,-6.2,-9.82,-8.98,-10.77,-5,0.41,-3.1,.,.,.,-11.67,-5,-4.3,.,.,.
67,66,"Wed, Nov 9, 2005",Box Score,New York Knicks,83,Portland Trail Blazers,95,,,2005-11-09 00:00:00,95,83,11/9/2005,Portland,New York,-2,-1.84,3.91,8.12,-0.6,1,2.02,2.2,.,.,.,-9,-16,0.4,.,.,.
68,67,"Wed, Nov 9, 2005",Box Score,Los Angeles Clippers,102,Washington Wizards,97,,,2005-11-09 00:00:00,97,102,11/9/2005,Washington,LA Clippers,4,3.35,4.29,3.95,4.69,4.5,2.24,4.8,.,.,.,4.34,-2,5.4,.,.,.
69,68,"Thu, Nov 10, 2005",Box Score,Los Angeles Clippers,102,Atlanta Hawks,95,,,2005-11-10 00:00:00,95,102,11/10/2005,Atlanta,LA Clippers,-4,-5.42,-7.28,-11.59,-4.24,-3.5,0.31,-2.4,.,.,.,-13,-1,-6,.,.,.
70,69,"Thu, Nov 10, 2005",Box Score,Houston Rockets,84,Miami Heat,88,,,2005-11-10 00:00:00,88,84,11/10/2005,Miami,Houston,5.5,7.56,12.11,11.59,12.68,5,2.07,7.8,.,.,.,13,-2,7.8,.,.,.
71,70,"Thu, Nov 10, 2005",Box Score,Detroit Pistons,111,Phoenix Suns,104,,,2005-11-10 00:00:00,104,111,11/10/2005,Phoenix,Detroit,-1.5,-0.95,-2.45,-3.08,-1.71,-2,0.79,2.5,.,.,.,-3.66,-0.5,-1,.,.,.
72,71,"Fri, Nov 11, 2005",Box Score,San Antonio Spurs,103,Boston Celtics,82,,,2005-11-11 00:00:00,82,103,11/11/2005,Boston,San Antonio,-5,0.02,-3.94,-4.17,-3.91,-6.5,1.37,-5.6,.,.,.,5.67,7.5,-0.7,.,.,.
73,72,"Fri, Nov 11, 2005",Box Score,Dallas Mavericks,98,Charlotte Bobcats,88,,,2005-11-11 00:00:00,88,98,11/11/2005,Charlotte,Dallas,-5,-0.99,0.36,0.05,0.69,-5,2.05,-4.9,.,.,.,-1.84,-2.5,-0.5,.,.,.
74,73,"Fri, Nov 11, 2005",Box Score,Memphis Grizzlies,70,Cleveland Cavaliers,89,,,2005-11-11 00:00:00,89,70,11/11/2005,Cleveland,Memphis,6.5,2.92,1.89,1.58,2.21,7,2.05,8.3,.,.,.,-0.5,2,4.8,.,.,.
75,74,"Fri, Nov 11, 2005",Box Score,New York Knicks,84,Golden State Warriors,86,,,2005-11-11 00:00:00,86,84,11/11/2005,Golden State,New York,7,10.56,13.63,14.3,13.57,6.5,3.48,9.5,.,.,.,15.34,10,7.7,.,.,.
76,75,"Fri, Nov 11, 2005",Box Score,New Jersey Nets,90,Indiana Pacers,102,,,2005-11-11 00:00:00,102,90,11/11/2005,Indiana,New Jersey,6,4.96,4.82,4.86,4.88,6.5,2.18,9.7,.,.,.,1.33,5,6.8,.,.,.
77,76,"Fri, Nov 11, 2005",Box Score,Los Angeles Lakers,81,Philadelphia 76ers,85,,,2005-11-11 00:00:00,85,81,11/11/2005,Philadelphia,LA Lakers,2,3.9,5.5,7.7,3.51,3,1.13,2.5,.,.,.,8.17,1.5,2.8,.,.,.
78,77,"Fri, Nov 11, 2005",Box Score,Detroit Pistons,84,Portland Trail Blazers,81,,,2005-11-11 00:00:00,81,84,11/11/2005,Portland,Detroit,-7.5,-13.02,-14.05,-12.83,-15.62,-7,-0.02,-9.3,.,.,.,-23.67,-21,-8.7,.,.,.
79,78,"Fri, Nov 11, 2005",Box Score,Denver Nuggets,85,Sacramento Kings,101,,,2005-11-11 00:00:00,101,85,11/11/2005,Sacramento,Denver,3,-0.78,-2.95,-0.3,-5.2,2.5,0.31,2.0,.,.,.,-4.5,0.5,1.7,.,.,.
80,79,"Fri, Nov 11, 2005",Box Score,Utah Jazz,99,Toronto Raptors,84,,,2005-11-11 00:00:00,84,99,11/11/2005,Toronto,Utah,-3.5,-6.79,-9.69,-8.88,-10.58,-3,0.47,-0.7,.,.,.,-13.84,-10,-4,.,.,.
81,80,"Fri, Nov 11, 2005",Box Score,Seattle SuperSonics,96,Washington Wizards,137,,,2005-11-11 00:00:00,137,96,11/11/2005,Washington,Seattle,5.5,7.31,6.11,5.0,9.34,5.5,3.42,4.8,.,.,.,14,6,8.6,.,.,.
82,81,"Sat, Nov 12, 2005",Box Score,Memphis Grizzlies,85,Atlanta Hawks,84,,,2005-11-12 00:00:00,84,85,11/12/2005,Atlanta,Memphis,-4.5,-7.15,-6.84,-7.32,-6.44,-4,0.63,-2.8,.,.,.,-13.5,-14,-6.6,.,.,.
83,82,"Sat, Nov 12, 2005",Box Score,Utah Jazz,98,Chicago Bulls,103,,,2005-11-12 00:00:00,103,98,11/12/2005,Chicago,Utah,6.5,1.74,0.3,1.4,-0.79,6.5,1.23,6.3,.,.,.,1.5,0.01,2.5,.,.,.
84,83,"Sat, Nov 12, 2005",Box Score,Charlotte Bobcats,99,Miami Heat,108,,,2005-11-12 00:00:00,108,99,11/12/2005,Miami,Charlotte,9.5,7.4,5.62,5.92,5.31,9,2.38,17.3,.,.,.,4.5,7.5,8.9,.,.,.
85,84,"Sat, Nov 12, 2005",Box Score,Indiana Pacers,102,Milwaukee Bucks,103,,,2005-11-12 00:00:00,103,102,11/12/2005,Milwaukee,Indiana,-1.5,1.96,3.16,2.93,3.3,-1,1.6,-3.9,.,.,.,5.5,5,-0.7,.,.,.
86,85,"Sat, Nov 12, 2005",Box Score,Houston Rockets,99,New Jersey Nets,91,,,2005-11-12 00:00:00,91,99,11/12/2005,New Jersey,Houston,4,7.31,9.7,12.59,7.34,5,1.88,2.4,.,.,.,12.84,8,6.1,.,.,.
87,86,"Sat, Nov 12, 2005",Box Score,Dallas Mavericks,109,New Orleans/Oklahoma City Hornets,103,,,2005-11-12 00:00:00,103,109,11/12/2005,New orleans,Dallas,-7.5,-4.18,-4.54,-5.3,-3.93,-8,1.75,-4.8,.,.,.,-7.67,-6,-3.3,.,.,.
88,87,"Sat, Nov 12, 2005",Box Score,Golden State Warriors,86,Phoenix Suns,101,,,2005-11-12 00:00:00,101,86,11/12/2005,Phoenix,Golden State,7,4.22,3.85,2.5,5.4,7,1.49,9.1,.,.,.,2.83,2,6.2,.,.,.
89,88,"Sat, Nov 12, 2005",Box Score,San Antonio Spurs,95,Washington Wizards,110,,,2005-11-12 00:00:00,110,95,11/12/2005,Washington,San Antonio,-4.5,-3.13,-4.49,-3.33,-6.17,-5,1.49,-4.3,.,.,.,-4.33,-2.5,-2.8,.,.,.
90,89,"Sun, Nov 13, 2005",Box Score,Houston Rockets,82,Boston Celtics,102,,,2005-11-13 00:00:00,102,82,11/13/2005,Boston,Houston,1,4.41,3.02,3.56,2.54,1,1.62,-2.0,.,.,.,11.34,13.5,0.3,.,.,.
91,90,"Sun, Nov 13, 2005",Box Score,Minnesota Timberwolves,91,Denver Nuggets,102,,,2005-11-13 00:00:00,102,91,11/13/2005,Denver,Minnesota,6,-0.16,-0.5,-3.58,2.02,6,0.64,6.5,.,.,.,-8.17,-2.5,4,.,.,.
92,91,"Sun, Nov 13, 2005",Box Score,Cleveland Cavaliers,108,Orlando Magic,100,OT,,2005-11-13 00:00:00,100,108,11/13/2005,Orlando,Cleveland,-6,-2.88,0.36,1.11,-0.45,-6.5,0.14,-2.8,.,.,.,-6.67,-7,-4.5,.,.,.
93,92,"Sun, Nov 13, 2005",Box Score,Los Angeles Clippers,108,Philadelphia 76ers,113,,,2005-11-13 00:00:00,113,108,11/13/2005,Philadelphia,LA Clippers,2.5,2.89,2.84,1.42,3.7,2,0.75,3.0,.,.,.,7.67,1,2.7,.,.,.
94,93,"Sun, Nov 13, 2005",Box Score,New York Knicks,105,Sacramento Kings,95,,,2005-11-13 00:00:00,95,105,11/13/2005,Sacramento,New York,7.5,8.11,7.69,10.66,6.37,7,1.99,10.0,.,.,.,11.84,9,6.9,.,.,.
95,94,"Sun, Nov 13, 2005",Box Score,Seattle SuperSonics,126,Toronto Raptors,121,OT,,2005-11-13 00:00:00,121,126,11/13/2005,Toronto,Seattle,-2,1.75,-1.08,-2.95,5.84,-3,1.83,0.1,.,.,.,9.34,-1.5,-0.4,.,.,.
96,95,"Mon, Nov 14, 2005",Box Score,Chicago Bulls,82,Golden State Warriors,100,,,2005-11-14 00:00:00,100,82,11/14/2005,Golden State,Chicago,5,3.23,2.61,1.42,3.74,5,1.91,4.4,.,8.54,.,-1.66,2.5,5,.,.,.
97,96,"Mon, Nov 14, 2005",Box Score,Los Angeles Lakers,73,Memphis Grizzlies,85,,,2005-11-14 00:00:00,85,73,11/14/2005,Memphis,LA Lakers,4,3.07,5.38,5.98,4.8,4,1.89,4.7,.,-2.59,.,0.5,5,4.3,.,.,.
98,97,"Mon, Nov 14, 2005",Box Score,New York Knicks,73,Utah Jazz,62,,,2005-11-14 00:00:00,62,73,11/14/2005,Utah,New York,3.5,8.4,11.8,11.85,11.92,4.5,3.03,7.3,.,2.34,.,12.67,11,7.1,.,.,.
99,98,"Tue, Nov 15, 2005",Box Score,Washington Wizards,99,Cleveland Cavaliers,114,,,2005-11-15 00:00:00,114,99,11/15/2005,Cleveland,Washington,7,4.07,3.36,2.01,5.23,6,1.78,8.6,.,2.31,2.79,0.34,6,6.3,.,.,.
100,99,"Tue, Nov 15, 2005",Box Score,Denver Nuggets,80,Dallas Mavericks,83,,,2005-11-15 00:00:00,83,80,11/15/2005,Dallas,Denver,7.5,8.83,10.0,12.73,7.8,7,2.27,5.6,.,8.46,9.29,13.84,13,6.9,.,.,.
101,100,"Tue, Nov 15, 2005",Box Score,Boston Celtics,100,Detroit Pistons,115,,,2005-11-15 00:00:00,115,100,11/15/2005,Detroit,Boston,9,9.98,11.33,13.33,9.81,9,3.2,14.5,.,14.44,14.53,9.33,6.5,8.7,.,.,.
102,101,"Tue, Nov 15, 2005",Box Score,Milwaukee Bucks,85,Los Angeles Clippers,109,,,2005-11-15 00:00:00,109,85,11/15/2005,LA Clippers,Milwaukee,5,0.51,-0.24,-1.63,-0.14,4.5,1.6,7.3,.,1.82,1.46,-4.5,-3,2.6,.,.,.
