,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,game_date,hscore,rscore,date,home,road,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linel1,lineray1,lineray2,linedunk,lineadj,lineavgadj,linegabe
924,921,"Sat, Mar 11, 2006",Box Score,Los Angeles Clippers,106,Milwaukee Bucks,98,,,2006-03-11 00:00:00,98,106,3/11/2006,Milwaukee,LA Clippers,-2,0.33,0.33,0.91,-0.26,-1.5,-1.65,1.2,-0.4,2.3,2.27,.,.,0.2,-4.42,-2.08,-6.75
925,922,"Sat, Mar 11, 2006",Box Score,Golden State Warriors,92,Orlando Magic,103,,,2006-03-11 00:00:00,103,92,3/11/2006,Orlando,Golden State,1.5,1.74,1.0,0.93,1.05,2,0.32,4.0,0.8,3.7,5.48,.,.,1.4,2.66,2.84,-3.99
926,923,"Sat, Mar 11, 2006",Box Score,Minnesota Timberwolves,102,Phoenix Suns,110,,,2006-03-11 00:00:00,110,102,3/11/2006,Phoenix,Minnesota,12,12.13,10.33,10.1,11.05,11,9.25,13.7,7.4,19.02,19.04,.,.,14.4,13.98,13.79,5.09
927,924,"Sat, Mar 11, 2006",Box Score,Dallas Mavericks,90,Utah Jazz,87,,,2006-03-11 00:00:00,87,90,3/11/2006,Utah,Dallas,-5,-5.72,-4.82,-4.95,-5.37,-3,-5.91,-3.1,-4,-10.1,-9.98,.,.,-6.6,-5.48,-6.85,-12.69
928,925,"Sat, Mar 11, 2006",Box Score,Detroit Pistons,92,Washington Wizards,110,,,2006-03-11 00:00:00,110,92,3/11/2006,Washington,Detroit,-4.5,-1.94,-4.84,-6.54,-3.45,-4.5,-2.99,-0.9,-3.5,0.5,-0.23,.,.,3.3,-2.98,-0.11,-10.38
929,926,"Sun, Mar 12, 2006",Box Score,Denver Nuggets,101,Boston Celtics,106,,,2006-03-12 00:00:00,106,101,3/12/2006,Boston,Denver,3.5,0.71,0.32,-0.81,1.38,1,-0.23,2.1,-0.1,0.93,0.94,.,.,1.7,4.33,1.84,-5.94
930,927,"Sun, Mar 12, 2006",Box Score,Charlotte Bobcats,78,Detroit Pistons,94,,,2006-03-12 00:00:00,94,78,3/12/2006,Detroit,Charlotte,13,13.09,16.0,17.41,14.92,13,11.38,15.5,10.6,12.04,13.03,.,.,9.8,12.45,13.08,7.92
931,928,"Sun, Mar 12, 2006",Box Score,Seattle SuperSonics,120,Los Angeles Lakers,113,,,2006-03-12 00:00:00,113,120,3/12/2006,LA Lakers,Seattle,6.5,8.56,8.36,7.18,9.84,8,7.04,10.9,5.8,9.58,9.6,.,.,9.6,9.36,10.77,1.41
932,929,"Sun, Mar 12, 2006",Box Score,Philadelphia 76ers,94,Memphis Grizzlies,91,,,2006-03-12 00:00:00,91,94,3/12/2006,Memphis,Philadelphia,5.5,6.33,6.68,6.0,7.38,5,4.2,9.2,4.6,6.76,6.75,.,.,6.2,6.96,6.6,1.04
933,930,"Sun, Mar 12, 2006",Box Score,Cleveland Cavaliers,92,Miami Heat,98,,,2006-03-12 00:00:00,98,92,3/12/2006,Miami,Cleveland,7,5.27,4.6,5.48,3.64,7,4.22,8.1,3.6,5.38,5.3,.,.,6.5,7.96,7.13,-1.38
934,931,"Sun, Mar 12, 2006",Box Score,New Jersey Nets,95,New Orleans/Oklahoma City Hornets,84,,,2006-03-12 00:00:00,84,95,3/12/2006,New orleans,New Jersey,2,2.74,3.2,3.57,2.83,1.5,1.51,4.2,1.6,1.84,1.81,.,.,3.6,2.96,3,-3.26
935,932,"Sun, Mar 12, 2006",Box Score,Phoenix Suns,101,Portland Trail Blazers,111,,,2006-03-12 00:00:00,111,101,3/12/2006,Portland,Phoenix,-9,-10.38,-8.53,-6.85,-11.12,-9.5,-10.31,-7.5,-7.2,-18.86,-18.79,.,.,-10.8,-10.82,-11.67,-13.21
936,933,"Sun, Mar 12, 2006",Box Score,Dallas Mavericks,80,Sacramento Kings,85,,,2006-03-12 00:00:00,85,80,3/12/2006,Sacramento,Dallas,4.5,0.22,-2.63,-4.7,-1.25,2,-2.18,2.9,-2,5.47,5.66,.,.,3.3,6.03,1.72,-9.67
937,934,"Sun, Mar 12, 2006",Box Score,Houston Rockets,81,San Antonio Spurs,88,,,2006-03-12 00:00:00,88,81,3/12/2006,San Antonio,Houston,11,10.15,11.7,12.08,11.35,12,7.61,11.7,7.3,8.98,9.07,.,.,12,10.03,8.84,5.61
938,935,"Sun, Mar 12, 2006",Box Score,Indiana Pacers,89,Toronto Raptors,93,,,2006-03-12 00:00:00,93,89,3/12/2006,Toronto,Indiana,-2.5,-0.21,-1.35,-1.99,-1.22,-2.5,-1.43,0.6,-1.3,1.35,1.37,.,.,2.5,-2.01,0.67,-7.91
939,936,"Mon, Mar 13, 2006",Box Score,New Jersey Nets,90,Houston Rockets,77,,,2006-03-13 00:00:00,77,90,3/13/2006,Houston,New Jersey,-1,3.05,2.13,1.41,2.83,0,2.24,4.6,1.5,7.18,7.14,.,.,1.6,-3,1.51,-4.31
940,937,"Mon, Mar 13, 2006",Box Score,Orlando Magic,83,Indiana Pacers,97,,,2006-03-13 00:00:00,97,83,3/13/2006,Indiana,Orlando,6,7.42,8.26,7.53,9.1,7,6.25,9.6,5.3,7.28,7.23,.,.,6.9,7.83,9.53,2.04
941,938,"Mon, Mar 13, 2006",Box Score,Minnesota Timberwolves,87,Los Angeles Clippers,95,,,2006-03-13 00:00:00,95,87,3/13/2006,LA Clippers,Minnesota,7.5,7.55,6.84,7.17,6.56,8.5,5.77,10.5,4.3,7.83,7.86,.,.,10.7,8.59,9.17,1.4
942,939,"Mon, Mar 13, 2006",Box Score,Atlanta Hawks,87,Milwaukee Bucks,88,,,2006-03-13 00:00:00,88,87,3/13/2006,Milwaukee,Atlanta,7,5.87,7.18,7.38,6.98,6.5,4.15,7.5,4.2,4.61,4.53,.,.,6.3,4.77,3.73,-1.19
943,940,"Mon, Mar 13, 2006",Box Score,Denver Nuggets,108,New York Knicks,96,,,2006-03-13 00:00:00,96,108,3/13/2006,New York,Denver,-2.5,-3.68,-4.03,-4.25,-3.83,-2.5,-4.48,-1.5,-2.8,-7.1,-6.61,.,.,-1.8,-3.28,-4.17,-7.18
944,941,"Tue, Mar 14, 2006",Box Score,Washington Wizards,119,Charlotte Bobcats,114,,,2006-03-14 00:00:00,114,119,3/14/2006,Charlotte,Washington,-4,-2.84,-2.12,-2.02,-2.35,-3.5,-4.09,-1.4,-1.8,-6.22,-6.17,.,.,-2,-2.96,-3.08,-6.77
945,942,"Tue, Mar 14, 2006",Box Score,Portland Trail Blazers,66,Chicago Bulls,95,,,2006-03-14 00:00:00,95,66,3/14/2006,Chicago,Portland,10,8.87,7.17,6.26,8.56,9.5,7.14,10.9,5.9,13.51,13.65,.,.,9.8,11.7,10.75,-1.14
946,943,"Tue, Mar 14, 2006",Box Score,Cleveland Cavaliers,87,Dallas Mavericks,91,,,2006-03-14 00:00:00,91,87,3/14/2006,Dallas,Cleveland,7.5,7.75,7.2,9.26,5.6,7.5,6.38,10.1,5.3,7.82,7.65,.,.,9.8,10.09,10.48,2.39
947,944,"Tue, Mar 14, 2006",Box Score,Boston Celtics,76,Memphis Grizzlies,93,,,2006-03-14 00:00:00,93,76,3/14/2006,Memphis,Boston,6.5,6.09,6.91,7.31,6.55,6,4.16,8.5,4.8,5.3,5.29,.,.,6,6.49,5.76,1.35
948,945,"Tue, Mar 14, 2006",Box Score,Utah Jazz,83,Miami Heat,121,,,2006-03-14 00:00:00,121,83,3/14/2006,Miami,Utah,9,9.52,8.56,7.74,9.53,9,7.39,10.8,6.1,15.06,15.14,.,.,10,7.8,9.88,3.8
949,946,"Tue, Mar 14, 2006",Box Score,Toronto Raptors,111,Philadelphia 76ers,97,,,2006-03-14 00:00:00,97,111,3/14/2006,Philadelphia,Toronto,1,4.59,5.15,7.28,3.33,2,2.64,6.3,3.2,3.2,3.29,.,.,6.2,-0.65,3.01,-1.12
950,947,"Tue, Mar 14, 2006",Box Score,Los Angeles Lakers,98,Sacramento Kings,114,,,2006-03-14 00:00:00,114,98,3/14/2006,Sacramento,LA Lakers,6.5,4.74,2.85,2.86,2.83,8,2.54,6.6,1.7,9.82,9.85,.,.,6.8,6.7,5.38,-3.16
951,948,"Tue, Mar 14, 2006",Box Score,New Orleans/Oklahoma City Hornets,81,San Antonio Spurs,96,,,2006-03-14 00:00:00,96,81,3/14/2006,San Antonio,New orleans,10.5,11.96,11.14,10.55,11.77,11.5,9.08,13.5,7.6,16.21,16.2,.,.,15,10.22,12.75,5.29
952,949,"Tue, Mar 14, 2006",Box Score,Phoenix Suns,129,Seattle SuperSonics,120,,,2006-03-14 00:00:00,120,129,3/14/2006,Seattle,Phoenix,-5.5,-5.53,-6.26,-4.46,-8.82,-6.5,-6.82,-2.3,-4.7,-7.73,-7.57,.,.,-3.9,-7.62,-6.17,-12.74
953,950,"Wed, Mar 15, 2006",Box Score,Dallas Mavericks,95,Houston Rockets,81,,,2006-03-15 00:00:00,81,95,3/15/2006,Houston,Dallas,-4.5,-3.8,-3.75,-5.52,-2.6,-4,-3.9,-1.0,-2.8,-0.96,-0.91,.,.,-9.8,-6.32,-5.35,-11.8
954,951,"Wed, Mar 15, 2006",Box Score,Denver Nuggets,101,Indiana Pacers,99,,,2006-03-15 00:00:00,99,101,3/15/2006,Indiana,Denver,3.5,2.93,3.34,2.22,4.56,3.5,2.65,5.5,2.6,1.66,1.72,.,.,1.3,5.69,5.36,-2.16
955,952,"Wed, Mar 15, 2006",Box Score,Minnesota Timberwolves,89,Los Angeles Lakers,92,,,2006-03-15 00:00:00,92,89,3/15/2006,LA Lakers,Minnesota,5.5,5.77,5.46,5.55,5.4,5,4.32,9.1,3.7,6.02,6.12,.,.,6.3,6.92,7.22,-0.44
956,953,"Wed, Mar 15, 2006",Box Score,Chicago Bulls,88,Milwaukee Bucks,104,,,2006-03-15 00:00:00,104,88,3/15/2006,Milwaukee,Chicago,4,1.74,3.6,4.14,3.04,4,0.31,2.2,1.2,-0.4,-0.45,.,.,1.7,1.55,-0.42,-3.54
957,954,"Wed, Mar 15, 2006",Box Score,Portland Trail Blazers,65,New Jersey Nets,78,,,2006-03-15 00:00:00,78,65,3/15/2006,New Jersey,Portland,11.5,9.27,9.47,8.92,10.66,11,8.13,12.5,6.8,13.07,13.13,.,.,4.8,12.62,11.1,0.46
958,955,"Wed, Mar 15, 2006",Box Score,Atlanta Hawks,117,New York Knicks,121,2OT,,2006-03-15 00:00:00,121,117,3/15/2006,New York,Atlanta,3,1.33,1.62,1.75,1.47,2.5,-0.33,3.9,1.1,-1.38,-1.69,.,.,2.8,1.02,-0.74,-3
959,956,"Wed, Mar 15, 2006",Box Score,Utah Jazz,108,Orlando Magic,114,OT,,2006-03-15 00:00:00,114,108,3/15/2006,Orlando,Utah,3,3.18,1.26,-0.12,2.73,3.5,1.04,5.9,1.4,10.5,10.59,.,.,0.8,3.76,4.45,-3.21
960,957,"Wed, Mar 15, 2006",Box Score,Los Angeles Clippers,95,Phoenix Suns,126,,,2006-03-15 00:00:00,126,95,3/15/2006,Phoenix,LA Clippers,5.5,5.49,6.46,6.05,7.14,5,4.79,7.4,4.8,9.73,9.77,.,.,-1.5,5.62,4.92,1.08
961,958,"Wed, Mar 15, 2006",Box Score,Detroit Pistons,105,Toronto Raptors,98,,,2006-03-15 00:00:00,98,105,3/15/2006,Toronto,Detroit,-6.5,-4.06,-6.87,-9.16,-5.12,-7,-4.62,-1.1,-4.7,0.34,-0.46,.,.,.,-5.57,-3.5,-13.46
962,959,"Wed, Mar 15, 2006",Box Score,Charlotte Bobcats,99,Washington Wizards,107,,,2006-03-15 00:00:00,107,99,3/15/2006,Washington,Charlotte,9.5,8.22,8.88,8.82,9.08,9.5,7.79,11.6,6,12.28,12.32,.,.,2,10.04,10.2,0.82
963,960,"Thu, Mar 16, 2006",Box Score,Minnesota Timberwolves,97,Golden State Warriors,105,,,2006-03-16 00:00:00,105,97,3/16/2006,Golden State,Minnesota,5.5,2.36,2.58,3.15,2.05,5,1.29,5.5,1.6,-0.8,-1.11,.,.,3.7,5.91,2.99,-3.3
964,961,"Thu, Mar 16, 2006",Box Score,Boston Celtics,104,Miami Heat,107,,,2006-03-16 00:00:00,107,104,3/16/2006,Miami,Boston,9.5,8.32,8.85,9.69,8.07,9,7.33,10.2,6.3,8.84,8.83,.,.,7.8,9.44,9.01,4.16
965,962,"Thu, Mar 16, 2006",Box Score,Philadelphia 76ers,98,Seattle SuperSonics,102,,,2006-03-16 00:00:00,102,98,3/16/2006,Seattle,Philadelphia,7,2.03,0.79,1.03,0.29,7,-0.29,4.2,0.7,0.71,0.82,.,.,7.6,7.11,2.55,-4.54
966,963,"Fri, Mar 17, 2006",Box Score,Utah Jazz,111,Atlanta Hawks,101,,,2006-03-17 00:00:00,101,111,3/17/2006,Atlanta,Utah,1,3.65,0.18,-0.77,1.28,1.5,0.72,4.2,0.5,12.42,12.5,.,.,7.2,1.04,4.65,-3.06
967,964,"Fri, Mar 17, 2006",Box Score,Portland Trail Blazers,84,Cleveland Cavaliers,99,,,2006-03-17 00:00:00,99,84,3/17/2006,Cleveland,Portland,12.5,10.84,11.18,9.4,13.77,12,9.16,11.6,7.7,12.47,12.68,.,.,11.8,14.97,13.63,1.96
968,965,"Fri, Mar 17, 2006",Box Score,Sacramento Kings,93,Indiana Pacers,98,,,2006-03-17 00:00:00,98,93,3/17/2006,Indiana,Sacramento,-1,1.23,3.75,3.13,4.44,-1,1,3.3,2.4,-3.99,-3.94,.,.,-1.7,-0.51,1.51,-2.46
969,966,"Fri, Mar 17, 2006",Box Score,Philadelphia 76ers,89,Los Angeles Clippers,99,,,2006-03-17 00:00:00,99,89,3/17/2006,LA Clippers,Philadelphia,11,6.7,7.17,6.28,8.11,11,5.17,8.9,4.5,3.04,3.09,.,.,10.9,11.94,7.27,1.16
970,967,"Fri, Mar 17, 2006",Box Score,Denver Nuggets,102,Memphis Grizzlies,116,,,2006-03-17 00:00:00,116,102,3/17/2006,Memphis,Denver,5,3.86,4.05,3.58,4.52,4.5,2.66,5.3,3,3.93,3.93,.,.,4,5.71,4.61,-2
971,968,"Fri, Mar 17, 2006",Box Score,Los Angeles Lakers,89,New Jersey Nets,92,,,2006-03-17 00:00:00,92,89,3/17/2006,New Jersey,LA Lakers,3.5,2.38,3.26,3.93,2.6,4,1.28,4.9,1.6,0.07,0.12,.,.,2.3,1.86,1.58,-3.23
972,969,"Fri, Mar 17, 2006",Box Score,Detroit Pistons,103,New York Knicks,105,,,2006-03-17 00:00:00,105,103,3/17/2006,New York,Detroit,-9,-7.4,-10.57,-11.2,-10.17,-7,-9.26,-5.5,-7.2,-5.76,-7.69,.,.,-2.7,-9.77,-8.64,-13.73
973,970,"Fri, Mar 17, 2006",Box Score,Boston Celtics,77,Orlando Magic,84,,,2006-03-17 00:00:00,84,77,3/17/2006,Orlando,Boston,2.5,1.34,1.52,1.91,1.17,2.5,0.09,3.7,1.3,-0.66,-0.57,.,.,1.9,3.3,1.93,-3.36
974,971,"Fri, Mar 17, 2006",Box Score,Phoenix Suns,102,San Antonio Spurs,108,,,2006-03-17 00:00:00,108,102,3/17/2006,San Antonio,Phoenix,5.5,3.89,5.09,6.22,3.56,4.5,2.05,5.7,2.5,2.5,2.5,.,.,4.7,4.44,3.26,-2.59
975,972,"Fri, Mar 17, 2006",Box Score,Milwaukee Bucks,96,Toronto Raptors,97,,,2006-03-17 00:00:00,97,96,3/17/2006,Toronto,Milwaukee,3,2.13,1.38,-0.49,2.94,2.5,1.65,5.7,1.4,0.9,1.05,.,.,2.8,2.57,2.01,-4.72
976,973,"Fri, Mar 17, 2006",Box Score,Dallas Mavericks,104,Washington Wizards,94,,,2006-03-17 00:00:00,94,104,3/17/2006,Washington,Dallas,1,-0.5,-2.8,-4.84,-1.3,.,-2.35,0.6,-2,3.49,3.58,.,.,2.9,2.6,1.4,-9.57
977,974,"Sat, Mar 18, 2006",Box Score,Detroit Pistons,108,Charlotte Bobcats,103,,,2006-03-18 00:00:00,103,108,3/18/2006,Charlotte,Detroit,-8,-6.26,-9.47,-10.97,-8.32,-8,-7.82,-5.2,-6.5,-3.3,-4.18,.,.,-1.7,-6.4,-6.23,-13.73
978,975,"Sat, Mar 18, 2006",Box Score,Miami Heat,85,Chicago Bulls,84,,,2006-03-18 00:00:00,84,85,3/18/2006,Chicago,Miami,-5,-1.28,-1.82,-2.31,-1.35,-3.5,-2.51,1.8,-1.1,-1.61,-1.37,.,.,-1.9,-4.48,-1.45,-8.73
979,976,"Sat, Mar 18, 2006",Box Score,San Antonio Spurs,92,Houston Rockets,77,,,2006-03-18 00:00:00,77,92,3/18/2006,Houston,San Antonio,-5,-5.93,-5.85,-6.32,-5.45,-5,-5.07,-2.7,-3.6,-8.87,-8.73,.,.,-9.5,-6.97,-8.39,-12.22
980,977,"Sat, Mar 18, 2006",Box Score,Portland Trail Blazers,93,Milwaukee Bucks,97,,,2006-03-18 00:00:00,97,93,3/18/2006,Milwaukee,Portland,11,9.89,8.54,7.65,10.22,10,7.53,9.6,5.7,14,14,.,.,14.5,11.36,10.41,-1.15
981,978,"Sat, Mar 18, 2006",Box Score,Denver Nuggets,109,New Orleans/Oklahoma City Hornets,94,,"at New Orleans, LA",2006-03-18 00:00:00,94,109,3/18/2006,New orleans,Denver,4.5,-0.62,1.92,2.46,1.35,4,-0.19,1.0,0.5,-6.87,-6.78,.,.,-2.6,5.42,0.2,-5.35
982,979,"Sun, Mar 19, 2006",Box Score,Orlando Magic,107,Atlanta Hawks,108,OT,,2006-03-19 00:00:00,108,107,3/19/2006,Atlanta,Orlando,2.5,1.55,1.56,1.83,1.31,2,0.59,2.5,0.7,1.43,1.46,.,.,2.5,2.73,2.32,-3
983,980,"Sun, Mar 19, 2006",Box Score,Los Angeles Lakers,95,Cleveland Cavaliers,96,,,2006-03-19 00:00:00,96,95,3/19/2006,Cleveland,LA Lakers,4.5,3.06,4.95,4.41,5.59,5,2.26,4.1,2.5,-0.83,-0.65,.,.,3.4,4.23,3.21,-1.88
984,981,"Sun, Mar 19, 2006",Box Score,Philadelphia 76ers,89,Golden State Warriors,98,,,2006-03-19 00:00:00,98,89,3/19/2006,Golden State,Philadelphia,6,2.62,3.15,2.32,4.04,7,1.37,5.0,2,-1.68,-1.1,.,.,5.3,6.35,2.48,-3.44
985,982,"Sun, Mar 19, 2006",Box Score,Boston Celtics,103,Indiana Pacers,88,,,2006-03-19 00:00:00,88,103,3/19/2006,Indiana,Boston,5.5,5.75,6.38,6.29,6.59,6,5.21,8.2,4.7,3.47,3.55,.,.,5.8,7.09,7.24,1.46
986,983,"Sun, Mar 19, 2006",Box Score,Utah Jazz,84,Memphis Grizzlies,90,,,2006-03-19 00:00:00,90,84,3/19/2006,Memphis,Utah,6.5,9.43,7.42,6.12,8.85,8,6.45,10.4,5.5,16.46,16.47,.,.,12.2,6.74,10.05,2.3
987,984,"Sun, Mar 19, 2006",Box Score,Sacramento Kings,89,Minnesota Timberwolves,95,,,2006-03-19 00:00:00,95,89,3/19/2006,Minnesota,Sacramento,-3.5,-1.91,1.22,0.95,1.43,-4,-2.29,-1.0,0.4,-7.89,-7.8,.,.,-5,-4.76,-2.86,-6.34
988,985,"Sun, Mar 19, 2006",Box Score,Dallas Mavericks,89,New Jersey Nets,100,,,2006-03-19 00:00:00,100,89,3/19/2006,New Jersey,Dallas,-2,-2.22,-2.09,-3.24,-1.55,-1.5,-3.62,0.5,-2.1,-3.44,-3.41,.,.,-2.1,-2.87,-2.58,-9.92
989,986,"Sun, Mar 19, 2006",Box Score,Miami Heat,111,New York Knicks,100,,,2006-03-19 00:00:00,100,111,3/19/2006,New York,Miami,-7,-5.6,-6.41,-6.63,-6.26,-6.5,-7.38,-3.6,-4.7,-6.4,-7.71,.,.,-4.2,-7.85,-7.5,-10.5
990,987,"Sun, Mar 19, 2006",Box Score,Chicago Bulls,104,Washington Wizards,113,,,2006-03-19 00:00:00,113,104,3/19/2006,Washington,Chicago,7,4.87,4.75,4.41,5.09,6,3.45,5.3,2.7,5.54,5.58,.,.,7.6,7.86,6.53,-0.81
991,988,"Mon, Mar 20, 2006",Box Score,Los Angeles Lakers,105,Boston Celtics,97,,,2006-03-20 00:00:00,97,105,3/20/2006,Boston,LA Lakers,2,1.32,1.16,0.73,1.51,1,0.03,3.2,0.1,1.79,1.84,.,.,1.9,1.47,0.83,-6.48
992,989,"Mon, Mar 20, 2006",Box Score,Atlanta Hawks,84,Detroit Pistons,91,,,2006-03-20 00:00:00,91,84,3/20/2006,Detroit,Atlanta,14,12.5,15.92,16.5,15.51,1,10.87,14.7,10.5,9.02,10.07,.,.,10.4,14.08,12.28,7.73
993,990,"Mon, Mar 20, 2006",Box Score,Los Angeles Clippers,99,Houston Rockets,91,,,2006-03-20 00:00:00,91,99,3/20/2006,Houston,LA Clippers,-4.5,-1.09,-0.68,-0.34,-1.03,-4.5,-1.15,1.3,-0.2,-2.29,-2.24,.,.,-3.9,-7.1,-3.32,-7.11
994,991,"Mon, Mar 20, 2006",Box Score,Milwaukee Bucks,100,Portland Trail Blazers,93,,,2006-03-20 00:00:00,93,100,3/20/2006,Portland,Milwaukee,-3.5,-3.26,-1.74,-1.11,-3.0,-4.5,-3.79,0.6,-1.5,-6.79,-6.6,.,.,-7.2,-3.88,-3,-4.85
995,992,"Tue, Mar 21, 2006",Box Score,Orlando Magic,102,Charlotte Bobcats,108,,,2006-03-21 00:00:00,108,102,3/21/2006,Charlotte,Orlando,1,1.28,1.37,0.9,1.64,1.5,0.32,2.0,0.5,1.17,1.29,.,.,2.4,2.05,1.59,-3
996,993,"Tue, Mar 21, 2006",Box Score,Houston Rockets,72,Dallas Mavericks,88,,,2006-03-21 00:00:00,88,72,3/21/2006,Dallas,Houston,12,10.45,11.07,12.47,10.2,11,8.21,12.5,7.3,8.25,8.39,.,.,14.2,11.74,9.58,6.61
997,994,"Tue, Mar 21, 2006",Box Score,Indiana Pacers,75,Memphis Grizzlies,105,,,2006-03-21 00:00:00,105,75,3/21/2006,Memphis,Indiana,5,5.1,4.77,5.43,4.06,5,2.84,6.7,3.1,7.14,7.15,.,.,6.4,5.94,5.97,-1.88
998,995,"Tue, Mar 21, 2006",Box Score,Miami Heat,96,Minnesota Timberwolves,100,,,2006-03-21 00:00:00,100,96,3/21/2006,Minnesota,Miami,-5,-2.61,-1.9,-3.05,-0.83,-4,-3.82,-1.0,-1.5,-4.36,-4.11,.,.,-3.7,-4.82,-3.04,-9.62
999,996,"Tue, Mar 21, 2006",Box Score,Los Angeles Clippers,108,New Orleans/Oklahoma City Hornets,120,,"at New Orleans, LA",2006-03-21 00:00:00,120,108,3/21/2006,New orleans,LA Clippers,-3,-2.32,0.12,1.31,-1.12,-2.5,-2.4,-0.5,-0.6,-9.92,-9.82,.,.,-3,-3.16,-3.11,-7.03
1000,997,"Tue, Mar 21, 2006",Box Score,Toronto Raptors,114,New York Knicks,109,,,2006-03-21 00:00:00,109,114,3/21/2006,New York,Toronto,-1,-0.46,-0.2,1.48,-1.67,-1,-2.47,1.1,-0.3,-1.27,-1.82,.,.,-0.1,-3.53,-3.84,-3.13
1001,998,"Tue, Mar 21, 2006",Box Score,Seattle SuperSonics,96,Sacramento Kings,105,,,2006-03-21 00:00:00,105,96,3/21/2006,Sacramento,Seattle,9,8.28,7.45,6.07,9.14,10,6.81,10.8,5.2,10.45,10.53,.,.,9.5,12.09,11.27,0.7
1002,999,"Tue, Mar 21, 2006",Box Score,Golden State Warriors,96,San Antonio Spurs,107,,,2006-03-21 00:00:00,107,96,3/21/2006,San Antonio,Golden State,11.5,12.97,13.2,13.5,12.92,11,10.19,13.4,8.3,17.79,18.16,.,.,14.7,12.34,14.28,6.69
1003,1000,"Tue, Mar 21, 2006",Box Score,Phoenix Suns,99,Utah Jazz,107,,,2006-03-21 00:00:00,107,99,3/21/2006,Utah,Phoenix,-5.5,-5.87,-4.2,-2.54,-6.34,-5,-6.51,-3.4,-4,-11.82,-11.71,.,.,-6.5,-7.59,-7.93,-12.96
1004,1001,"Tue, Mar 21, 2006",Box Score,New Jersey Nets,112,Washington Wizards,100,,,2006-03-21 00:00:00,100,112,3/21/2006,Washington,New Jersey,3.5,3.55,2.35,1.33,3.37,3,2.5,4.1,1.7,6.66,6.79,.,.,5.2,4.58,5.01,-3.04
1005,1002,"Wed, Mar 22, 2006",Box Score,Toronto Raptors,96,Boston Celtics,110,,,2006-03-22 00:00:00,110,96,3/22/2006,Boston,Toronto,4.5,3.66,4.2,4.74,3.85,5,1.53,5.0,2.5,4.22,4.31,.,.,3.8,3.27,1.67,-2.97
1006,1003,"Wed, Mar 22, 2006",Box Score,Charlotte Bobcats,118,Cleveland Cavaliers,120,OT,,2006-03-22 00:00:00,120,118,3/22/2006,Cleveland,Charlotte,11.5,8.38,10.94,11.18,11.04,11.5,7.31,10.7,6.8,4.32,4.46,.,.,7.3,10.96,9.04,2.17
1007,1004,"Wed, Mar 22, 2006",Box Score,San Antonio Spurs,92,Denver Nuggets,104,,,2006-03-22 00:00:00,104,92,3/22/2006,Denver,San Antonio,-2.5,-2.47,-3.4,-3.32,-3.48,-2,-3.95,1.1,-2.2,-3.02,-2.83,.,.,-2.4,-2.79,-2.82,-9.52
1008,1005,"Wed, Mar 22, 2006",Box Score,Miami Heat,73,Detroit Pistons,82,,,2006-03-22 00:00:00,82,73,3/22/2006,Detroit,Miami,7,4.57,6.67,7.03,6.48,5.5,3.06,5.9,4.2,0.5,1.55,.,.,4.8,7.8,4.11,0.27
1009,1006,"Wed, Mar 22, 2006",Box Score,Chicago Bulls,85,Indiana Pacers,95,,,2006-03-22 00:00:00,95,85,3/22/2006,Indiana,Chicago,4.5,4.07,5.69,5.15,6.28,4.5,3.03,5.1,3.3,2.91,2.95,.,.,2.7,5.46,5.05,-0.35
1010,1007,"Wed, Mar 22, 2006",Box Score,Sacramento Kings,80,Los Angeles Lakers,87,,,2006-03-22 00:00:00,87,80,3/22/2006,LA Lakers,Sacramento,3,2.06,3.69,3.76,3.62,2,0.71,3.8,2.3,-1.4,-1.28,.,.,1.6,2.63,1.41,-3.29
1011,1008,"Wed, Mar 22, 2006",Box Score,New York Knicks,87,Orlando Magic,111,,,2006-03-22 00:00:00,111,87,3/22/2006,Orlando,New York,7,5.59,6.12,5.29,6.95,6,4.07,7.9,4.1,6,6.18,.,.,4.8,8.55,6.31,-3
1012,1009,"Wed, Mar 22, 2006",Box Score,Atlanta Hawks,106,Philadelphia 76ers,115,,,2006-03-22 00:00:00,115,106,3/22/2006,Philadelphia,Atlanta,8,6.43,6.54,7.23,5.79,8.5,4.08,7.9,4.4,5.62,5.67,.,.,10,6.67,5.84,-2.12
1013,1010,"Wed, Mar 22, 2006",Box Score,Milwaukee Bucks,105,Seattle SuperSonics,114,,,2006-03-22 00:00:00,114,105,3/22/2006,Seattle,Milwaukee,3,1.33,0.26,0.92,-0.71,3,-0.44,4.0,0.6,2.32,2.51,.,.,2.6,1.5,1.39,-4.89
1014,1011,"Thu, Mar 23, 2006",Box Score,Golden State Warriors,122,Dallas Mavericks,121,,,2006-03-23 00:00:00,121,122,3/23/2006,Dallas,Golden State,10,10.64,11.38,12.92,10.33,10.5,9.36,12.1,7.7,11.58,13.07,.,.,10.5,11.59,12.39,6.55
1015,1012,"Thu, Mar 23, 2006",Box Score,Los Angeles Clippers,85,Memphis Grizzlies,95,,,2006-03-23 00:00:00,95,85,3/23/2006,Memphis,LA Clippers,4,4.54,3.6,3.52,3.7,4,2.65,5.9,2.7,6.51,6.51,.,.,6.8,4.79,4.75,-2.35
