date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linenscombo,linel2,linegametime,lineray1,linefox,linedunk,linegirl,linegabe,lineboyd,linemass,linedok,lineblc
12/7/2009,Oklahoma City,104,Golden State,88,7,5.63,8.96,8.58,9.39,6,8.51,7.3,1.6,.,5.5,2.47,7,3.72,-2.54,.,.,8.8,7.22,.
12/7/2009,Philadelphia,83,Denver,93,-7,-4.99,-6.09,-6.77,-5.65,-5.5,-5.68,-2.8,-2.74,.,-6,-5.49,-8,-3.95,-0.74,.,.,-8.5,-3.53,.
12/7/2009,Utah,104,San Antonio,101,2,3.58,3.59,4.01,3.1,2.5,0.17,4.4,4.71,.,2,5.43,6,-2.23,6.92,.,.,6.1,2.35,.
12/8/2009,Boston,98,Milwaukee,89,12,11.26,11.8,11.29,12.57,13,9.08,15,3.46,.,15.5,13.87,13,16.33,-0.39,.,.,12.2,13.17,.
12/8/2009,Charlotte,107,Denver,95,-3,-2.59,-3.33,-3.47,-3.22,-3,-5.3,-2.2,-0.17,.,-3.75,2.54,-6,-5.2,-1.08,.,.,-0.5,-2.67,.
12/8/2009,Chicago,101,New Jersey,103,6.5,8.54,10.56,14.27,7.44,7.5,4.36,10.8,8.29,.,9.25,5.4,1,9.17,12.51,.,.,10.8,9.21,.
12/8/2009,Dallas,102,Phoenix,101,3.5,3.78,2.35,0.11,4.1,2,1.54,5.1,7.26,.,3.75,1.65,3,0.74,11.79,.,.,1.9,4.42,.
12/8/2009,LA Clippers,86,Orlando,97,-7,-6.02,-5.94,-5.68,-6.39,-6,-4.3,-4.6,-4.36,.,-6.75,-5.29,-10,-5.72,-1.65,.,.,-11,-6.45,.
12/8/2009,Memphis,111,Cleveland,109,-7,-6.45,-4.91,-4.24,-5.73,-8,-3.69,-4.5,-5.13,.,-8.5,-14.18,-6,-8.25,-6.32,.,.,-5.4,-5.46,.
12/8/2009,New orleans,96,Sacramento,94,8.5,5.47,3.37,4.2,2.49,6,1.88,8.2,8.42,.,6.75,2.59,1,8.88,10.44,.,.,4.9,5.93,.
12/8/2009,Toronto,94,Minnesota,88,7.5,10.03,11.12,11.31,11.16,8.5,6.86,11.9,10.12,.,10.25,7.78,9,10.86,9.41,.,.,11.2,10.49,.
12/9/2009,Atlanta,118,Chicago,83,10.5,11.29,12.24,10.88,13.96,9,10.72,9.7,10.61,.,11.5,11.74,16,8.56,6.92,.,.,14.2,10.65,.
12/9/2009,Houston,95,Cleveland,85,-2.5,-0.77,2,1.59,2.43,-2.5,1.52,1.9,-0.24,.,-3.25,-6.25,0.01,-4.34,-0.92,.,.,-1.6,-0.12,.
12/9/2009,Indiana,91,Portland,102,-3.5,-3.56,-3.33,-2.19,-4.6,-4,-3.42,-1.4,-3.81,.,-4.5,-6.08,-5,-3.56,-2.62,.,.,-3.6,-1.98,.
12/9/2009,LA Lakers,101,Utah,77,10.5,7.86,8.15,9.63,6.81,9.5,7.84,9.5,5.34,.,9,3.32,8,12.13,4.99,.,.,10.5,7.27,.
12/9/2009,Milwaukee,117,Toronto,95,4,3.17,2.59,1.26,3.95,3,2.8,2.7,5.16,.,1.5,3.77,3,3.28,3.53,.,.,4.2,2.93,.
12/9/2009,Minnesota,96,New orleans,97,-3,-3.92,-4.5,-5.09,-4.01,-2.5,0.72,-1.9,-6.41,.,-8,-3.29,-1,-6.86,-4.54,.,.,-3.8,-2.89,.
12/9/2009,New Jersey,89,Golden State,105,2.5,-2.42,-2.26,-3.27,-1.69,-2,1.08,2.1,-6.72,.,-4.25,-3.9,2,2.46,-12.24,.,.,-4.3,-0.33,.
12/9/2009,Philadelphia,86,Detroit,90,3.5,1.56,-0.45,-1.28,0.16,3.5,0.37,3.2,4.26,.,1.5,2.77,1,2.33,5.02,.,.,-2.9,2.25,.
12/9/2009,San Antonio,118,Sacramento,106,12.5,8.81,5.79,4.43,7.27,12.5,7.21,11.3,9.93,.,10.5,9.7,7,10.58,8.88,.,.,8.3,10.57,.
12/10/2009,Detroit,101,Denver,99,-7,-3.64,-1.42,-1.17,-1.69,-7,-2.58,-0.3,-4,.,-4,-5.26,-4,-9.54,-2.76,-8.5,.,-0.1,-3.41,.
12/10/2009,Utah,120,Orlando,111,-2.5,-1.96,-1.83,-2.86,-0.94,0,-2.93,0.7,-0.39,.,-2,2.78,-1,-5.73,-1.43,-6.5,.,-4,-1.16,.
12/10/2009,Washington,102,Boston,104,-7,-6.75,-6.77,-5.93,-7.76,-7.5,-3.4,-2.6,-3.82,.,-7,-6.62,-9,-11.63,-1.44,-13.5,.,-10.3,-4.78,.
12/11/2009,Chicago,96,Golden State,91,5,1.55,2.63,4.51,0.16,5,1.28,5.2,3.13,.,1.5,0.27,-4,-0.04,5.99,-3,.,0.8,4.38,.
12/11/2009,Cleveland,104,Portland,99,10,7.01,4.91,5.87,3.83,8.5,3.29,8.6,11.89,.,7.25,17.54,6,11.21,6.24,-1,.,4.7,5.72,.
12/11/2009,Indiana,107,New Jersey,91,3.5,5.37,8.15,9.47,7.39,5,4.62,7.4,1.75,.,6.25,1.81,5,6.76,1.69,1.5,.,9.2,7.03,.
12/11/2009,LA Lakers,104,Minnesota,92,15.5,18.76,19.77,19.91,19.78,16.5,13.28,19.7,20.48,.,23,23.67,22,14.86,17.28,12.5,.,20.3,17.13,.
12/11/2009,Memphis,94,Oklahoma City,102,2,-1.48,-2.26,-0.68,-4.05,1,-2.66,2.6,0.47,.,-1,-2.95,1,-2.85,3.88,-10,.,-2.5,-0.56,.
12/11/2009,Miami,93,Dallas,106,1,0.68,0.52,1.11,-0.05,1,2.39,3.6,2.43,.,0.5,1.16,1,1.35,3.7,-6,.,-4,1.67,.
12/11/2009,New orleans,96,New York,113,6.5,3.49,6.4,8.36,4.45,6.5,3.26,7.4,2.52,.,6.25,-2.2,-3,2.62,7.24,0,.,4.4,4.13,.
12/11/2009,Philadelphia,91,Houston,96,-2.5,-4.48,-5.45,-6.39,-4.85,-2,-2.34,-1.3,-3.74,.,-2,-2.75,-5,-1.13,-4.73,-11.5,.,-11.3,-1.26,.
12/11/2009,Phoenix,106,Orlando,103,3,-0.44,1.82,2.71,1.2,2,1.79,2.4,-2.54,.,-0.5,-3.12,-1,-1.83,-1.97,-5,.,0.5,1.61,.
12/11/2009,San Antonio,104,Charlotte,85,7.5,5.25,6.14,5.37,7.04,9,7.87,8.9,-0.35,.,7.75,2.59,4,9.64,-3.29,0.5,.,10.3,7.87,.
12/11/2009,Toronto,89,Atlanta,111,-3.5,-4.92,-4.04,-2.59,-5.65,-3.5,-2.47,-0.2,-5.43,.,-5.25,-9.42,-9,-5.7,-1.45,-9.5,.,-4.2,-3.03,.
12/12/2009,Chicago,80,Boston,106,-9.5,-9.02,-7.47,-5.59,-10.01,-8.5,-6.62,-3.7,-10.36,.,-7.75,-9.21,-12,-11.32,-11.5,-13.5,.,-9.9,-5.84,.
12/12/2009,Dallas,98,Charlotte,97,7,6.73,8.84,9.29,8.4,7,8.44,10.3,1.72,.,9.75,3,7,8.6,0.44,2.5,.,9.3,8.79,.
12/12/2009,Denver,105,Phoenix,99,8.5,4.61,2.56,0.54,4.33,8,3.95,6.4,5.03,.,5.5,3.67,6,7.84,6.4,-2,.,7,5.31,.
12/12/2009,Detroit,104,Golden State,95,6,5.78,6.13,6.57,5.7,6,5.94,6.8,7.24,.,4.5,5.21,5,7.19,9.26,0,.,6.5,5.23,.
12/12/2009,Milwaukee,108,Portland,101,4,0.28,-0.1,0.39,-0.72,4,-0.01,0,3.01,.,-2.5,6.04,0.01,5.07,-0.03,-7.5,.,0.3,-0.44,.
12/12/2009,Sacramento,120,Minnesota,100,7,7.84,10.79,10.3,11.36,7.5,6.01,8.9,5.91,.,7.5,7.35,8,7.87,4.46,5,.,11.2,8.08,.
12/12/2009,Utah,102,LA Lakers,94,2,-2.49,-1.94,-2.57,-1.38,-2.5,-2.54,0.2,-4.68,.,-2.5,-1.89,-2,1.21,-7.47,-7,.,-1.5,-0.25,.
12/12/2009,Washington,113,Indiana,114,7,5.98,5.4,5.48,5.32,8,5.59,8.4,8.74,.,5.5,10.57,4,9,6.9,-1.5,.,5.1,4.69,.
12/13/2009,Atlanta,130,New Jersey,107,12.5,17.29,20.57,21.64,20.32,13,13.67,16.7,17.1,.,19.5,18.59,20,13,15.61,12,.,21.3,15.31,.
12/13/2009,LA Clippers,90,San Antonio,115,-5.5,-2.49,-1.74,0.46,-4.23,-5,-2.24,-2,1.49,.,-4.25,1.53,-5,-5.66,1.45,-8,.,-2.9,-3.06,.
12/13/2009,Miami,90,Memphis,118,6.5,5.96,7.21,6.87,7.68,7.5,7.56,9.3,4.37,.,7.5,7.18,4,6.58,1.56,2,.,5.3,7.6,.
12/13/2009,Oklahoma City,89,Cleveland,102,-3.5,-0.5,2.56,1.99,3.17,-4.5,2.76,-0.7,-1.85,.,-2,-4.77,0.01,-0.99,1.07,-5,.,1.4,-1.56,.
12/13/2009,Toronto,101,Houston,88,-2,-2.82,-2.45,-1.06,-3.98,-1,-0.99,-0.3,-0.49,.,-2.25,-4.15,-7,-6.31,3.17,-7.5,.,-5,-0.76,.
12/14/2009,Dallas,94,New orleans,90,9,8.25,9.86,8.92,10.93,9,8.91,10.4,5.36,.,10,9.79,12,10.14,0.93,2.5,.,9.2,8.15,.
12/14/2009,Denver,102,Oklahoma City,93,10.5,5.49,4.91,5,4.81,10.5,5.58,10,4.43,.,9,3.86,7,5.56,5,-1,.,5,7.19,.
12/14/2009,LA Clippers,97,Washington,95,1.5,1.81,3.36,4.55,2.02,1.5,1.57,2,3.79,.,2.25,5.33,-1,1.78,2.25,-2.5,.,0.7,0.73,.
12/14/2009,Memphis,105,Boston,110,-7.5,-6.84,-6.64,-5.49,-7.92,-8.5,-5.07,-4.6,-7.24,.,-8,-8.93,-3,-4.86,-5.55,-14,.,-7.1,-7.16,.
12/14/2009,Orlando,106,Indiana,98,12,14.55,13.97,14.32,13.66,12,11.42,14.7,18.64,.,15.25,21.02,14,13.83,16.26,8,.,16,12.02,.
12/14/2009,Philadelphia,117,Golden State,101,4.5,1.59,1.75,0.66,2.45,4.5,3.12,4.1,1.75,.,2.25,0.55,3,1.55,2.94,-4.5,.,-1.1,3.89,.
12/14/2009,Utah,108,Minnesota,110,13,13.48,15.94,15.64,16.28,12,8.77,15.1,12.8,.,15.75,18.78,17,10.84,6.81,8.5,.,16.7,12.32,.
12/15/2009,Charlotte,94,New York,87,5,3.67,4.96,4.98,4.96,3.5,2.93,5.9,6.16,.,5.5,-4.3,0.01,4.42,7.73,0,.,5.2,4.19,.
12/15/2009,Chicago,87,LA Lakers,96,-10,-9.17,-7.27,-6.05,-9.41,-8.5,-7.04,-4.3,-10.99,.,-9.75,-5.97,-15,-14.34,-9.37,-13,.,-8.7,-5.23,.
12/15/2009,Cleveland,99,New Jersey,89,15,16.78,18.8,20.42,17.82,15,12.92,18.5,17.3,.,20,18.05,18,15.24,13.31,11.5,.,20.3,14.81,.
12/15/2009,Houston,107,Detroit,96,5,5.74,6.72,6.43,7.01,5,4.69,8.2,4.25,.,5,3.28,7,9.95,4.41,1,.,7,6.4,.
12/15/2009,Miami,115,Toronto,95,6,3.94,4.28,4,4.61,5.5,5.42,6.6,5.62,.,5.25,5.86,3,3.47,2.66,-1,.,0.7,5.08,.
12/15/2009,Phoenix,116,San Antonio,104,1.5,3.48,5.34,8.26,2.43,2.5,3.11,4.5,5.06,.,2,0.54,1,2.62,6.59,-1,.,7,3.13,.
12/15/2009,Portland,95,Sacramento,88,7,6.9,6.88,5.98,7.92,7.5,6.64,10.3,5.19,.,10,6.45,6,6.26,7.21,1,.,8,8.73,.
12/16/2009,Atlanta,110,Memphis,97,9.5,11.12,12.15,11.01,13.45,9.5,10.33,12.1,10.18,.,13.25,16.87,10,11.51,6.35,6.5,.,.,11.95,.
12/16/2009,Denver,111,Houston,101,8.5,5.31,4.52,4.34,4.74,8.5,6.33,6.7,4.72,.,8.25,6.39,6,6.92,5.39,-2,.,.,5.89,.
12/16/2009,Golden State,91,San Antonio,103,-5.5,-4.03,-2.73,-1.77,-3.97,-6,-4.13,-1.2,-0.12,.,-5.75,-2.54,-5,-9.85,-0.07,-11,.,.,-2.94,.
12/16/2009,Indiana,101,Charlotte,98,3.5,-1.6,0.43,0.92,-0.05,3.5,1.68,2.5,-8.39,.,-0.5,-0.22,-2,-0.31,-7.99,-6.5,.,.,1.65,.
12/16/2009,Milwaukee,106,LA Lakers,107,-5,-5.81,-3.89,-4.96,-2.93,-6,-2.32,-4.2,-9.37,.,-6.5,-3.35,-5,-11.01,-8.64,-9.5,.,.,-1.9,.
12/16/2009,Minnesota,95,LA Clippers,120,1,-0.74,-1.33,-1.71,-0.97,1,0.31,2.7,-1.97,.,-3.25,-2.87,4,0.02,2.56,-8,.,.,0.27,.
12/16/2009,New Jersey,92,Utah,108,-8,-7.94,-8.71,-10.17,-7.98,-9,-3.59,-3.7,-7.11,.,-10.5,-8.66,-8,-12.33,-2.21,-15,.,.,-6.08,.
12/16/2009,New orleans,95,Detroit,87,5,1.54,2.23,3.18,1.2,5,0.24,4,1.59,.,3.5,-2.32,0.01,3.86,5.61,-5.5,.,.,3.15,.
12/16/2009,Oklahoma City,86,Dallas,100,-1.5,0.91,1.18,0.25,2.12,-2,2.5,1.1,3.59,.,-0.25,-2.99,2,1.71,4.26,-4.5,.,.,1.08,.
12/16/2009,Orlando,118,Toronto,99,11,11.4,11.27,10.59,12.15,11,9.77,12.6,11.72,.,13.75,13.5,14,15.81,6.79,5,.,.,11.1,.
12/16/2009,Philadelphia,101,Cleveland,108,-5.5,-6.12,-5.84,-7.51,-4.55,-5.5,-3.26,-3.9,-8.88,.,-6,-5.66,-5,-5.49,-7.05,-12.5,.,.,-3.65,.
12/16/2009,Sacramento,112,Washington,109,3.5,3.47,5.84,5.84,5.85,3,2.74,3.4,1.73,.,2.75,2.08,5,6.5,3.27,-0.5,.,.,2.96,.
12/17/2009,Chicago,98,New York,89,2.5,-0.77,2.44,4.86,-0.73,2.5,0.65,4.3,-0.18,.,1,-4.48,-8,-6.07,1.36,-4.5,.,.,2.61,.
12/17/2009,Miami,104,Orlando,86,-4,-3.1,-2.63,-2.3,-2.99,-2,-0.7,-0.6,-3.1,.,-3.25,-4.64,-6,-1.15,-1.13,-10,.,.,-1.36,.
12/17/2009,Portland,105,Phoenix,102,2,0.99,0.8,-1.56,3,2.5,1.18,3.6,-0.44,.,2.5,1.83,1,-1.38,3.09,-4,.,.,3.02,.
12/18/2009,Atlanta,96,Utah,83,6,7.37,7.98,7.68,8.4,6,7.71,7.9,6.99,.,7.5,11.25,7,4.38,10.4,2.5,.,.,6.7,.
12/18/2009,Boston,97,Philadelphia,98,11.5,14.65,16.24,17.41,15.58,13,11.38,15.3,17.74,.,15,13.11,13,14.13,20.55,9.5,.,.,13.13,.
12/18/2009,Cleveland,85,Milwaukee,82,9.5,9.41,8.83,9.57,8.11,11,6.66,13.4,11.88,.,11.75,10.55,8,12.52,9.27,2,.,.,9.25,.
12/18/2009,Dallas,108,Houston,116,5,4.33,5.59,6.11,5.09,6.5,4.46,6.5,2.7,.,7.5,3.31,4,7.24,2.13,-2,.,.,4.93,.
12/18/2009,Golden State,109,Washington,118,3,1.73,3.02,3.2,2.86,1.5,0.46,3.5,2.18,.,1.75,3.62,1,3.08,0.73,-4,.,.,2.33,.
12/18/2009,Memphis,107,Indiana,94,6,6.53,5.35,5.7,5,5,3.82,6.3,11.17,.,4.25,7.2,9,9.61,13.57,-1,.,.,3.71,.
12/18/2009,Minnesota,112,Sacramento,96,-1.5,-2.71,-3.99,-3.03,-5.31,1,-1.27,0.3,0.09,.,-5.5,-0.22,-4,-2.11,1.54,-11,.,.,-2.02,.
12/18/2009,New York,95,LA Clippers,91,1.5,4.35,3.11,1.59,4.69,3.5,2.06,6.3,4.7,.,2,9.43,9,4.27,6.11,-2,.,.,4.03,.
12/18/2009,New orleans,98,Denver,92,-1,-3.12,-2.32,-0.91,-3.81,-3,-5.22,-1.1,-1.38,.,-3.25,-5.99,-6,0.81,1.81,-9.5,.,.,-2.9,.
12/18/2009,Oklahoma City,109,Detroit,98,5,4.34,6.02,5.57,6.49,5,5.53,4.4,4.54,.,4.25,-2.4,6,8.07,4.8,-0.5,.,.,5.38,.
12/18/2009,Toronto,118,New Jersey,95,8,9.11,12.18,14.92,9.94,8,7.54,10.3,8.67,.,8.5,6.8,7,11.16,11.16,5.5,.,.,7.78,.
12/19/2009,Charlotte,102,Utah,110,2.5,-0.38,-0.05,-0.5,0.36,1.5,0.49,2.1,0.11,.,0.75,-3.6,-1,-0.23,1.63,-5.5,.,.,0.87,.
12/19/2009,Chicago,101,Atlanta,98,-4,-8.26,-7.15,-4.99,-10.14,-5.5,-6.94,-2.5,-6.86,.,-7.5,-12.03,-14,-9.36,-5.42,-14.5,.,.,-4.91,.
12/19/2009,Houston,95,Oklahoma City,90,3.5,4.77,5.24,5.62,4.84,6,2.85,9.5,3.96,.,4.5,8.68,6,3.17,5.13,-2.5,.,.,5.5,.
12/19/2009,Milwaukee,95,Sacramento,96,6.5,5.37,4.93,4.32,5.53,6.5,4.84,6.5,6.65,.,5.25,7.22,7,6.38,7.07,-2,.,.,5.63,.
12/19/2009,New Jersey,84,LA Lakers,103,-13,-13.22,-14.38,-16.6,-12.88,-13,-9.29,-9.4,-13.43,.,-16.5,-10.85,-15,-13.56,-9.97,-20,.,.,-11.16,.
12/19/2009,Orlando,92,Portland,83,8.5,7.11,6.3,7.53,5.03,8.5,5.27,8.2,11.88,.,6.75,10.57,6,10.61,7.67,0,.,.,5.78,.
12/19/2009,Philadelphia,107,LA Clippers,112,3.5,2.89,2.51,0.61,4.22,3.5,2.59,6.1,0.52,.,4,3.46,7,2.39,2.18,-3.5,.,.,5.12,.
12/19/2009,Phoenix,121,Washington,95,10,8.67,11.55,13.12,10.19,10,8.19,9.3,6.27,.,10.25,6.7,9,11.91,5.22,4.5,.,.,9.36,.
12/19/2009,San Antonio,100,Indiana,99,12,11.11,10.46,8.88,12.32,12,10.24,12.7,11.48,.,12.75,11.52,12,16.54,8.59,5,.,.,11.3,.
12/20/2009,Boston,122,Minnesota,104,14,16.78,18.58,17.15,20.51,13,13.48,18.7,16.99,.,19.5,19.44,16,14.55,13.69,14,.,.,17.36,.
12/20/2009,Dallas,102,Cleveland,95,-3.5,1.17,3.58,3.52,3.64,-3.5,2.37,2.9,-1.05,.,1.5,-1.45,0.01,1.39,2.59,-3.5,.,.,2.09,.
12/20/2009,Detroit,81,LA Lakers,93,-7,-4.39,-4.56,-5.36,-3.91,-7,-3.09,-2.6,-3.91,.,-6.75,-0.84,-8,-5.1,-0.15,-9,.,.,-3.99,.
12/20/2009,Memphis,102,Denver,96,-1.5,-3.11,-2.59,-1.82,-3.41,0,-4.28,-1.5,-2.26,.,-4.25,-4.64,0.01,-0.92,-0.71,-10,.,.,-3.55,.
12/20/2009,Miami,95,Portland,102,5,2.4,1.8,3.18,0.35,5,2.83,3.8,6.06,.,1.75,2.93,1,7.54,4.11,-7,.,.,2.27,.
12/20/2009,New York,98,Charlotte,94,4,3.06,2.26,2.57,1.97,4,2.78,4.4,2.59,.,0.5,10.3,4,6.35,3.77,-5,.,.,2.5,.
12/20/2009,Toronto,98,New orleans,92,1.5,2.29,2.56,2.41,2.67,2.5,3.66,4.1,2.71,.,1,2.11,2,4.01,3.04,-3,.,.,2.74,.
12/21/2009,Chicago,98,Sacramento,102,4.5,2.17,1.79,3.43,-0.59,4,0.65,5.8,5.52,.,2.75,7.53,-2,4.86,3.57,-6.5,.,.,1.02,.
12/21/2009,Indiana,81,Milwaukee,84,1.5,-1,0.32,1.15,-0.48,0,-0.37,3.9,-2.88,.,1.25,-2.6,0.01,-1.71,-3.09,-7.5,.,.,0.34,.
12/21/2009,Orlando,104,Utah,99,8,5.42,6.64,7.17,6.15,7,7.62,8,6.27,.,6.75,5.91,2,2.24,5.75,1.5,.,.,5.74,.
12/21/2009,Phoenix,91,Cleveland,109,2.5,1.84,4.06,4.54,3.68,2,4.2,3.2,-0.36,.,2.5,1.83,3,1.1,-1.32,-4,.,.,3.69,.
12/21/2009,San Antonio,103,LA Clippers,87,9,8.67,8.79,6.94,10.88,9.5,8.33,11.3,6.92,.,10.75,7.26,11,8.89,7.55,4.5,.,.,9.68,.
12/22/2009,Boston,103,Indiana,94,15,13.74,14.85,14.5,15.37,14,12.14,15.3,13.42,.,14.75,13.67,13,16.87,14.24,9,.,.,12.64,.
12/22/2009,Charlotte,88,Detroit,76,6,2.66,2.27,1.31,3.15,6,1.39,4.3,1.76,.,4.75,3.69,5,5.5,0.53,-3,.,.,3.54,.
12/22/2009,Dallas,81,Portland,85,4.5,5.01,5.69,6.71,4.63,4.5,3.67,6.2,6.36,.,5,6.02,4,7.95,7.25,-2,.,.,4.35,.
12/22/2009,Houston,108,LA Clippers,99,8.5,8.91,10.28,9.66,10.98,10,7.48,11.3,8.3,.,8,8.01,11,8.72,9.13,4,.,.,10.34,.
12/22/2009,LA Lakers,111,Oklahoma City,108,10,9.72,8.89,10.05,7.86,11,6.4,12.9,11.05,.,13,13.81,11,12.58,8.29,2.5,.,.,7.22,.
12/22/2009,Memphis,121,Golden State,108,7.5,6.81,6.9,8.03,5.8,8.5,5.31,6.8,6.41,.,6.25,5.17,11,14.51,8.41,-0.5,.,.,4.5,.
12/22/2009,Minnesota,87,Atlanta,112,-8.5,-11.04,-10.73,-9.29,-12.63,-7,-7.39,-6.8,-10.32,.,-13.25,-13.93,-11,-12.01,-7.46,-18.5,.,.,-9.88,.
12/22/2009,New York,88,Chicago,81,6,5.05,3.88,1.94,6.43,5.5,4.66,5.6,4.23,.,3.5,2.21,11,10.05,5.89,-0.5,.,.,5.64,.
12/22/2009,Washington,105,Philadelphia,98,1.5,2.79,4.26,5.34,3.5,4.5,3.95,6.6,2.85,.,2.5,0.97,2,-0.18,5.06,-2.5,.,.,3.38,.
12/23/2009,Denver,124,Atlanta,104,3.5,0.51,0.82,1.07,0.4,4.5,2.28,3.9,-0.19,.,2.25,-2.73,-1,2.07,1.13,-5.5,.,.,2.41,.
12/23/2009,Detroit,64,Toronto,94,1,3.61,3.48,2.37,4.69,1,3.05,5.7,6.44,.,3,5.47,3,2.77,5.69,-2,.,.,3.18,.
12/23/2009,Miami,80,Utah,70,0,0.64,1.48,2.1,0.87,2.5,4.6,3,1.79,.,0.75,-2.88,-4,3.5,2.19,-6,.,.,1.71,.
12/23/2009,Milwaukee,97,Washington,109,7.5,5.63,6.37,5.94,6.77,7.5,4.33,4.1,7.49,.,4.25,8.1,6,7.01,6.81,0.5,.,.,6.21,.
12/23/2009,New Jersey,99,Minnesota,103,4,0.49,0.6,-1.47,2.6,1.5,1.35,4.8,0.79,.,-0.25,2.17,1,-3.69,-0.19,-4.5,.,.,3.31,.
12/23/2009,New orleans,108,Golden State,102,10,6.73,7.5,9.17,5.82,10,4.95,7.8,6.63,.,8,5.85,7,11.3,7.43,0,.,.,6.78,.
12/23/2009,Orlando,102,Houston,87,8.5,5.39,5.07,5.42,4.77,8.5,5.66,6.8,6.18,.,7.25,6.87,4,8.5,4.66,-1,.,.,5.59,.
12/23/2009,Phoenix,113,Oklahoma City,117,9,5.61,5.82,7.18,4.54,9,5,8.5,6.17,.,7,10.89,4,5.26,2.46,0.5,.,.,5.82,.
12/23/2009,Sacramento,104,Cleveland,117,-6,-4.8,-2.78,-2.59,-2.99,-6.5,-2.62,-4.3,-5.27,.,-6.75,-6.24,-6,-6.98,-3.8,-7.5,.,.,-2.56,.
12/23/2009,San Antonio,94,Portland,98,11,3.71,2.92,2.23,3.77,8,4.03,5.6,4.03,.,5.75,4.53,3,5.77,4.43,-3,.,.,4.42,.
12/25/2009,LA Lakers,87,Cleveland,102,6,4.45,5.2,5.85,4.73,4.5,4.36,5,4.52,.,5,4.75,3,4.57,6.09,0.5,.,.,5.09,.
12/25/2009,New York,87,Miami,93,2,0.66,-0.48,-1.02,0.07,-1,-1.59,2.2,1.81,.,-1.75,4.15,4,3.33,1.72,-6,.,.,1.05,.
12/25/2009,Orlando,77,Boston,86,5,1.95,2.34,3.35,1.24,2,2.79,4.1,2.82,.,3.5,3.32,2,-0.18,3.25,-5,.,.,2.19,.
12/25/2009,Phoenix,124,LA Clippers,93,10,8.32,10.2,10.04,10.48,9,9.24,10,6.97,.,10.25,8.57,9,5.54,5.61,5,.,.,9.08,.
12/25/2009,Portland,107,Denver,96,-2.5,1.16,2.62,2.85,2.33,-2.5,0.59,4.2,-1.27,.,2.5,0.61,1,0,2.27,-3.5,.,.,2.39,.
12/26/2009,Chicago,96,New orleans,85,2.5,0.61,0.4,0.69,-0.35,1.5,0.93,3.1,3.09,.,0.25,5.64,-2,-0.55,2.73,-7.5,.,.,1.29,.
12/26/2009,Dallas,106,Memphis,101,8.5,7.18,8.97,8.56,9.4,8.5,7.51,9.8,7.98,.,8.5,10.04,4,2.39,6.78,3,.,.,8.16,.
12/26/2009,Golden State,132,Phoenix,127,-3,-5.4,-6.11,-6.96,-5.36,-4,-5.91,-1.5,-3.11,.,-6,-6.03,-7,-3.97,-3.6,-12,.,.,-3.41,.
12/26/2009,Indiana,98,Atlanta,110,-6.5,-7.12,-6.94,-6.61,-7.46,-6.5,-5.52,-3.3,-9.11,.,-6.5,-9.96,-7,-7.5,-4.27,-13.5,.,.,-4.69,.
12/26/2009,Milwaukee,97,San Antonio,112,-2.5,-1.24,-0.33,0.25,-1.14,-2,-1.11,-1.1,3.2,.,-4.25,2.23,-2,-3.95,0.28,-7,.,.,-0.3,.
12/26/2009,Minnesota,101,Washington,89,-2.5,-2.05,-1.68,-0.5,-3.33,-2.5,-1.58,-1.9,0.4,.,-5.25,-1.47,-3,.,3.14,-8,.,.,-1.1,.
12/26/2009,New Jersey,93,Houston,98,-9,-9.78,-11.54,-13.43,-10.39,-9,-6.53,-6.5,-7.48,.,-11.5,-8.92,-9,-11.39,-8.2,-17.5,.,.,-6.57,.
12/26/2009,Oklahoma City,98,Charlotte,91,6,4.56,7.46,8.06,6.94,4.5,7.44,6.4,1.27,.,5,0.24,5,4.09,4.57,0,.,.,5.66,.
12/26/2009,Sacramento,103,LA Lakers,112,-6,-5.97,-4.6,-4.92,-4.42,-7,-3.96,-3.7,-6.79,.,-6.75,-7.99,-6,-7.39,-5.83,-11,.,.,-2.87,.
12/26/2009,Utah,97,Philadelphia,76,7,8.54,10.04,11.35,9.12,9,5.9,10,8.43,.,8.75,8.55,10,10.72,7.68,4.5,.,.,7.47,.
12/27/2009,Cleveland,108,Houston,83,8.5,5.74,5.81,5.61,6,10,5.65,9.7,5.03,.,10.5,4.73,10,6.89,2.02,-3.5,.,.,6.29,.
12/27/2009,Denver,96,Dallas,104,5,3.21,2.9,1.97,3.88,5,4.79,6,3.91,.,5.75,2.37,6,2.78,-0.3,-3.5,.,.,4.93,.
12/27/2009,LA Clippers,92,Boston,90,-8.5,-7.31,-7.35,-6.02,-8.88,-8.5,-5.78,-5.2,-5.66,.,-8.25,-5.56,-11,-8.53,-3,-14,.,.,-5.88,.
12/27/2009,Miami,114,Indiana,80,8,7.71,9,9.87,8.16,9,8.97,9.8,8.76,.,8.75,5.2,7,10.53,6.52,1,.,.,7.91,.
12/27/2009,New York,88,San Antonio,95,-3,-2.08,-2.54,-1.56,-3.76,-5.5,-3.34,-1.1,1.89,.,-4.75,-0.02,-1,-0.29,0.64,-9.5,.,.,-2.16,.
12/27/2009,Toronto,102,Detroit,95,3,4.07,5.02,5.37,4.64,3,4,6.3,-0.44,.,5,0.53,9,11.29,3.13,-4,.,.,4,.
