date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linenscombo,linel2,linegametime,lineray1,linefox,linedunk,linegirl,linegabe,lineboyd,linemass,linedok,lineblc
11/15/2009,Phoenix,101,Toronto,100,8,6.98,7.43,10.24,5.41,7,6.46,7.6,7.02,.,5,5.16,6,10.77,8.24,.,.,.,4.92,.
11/16/2009,Atlanta,99,Portland,95,3.5,3.05,5.52,6.77,3.92,3,3.1,3.9,4.42,.,2,5.91,1,-3.03,2.79,.,.,.,2.76,.
11/16/2009,Milwaukee,113,Dallas,115,1.5,-1.4,-0.23,1.4,-2.16,-2.5,0.56,-3.2,-3.15,.,-5.25,-1.3,0.01,0.93,-0.75,.,.,.,-2.53,.
11/16/2009,Orlando,97,Charlotte,91,13,11.76,10.78,9.85,11.9,13,11.05,13.5,11.84,.,11.75,15.46,12,9.72,10.1,.,.,.,12.24,.
11/17/2009,Cleveland,114,Golden State,108,14.5,11.99,11.46,12.15,10.91,15,8.24,15.7,7.6,.,12.75,10.47,14,12.34,13.09,.,.,.,14.64,.
11/17/2009,Denver,130,Toronto,112,9,8.12,8.31,8.85,7.77,8,6.74,9.7,3.75,.,7.25,4.8,10,13.33,8.5,.,.,.,8.58,.
11/17/2009,Houston,105,Phoenix,111,3,2.11,3.48,0.31,5.82,1.5,0.57,5.5,-1.41,.,0.75,2.57,6,1.99,-0.18,.,.,.,1.32,.
11/17/2009,LA Lakers,106,Detroit,93,10,8.39,7.05,10.19,4.38,10,4.53,10.7,10.02,.,8.5,8.71,10,7.34,6.83,.,.,.,11.05,.
11/17/2009,Miami,87,Oklahoma City,100,6.5,7.91,4.65,6.52,2.79,6.5,4.01,10.2,11.59,.,6.25,8.95,8,11.52,8.34,.,.,.,8.82,.
11/17/2009,New Jersey,83,Indiana,91,-4.5,-2.13,-7.78,-8.76,-7.07,-3.5,0.85,2,2.87,.,-4,-0.07,-4,-1.64,-2.04,.,.,.,-1.57,.
11/17/2009,New orleans,110,LA Clippers,102,-2,4.12,5.07,5.37,4.74,3.5,1.1,8.8,-0.79,.,4.25,-0.19,6,1.43,6.23,.,.,.,8.41,.
11/17/2009,Sacramento,87,Chicago,101,-3,-0.29,3.55,2.13,4.92,-1.5,3.78,1.1,-2.31,.,-2.5,-2.85,2,-4.41,-1.5,.,.,.,-3.6,.
11/18/2009,Atlanta,105,Miami,90,7.5,6.94,8.8,8.35,9.24,7,3.92,7.4,4.42,.,7.25,6.46,8,11.62,3.62,.,.,.,6.03,.
11/18/2009,Boston,109,Golden State,95,16.5,12.88,13.5,13.37,14.32,16.5,9.85,14.7,11.52,.,11.5,13.07,10,10.65,16.76,.,.,.,15.91,.
11/18/2009,Dallas,99,San Antonio,94,1.5,6.33,6.59,6.69,6.54,3,3.74,6.4,7.64,.,5.25,11.66,8,7.49,4.33,.,.,.,1.92,.
11/18/2009,Indiana,103,New York,110,6.5,9.12,13.57,13.51,13.63,7.5,6.21,10.2,3.81,.,9,9.32,13,9.44,8.43,.,.,.,3.82,.
11/18/2009,Memphis,106,LA Clippers,91,5,1.07,1.06,1.25,0.86,2,0.99,3.6,-5.32,.,-1.5,-3.55,7,1.74,1.74,.,.,.,4.91,.
11/18/2009,Milwaukee,99,New Jersey,85,10,9.3,14.22,14.73,14.01,9,7.16,7.8,7.71,.,7,8.18,9,10.22,7.47,.,.,.,9.03,.
11/18/2009,Minnesota,84,Houston,97,-6,-6.29,-10.82,-10.18,-11.51,-6,-2.52,-6.4,-0.67,.,-7.5,-5.1,-13,-7.49,-1.55,.,.,.,-3.3,.
11/18/2009,Orlando,108,Oklahoma City,94,12.5,9.04,2.51,3.9,1.03,13,4.38,10.9,16.01,.,9.25,16.87,7,6.96,10.28,.,.,.,12.82,.
11/18/2009,Philadelphia,86,Charlotte,84,3,3.45,2.41,2.73,1.94,4.5,4.35,6.3,3.42,.,4.5,3.86,2,-1.6,4.22,.,.,.,6.28,.
11/18/2009,Portland,87,Detroit,81,10.5,8.94,8.81,8.31,9.74,11,6.17,10.2,8.87,.,9.25,6.08,11,12.02,6.49,.,.,.,10.21,.
11/18/2009,Utah,104,Toronto,91,9,3.43,1.16,0.65,1.64,9,0.46,6.6,2.81,.,3.75,3.06,5,5.48,2.37,.,.,.,5.89,.
11/18/2009,Washington,108,Cleveland,91,-4,-4.83,-2.75,-3.34,-2.2,-4,0.07,-2.5,-7.06,.,-5,-7.39,-8,-6.56,-6.19,.,.,.,-4.93,.
11/19/2009,LA Lakers,108,Chicago,93,10,8.24,6.82,6.82,7.12,10,7.48,9.5,4.99,.,8,6.2,12,15.52,4.45,.,.,.,8.54,.
11/19/2009,New orleans,110,Phoenix,103,-8,-4.36,-4.48,-6.58,-3.53,-7,-4.73,1,-5.51,.,-2,-5.83,-7,-9.86,-5.09,.,.,.,1.18,.
11/19/2009,San Antonio,83,Utah,90,4.5,4.69,4.8,4.33,5.33,6.5,6.65,6.1,4.11,.,4.5,0.27,0.01,9.45,4.38,.,.,.,6.45,.
11/20/2009,Atlanta,105,Houston,103,7,6.68,7.54,8.23,6.83,7,5.52,6.1,7.37,.,7.75,6.23,5,9.18,4.17,.,.,.,7.08,.
11/20/2009,Boston,78,Orlando,83,6,4.66,5.49,3.94,7.53,5.5,2.56,6.9,3.98,.,4.75,0.93,2,6.73,6.09,.,.,.,5.88,.
11/20/2009,Dallas,104,Sacramento,102,10.5,11.63,9.59,8.06,11.2,12.5,7.89,14.1,12.15,.,13,13.36,12,15.68,7.25,.,.,.,13.22,.
11/20/2009,Golden State,108,Portland,94,-8,-5.06,-7.5,-7.68,-7.87,-7.5,-3.84,-3.7,-0.12,.,-5,-1.77,-8,-6.89,-6.56,.,.,.,-4.21,.
11/20/2009,Indiana,95,Cleveland,105,-4,-2.37,0.48,0,0.94,-4,-0.46,-3.6,-6.21,.,-3.25,-2.17,-1,-2.45,-2.07,.,.,.,-5.75,.
11/20/2009,LA Clippers,106,Denver,99,-9,-6.96,-8.73,-8.3,-9.17,-8,-4.57,-5.2,1.55,.,-6.25,-2.28,-15,-11.9,-8.58,.,.,.,-6.89,.
11/20/2009,Milwaukee,95,Charlotte,88,3.5,6.43,8.85,8.07,9.68,3.5,7.47,5.6,4.27,.,4,7.73,9,7.29,3.88,.,.,.,3.7,.
11/20/2009,Oklahoma City,127,Washington,108,3.5,4.66,8.09,8.19,8.1,3.5,5.47,3.5,2.99,.,3.5,4.19,5,2.26,5.49,.,.,.,2.53,.
11/20/2009,Philadelphia,97,Memphis,102,5,6.56,5.07,6.17,3.6,7,4.27,7.7,10.58,.,7,10.85,1,4.99,9.01,.,.,.,6.94,.
11/20/2009,Toronto,120,Miami,113,2.5,1.51,2.42,1.66,3.16,3,0.32,4,0.44,.,2.5,1.5,1,-0.59,0.39,.,.,.,2.23,.
11/21/2009,Cleveland,97,Philadelphia,91,10,11.12,11.61,10.7,12.74,11.5,7.66,14,8.48,.,11.5,9.93,14,13.05,8.3,.,.,.,11.91,.
11/21/2009,Denver,112,Chicago,93,8,7.29,8.49,6.28,10.67,8.5,9.7,8.9,2.03,.,7,3.32,11,7.46,6.17,.,.,.,7.61,.
11/21/2009,Houston,113,Sacramento,106,11,9.01,8.21,6.94,9.59,10,6.7,12.1,6.2,.,7.25,9.1,12,11.86,7.23,.,.,.,10.11,.
11/21/2009,Memphis,98,Milwaukee,103,3.5,-2,-1.27,-0.2,-2.49,2,-1.2,3.4,-5.43,.,-1.75,-8.72,-2,-2.47,-2.67,.,.,.,1.58,.
11/21/2009,New Jersey,91,New York,98,1.5,2.76,1.42,-0.16,2.44,0,3.1,5.1,3.68,.,0.25,6.25,4,2.8,3.39,.,.,.,-0.45,.
11/21/2009,New orleans,96,Atlanta,88,-4.5,-4.55,-5.35,-4.5,-6.33,-5,-4.38,0.7,-5.47,.,-4.5,-8.63,-9,-4.5,-3.08,.,.,.,-0.35,.
11/21/2009,Portland,106,Minnesota,78,13,15.09,18.15,16.83,19.8,15,10.3,17.8,9.62,.,18,11.42,20,18.32,8.93,.,.,.,14.94,.
11/21/2009,San Antonio,106,Washington,84,7.5,7.66,7.13,6.83,7.49,7.5,5.11,8.1,9.94,.,7.5,5.97,5,8.56,8.97,.,.,.,10.82,.
11/21/2009,Utah,100,Detroit,97,8.5,4.97,4.28,4.65,3.9,8.5,1.29,8.1,6.12,.,5,4.09,6,6.13,2.42,.,.,.,6.92,.
11/22/2009,Charlotte,104,Indiana,88,1.5,1.05,1.82,2.39,1.27,2,0.87,4.5,-0.76,.,1.25,0.31,-1,0.99,-0.6,.,.,.,2.32,.
11/22/2009,LA Lakers,101,Oklahoma City,85,10.5,9.38,5.69,8.23,3.4,11,3,11.9,11.4,.,9.75,13.58,10,10.73,9.24,.,.,.,11.9,.
11/22/2009,Miami,102,New orleans,101,10.5,4.67,4.41,3.59,5.23,9,7.91,6.3,2.2,.,3,2.83,7,7.98,0.07,.,.,.,5.27,.
11/22/2009,New York,105,Boston,107,-9,-7.13,-8.09,-6.21,-10.55,-9.5,-4.97,-6.2,-6.62,.,-7.75,-7.24,-5,-9.62,-5.04,.,.,.,-9.22,.
11/22/2009,Phoenix,117,Detroit,91,10,7.43,8.34,11.73,5.67,9.5,6.71,8.3,5.62,.,6.5,5.65,6,9.03,7.73,.,.,.,8.83,.
11/22/2009,Toronto,96,Orlando,104,-3.5,-2.23,1.17,0.97,1.34,-4,-1.49,0.8,-4.09,.,-2.5,-9.2,-5,-0.12,-2.83,.,.,.,-2.4,.
11/23/2009,LA Clippers,91,Minnesota,87,5.5,8.11,10.52,10.75,10.32,5.5,5.46,10.1,4.43,.,9.75,9.13,7,11.89,3.03,.,.,.,7.35,.
11/23/2009,Memphis,116,Sacramento,105,5,2.27,-0.78,-0.48,-1.14,5,1.48,3.7,3.8,.,0.5,2.07,3,3.29,5.52,.,.,.,3.23,.
11/23/2009,Portland,122,Chicago,98,7,8.54,8.48,5.21,12.22,8.5,9.21,8.5,5.02,.,9,7.41,13,11.8,4.31,.,.,.,8.23,.
11/23/2009,San Antonio,112,Milwaukee,98,8.5,3.99,4.27,2.78,5.86,8.5,4.37,10.8,-1.09,.,7.5,0.01,1,4.25,0.03,.,.,.,8.42,.
11/24/2009,Dallas,103,Golden State,111,13.5,10.11,12.89,13.83,12.05,13.5,8.53,12.4,10.41,.,9.5,10.09,7,9.59,7.95,.,.,.,9.82,.
11/24/2009,Denver,101,New Jersey,87,13.5,16.23,21.18,22.63,20.7,13.5,12.2,17.3,11.39,.,16.5,14.49,16,14.95,16.27,.,.,.,16.1,.
11/24/2009,LA Lakers,100,New York,90,14,13.6,17.72,18.93,16.74,14,10.24,16.7,13.86,.,16,11.43,15,10.04,7.77,.,.,.,12.86,.
11/24/2009,Toronto,123,Indiana,112,5,6.06,9.23,9.67,8.79,5.5,5.42,8.6,2.88,.,5.5,3.81,3,7.15,6.59,.,.,.,5.3,.
11/24/2009,Utah,94,Oklahoma City,104,8,6,2.9,3.31,2.46,8,-0.72,9.1,8.44,.,5.75,8.63,6,8.36,8.38,.,.,.,6.34,.
11/24/2009,Washington,108,Philadelphia,107,3,3.1,5.84,4.97,6.87,4.5,4.64,7.4,0.76,.,2.75,-3.15,3,2.39,1.23,.,.,.,3.23,.
11/25/2009,Boston,113,Philadelphia,110,13,11.23,13.43,11.62,15.74,12,9.51,13.1,10.81,.,12.25,9.77,11,10.71,5.42,.,.,11.9,12.97,.
11/25/2009,Charlotte,116,Toronto,81,2.5,0.26,-1.04,-1.3,-0.78,5.5,-0.77,1.4,-0.64,.,0.01,2.26,0.01,-0.84,0.29,.,.,1.9,1.62,.
11/25/2009,Detroit,88,Cleveland,98,-5,-1.47,1.83,0.91,2.72,-6.5,0.49,-0.9,-2.29,.,-3.75,-2.92,-3,-5.61,-0.58,.,.,1.4,-4.15,.
11/25/2009,Houston,99,Dallas,130,4,3.01,4.36,3.95,4.87,4,2.42,4.5,1.44,.,-0.5,1.3,6,6.18,-1.09,.,.,3.7,3.3,.
11/25/2009,Indiana,86,LA Clippers,73,6,4.86,3.25,2.23,4.38,5.5,2.57,5.5,10,.,2.75,8.62,8,5.01,3.54,.,.,0.01,5.73,.
11/25/2009,Minnesota,111,Denver,124,-9,-11.08,-10.79,-10.15,-11.5,-9,-6.77,-9.1,-8.3,.,-13.5,-16.35,-16,-12.33,-5.64,.,.,-14,-9.31,.
11/25/2009,New orleans,102,Milwaukee,99,2.5,2.17,3.15,4,2.29,2.5,0.1,7.9,-3.16,.,4.5,-2.74,-1,-0.1,5.04,.,.,4.9,4.29,.
11/25/2009,Orlando,98,Miami,99,9.5,9.84,8.34,8.01,8.72,9.5,5.58,8.9,14.53,.,9.5,12.37,9,11.35,12.51,.,.,9.7,7.9,.
11/25/2009,Phoenix,126,Memphis,111,10.5,11.77,13.81,14.64,13.45,10.5,10.54,13.7,6.91,.,12.25,9.94,11,13.77,8.93,.,.,15.4,10.74,.
11/25/2009,Portland,93,New Jersey,83,12.5,15.79,20.29,21.09,21.21,12.5,11.66,16.6,10.55,.,18.5,11.49,17,9.79,13.57,.,.,22.3,15.71,.
11/25/2009,Sacramento,111,New York,97,4,5.01,10.6,11.09,10.12,3.5,4.59,6.5,4.6,.,3.5,1.02,3,6.35,-3.92,.,.,9.4,3.86,.
11/25/2009,San Antonio,118,Golden State,104,13.5,7.03,6.83,6.22,7.6,13.5,7.74,10,4.32,.,7,5.6,3,12.66,1.66,.,.,9.1,9.46,.
11/26/2009,Atlanta,76,Orlando,93,3.5,3.76,6.52,6.48,6.55,2.5,2.22,4.3,4.14,.,2.75,2.97,4,0.04,0.5,.,.,6.4,4.75,.
11/26/2009,Utah,105,Chicago,86,6.5,6.24,4.68,2.45,6.97,6.5,4.59,6.5,6.2,.,5,7.36,9,9.51,7.19,.,.,5.3,4.77,.
11/27/2009,Boston,116,Toronto,103,9.5,8.23,7.99,5.89,10.48,9.5,6.95,10.6,8.05,.,10,8.78,9,5.58,5.85,.,.,7,10.61,.
11/27/2009,Charlotte,94,Cleveland,87,-5,-3.2,-1.44,-2.5,-0.46,-5,-2.25,-3.4,-5.05,.,-5,-4.16,-3,-7.86,-0.69,.,.,-0.1,-3.99,.
11/27/2009,Denver,128,New York,125,12.5,13.03,15.74,15.46,16.06,14.5,12.46,16.1,10.56,.,15.25,9.41,16,9.67,4.61,.,.,18.5,12.33,.
11/27/2009,Detroit,96,LA Clippers,104,3.5,6.99,7.02,5.54,8.68,6.5,4.93,8.8,9,.,4.5,9.93,8,6.3,4.53,.,.,7.1,6.54,.
11/27/2009,Houston,84,San Antonio,92,0,3.57,4.8,5.99,3.43,-1,1.63,3.8,7.53,.,-1.5,5.79,4,-1.16,5.2,.,.,7.1,1.02,.
11/27/2009,Indiana,92,Dallas,113,-2.5,-4.37,-4.38,-3.79,-5.09,-2.5,-2.23,-3,-1.4,.,-4.75,-3.53,-5,-6.52,-7.74,.,.,-7.2,-2.15,.
11/27/2009,Miami,84,Washington,94,7,6.88,8.55,9.46,7.78,7,6.39,7.5,3.56,.,6.25,9.62,9,4.67,3.75,.,.,8.3,6.29,.
11/27/2009,Minnesota,95,Phoenix,120,-9.5,-10.39,-11.51,-12.65,-10.89,-10.5,-6.46,-7.7,-7.05,.,-13.75,-13.97,-14,-10.98,-4.84,.,.,-14.9,-7.53,.
11/27/2009,Oklahoma City,108,Milwaukee,90,5,4.34,6.85,6.77,6.97,4,5.45,7.6,-1.63,.,5.25,-3.11,4,6.79,2.33,.,.,7.4,4.32,.
11/27/2009,Philadelphia,86,Atlanta,100,-5,-4.77,-6.56,-6.8,-6.32,-2,-3.05,-0.4,-7.99,.,-3.25,-6.81,-5,-2.55,-2.99,.,.,-10.1,-1.99,.
11/27/2009,Portland,96,Memphis,106,12,12.03,12.77,10.81,15.3,11,10.63,14.5,7.32,.,14.75,9.32,13,14.38,7.03,.,.,15.6,11.75,.
11/27/2009,Sacramento,109,New Jersey,96,4,7.68,12.78,15.58,11.41,6,5.54,7.8,5.43,.,6,6.1,4,2.82,7.74,.,.,13.5,6.21,.
11/28/2009,Cleveland,111,Dallas,95,6.5,1.91,-0.2,0.76,-1.35,8,1.51,5.2,2.89,.,3.5,3.7,1,8.22,-3.17,.,.,-3.9,4.54,.
11/28/2009,Golden State,97,LA Lakers,130,-9,-4.24,-3.78,-5.7,-2.16,-8.5,-3,-2.7,-6.18,.,-4.25,-7.18,-5,-4.96,-2.85,.,.,-2.2,-4.67,.
11/28/2009,Milwaukee,98,Orlando,100,-6.5,-3.93,-2.02,-2.23,-1.8,-6,-2.4,-3.6,-1.57,.,-7,-1.63,-5,-9.3,-4.6,.,.,-3.8,-4.22,.
11/28/2009,Utah,108,Portland,92,5.5,1.88,1.16,2,0.02,2.5,-1.69,3.7,4.18,.,0.75,2.95,1,3.85,6.84,.,.,-2.7,1.61,.
11/28/2009,Washington,76,Charlotte,92,3.5,2.36,2.92,3.86,1.98,3.5,4.91,7.2,1.64,.,2.75,-3.4,0.01,-3,4.37,.,.,4.7,3.35,.
11/29/2009,Denver,100,Minnesota,106,14,18.26,18.1,17.63,18.7,16,13.3,19.4,14.3,.,18.75,22.35,22,20.55,11.64,.,.,24.2,16.3,.
11/29/2009,Detroit,94,Atlanta,88,-6.5,-4.27,-3.89,-4.72,-3.09,-6.5,-1.6,0.3,-6.11,.,-4,-5.32,-6,-6.81,-6.02,.,.,-4.8,-3.08,.
11/29/2009,LA Clippers,98,Memphis,88,3.5,2.02,3.75,3.96,3.5,3.5,3.64,5.4,-1.71,.,4.75,-0.9,-3,4.55,0.71,.,.,0.3,3,.
11/29/2009,LA Lakers,106,New Jersey,87,14.5,18.04,20.14,23.12,18.64,16,11.86,18.3,14.69,.,20,16.51,18,17.88,19.43,.,.,22.3,15.73,.
11/29/2009,Miami,85,Boston,92,-4,-1.43,-0.67,1.58,-3.15,-4,0.94,0.7,-6.49,.,-2,-3.3,0.01,-0.89,-0.44,.,.,-1.7,-2.43,.
11/29/2009,New York,102,Orlando,114,-6,-8.23,-9.34,-10.15,-8.64,-6.5,-6.26,-6,-8.66,.,-10.25,-5.47,-9,-9.69,-2.64,.,.,-15.6,-6.43,.
11/29/2009,Oklahoma City,91,Houston,100,2.5,3.17,5,4.58,5.53,3,4.91,3.7,-2.07,.,4.75,-2.91,4,8.36,0.59,.,.,4.5,2.09,.
11/29/2009,Sacramento,112,New orleans,96,3.5,2.28,2.63,1.73,3.54,3,3.61,1.3,3.67,.,-0.5,2.92,4,3.99,-4,.,.,6.8,0.27,.
11/29/2009,San Antonio,97,Philadelphia,89,12.5,9.4,11.29,10.15,12.65,12.5,8.81,11.9,4.19,.,10.5,5.22,10,13.87,3.43,.,.,12.6,9.53,.
11/29/2009,Toronto,94,Phoenix,113,-2,-2.13,-2.9,-3.38,-2.76,-3,-2.49,0.1,1.26,.,-3.25,-1.41,-7,-6.59,-1.09,.,.,1.1,-0.05,.
11/30/2009,Dallas,104,Philadelphia,102,11,11.58,13.66,13.4,14.02,10.5,8.91,12.7,10.22,.,11.25,10.58,13,14.52,10.49,.,.,10.2,9.71,.
11/30/2009,Golden State,126,Indiana,107,2.5,5.1,4.05,3.9,4.21,0,2.6,6.2,9.43,.,4.5,6.41,4,0.02,13.14,.,.,4.8,2,.
11/30/2009,Milwaukee,99,Chicago,97,2.5,5.2,4.03,1.7,6.6,3,6.36,1.8,8.37,.,1.25,11.42,7,-0.3,6.62,.,.,9.8,1.82,.
11/30/2009,Utah,120,Memphis,93,10,9.95,8.95,7.8,10.2,9.5,5.73,11.6,10.65,.,10.5,10.39,9,11.48,11.74,.,.,10.3,9.99,.
12/1/2009,Charlotte,90,Boston,108,-3.5,-1.15,-2.61,-2.37,-3.07,-3,-3.24,-1.5,1.31,.,-2,1.64,1,-5.47,1.98,.,.,2.7,-4.74,.
12/1/2009,Denver,135,Golden State,107,14,9.1,8.47,8.38,8.56,12,10.05,11.5,5.88,.,9,10.22,9,16.51,0.56,.,.,9,10.59,.
12/1/2009,LA Lakers,110,New orleans,99,14.5,11.65,10.27,9.68,10.96,14.5,10.05,12,8.56,.,12.5,10,17,16.38,7.35,.,.,15,10.36,.
12/1/2009,New York,126,Phoenix,99,-7,-5.56,-10.56,-12.58,-9.04,-7,-6.7,-5.4,3.09,.,-9.75,-3.54,-9,-4.99,8.78,.,.,-13,-4.6,.
12/1/2009,Portland,100,Miami,107,7,6.49,6.63,4.62,8.87,6.5,4.38,7.8,6.31,.,8,9.72,9,3.97,2.42,.,.,5.9,6.84,.
12/1/2009,Toronto,102,Washington,106,6.5,5.83,5.84,6.48,5.18,5,3.31,4.6,7.2,.,3.75,4.96,2,9.3,10.3,.,.,8.4,4.47,.
12/2/2009,Atlanta,146,Toronto,115,9,9.16,10,9.2,10.85,8,7.36,9.9,7.4,.,10.5,11.93,12,5.42,3.83,.,.,12,9.48,.
12/2/2009,Chicago,92,Detroit,85,7.5,2.95,2.69,4.56,0.68,7.5,0.07,6.3,2.69,.,3.5,-1.35,1,5.66,5.47,.,.,3.1,3.73,.
12/2/2009,Cleveland,107,Phoenix,90,7.5,5.14,1.48,0.29,2.29,7,0.58,6.8,7.67,.,5.5,3.23,4,8.74,11.91,.,.,3.5,7.19,.
12/2/2009,LA Clippers,85,Houston,102,-2.5,-1.09,-2.72,-1.55,-4.02,-2.5,-0.49,-0.5,1.79,.,0.75,-1.49,-5,1.34,6.12,.,.,-7.6,-2.44,.
12/2/2009,Minnesota,95,Memphis,97,-3,-1.53,-1.69,-1.76,-1.8,0,1.85,1.1,-1.98,.,-3.5,-3.77,-4,-0.76,1.84,.,.,-5.2,-0.42,.
12/2/2009,New Jersey,101,Dallas,117,-7,-10.55,-12.36,-15.09,-11.43,-7,-5.06,-6.2,-11.08,.,-11.5,-8.93,-7,-11.8,-13.55,.,.,-17.6,-7.38,.
12/2/2009,Oklahoma City,117,Philadelphia,106,6.5,6.9,11.17,11.1,11.42,7.5,8.63,7.2,4.46,.,6.25,4.45,8,2.76,3.64,.,.,9.5,5.35,.
12/2/2009,Orlando,118,New York,104,13,13.56,14.56,15.79,13.54,13.5,11.93,15.4,10.49,.,15.75,12.53,12,16.68,9.98,.,.,14.7,13.98,.
12/2/2009,Sacramento,110,Indiana,105,2,5.2,6.92,6.57,7.3,1.5,4.91,5.9,5.08,.,4.25,8.65,6,-2.64,4.19,.,.,9.6,2.63,.
12/2/2009,Washington,104,Milwaukee,102,3,0.62,0.71,1.46,-0.11,1.5,2.19,7.5,-3.36,.,3.5,-4.18,0.01,2.19,-4.83,.,.,0.8,2.31,.
12/3/2009,Denver,114,Miami,96,8.5,7.27,5.8,4.41,7.19,7.5,5.97,8.3,8.81,.,8.5,11.82,10,5.41,4.5,.,.,5.4,6.93,.
12/3/2009,Golden State,109,Houston,111,-2.5,-0.96,-3.2,-2.65,-3.78,0,-1.96,-0.5,1.47,.,0.25,-3.18,-4,2.97,5.49,.,.,-4.2,-1.38,.
12/3/2009,San Antonio,83,Boston,90,1.5,2.21,0.59,0.54,0.53,3,1.52,3,4.18,.,1.75,2.01,0.01,3.09,5.43,.,.,2.9,1.55,.
12/4/2009,Atlanta,107,New York,114,10.5,10.97,14.38,15.06,13.94,10,10.81,13.3,5.99,.,14.25,9.58,11,7.21,2.89,.,.,15.7,11.92,.
12/4/2009,Cleveland,101,Chicago,87,12.5,11.51,8.43,7.18,9.81,12,9.24,10.7,12.2,.,12,15.32,14,15.43,10.16,.,.,12.1,10.03,.
12/4/2009,Detroit,105,Milwaukee,96,3,2.12,2.49,2.35,2.61,4.5,2.4,6.8,-2.06,.,3.75,-1.07,1,4.65,-3.09,.,.,5,3.06,.
12/4/2009,LA Lakers,108,Miami,107,12,10.71,9.07,8.61,9.6,11,5.78,10.6,12.56,.,12,15.57,14,11.21,9.78,.,.,9.5,9.27,.
12/4/2009,Memphis,98,Dallas,82,-6,-5.81,-6.21,-4.91,-7.77,-5.5,-3.8,-3.9,-4.72,.,-8,-3.24,-6,-8.21,-6.2,.,.,-8.3,-4.69,.
12/4/2009,New Jersey,97,Charlotte,91,-3,-4.86,-5.94,-8.4,-5.26,-6,0,-0.4,-6.43,.,-5.75,-9.38,-3,-2.5,-5.72,.,.,-8.8,-2.68,.
12/4/2009,New orleans,98,Minnesota,89,8.5,10.75,11.92,12.31,11.64,7.5,5,13.1,12.41,.,13,12.25,9,6.89,10.54,.,.,12.2,10.6,.
12/4/2009,Oklahoma City,87,Boston,105,-4,-1.17,0.45,0.59,0.13,-4,1.25,-1.6,0.2,.,-2.75,-4.94,-2,-4.86,2.96,.,.,0.2,-3.22,.
12/4/2009,Utah,96,Indiana,87,8,11.19,10.16,9.23,11.18,9,6.37,12.2,13.72,.,11,15.29,14,6.3,13.99,.,.,11.6,9.35,.
12/4/2009,Washington,107,Toronto,109,3.5,2.4,3.09,2.98,3.21,3.5,3.61,6.6,-1.2,.,4.5,1.04,6,2.06,-4.3,.,.,1.8,2.52,.
12/5/2009,Charlotte,106,Philadelphia,105,6,5.28,5.88,5.82,5.99,5.5,3.35,6,5.57,.,5,11.03,5,3.28,2.66,.,.,7.2,2.48,.
12/5/2009,Chicago,78,Toronto,110,6,3.36,3.78,3.99,3.59,4.5,0.95,6.9,-0.21,.,4.5,-0.2,4,8.08,-0.09,.,.,5,3.75,.
12/5/2009,Dallas,75,Atlanta,80,5.5,3.02,2.87,3.11,2.59,4,2.15,6,4.18,.,4,2.67,2,0.41,6.12,.,.,0.2,2.8,.
12/5/2009,Golden State,118,Orlando,126,-9,-6.16,-5.64,-6.07,-5.23,-7.5,-5.35,-3.7,-4.68,.,-6.25,-8.01,-8,-11.21,-2.28,.,.,-6.8,-6.31,.
12/5/2009,LA Clippers,88,Indiana,72,2.5,5.18,3.9,4.96,2.62,2.5,4.1,5.1,9.75,.,4.5,8.1,1,4.75,13.77,.,.,1.4,2.14,.
12/5/2009,Minnesota,108,Utah,101,-7.5,-9.15,-9.31,-8.21,-10.59,-8,-2.37,-6.3,-9.63,.,-13.25,-11.16,-14,-6.82,-6.9,.,.,-13.3,-7.22,.
12/5/2009,Phoenix,115,Sacramento,107,12,9.17,8.15,9.49,7.23,11,8.54,11.8,7.45,.,9.75,8.78,8,13.42,4.47,.,.,10.9,10.15,.
12/5/2009,Portland,90,Houston,89,5,3.11,2.12,0.9,3.57,5,4.1,4.8,1.85,.,6,1.94,3,4.42,0.97,.,.,-0.3,6.03,.
12/5/2009,San Antonio,99,Denver,106,3.5,1.94,1.56,1.05,2.16,3,0.4,3.6,2.7,.,2,4.33,-3,-0.08,2.37,.,.,4.9,2.83,.
12/6/2009,Detroit,98,Washington,94,3,4.54,5.06,4.05,6.09,4,3.39,5,4.3,.,3.5,2.23,6,4.75,4.74,.,.,6.7,3.78,.
12/6/2009,LA Lakers,108,Phoenix,88,9.5,7.3,4.37,3.66,4.81,10,2.93,8,9.53,.,7,5.26,8,11.88,13.32,.,.,6.8,6.37,.
12/6/2009,Milwaukee,86,Cleveland,101,-6.5,-3.76,-2.2,-2.86,-1.57,-7,-0.82,-4,-0.83,.,-7.25,-7.7,-5,-9.82,-0.54,.,.,-0.5,-4.21,.
12/6/2009,New York,106,New Jersey,97,4,8.61,8.44,9.6,8.12,7,4.64,8.1,12.91,.,6.25,8.68,9,4.4,16.54,.,.,8.2,6.82,.
12/6/2009,Sacramento,102,Miami,115,-1.5,0.43,2.08,1.43,2.71,0,0.07,0.6,1.58,.,0.25,1.14,2,-3.23,-2.01,.,.,2,-1.39,.
12/7/2009,New York,93,Portland,84,-3.5,-2.07,-3.87,-3.59,-4.4,-3,-3.24,-1.1,2.81,.,-5.25,1.96,0.01,-6.4,5.82,.,.,-7.2,-4.22,.
