,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,game_date,hscore,rscore,date,home,road,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linesaggm,linenutshell,linefox,linedok,linetalis,linegrind,linepugh,linedonc,linegt,linedoi
911,907,"Wed, Mar 4, 2015",Box Score,Cleveland Cavaliers,120,Toronto Raptors,112,,,2015-03-04 00:00:00,112,120,03/04/2015,Toronto,Cleveland,-4.5,0.3,1.98,2.58,1.99,-4.5,1.38,0.5,1.3,-3.7,-6.0,-2.96,2.24,,3.23,1.4,,-0.1
912,908,"Thu, Mar 5, 2015",Box Score,Oklahoma City Thunder,105,Chicago Bulls,108,,,2015-03-05 00:00:00,108,105,03/05/2015,Chicago,Oklahoma City,-1.0,1.26,2.07,2.78,1.79,-4.0,3.36,1.2,1.59,-0.7,-1.0,-2.1,2.81,0.09,2.93,1.5,,1.37
913,909,"Thu, Mar 5, 2015",Box Score,Dallas Mavericks,75,Portland Trail Blazers,94,,,2015-03-05 00:00:00,94,75,03/05/2015,Portland,Dallas,3.0,3.34,2.65,2.61,2.43,3.0,3.68,5.9,2.9,2.7,6.0,1.27,1.49,3.85,4.17,2.7,,4.45
914,910,"Fri, Mar 6, 2015",Box Score,Cleveland Cavaliers,97,Atlanta Hawks,106,,,2015-03-06 00:00:00,106,97,03/06/2015,Atlanta,Cleveland,-1.5,3.83,5.08,7.09,4.18,-1.0,5.46,4.1,4.31,5.2,-3.0,0.83,4.08,,5.61,3.6,,3.22
915,911,"Fri, Mar 6, 2015",Box Score,Phoenix Suns,108,Brooklyn Nets,100,OT,,2015-03-06 00:00:00,100,108,03/06/2015,Brooklyn,Phoenix,2.5,0.22,-1.4,-0.78,-1.45,3.0,1.28,3.0,-2.05,4.4,5.0,-3.11,-1.73,,-0.43,-0.6,,0.79
916,912,"Fri, Mar 6, 2015",Box Score,Toronto Raptors,94,Charlotte Hornets,103,,,2015-03-06 00:00:00,103,94,03/06/2015,Charlotte,Toronto,-1.0,-1.38,-3.18,-3.24,-3.32,-1.0,0.59,3.7,-3.0,2.7,3.0,-5.5,-4.23,,-2.83,-2.3,,-0.39
917,913,"Fri, Mar 6, 2015",Box Score,Dallas Mavericks,89,Golden State Warriors,104,,,2015-03-06 00:00:00,104,89,03/06/2015,Golden State,Dallas,10.5,7.72,7.22,6.45,7.04,9.0,7.41,10.0,8.52,3.8,10.0,8.87,7.66,,8.97,6.5,,7.96
918,914,"Fri, Mar 6, 2015",Box Score,Detroit Pistons,93,Houston Rockets,103,,,2015-03-06 00:00:00,103,93,03/06/2015,Houston,Detroit,7.0,8.07,8.53,10.02,7.56,7.0,8.03,8.9,8.03,7.8,7.0,7.31,7.27,,8.68,7.3,,8.53
919,915,"Fri, Mar 6, 2015",Box Score,Chicago Bulls,84,Indiana Pacers,98,,,2015-03-06 00:00:00,98,84,03/06/2015,Indiana,Chicago,6.0,0.71,-1.55,-2.91,-0.96,5.0,-0.09,2.9,-0.73,7.1,5.0,1.86,-1.39,,-0.35,-1.2,,1.53
920,916,"Fri, Mar 6, 2015",Box Score,Los Angeles Lakers,90,Memphis Grizzlies,97,,,2015-03-06 00:00:00,97,90,03/06/2015,Memphis,LA Lakers,11.5,11.25,12.21,13.38,11.18,13.0,11.51,10.7,12.27,8.8,8.0,13.02,11.09,,12.81,9.8,,11.54
921,917,"Fri, Mar 6, 2015",Box Score,Boston Celtics,104,New Orleans Pelicans,98,,,2015-03-06 00:00:00,98,104,03/06/2015,New Orleans,Boston,7.0,5.03,4.95,5.67,4.64,6.5,4.35,5.1,4.51,6.9,6.0,4.04,5.35,,4.73,4.6,,4.49
922,918,"Fri, Mar 6, 2015",Box Score,Sacramento Kings,114,Orlando Magic,119,,,2015-03-06 00:00:00,119,114,03/06/2015,Orlando,Sacramento,-1.0,-0.19,-0.44,-0.57,-0.71,-1.0,1.45,2.8,-0.04,-3.1,0.01,-2.5,-0.77,,0.49,1.0,,-0.13
923,919,"Fri, Mar 6, 2015",Box Score,Utah Jazz,89,Philadelphia 76ers,83,,,2015-03-06 00:00:00,83,89,03/06/2015,Philadelphia,Utah,-7.0,-6.16,-6.47,-4.9,-7.86,-7.5,-4.88,-4.0,-7.19,-3.4,-7.0,-9.65,-8.84,,-5.94,-3.8,,-6.15
924,920,"Fri, Mar 6, 2015",Box Score,Denver Nuggets,111,San Antonio Spurs,120,,,2015-03-06 00:00:00,120,111,03/06/2015,San Antonio,Denver,11.5,10.91,9.69,8.93,10.22,12.5,9.93,12.9,10.05,9.2,15.0,12.82,10.68,,11.27,8.8,,12.37
925,921,"Fri, Mar 6, 2015",Box Score,Miami Heat,97,Washington Wizards,99,,,2015-03-06 00:00:00,99,97,03/06/2015,Washington,Miami,4.5,4.16,4.72,4.31,5.1,4.0,3.89,4.9,4.82,0.7,2.0,4.47,3.57,,6.58,5.0,,3.96
926,922,"Sat, Mar 7, 2015",Box Score,Phoenix Suns,79,Cleveland Cavaliers,89,,,2015-03-07 00:00:00,89,79,03/07/2015,Cleveland,Phoenix,10.5,7.25,4.82,4.19,5.32,10.5,6.41,9.8,5.06,10.2,15.0,9.1,4.66,,6.27,5.1,,8.27
927,923,"Sat, Mar 7, 2015",Box Score,Houston Rockets,114,Denver Nuggets,100,,,2015-03-07 00:00:00,100,114,03/07/2015,Denver,Houston,-4.5,-5.83,-6.13,-6.79,-5.49,-5.0,-5.32,-2.7,-6.15,-9.2,-6.0,-8.94,-5.16,,-4.81,-3.9,,-5.14
928,924,"Sat, Mar 7, 2015",Box Score,Sacramento Kings,109,Miami Heat,114,OT,,2015-03-07 00:00:00,114,109,03/07/2015,Miami,Sacramento,4.5,3.49,3.08,3.55,2.21,5.5,5.78,7.4,3.4,-2.1,4.0,5.3,2.94,,2.67,3.1,,4.02
929,925,"Sat, Mar 7, 2015",Box Score,Washington Wizards,85,Milwaukee Bucks,91,,,2015-03-07 00:00:00,91,85,03/07/2015,Milwaukee,Washington,4.5,3.26,2.51,1.53,3.19,3.0,3.29,4.5,2.87,6.2,5.0,1.11,2.84,,4.44,1.9,,3.04
930,926,"Sat, Mar 7, 2015",Box Score,Portland Trail Blazers,113,Minnesota Timberwolves,121,,,2015-03-07 00:00:00,121,113,03/07/2015,Minnesota,Portland,-5.0,-7.41,-10.11,-10.71,-10.04,-4.5,-6.78,-5.9,-9.6,1.5,-5.0,-11.6,-8.18,,-7.53,-4.9,,-7.43
931,927,"Sat, Mar 7, 2015",Box Score,Memphis Grizzlies,89,New Orleans Pelicans,95,,,2015-03-07 00:00:00,95,89,03/07/2015,New Orleans,Memphis,-1.0,-0.98,-1.89,-3.15,-1.41,-1.0,-0.61,0.7,-1.26,3.6,0.01,-5.1,0.21,,-0.98,-1.9,,-0.92
932,928,"Sat, Mar 7, 2015",Box Score,Indiana Pacers,92,New York Knicks,86,,,2015-03-07 00:00:00,86,92,03/07/2015,New York,Indiana,-9.0,-6.55,-5.61,-5.2,-6.21,-8.5,-6.3,-4.6,-5.47,-11.0,-13.0,-9.36,-4.73,,-3.48,-2.9,,-7.28
933,929,"Sat, Mar 7, 2015",Box Score,Atlanta Hawks,84,Philadelphia 76ers,92,,,2015-03-07 00:00:00,92,84,03/07/2015,Philadelphia,Atlanta,-9.5,-11.9,-13.78,-14.7,-13.45,-11.0,-11.16,-8.3,-14.07,-8.9,-9.0,-16.36,-13.11,,-11.81,-7.8,,-12.27
934,930,"Sun, Mar 8, 2015",Box Score,Utah Jazz,95,Brooklyn Nets,88,,,2015-03-08 00:00:00,88,95,03/08/2015,Brooklyn,Utah,1.5,-0.13,-0.11,0.92,-1.17,2.0,0.66,-0.2,-0.19,,-3.0,0.33,-2.19,,-0.1,0.5,,2.94
935,931,"Sun, Mar 8, 2015",Box Score,Charlotte Hornets,108,Detroit Pistons,101,,,2015-03-08 00:00:00,101,108,03/08/2015,Detroit,Charlotte,-1.0,1.78,1.56,0.19,2.44,1.0,1.34,0.9,2.07,,0.01,1.64,3.42,,3.65,1.9,,2.27
936,932,"Sun, Mar 8, 2015",Box Score,Los Angeles Clippers,98,Golden State Warriors,106,,,2015-03-08 00:00:00,106,98,03/08/2015,Golden State,LA Clippers,8.5,6.25,6.28,6.23,5.53,8.0,5.54,6.0,7.18,,3.0,7.21,7.38,,6.54,5.6,,8.54
937,933,"Sun, Mar 8, 2015",Box Score,Dallas Mavericks,100,Los Angeles Lakers,93,,,2015-03-08 00:00:00,93,100,03/08/2015,LA Lakers,Dallas,-7.5,-5.76,-7.12,-7.44,-7.0,-6.5,-4.95,-2.3,-6.96,,-1.0,-10.58,-7.52,,-5.56,-4.6,,-4.13
938,934,"Sun, Mar 8, 2015",Box Score,Toronto Raptors,104,Oklahoma City Thunder,108,,,2015-03-08 00:00:00,108,104,03/08/2015,Oklahoma City,Toronto,6.0,3.3,1.48,0.93,2.0,7.0,3.77,7.5,1.58,,7.0,3.04,0.46,,3.17,3.9,,4.75
939,935,"Sun, Mar 8, 2015",Box Score,Boston Celtics,98,Orlando Magic,103,,,2015-03-08 00:00:00,103,98,03/08/2015,Orlando,Boston,-1.5,-1.3,-1.4,-0.91,-1.45,-1.0,-1.27,-1.0,-1.83,,-1.0,-3.23,-1.67,,-0.42,-0.8,,-0.63
940,936,"Sun, Mar 8, 2015",Box Score,Chicago Bulls,105,San Antonio Spurs,116,,,2015-03-08 00:00:00,116,105,03/08/2015,San Antonio,Chicago,10.0,5.18,3.57,2.64,4.07,9.0,3.16,7.3,4.05,,8.0,6.72,4.63,,5.1,5.2,,7.75
941,937,"Mon, Mar 9, 2015",Box Score,Sacramento Kings,105,Atlanta Hawks,130,,,2015-03-09 00:00:00,130,105,03/09/2015,Atlanta,Sacramento,11.0,11.82,11.98,13.52,10.7,11.0,12.94,13.5,12.1,,11.0,11.47,10.46,,11.82,9.7,,12.64
942,938,"Mon, Mar 9, 2015",Box Score,Memphis Grizzlies,101,Chicago Bulls,91,,,2015-03-09 00:00:00,91,101,03/09/2015,Chicago,Memphis,-5.5,0.14,-0.11,-1.0,0.6,-3.0,1.85,3.0,-0.06,,2.0,-5.73,1.11,,2.01,0.2,,-2.18
943,939,"Mon, Mar 9, 2015",Box Score,Washington Wizards,95,Charlotte Hornets,69,,,2015-03-09 00:00:00,69,95,03/09/2015,Charlotte,Washington,1.5,1.95,0.35,-0.03,0.45,2.5,3.06,5.8,0.63,,9.0,-2.57,0.16,,1.76,1.3,,3.43
944,940,"Mon, Mar 9, 2015",Box Score,New York Knicks,78,Denver Nuggets,106,,,2015-03-09 00:00:00,106,78,03/09/2015,Denver,New York,9.0,6.93,6.6,6.96,6.94,9.0,6.8,7.5,5.94,,6.0,7.93,6.72,,8.22,6.2,,7.4
945,941,"Mon, Mar 9, 2015",Box Score,Minnesota Timberwolves,76,Los Angeles Clippers,89,,,2015-03-09 00:00:00,89,76,03/09/2015,LA Clippers,Minnesota,7.0,12.64,14.31,13.77,15.35,8.0,12.12,14.9,14.13,,12.0,8.28,12.89,,15.48,10.0,,8.44
946,942,"Mon, Mar 9, 2015",Box Score,Boston Celtics,100,Miami Heat,90,,,2015-03-09 00:00:00,90,100,03/09/2015,Miami,Boston,3.0,2.59,2.0,3.05,1.39,2.0,3.03,3.7,1.44,,3.0,3.31,1.71,,2.38,2.9,,3.22
947,943,"Mon, Mar 9, 2015",Box Score,New Orleans Pelicans,114,Milwaukee Bucks,103,,,2015-03-09 00:00:00,103,114,03/09/2015,Milwaukee,New Orleans,1.5,2.67,2.22,1.59,2.87,2.0,3.09,4.8,2.24,,3.0,1.56,1.2,,4.31,2.4,,2.75
948,944,"Mon, Mar 9, 2015",Box Score,Golden State Warriors,98,Phoenix Suns,80,,,2015-03-09 00:00:00,80,98,03/09/2015,Phoenix,Golden State,-5.0,-6.15,-6.78,-6.35,-7.01,-5.0,-5.5,-4.7,-7.35,,-7.0,-6.2,-6.74,,-5.76,-4.0,,-6.43
949,945,"Tue, Mar 10, 2015",Box Score,New Orleans Pelicans,111,Brooklyn Nets,91,,,2015-03-10 00:00:00,91,111,03/10/2015,Brooklyn,New Orleans,2.5,-0.62,-1.93,-1.99,-1.82,2.0,-0.05,1.1,-2.01,,1.0,0.41,-2.51,,0.18,0.7,,-0.56
950,946,"Tue, Mar 10, 2015",Box Score,Cleveland Cavaliers,127,Dallas Mavericks,94,,,2015-03-10 00:00:00,94,127,03/10/2015,Dallas,Cleveland,-4.5,0.52,2.3,2.7,2.69,-3.5,1.92,0.8,1.44,,-6.0,-4.65,2.75,,2.88,-0.4,,-0.21
951,947,"Tue, Mar 10, 2015",Box Score,Orlando Magic,86,Indiana Pacers,118,,,2015-03-10 00:00:00,118,86,03/10/2015,Indiana,Orlando,8.5,8.09,6.57,5.63,7.29,8.5,8.22,10.6,6.86,,13.0,7.95,6.39,,8.66,7.6,,8.29
952,948,"Tue, Mar 10, 2015",Box Score,Detroit Pistons,85,Los Angeles Lakers,93,,,2015-03-10 00:00:00,93,85,03/10/2015,LA Lakers,Detroit,-3.5,-0.79,-0.81,-0.17,-0.88,-2.5,-0.4,2.4,-1.38,,2.0,-5.64,-1.99,,-0.36,-1.5,,-0.73
953,949,"Tue, Mar 10, 2015",Box Score,Toronto Raptors,107,San Antonio Spurs,117,,,2015-03-10 00:00:00,117,107,03/10/2015,San Antonio,Toronto,6.5,4.61,3.15,2.82,3.37,7.5,4.71,7.7,3.32,,7.0,5.24,3.69,,4.38,4.9,,4.99
954,950,"Tue, Mar 10, 2015",Box Score,New York Knicks,82,Utah Jazz,87,,,2015-03-10 00:00:00,87,82,03/10/2015,Utah,New York,14.0,12.51,10.46,9.99,11.57,13.0,12.14,14.4,9.93,,19.0,16.92,11.5,,12.23,9.2,,12.8
955,951,"Wed, Mar 11, 2015",Box Score,Memphis Grizzlies,92,Boston Celtics,95,,,2015-03-11 00:00:00,95,92,03/11/2015,Boston,Memphis,-5.5,-3.01,-4.27,-6.28,-3.57,-5.0,-1.62,0.7,-3.12,,-1.0,-7.55,-2.45,-1.55,-2.07,-3.3,,-3.05
956,952,"Wed, Mar 11, 2015",Box Score,Sacramento Kings,113,Charlotte Hornets,106,,,2015-03-11 00:00:00,106,113,03/11/2015,Charlotte,Sacramento,8.5,5.11,3.75,3.97,3.02,7.0,6.93,9.1,4.25,,7.0,4.15,2.71,7.99,4.29,4.8,,4.41
957,953,"Wed, Mar 11, 2015",Box Score,Atlanta Hawks,102,Denver Nuggets,115,,,2015-03-11 00:00:00,115,102,03/11/2015,Denver,Atlanta,-7.0,-7.67,-8.4,-9.86,-7.26,-7.5,-7.51,-5.1,-8.44,,-8.0,-12.46,-6.76,-6.71,-6.23,-5.3,,-7.64
958,954,"Wed, Mar 11, 2015",Box Score,Detroit Pistons,98,Golden State Warriors,105,,,2015-03-11 00:00:00,105,98,03/11/2015,Golden State,Detroit,14.5,14.11,14.66,14.98,14.11,14.0,13.35,15.5,15.27,,14.0,16.82,13.62,13.13,14.38,9.8,,13.87
959,955,"Wed, Mar 11, 2015",Box Score,Brooklyn Nets,98,Miami Heat,104,,,2015-03-11 00:00:00,104,98,03/11/2015,Miami,Brooklyn,3.0,3.7,2.99,2.92,2.83,4.5,4.19,5.9,3.19,,4.0,3.89,3.6,4.99,3.98,2.6,,3.06
960,956,"Wed, Mar 11, 2015",Box Score,Orlando Magic,91,Milwaukee Bucks,97,,,2015-03-11 00:00:00,97,91,03/11/2015,Milwaukee,Orlando,7.5,8.43,8.15,7.59,8.81,7.0,8.47,9.3,8.1,,9.0,7.96,7.96,8.85,9.7,7.2,,8.54
961,957,"Wed, Mar 11, 2015",Box Score,Los Angeles Clippers,120,Oklahoma City Thunder,108,,,2015-03-11 00:00:00,108,120,03/11/2015,Oklahoma City,LA Clippers,6.5,0.33,-0.9,-0.54,-1.31,6.0,0.17,2.1,-1.06,,1.0,1.61,-1.46,2.75,-0.09,1.4,,0.6
962,958,"Wed, Mar 11, 2015",Box Score,Chicago Bulls,104,Philadelphia 76ers,95,OT,,2015-03-11 00:00:00,95,104,03/11/2015,Philadelphia,Chicago,-6.5,-6.72,-8.64,-8.28,-9.3,-6.5,-6.17,-2.3,-8.81,,-2.0,-8.98,-9.31,-5.03,-7.86,-5.2,,-5.49
963,959,"Wed, Mar 11, 2015",Box Score,Minnesota Timberwolves,97,Phoenix Suns,106,,,2015-03-11 00:00:00,106,97,03/11/2015,Phoenix,Minnesota,5.5,7.53,9.57,9.74,9.15,5.0,6.63,7.7,9.83,,1.0,5.55,9.06,5.4,9.52,7.6,,7.16
964,960,"Wed, Mar 11, 2015",Box Score,Houston Rockets,100,Portland Trail Blazers,105,,,2015-03-11 00:00:00,105,100,03/11/2015,Portland,Houston,2.0,3.04,2.48,1.6,3.25,3.0,3.22,5.2,2.57,,4.0,3.0,2.79,1.29,4.46,2.8,,2.85
965,961,"Thu, Mar 12, 2015",Box Score,Milwaukee Bucks,103,Indiana Pacers,109,OT,,2015-03-12 00:00:00,109,103,03/12/2015,Indiana,Milwaukee,7.0,3.47,1.04,0.28,1.41,7.5,3.62,6.4,1.46,,11.0,5.3,0.67,4.84,2.33,2.6,,4.12
966,962,"Thu, Mar 12, 2015",Box Score,New York Knicks,101,Los Angeles Lakers,94,,,2015-03-12 00:00:00,94,101,03/12/2015,LA Lakers,New York,6.5,6.61,5.53,5.68,6.35,8.0,7.0,7.9,4.63,,11.0,6.17,4.92,7.67,6.84,5.0,,7.21
967,963,"Thu, Mar 12, 2015",Box Score,Cleveland Cavaliers,128,San Antonio Spurs,125,OT,,2015-03-12 00:00:00,125,128,03/12/2015,San Antonio,Cleveland,-1.5,0.99,2.25,2.44,2.26,0.0,2.12,2.3,1.96,,-3.0,-2.83,2.99,-0.94,3.29,1.7,,-1.61
968,964,"Thu, Mar 12, 2015",Box Score,Houston Rockets,91,Utah Jazz,109,,,2015-03-12 00:00:00,109,91,03/12/2015,Utah,Houston,-2.0,-0.96,-2.66,-3.86,-1.5,1.0,-0.82,2.8,-2.62,,2.0,-3.38,-0.56,1.04,-0.46,-1.3,,-1.12
969,965,"Thu, Mar 12, 2015",Box Score,Memphis Grizzlies,87,Washington Wizards,107,,,2015-03-12 00:00:00,107,87,03/12/2015,Washington,Memphis,8.5,-0.84,-1.83,-2.65,-1.33,-1.5,-0.11,1.5,-1.65,,0.01,-2.79,-1.38,2.82,-0.53,-1.5,,-1.44
970,966,"Fri, Mar 13, 2015",Box Score,Orlando Magic,88,Boston Celtics,95,,,2015-03-13 00:00:00,95,88,03/13/2015,Boston,Orlando,5.0,6.76,5.94,5.24,6.28,5.0,7.51,9.7,6.39,,10.0,5.54,6.52,5.84,7.16,5.3,,6.44
971,967,"Fri, Mar 13, 2015",Box Score,Chicago Bulls,91,Charlotte Hornets,101,,,2015-03-13 00:00:00,101,91,03/13/2015,Charlotte,Chicago,1.5,-0.59,-2.09,-2.33,-2.25,1.0,0.0,2.6,-1.68,,1.0,-2.27,-2.45,0.96,-0.78,-0.7,,2.27
972,968,"Fri, Mar 13, 2015",Box Score,Los Angeles Clippers,99,Dallas Mavericks,129,,,2015-03-13 00:00:00,129,99,03/13/2015,Dallas,LA Clippers,2.5,-0.64,0.11,0.81,-0.54,2.5,-0.38,-1.8,-0.17,,-7.0,-2.67,0.69,0.68,0.71,0.1,,1.11
973,969,"Fri, Mar 13, 2015",Box Score,Golden State Warriors,103,Denver Nuggets,114,,,2015-03-13 00:00:00,114,103,03/13/2015,Denver,Golden State,1.5,-9.39,-11.25,-10.64,-11.0,-8.0,-8.9,-7.5,-12.46,,-8.0,-6.88,-11.08,-6.46,-9.99,-6.9,,-10.97
974,970,"Fri, Mar 13, 2015",Box Score,Minnesota Timberwolves,99,Oklahoma City Thunder,113,,,2015-03-13 00:00:00,113,99,03/13/2015,Oklahoma City,Minnesota,10.0,10.08,11.28,11.28,11.63,11.0,9.58,12.0,11.05,,10.0,9.85,8.89,4.72,12.02,9.5,,9.23
975,971,"Fri, Mar 13, 2015",Box Score,Sacramento Kings,107,Philadelphia 76ers,114,,,2015-03-13 00:00:00,114,107,03/13/2015,Philadelphia,Sacramento,-4.0,-2.21,-3.36,-2.64,-4.27,-4.0,0.06,2.0,-3.55,,0.01,-5.3,-4.2,-0.88,-2.8,-1.8,,-2.04
976,972,"Fri, Mar 13, 2015",Box Score,Atlanta Hawks,96,Phoenix Suns,87,,,2015-03-13 00:00:00,87,96,03/13/2015,Phoenix,Atlanta,-6.5,-2.99,-3.67,-5.12,-2.97,-5.0,-3.4,-1.1,-3.18,,-3.0,-5.38,-2.0,-2.94,-2.0,-2.5,,-1.62
977,973,"Fri, Mar 13, 2015",Box Score,Detroit Pistons,99,Portland Trail Blazers,118,,,2015-03-13 00:00:00,118,99,03/13/2015,Portland,Detroit,7.5,9.13,9.59,10.76,9.11,8.5,9.48,10.7,8.96,,9.0,8.27,8.37,8.13,9.95,7.7,,8.72
978,974,"Fri, Mar 13, 2015",Box Score,Miami Heat,92,Toronto Raptors,102,,,2015-03-13 00:00:00,102,92,03/13/2015,Toronto,Miami,5.0,6.48,7.13,6.37,8.08,5.5,5.16,7.1,7.07,,8.0,4.26,7.28,3.72,9.16,5.9,,4.99
979,975,"Sat, Mar 14, 2015",Box Score,New York Knicks,94,Golden State Warriors,125,,,2015-03-14 00:00:00,125,94,03/14/2015,Golden State,New York,19.0,19.19,19.94,19.6,20.5,19.5,19.18,18.9,20.15,,18.0,18.89,20.39,,21.59,14.3,,18.8
980,976,"Sat, Mar 14, 2015",Box Score,Boston Celtics,93,Indiana Pacers,89,,,2015-03-14 00:00:00,89,93,03/14/2015,Indiana,Boston,8.5,5.11,3.46,3.03,4.05,7.5,4.73,5.9,3.33,,10.0,7.84,2.84,,4.87,4.9,,6.41
981,977,"Sat, Mar 14, 2015",Box Score,Milwaukee Bucks,83,Memphis Grizzlies,96,,,2015-03-14 00:00:00,96,83,03/14/2015,Memphis,Milwaukee,6.0,5.98,5.73,7.07,5.04,6.5,5.48,7.5,5.18,,6.0,6.13,5.24,,6.27,6.6,,5.47
982,978,"Sat, Mar 14, 2015",Box Score,Brooklyn Nets,94,Philadelphia 76ers,87,,,2015-03-14 00:00:00,87,94,03/14/2015,Philadelphia,Brooklyn,-6.5,-2.47,-3.04,-2.58,-3.33,-5.5,-1.06,2.1,-3.72,,2.0,-7.17,-3.35,,-2.18,-2.8,,-4.53
983,979,"Sat, Mar 14, 2015",Box Score,Detroit Pistons,85,Utah Jazz,88,,,2015-03-14 00:00:00,88,85,03/14/2015,Utah,Detroit,8.0,5.59,4.83,5.38,4.81,7.5,6.02,8.9,4.38,,9.0,3.95,5.24,,5.03,4.7,,4.86
984,980,"Sat, Mar 14, 2015",Box Score,Sacramento Kings,97,Washington Wizards,113,,,2015-03-14 00:00:00,113,97,03/14/2015,Washington,Sacramento,10.5,7.3,6.56,6.89,6.14,8.5,8.26,8.9,6.67,,9.0,7.6,5.72,,5.89,6.1,,9.86
985,981,"Sun, Mar 15, 2015",Box Score,Houston Rockets,100,Los Angeles Clippers,98,,,2015-03-15 00:00:00,98,100,03/15/2015,LA Clippers,Houston,5.0,3.91,3.53,2.06,4.81,4.0,4.41,7.5,3.9,,6.0,-0.16,3.7,4.44,5.68,3.3,,1.71
986,982,"Sun, Mar 15, 2015",Box Score,Atlanta Hawks,91,Los Angeles Lakers,86,,,2015-03-15 00:00:00,86,91,03/15/2015,LA Lakers,Atlanta,-9.0,-8.63,-9.83,-11.58,-8.31,-9.0,-8.17,-5.6,-9.92,,-6.0,-13.83,-8.51,-6.78,-7.54,-5.7,,-10.46
987,983,"Sun, Mar 15, 2015",Box Score,Denver Nuggets,118,New Orleans Pelicans,111,2OT,,2015-03-15 00:00:00,111,118,03/15/2015,New Orleans,Denver,8.0,6.24,6.71,6.81,6.34,7.0,6.98,7.0,7.0,,6.0,5.23,7.04,5.71,6.42,6.1,,3.84
988,984,"Sun, Mar 15, 2015",Box Score,Chicago Bulls,100,Oklahoma City Thunder,109,,,2015-03-15 00:00:00,109,100,03/15/2015,Oklahoma City,Chicago,7.0,4.49,2.67,1.76,3.18,8.0,3.63,7.0,3.14,,8.0,6.1,1.63,4.45,4.44,4.9,,7.52
989,985,"Sun, Mar 15, 2015",Box Score,Cleveland Cavaliers,123,Orlando Magic,108,,,2015-03-15 00:00:00,108,123,03/15/2015,Orlando,Cleveland,-10.5,-9.17,-7.36,-6.99,-7.8,-10.5,-6.88,-8.7,-7.38,,-17.0,-16.06,-7.55,-8.05,-7.22,-5.9,,-12.36
990,986,"Sun, Mar 15, 2015",Box Score,New York Knicks,89,Phoenix Suns,102,,,2015-03-15 00:00:00,102,89,03/15/2015,Phoenix,New York,11.5,11.64,11.15,11.33,11.39,12.5,11.35,10.5,10.88,,11.0,12.69,11.57,14.82,12.64,9.4,,12.62
991,987,"Sun, Mar 15, 2015",Box Score,Minnesota Timberwolves,97,San Antonio Spurs,123,,,2015-03-15 00:00:00,123,97,03/15/2015,San Antonio,Minnesota,12.5,11.55,12.99,13.14,13.24,13.5,10.97,12.9,12.67,,11.0,10.5,12.51,5.93,13.64,9.8,,10.8
992,988,"Sun, Mar 15, 2015",Box Score,Portland Trail Blazers,113,Toronto Raptors,97,,,2015-03-15 00:00:00,97,113,03/15/2015,Toronto,Portland,1.0,-0.11,0.07,-0.1,0.19,1.0,-0.71,0.7,0.12,,-1.0,-3.47,0.49,1.99,0.98,-0.2,,-0.53
993,989,"Mon, Mar 16, 2015",Box Score,Philadelphia 76ers,89,Boston Celtics,108,,,2015-03-16 00:00:00,108,89,03/16/2015,Boston,Philadelphia,8.5,9.4,9.53,8.12,10.08,9.5,9.26,10.4,10.91,,9.0,7.7,10.48,9.05,10.62,7.7,,9.41
994,990,"Mon, Mar 16, 2015",Box Score,Oklahoma City Thunder,115,Dallas Mavericks,119,,,2015-03-16 00:00:00,119,115,03/16/2015,Dallas,Oklahoma City,6.0,2.86,3.51,3.75,3.58,4.0,2.91,2.7,3.19,,0.01,-1.29,5.47,6.27,4.13,1.2,,1.69
995,991,"Mon, Mar 16, 2015",Box Score,Los Angeles Lakers,105,Golden State Warriors,108,,,2015-03-16 00:00:00,108,105,03/16/2015,Golden State,LA Lakers,18.0,16.5,17.11,16.69,16.84,18.0,15.97,16.9,18.2,,15.0,19.16,17.85,14.83,17.99,12.6,,15.33
996,992,"Mon, Mar 16, 2015",Box Score,Toronto Raptors,117,Indiana Pacers,98,,,2015-03-16 00:00:00,98,117,03/16/2015,Indiana,Toronto,5.0,1.63,-0.97,-1.78,-0.52,5.0,2.93,4.8,-0.57,,7.0,2.71,-1.49,4.29,0.62,1.3,,2.84
997,993,"Mon, Mar 16, 2015",Box Score,Denver Nuggets,81,Memphis Grizzlies,92,,,2015-03-16 00:00:00,92,81,03/16/2015,Memphis,Denver,13.0,8.54,9.37,10.27,8.86,9.0,8.56,8.0,9.13,,5.0,9.17,8.32,10.35,9.53,8.8,,5.66
998,994,"Mon, Mar 16, 2015",Box Score,Cleveland Cavaliers,92,Miami Heat,106,,,2015-03-16 00:00:00,106,92,03/16/2015,Miami,Cleveland,-5.5,-5.3,-4.4,-3.51,-5.09,-6.5,-3.02,-5.0,-4.75,,-12.0,-9.66,-4.11,-1.38,-4.22,-4.2,,-7.55
999,995,"Mon, Mar 16, 2015",Box Score,Brooklyn Nets,122,Minnesota Timberwolves,106,,,2015-03-16 00:00:00,106,122,03/16/2015,Minnesota,Brooklyn,-2.5,-0.2,-1.57,-2.63,-0.98,2.0,0.33,2.7,-1.05,,3.0,-2.6,0.18,-1.22,1.21,-0.1,,0.07
