,Unnamed: 0,Unnamed: 0.1,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,line_x,game_date,hscore,rscore,date_x,home_x,road_x,line_y,lineavg_x,linesag_x,linesage_x,linesagp_x,lineopen_x,linemoore_x,linepower_x,linenscombo_x,linel2_x,linegametime_x,lineray1_x,linefox_x,linedunk_x,linegirl_x,linegabe_x,lineboyd_x,linemass_x,linedok_x,lineblc_x,line_x,date_y,home_y,road_y,line_y,lineavg_y,linesag_y,linesage_y,linesagp_y,lineopen_y,linemoore_y,linepower_y,linenscombo_y,linel2_y,linegametime_y,lineray1_y,linefox_y,linedunk_y,linegirl_y,linegabe_y,lineboyd_y,linemass_y,linedok_y,lineblc_y
148,148,149,"Mon, Nov 16, 2009",Box Score,Charlotte Bobcats,91,Orlando Magic,97,,,0,2009-11-16 00:00:00,97,91,11/16/2009,Orlando,Charlotte,13,11.76,10.78,9.85,11.9,13,11.05,13.5,11.84,.,11.75,15.46,12.0,9.72,10.1,.,.,.,12.24,.,0,11/16/2009,Orlando,Charlotte,13,11.76,10.78,9.85,11.9,13,11.05,13.5,11.84,.,11.75,15.46,12.0,9.72,10.1,.,.,.,12.24,.
149,149,150,"Tue, Nov 17, 2009",Box Score,Golden State Warriors,108,Cleveland Cavaliers,114,,,0,2009-11-17 00:00:00,114,108,11/17/2009,Cleveland,Golden State,14.5,11.99,11.46,12.15,10.91,15,8.24,15.7,7.6,.,12.75,10.47,14.0,12.34,13.09,.,.,.,14.64,.,0,11/17/2009,Cleveland,Golden State,14.5,11.99,11.46,12.15,10.91,15,8.24,15.7,7.6,.,12.75,10.47,14.0,12.34,13.09,.,.,.,14.64,.
150,150,151,"Tue, Nov 17, 2009",Box Score,Toronto Raptors,112,Denver Nuggets,130,,,0,2009-11-17 00:00:00,130,112,11/17/2009,Denver,Toronto,9,8.12,8.31,8.85,7.77,8,6.74,9.7,3.75,.,7.25,4.8,10.0,13.33,8.5,.,.,.,8.58,.,0,11/17/2009,Denver,Toronto,9,8.12,8.31,8.85,7.77,8,6.74,9.7,3.75,.,7.25,4.8,10.0,13.33,8.5,.,.,.,8.58,.
151,151,152,"Tue, Nov 17, 2009",Box Score,Phoenix Suns,111,Houston Rockets,105,,,0,2009-11-17 00:00:00,105,111,11/17/2009,Houston,Phoenix,3,2.11,3.48,0.31,5.82,1.5,0.57,5.5,-1.41,.,0.75,2.57,6.0,1.99,-0.18,.,.,.,1.32,.,0,11/17/2009,Houston,Phoenix,3,2.11,3.48,0.31,5.82,1.5,0.57,5.5,-1.41,.,0.75,2.57,6.0,1.99,-0.18,.,.,.,1.32,.
152,152,153,"Tue, Nov 17, 2009",Box Score,Detroit Pistons,93,Los Angeles Lakers,106,,,0,2009-11-17 00:00:00,106,93,11/17/2009,LA Lakers,Detroit,10,8.39,7.05,10.19,4.38,10,4.53,10.7,10.02,.,8.5,8.71,10.0,7.34,6.83,.,.,.,11.05,.,0,11/17/2009,LA Lakers,Detroit,10,8.39,7.05,10.19,4.38,10,4.53,10.7,10.02,.,8.5,8.71,10.0,7.34,6.83,.,.,.,11.05,.
153,153,154,"Tue, Nov 17, 2009",Box Score,Oklahoma City Thunder,100,Miami Heat,87,,,0,2009-11-17 00:00:00,87,100,11/17/2009,Miami,Oklahoma City,6.5,7.91,4.65,6.52,2.79,6.5,4.01,10.2,11.59,.,6.25,8.95,8.0,11.52,8.34,.,.,.,8.82,.,0,11/17/2009,Miami,Oklahoma City,6.5,7.91,4.65,6.52,2.79,6.5,4.01,10.2,11.59,.,6.25,8.95,8.0,11.52,8.34,.,.,.,8.82,.
154,154,155,"Tue, Nov 17, 2009",Box Score,Indiana Pacers,91,New Jersey Nets,83,,,0,2009-11-17 00:00:00,83,91,11/17/2009,New Jersey,Indiana,-4.5,-2.13,-7.78,-8.76,-7.07,-3.5,0.85,2.0,2.87,.,-4.0,-0.07,-4.0,-1.64,-2.04,.,.,.,-1.57,.,0,11/17/2009,New Jersey,Indiana,-4.5,-2.13,-7.78,-8.76,-7.07,-3.5,0.85,2.0,2.87,.,-4.0,-0.07,-4.0,-1.64,-2.04,.,.,.,-1.57,.
155,155,156,"Tue, Nov 17, 2009",Box Score,Los Angeles Clippers,102,New Orleans Hornets,110,,,0,2009-11-17 00:00:00,110,102,11/17/2009,New orleans,LA Clippers,-2,4.12,5.07,5.37,4.74,3.5,1.1,8.8,-0.79,.,4.25,-0.19,6.0,1.43,6.23,.,.,.,8.41,.,0,11/17/2009,New orleans,LA Clippers,-2,4.12,5.07,5.37,4.74,3.5,1.1,8.8,-0.79,.,4.25,-0.19,6.0,1.43,6.23,.,.,.,8.41,.
156,156,157,"Tue, Nov 17, 2009",Box Score,Chicago Bulls,101,Sacramento Kings,87,,,0,2009-11-17 00:00:00,87,101,11/17/2009,Sacramento,Chicago,-3,-0.29,3.55,2.13,4.92,-1.5,3.78,1.1,-2.31,.,-2.5,-2.85,2.0,-4.41,-1.5,.,.,.,-3.6,.,0,11/17/2009,Sacramento,Chicago,-3,-0.29,3.55,2.13,4.92,-1.5,3.78,1.1,-2.31,.,-2.5,-2.85,2.0,-4.41,-1.5,.,.,.,-3.6,.
157,157,158,"Wed, Nov 18, 2009",Box Score,Miami Heat,90,Atlanta Hawks,105,,,0,2009-11-18 00:00:00,105,90,11/18/2009,Atlanta,Miami,7.5,6.94,8.8,8.35,9.24,7,3.92,7.4,4.42,.,7.25,6.46,8.0,11.62,3.62,.,.,.,6.03,.,0,11/18/2009,Atlanta,Miami,7.5,6.94,8.8,8.35,9.24,7,3.92,7.4,4.42,.,7.25,6.46,8.0,11.62,3.62,.,.,.,6.03,.
158,158,159,"Wed, Nov 18, 2009",Box Score,Golden State Warriors,95,Boston Celtics,109,,,0,2009-11-18 00:00:00,109,95,11/18/2009,Boston,Golden State,16.5,12.88,13.5,13.37,14.32,16.5,9.85,14.7,11.52,.,11.5,13.07,10.0,10.65,16.76,.,.,.,15.91,.,0,11/18/2009,Boston,Golden State,16.5,12.88,13.5,13.37,14.32,16.5,9.85,14.7,11.52,.,11.5,13.07,10.0,10.65,16.76,.,.,.,15.91,.
159,159,160,"Wed, Nov 18, 2009",Box Score,San Antonio Spurs,94,Dallas Mavericks,99,OT,,0,2009-11-18 00:00:00,99,94,11/18/2009,Dallas,San Antonio,1.5,6.33,6.59,6.69,6.54,3,3.74,6.4,7.64,.,5.25,11.66,8.0,7.49,4.33,.,.,.,1.92,.,0,11/18/2009,Dallas,San Antonio,1.5,6.33,6.59,6.69,6.54,3,3.74,6.4,7.64,.,5.25,11.66,8.0,7.49,4.33,.,.,.,1.92,.
160,160,161,"Wed, Nov 18, 2009",Box Score,New York Knicks,110,Indiana Pacers,103,,,0,2009-11-18 00:00:00,103,110,11/18/2009,Indiana,New York,6.5,9.12,13.57,13.51,13.63,7.5,6.21,10.2,3.81,.,9.0,9.32,13.0,9.44,8.43,.,.,.,3.82,.,0,11/18/2009,Indiana,New York,6.5,9.12,13.57,13.51,13.63,7.5,6.21,10.2,3.81,.,9.0,9.32,13.0,9.44,8.43,.,.,.,3.82,.
161,161,162,"Wed, Nov 18, 2009",Box Score,Los Angeles Clippers,91,Memphis Grizzlies,106,,,0,2009-11-18 00:00:00,106,91,11/18/2009,Memphis,LA Clippers,5,1.07,1.06,1.25,0.86,2,0.99,3.6,-5.32,.,-1.5,-3.55,7.0,1.74,1.74,.,.,.,4.91,.,0,11/18/2009,Memphis,LA Clippers,5,1.07,1.06,1.25,0.86,2,0.99,3.6,-5.32,.,-1.5,-3.55,7.0,1.74,1.74,.,.,.,4.91,.
162,162,163,"Wed, Nov 18, 2009",Box Score,New Jersey Nets,85,Milwaukee Bucks,99,,,0,2009-11-18 00:00:00,99,85,11/18/2009,Milwaukee,New Jersey,10,9.3,14.22,14.73,14.01,9,7.16,7.8,7.71,.,7.0,8.18,9.0,10.22,7.47,.,.,.,9.03,.,0,11/18/2009,Milwaukee,New Jersey,10,9.3,14.22,14.73,14.01,9,7.16,7.8,7.71,.,7.0,8.18,9.0,10.22,7.47,.,.,.,9.03,.
163,163,164,"Wed, Nov 18, 2009",Box Score,Houston Rockets,97,Minnesota Timberwolves,84,,,0,2009-11-18 00:00:00,84,97,11/18/2009,Minnesota,Houston,-6,-6.29,-10.82,-10.18,-11.51,-6,-2.52,-6.4,-0.67,.,-7.5,-5.1,-13.0,-7.49,-1.55,.,.,.,-3.3,.,0,11/18/2009,Minnesota,Houston,-6,-6.29,-10.82,-10.18,-11.51,-6,-2.52,-6.4,-0.67,.,-7.5,-5.1,-13.0,-7.49,-1.55,.,.,.,-3.3,.
164,164,165,"Wed, Nov 18, 2009",Box Score,Oklahoma City Thunder,94,Orlando Magic,108,,,0,2009-11-18 00:00:00,108,94,11/18/2009,Orlando,Oklahoma City,12.5,9.04,2.51,3.9,1.03,13,4.38,10.9,16.01,.,9.25,16.87,7.0,6.96,10.28,.,.,.,12.82,.,0,11/18/2009,Orlando,Oklahoma City,12.5,9.04,2.51,3.9,1.03,13,4.38,10.9,16.01,.,9.25,16.87,7.0,6.96,10.28,.,.,.,12.82,.
165,165,166,"Wed, Nov 18, 2009",Box Score,Charlotte Bobcats,84,Philadelphia 76ers,86,,,0,2009-11-18 00:00:00,86,84,11/18/2009,Philadelphia,Charlotte,3,3.45,2.41,2.73,1.94,4.5,4.35,6.3,3.42,.,4.5,3.86,2.0,-1.6,4.22,.,.,.,6.28,.,0,11/18/2009,Philadelphia,Charlotte,3,3.45,2.41,2.73,1.94,4.5,4.35,6.3,3.42,.,4.5,3.86,2.0,-1.6,4.22,.,.,.,6.28,.
166,166,167,"Wed, Nov 18, 2009",Box Score,Detroit Pistons,81,Portland Trail Blazers,87,,,0,2009-11-18 00:00:00,87,81,11/18/2009,Portland,Detroit,10.5,8.94,8.81,8.31,9.74,11,6.17,10.2,8.87,.,9.25,6.08,11.0,12.02,6.49,.,.,.,10.21,.,0,11/18/2009,Portland,Detroit,10.5,8.94,8.81,8.31,9.74,11,6.17,10.2,8.87,.,9.25,6.08,11.0,12.02,6.49,.,.,.,10.21,.
167,167,168,"Wed, Nov 18, 2009",Box Score,Toronto Raptors,91,Utah Jazz,104,,,0,2009-11-18 00:00:00,104,91,11/18/2009,Utah,Toronto,9,3.43,1.16,0.65,1.64,9,0.46,6.6,2.81,.,3.75,3.06,5.0,5.48,2.37,.,.,.,5.89,.,0,11/18/2009,Utah,Toronto,9,3.43,1.16,0.65,1.64,9,0.46,6.6,2.81,.,3.75,3.06,5.0,5.48,2.37,.,.,.,5.89,.
168,168,169,"Wed, Nov 18, 2009",Box Score,Cleveland Cavaliers,91,Washington Wizards,108,,,0,2009-11-18 00:00:00,108,91,11/18/2009,Washington,Cleveland,-4,-4.83,-2.75,-3.34,-2.2,-4,0.07,-2.5,-7.06,.,-5.0,-7.39,-8.0,-6.56,-6.19,.,.,.,-4.93,.,0,11/18/2009,Washington,Cleveland,-4,-4.83,-2.75,-3.34,-2.2,-4,0.07,-2.5,-7.06,.,-5.0,-7.39,-8.0,-6.56,-6.19,.,.,.,-4.93,.
169,169,170,"Thu, Nov 19, 2009",Box Score,Chicago Bulls,93,Los Angeles Lakers,108,,,0,2009-11-19 00:00:00,108,93,11/19/2009,LA Lakers,Chicago,10,8.24,6.82,6.82,7.12,10,7.48,9.5,4.99,.,8.0,6.2,12.0,15.52,4.45,.,.,.,8.54,.,0,11/19/2009,LA Lakers,Chicago,10,8.24,6.82,6.82,7.12,10,7.48,9.5,4.99,.,8.0,6.2,12.0,15.52,4.45,.,.,.,8.54,.
170,170,171,"Thu, Nov 19, 2009",Box Score,Phoenix Suns,103,New Orleans Hornets,110,,,0,2009-11-19 00:00:00,110,103,11/19/2009,New orleans,Phoenix,-8,-4.36,-4.48,-6.58,-3.53,-7,-4.73,1.0,-5.51,.,-2.0,-5.83,-7.0,-9.86,-5.09,.,.,.,1.18,.,0,11/19/2009,New orleans,Phoenix,-8,-4.36,-4.48,-6.58,-3.53,-7,-4.73,1.0,-5.51,.,-2.0,-5.83,-7.0,-9.86,-5.09,.,.,.,1.18,.
171,171,172,"Thu, Nov 19, 2009",Box Score,Utah Jazz,90,San Antonio Spurs,83,,,0,2009-11-19 00:00:00,83,90,11/19/2009,San Antonio,Utah,4.5,4.69,4.8,4.33,5.33,6.5,6.65,6.1,4.11,.,4.5,0.27,0.01,9.45,4.38,.,.,.,6.45,.,0,11/19/2009,San Antonio,Utah,4.5,4.69,4.8,4.33,5.33,6.5,6.65,6.1,4.11,.,4.5,0.27,0.01,9.45,4.38,.,.,.,6.45,.
172,172,173,"Fri, Nov 20, 2009",Box Score,Houston Rockets,103,Atlanta Hawks,105,,,0,2009-11-20 00:00:00,105,103,11/20/2009,Atlanta,Houston,7,6.68,7.54,8.23,6.83,7,5.52,6.1,7.37,.,7.75,6.23,5.0,9.18,4.17,.,.,.,7.08,.,0,11/20/2009,Atlanta,Houston,7,6.68,7.54,8.23,6.83,7,5.52,6.1,7.37,.,7.75,6.23,5.0,9.18,4.17,.,.,.,7.08,.
173,173,174,"Fri, Nov 20, 2009",Box Score,Orlando Magic,83,Boston Celtics,78,,,0,2009-11-20 00:00:00,78,83,11/20/2009,Boston,Orlando,6,4.66,5.49,3.94,7.53,5.5,2.56,6.9,3.98,.,4.75,0.93,2.0,6.73,6.09,.,.,.,5.88,.,0,11/20/2009,Boston,Orlando,6,4.66,5.49,3.94,7.53,5.5,2.56,6.9,3.98,.,4.75,0.93,2.0,6.73,6.09,.,.,.,5.88,.
174,174,175,"Fri, Nov 20, 2009",Box Score,Sacramento Kings,102,Dallas Mavericks,104,,,0,2009-11-20 00:00:00,104,102,11/20/2009,Dallas,Sacramento,10.5,11.63,9.59,8.06,11.2,12.5,7.89,14.1,12.15,.,13.0,13.36,12.0,15.68,7.25,.,.,.,13.22,.,0,11/20/2009,Dallas,Sacramento,10.5,11.63,9.59,8.06,11.2,12.5,7.89,14.1,12.15,.,13.0,13.36,12.0,15.68,7.25,.,.,.,13.22,.
175,175,176,"Fri, Nov 20, 2009",Box Score,Portland Trail Blazers,94,Golden State Warriors,108,,,0,2009-11-20 00:00:00,108,94,11/20/2009,Golden State,Portland,-8,-5.06,-7.5,-7.68,-7.87,-7.5,-3.84,-3.7,-0.12,.,-5.0,-1.77,-8.0,-6.89,-6.56,.,.,.,-4.21,.,0,11/20/2009,Golden State,Portland,-8,-5.06,-7.5,-7.68,-7.87,-7.5,-3.84,-3.7,-0.12,.,-5.0,-1.77,-8.0,-6.89,-6.56,.,.,.,-4.21,.
176,176,177,"Fri, Nov 20, 2009",Box Score,Cleveland Cavaliers,105,Indiana Pacers,95,,,0,2009-11-20 00:00:00,95,105,11/20/2009,Indiana,Cleveland,-4,-2.37,0.48,0.0,0.94,-4,-0.46,-3.6,-6.21,.,-3.25,-2.17,-1.0,-2.45,-2.07,.,.,.,-5.75,.,0,11/20/2009,Indiana,Cleveland,-4,-2.37,0.48,0.0,0.94,-4,-0.46,-3.6,-6.21,.,-3.25,-2.17,-1.0,-2.45,-2.07,.,.,.,-5.75,.
177,177,178,"Fri, Nov 20, 2009",Box Score,Denver Nuggets,99,Los Angeles Clippers,106,,,0,2009-11-20 00:00:00,106,99,11/20/2009,LA Clippers,Denver,-9,-6.96,-8.73,-8.3,-9.17,-8,-4.57,-5.2,1.55,.,-6.25,-2.28,-15.0,-11.9,-8.58,.,.,.,-6.89,.,0,11/20/2009,LA Clippers,Denver,-9,-6.96,-8.73,-8.3,-9.17,-8,-4.57,-5.2,1.55,.,-6.25,-2.28,-15.0,-11.9,-8.58,.,.,.,-6.89,.
178,178,179,"Fri, Nov 20, 2009",Box Score,Charlotte Bobcats,88,Milwaukee Bucks,95,,,0,2009-11-20 00:00:00,95,88,11/20/2009,Milwaukee,Charlotte,3.5,6.43,8.85,8.07,9.68,3.5,7.47,5.6,4.27,.,4.0,7.73,9.0,7.29,3.88,.,.,.,3.7,.,0,11/20/2009,Milwaukee,Charlotte,3.5,6.43,8.85,8.07,9.68,3.5,7.47,5.6,4.27,.,4.0,7.73,9.0,7.29,3.88,.,.,.,3.7,.
179,179,180,"Fri, Nov 20, 2009",Box Score,Washington Wizards,108,Oklahoma City Thunder,127,,,0,2009-11-20 00:00:00,127,108,11/20/2009,Oklahoma City,Washington,3.5,4.66,8.09,8.19,8.1,3.5,5.47,3.5,2.99,.,3.5,4.19,5.0,2.26,5.49,.,.,.,2.53,.,0,11/20/2009,Oklahoma City,Washington,3.5,4.66,8.09,8.19,8.1,3.5,5.47,3.5,2.99,.,3.5,4.19,5.0,2.26,5.49,.,.,.,2.53,.
180,180,181,"Fri, Nov 20, 2009",Box Score,Memphis Grizzlies,102,Philadelphia 76ers,97,,,0,2009-11-20 00:00:00,97,102,11/20/2009,Philadelphia,Memphis,5,6.56,5.07,6.17,3.6,7,4.27,7.7,10.58,.,7.0,10.85,1.0,4.99,9.01,.,.,.,6.94,.,0,11/20/2009,Philadelphia,Memphis,5,6.56,5.07,6.17,3.6,7,4.27,7.7,10.58,.,7.0,10.85,1.0,4.99,9.01,.,.,.,6.94,.
181,181,182,"Fri, Nov 20, 2009",Box Score,Miami Heat,113,Toronto Raptors,120,,,0,2009-11-20 00:00:00,120,113,11/20/2009,Toronto,Miami,2.5,1.51,2.42,1.66,3.16,3,0.32,4.0,0.44,.,2.5,1.5,1.0,-0.59,0.39,.,.,.,2.23,.,0,11/20/2009,Toronto,Miami,2.5,1.51,2.42,1.66,3.16,3,0.32,4.0,0.44,.,2.5,1.5,1.0,-0.59,0.39,.,.,.,2.23,.
182,182,183,"Sat, Nov 21, 2009",Box Score,Philadelphia 76ers,91,Cleveland Cavaliers,97,,,0,2009-11-21 00:00:00,97,91,11/21/2009,Cleveland,Philadelphia,10,11.12,11.61,10.7,12.74,11.5,7.66,14.0,8.48,.,11.5,9.93,14.0,13.05,8.3,.,.,.,11.91,.,0,11/21/2009,Cleveland,Philadelphia,10,11.12,11.61,10.7,12.74,11.5,7.66,14.0,8.48,.,11.5,9.93,14.0,13.05,8.3,.,.,.,11.91,.
183,183,184,"Sat, Nov 21, 2009",Box Score,Chicago Bulls,93,Denver Nuggets,112,,,0,2009-11-21 00:00:00,112,93,11/21/2009,Denver,Chicago,8,7.29,8.49,6.28,10.67,8.5,9.7,8.9,2.03,.,7.0,3.32,11.0,7.46,6.17,.,.,.,7.61,.,0,11/21/2009,Denver,Chicago,8,7.29,8.49,6.28,10.67,8.5,9.7,8.9,2.03,.,7.0,3.32,11.0,7.46,6.17,.,.,.,7.61,.
184,184,185,"Sat, Nov 21, 2009",Box Score,Sacramento Kings,106,Houston Rockets,113,,,0,2009-11-21 00:00:00,113,106,11/21/2009,Houston,Sacramento,11,9.01,8.21,6.94,9.59,10,6.7,12.1,6.2,.,7.25,9.1,12.0,11.86,7.23,.,.,.,10.11,.,0,11/21/2009,Houston,Sacramento,11,9.01,8.21,6.94,9.59,10,6.7,12.1,6.2,.,7.25,9.1,12.0,11.86,7.23,.,.,.,10.11,.
185,185,186,"Sat, Nov 21, 2009",Box Score,Milwaukee Bucks,103,Memphis Grizzlies,98,,,0,2009-11-21 00:00:00,98,103,11/21/2009,Memphis,Milwaukee,3.5,-2.0,-1.27,-0.2,-2.49,2,-1.2,3.4,-5.43,.,-1.75,-8.72,-2.0,-2.47,-2.67,.,.,.,1.58,.,0,11/21/2009,Memphis,Milwaukee,3.5,-2.0,-1.27,-0.2,-2.49,2,-1.2,3.4,-5.43,.,-1.75,-8.72,-2.0,-2.47,-2.67,.,.,.,1.58,.
186,186,187,"Sat, Nov 21, 2009",Box Score,New York Knicks,98,New Jersey Nets,91,,,0,2009-11-21 00:00:00,91,98,11/21/2009,New Jersey,New York,1.5,2.76,1.42,-0.16,2.44,0,3.1,5.1,3.68,.,0.25,6.25,4.0,2.8,3.39,.,.,.,-0.45,.,0,11/21/2009,New Jersey,New York,1.5,2.76,1.42,-0.16,2.44,0,3.1,5.1,3.68,.,0.25,6.25,4.0,2.8,3.39,.,.,.,-0.45,.
187,187,188,"Sat, Nov 21, 2009",Box Score,Atlanta Hawks,88,New Orleans Hornets,96,,,0,2009-11-21 00:00:00,96,88,11/21/2009,New orleans,Atlanta,-4.5,-4.55,-5.35,-4.5,-6.33,-5,-4.38,0.7,-5.47,.,-4.5,-8.63,-9.0,-4.5,-3.08,.,.,.,-0.35,.,0,11/21/2009,New orleans,Atlanta,-4.5,-4.55,-5.35,-4.5,-6.33,-5,-4.38,0.7,-5.47,.,-4.5,-8.63,-9.0,-4.5,-3.08,.,.,.,-0.35,.
188,188,189,"Sat, Nov 21, 2009",Box Score,Minnesota Timberwolves,78,Portland Trail Blazers,106,,,0,2009-11-21 00:00:00,106,78,11/21/2009,Portland,Minnesota,13,15.09,18.15,16.83,19.8,15,10.3,17.8,9.62,.,18.0,11.42,20.0,18.32,8.93,.,.,.,14.94,.,0,11/21/2009,Portland,Minnesota,13,15.09,18.15,16.83,19.8,15,10.3,17.8,9.62,.,18.0,11.42,20.0,18.32,8.93,.,.,.,14.94,.
189,189,190,"Sat, Nov 21, 2009",Box Score,Washington Wizards,84,San Antonio Spurs,106,,,0,2009-11-21 00:00:00,106,84,11/21/2009,San Antonio,Washington,7.5,7.66,7.13,6.83,7.49,7.5,5.11,8.1,9.94,.,7.5,5.97,5.0,8.56,8.97,.,.,.,10.82,.,0,11/21/2009,San Antonio,Washington,7.5,7.66,7.13,6.83,7.49,7.5,5.11,8.1,9.94,.,7.5,5.97,5.0,8.56,8.97,.,.,.,10.82,.
190,190,191,"Sat, Nov 21, 2009",Box Score,Detroit Pistons,97,Utah Jazz,100,OT,,0,2009-11-21 00:00:00,100,97,11/21/2009,Utah,Detroit,8.5,4.97,4.28,4.65,3.9,8.5,1.29,8.1,6.12,.,5.0,4.09,6.0,6.13,2.42,.,.,.,6.92,.,0,11/21/2009,Utah,Detroit,8.5,4.97,4.28,4.65,3.9,8.5,1.29,8.1,6.12,.,5.0,4.09,6.0,6.13,2.42,.,.,.,6.92,.
191,191,192,"Sun, Nov 22, 2009",Box Score,Indiana Pacers,88,Charlotte Bobcats,104,,,0,2009-11-22 00:00:00,104,88,11/22/2009,Charlotte,Indiana,1.5,1.05,1.82,2.39,1.27,2,0.87,4.5,-0.76,.,1.25,0.31,-1.0,0.99,-0.6,.,.,.,2.32,.,0,11/22/2009,Charlotte,Indiana,1.5,1.05,1.82,2.39,1.27,2,0.87,4.5,-0.76,.,1.25,0.31,-1.0,0.99,-0.6,.,.,.,2.32,.
192,192,193,"Sun, Nov 22, 2009",Box Score,Oklahoma City Thunder,85,Los Angeles Lakers,101,,,0,2009-11-22 00:00:00,101,85,11/22/2009,LA Lakers,Oklahoma City,10.5,9.38,5.69,8.23,3.4,11,3.0,11.9,11.4,.,9.75,13.58,10.0,10.73,9.24,.,.,.,11.9,.,0,11/22/2009,LA Lakers,Oklahoma City,10.5,9.38,5.69,8.23,3.4,11,3.0,11.9,11.4,.,9.75,13.58,10.0,10.73,9.24,.,.,.,11.9,.
193,193,194,"Sun, Nov 22, 2009",Box Score,New Orleans Hornets,101,Miami Heat,102,,,0,2009-11-22 00:00:00,102,101,11/22/2009,Miami,New orleans,10.5,4.67,4.41,3.59,5.23,9,7.91,6.3,2.2,.,3.0,2.83,7.0,7.98,0.07,.,.,.,5.27,.,0,11/22/2009,Miami,New orleans,10.5,4.67,4.41,3.59,5.23,9,7.91,6.3,2.2,.,3.0,2.83,7.0,7.98,0.07,.,.,.,5.27,.
194,194,195,"Sun, Nov 22, 2009",Box Score,Boston Celtics,107,New York Knicks,105,OT,,0,2009-11-22 00:00:00,105,107,11/22/2009,New York,Boston,-9,-7.13,-8.09,-6.21,-10.55,-9.5,-4.97,-6.2,-6.62,.,-7.75,-7.24,-5.0,-9.62,-5.04,.,.,.,-9.22,.,0,11/22/2009,New York,Boston,-9,-7.13,-8.09,-6.21,-10.55,-9.5,-4.97,-6.2,-6.62,.,-7.75,-7.24,-5.0,-9.62,-5.04,.,.,.,-9.22,.
195,195,196,"Sun, Nov 22, 2009",Box Score,Detroit Pistons,91,Phoenix Suns,117,,,0,2009-11-22 00:00:00,117,91,11/22/2009,Phoenix,Detroit,10,7.43,8.34,11.73,5.67,9.5,6.71,8.3,5.62,.,6.5,5.65,6.0,9.03,7.73,.,.,.,8.83,.,0,11/22/2009,Phoenix,Detroit,10,7.43,8.34,11.73,5.67,9.5,6.71,8.3,5.62,.,6.5,5.65,6.0,9.03,7.73,.,.,.,8.83,.
196,196,197,"Sun, Nov 22, 2009",Box Score,Orlando Magic,104,Toronto Raptors,96,,,0,2009-11-22 00:00:00,96,104,11/22/2009,Toronto,Orlando,-3.5,-2.23,1.17,0.97,1.34,-4,-1.49,0.8,-4.09,.,-2.5,-9.2,-5.0,-0.12,-2.83,.,.,.,-2.4,.,0,11/22/2009,Toronto,Orlando,-3.5,-2.23,1.17,0.97,1.34,-4,-1.49,0.8,-4.09,.,-2.5,-9.2,-5.0,-0.12,-2.83,.,.,.,-2.4,.
197,197,198,"Mon, Nov 23, 2009",Box Score,Minnesota Timberwolves,87,Los Angeles Clippers,91,,,0,2009-11-23 00:00:00,91,87,11/23/2009,LA Clippers,Minnesota,5.5,8.11,10.52,10.75,10.32,5.5,5.46,10.1,4.43,.,9.75,9.13,7.0,11.89,3.03,.,.,.,7.35,.,0,11/23/2009,LA Clippers,Minnesota,5.5,8.11,10.52,10.75,10.32,5.5,5.46,10.1,4.43,.,9.75,9.13,7.0,11.89,3.03,.,.,.,7.35,.
198,198,199,"Mon, Nov 23, 2009",Box Score,Sacramento Kings,105,Memphis Grizzlies,116,,,0,2009-11-23 00:00:00,116,105,11/23/2009,Memphis,Sacramento,5,2.27,-0.78,-0.48,-1.14,5,1.48,3.7,3.8,.,0.5,2.07,3.0,3.29,5.52,.,.,.,3.23,.,0,11/23/2009,Memphis,Sacramento,5,2.27,-0.78,-0.48,-1.14,5,1.48,3.7,3.8,.,0.5,2.07,3.0,3.29,5.52,.,.,.,3.23,.
199,199,200,"Mon, Nov 23, 2009",Box Score,Chicago Bulls,98,Portland Trail Blazers,122,,,0,2009-11-23 00:00:00,122,98,11/23/2009,Portland,Chicago,7,8.54,8.48,5.21,12.22,8.5,9.21,8.5,5.02,.,9.0,7.41,13.0,11.8,4.31,.,.,.,8.23,.,0,11/23/2009,Portland,Chicago,7,8.54,8.48,5.21,12.22,8.5,9.21,8.5,5.02,.,9.0,7.41,13.0,11.8,4.31,.,.,.,8.23,.
200,200,201,"Mon, Nov 23, 2009",Box Score,Milwaukee Bucks,98,San Antonio Spurs,112,,,0,2009-11-23 00:00:00,112,98,11/23/2009,San Antonio,Milwaukee,8.5,3.99,4.27,2.78,5.86,8.5,4.37,10.8,-1.09,.,7.5,0.01,1.0,4.25,0.03,.,.,.,8.42,.,0,11/23/2009,San Antonio,Milwaukee,8.5,3.99,4.27,2.78,5.86,8.5,4.37,10.8,-1.09,.,7.5,0.01,1.0,4.25,0.03,.,.,.,8.42,.
201,201,202,"Tue, Nov 24, 2009",Box Score,Golden State Warriors,111,Dallas Mavericks,103,,,0,2009-11-24 00:00:00,103,111,11/24/2009,Dallas,Golden State,13.5,10.11,12.89,13.83,12.05,13.5,8.53,12.4,10.41,.,9.5,10.09,7.0,9.59,7.95,.,.,.,9.82,.,0,11/24/2009,Dallas,Golden State,13.5,10.11,12.89,13.83,12.05,13.5,8.53,12.4,10.41,.,9.5,10.09,7.0,9.59,7.95,.,.,.,9.82,.
