,Unnamed: 0,Unnamed: 0.1,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,line_x,game_date,hscore,rscore,date_x,home_x,road_x,line_y,lineavg_x,linesag_x,linesage_x,linesagp_x,lineopen_x,linemoore_x,linepower_x,linenscombo_x,linel2_x,linegametime_x,lineray1_x,linefox_x,linedunk_x,linegirl_x,linegabe_x,lineboyd_x,linemass_x,linedok_x,lineblc_x,line_x,date_y,home_y,road_y,line_y,lineavg_y,linesag_y,linesage_y,linesagp_y,lineopen_y,linemoore_y,linepower_y,linenscombo_y,linel2_y,linegametime_y,lineray1_y,linefox_y,linedunk_y,linegirl_y,linegabe_y,lineboyd_y,linemass_y,linedok_y,lineblc_y
949,945,944,"Tue, Mar 9, 2010",Box Score,Miami Heat,78,Charlotte Bobcats,83,,,0,2010-03-09 00:00:00,83,78,3/9/2010,Charlotte,Miami,3.5,3.28,2.51,2.44,2.59,3,1.11,3.8,9.01,.,1.5,3.28,2.0,-2.82,14.74,.,-2,4.1,2.89,.,0,3/9/2010,Charlotte,Miami,3.5,3.28,2.51,2.44,2.59,3,1.11,3.8,9.01,.,1.5,3.28,2.0,-2.82,14.74,.,-2,4.1,2.89,.
950,946,945,"Tue, Mar 9, 2010",Box Score,Utah Jazz,132,Chicago Bulls,108,,,0,2010-03-09 00:00:00,108,132,3/9/2010,Chicago,Utah,-4.5,-2.86,-2.57,-1.34,-3.9,-2,-3.2,-0.4,0.13,.,-3.5,-1.78,-5.0,-2.61,2.03,.,-11,-4.2,-2.41,.,0,3/9/2010,Chicago,Utah,-4.5,-2.86,-2.57,-1.34,-3.9,-2,-3.2,-0.4,0.13,.,-3.5,-1.78,-5.0,-2.61,2.03,.,-11,-4.2,-2.41,.
951,947,946,"Tue, Mar 9, 2010",Box Score,Philadelphia 76ers,96,Indiana Pacers,107,,,0,2010-03-09 00:00:00,107,96,3/9/2010,Indiana,Philadelphia,0,1.32,1.51,1.76,1.27,2.5,1.28,3.7,0.37,.,1.25,-0.11,5.0,2.72,0.85,.,-3,0.01,2.0,.,0,3/9/2010,Indiana,Philadelphia,0,1.32,1.51,1.76,1.27,2.5,1.28,3.7,0.37,.,1.25,-0.11,5.0,2.72,0.85,.,-3,0.01,2,.
952,948,947,"Tue, Mar 9, 2010",Box Score,Toronto Raptors,107,Los Angeles Lakers,109,,,0,2010-03-09 00:00:00,109,107,3/9/2010,LA Lakers,Toronto,11.5,10.42,9.47,8.72,10.24,9,9.4,13.4,8.32,.,13.0,9.47,14.0,18.21,7.16,.,2,12.1,9.46,.,0,3/9/2010,LA Lakers,Toronto,11.5,10.42,9.47,8.72,10.24,9,9.4,13.4,8.32,.,13.0,9.47,14.0,18.21,7.16,.,2,12.1,9.46,.
953,949,948,"Tue, Mar 9, 2010",Box Score,Boston Celtics,84,Milwaukee Bucks,86,,,0,2010-03-09 00:00:00,86,84,3/9/2010,Milwaukee,Boston,1.5,3.3,0.02,-0.18,0.21,0,2.71,5.1,2.73,.,6.25,1.14,9.0,7.43,4.32,.,2,-1.3,3.48,.,0,3/9/2010,Milwaukee,Boston,1.5,3.3,0.02,-0.18,0.21,0,2.71,5.1,2.73,.,6.25,1.14,9.0,7.43,4.32,.,2,-1.3,3.48,.
954,950,949,"Tue, Mar 9, 2010",Box Score,Los Angeles Clippers,87,Orlando Magic,113,,,0,2010-03-09 00:00:00,113,87,3/9/2010,Orlando,LA Clippers,11.5,15.27,11.96,10.45,13.77,11.5,14.68,15.8,15.5,.,18.0,13.88,21.0,14.34,17.12,.,17,16.5,10.53,.,0,3/9/2010,Orlando,LA Clippers,11.5,15.27,11.96,10.45,13.77,11.5,14.68,15.8,15.5,.,18.0,13.88,21.0,14.34,17.12,.,17,16.5,10.53,.
955,951,950,"Tue, Mar 9, 2010",Box Score,Sacramento Kings,81,Portland Trail Blazers,88,,,0,2010-03-09 00:00:00,88,81,3/9/2010,Portland,Sacramento,9,9.28,9.27,8.84,9.73,9.5,10.28,11.5,8.44,.,11.75,9.68,11.0,9.79,7.19,.,5,9.1,8.39,.,0,3/9/2010,Portland,Sacramento,9,9.28,9.27,8.84,9.73,9.5,10.28,11.5,8.44,.,11.75,9.68,11.0,9.79,7.19,.,5,9.1,8.39,.
956,952,951,"Tue, Mar 9, 2010",Box Score,Houston Rockets,96,Washington Wizards,88,,,0,2010-03-09 00:00:00,88,96,3/9/2010,Washington,Houston,-4,-2.08,-1.91,-1.95,-1.87,-4,-0.15,1.3,-1.9,.,-1.5,-3.17,-2.0,-1.76,-0.63,.,-9,-3.7,-0.65,.,0,3/9/2010,Washington,Houston,-4,-2.08,-1.91,-1.95,-1.87,-4,-0.15,1.3,-1.9,.,-1.5,-3.17,-2.0,-1.76,-0.63,.,-9,-3.7,-0.65,.
957,953,952,"Wed, Mar 10, 2010",Box Score,Memphis Grizzlies,111,Boston Celtics,91,,,0,2010-03-10 00:00:00,91,111,3/10/2010,Boston,Memphis,5,5.34,7.25,6.16,8.38,5,6.88,8.6,4.03,0.45,7.5,8.75,5.0,5.75,-0.69,.,1,2.3,5.77,.,0,3/10/2010,Boston,Memphis,5,5.34,7.25,6.16,8.38,5,6.88,8.6,4.03,0.45,7.5,8.75,5.0,5.75,-0.69,.,1,2.3,5.77,.
958,954,953,"Wed, Mar 10, 2010",Box Score,New Jersey Nets,87,Dallas Mavericks,96,,,0,2010-03-10 00:00:00,96,87,3/10/2010,Dallas,New Jersey,11,13.36,17.46,20.01,15.71,13,14.15,15.9,15.31,7.52,13.75,13.41,14.0,10.69,17.21,.,3,11.3,9.25,.,0,3/10/2010,Dallas,New Jersey,11,13.36,17.46,20.01,15.71,13,14.15,15.9,15.31,7.52,13.75,13.41,14.0,10.69,17.21,.,3,11.3,9.25,.
959,955,954,"Wed, Mar 10, 2010",Box Score,Utah Jazz,115,Detroit Pistons,104,,,0,2010-03-10 00:00:00,104,115,3/10/2010,Detroit,Utah,-6,-7.91,-6.16,-5.36,-7.05,-6,-6.09,-5.0,-11.04,-7.56,-9.25,-7.12,-10.0,-2.14,-14.96,.,-13,-7.7,-4.06,.,0,3/10/2010,Detroit,Utah,-6,-7.91,-6.16,-5.36,-7.05,-6,-6.09,-5.0,-11.04,-7.56,-9.25,-7.12,-10.0,-2.14,-14.96,.,-13,-7.7,-4.06,.
960,956,955,"Wed, Mar 10, 2010",Box Score,Los Angeles Clippers,97,Miami Heat,108,,,0,2010-03-10 00:00:00,108,97,3/10/2010,Miami,LA Clippers,10,8.4,7.68,6.22,9.44,10,10.11,12.5,2.89,10.83,12.0,6.36,14.0,7.14,-0.57,.,11,9.2,8.9,.,0,3/10/2010,Miami,LA Clippers,10,8.4,7.68,6.22,9.44,10,10.11,12.5,2.89,10.83,12.0,6.36,14.0,7.14,-0.57,.,11,9.2,8.9,.
961,957,956,"Wed, Mar 10, 2010",Box Score,Denver Nuggets,110,Minnesota Timberwolves,102,,,0,2010-03-10 00:00:00,102,110,3/10/2010,Minnesota,Denver,-8,-7.47,-9.15,-8.67,-9.69,-8,-8.09,-5.3,-3.62,-7.6,-8.75,-8.54,-10.0,-9.29,1.3,.,-12,-7.2,-7.31,.,0,3/10/2010,Minnesota,Denver,-8,-7.47,-9.15,-8.67,-9.69,-8,-8.09,-5.3,-3.62,-7.6,-8.75,-8.54,-10.0,-9.29,1.3,.,-12,-7.2,-7.31,.
962,958,957,"Wed, Mar 10, 2010",Box Score,New Orleans Hornets,83,Oklahoma City Thunder,98,,,0,2010-03-10 00:00:00,98,83,3/10/2010,Oklahoma City,New orleans,7.5,6.22,7.15,6.2,8.12,7.5,8.64,9.2,3.48,5.24,9.5,5.6,8.0,4.85,1.36,.,1,7.5,7.36,.,0,3/10/2010,Oklahoma City,New orleans,7.5,6.22,7.15,6.2,8.12,7.5,8.64,9.2,3.48,5.24,9.5,5.6,8.0,4.85,1.36,.,1,7.5,7.36,.
963,959,958,"Wed, Mar 10, 2010",Box Score,Charlotte Bobcats,102,Philadelphia 76ers,87,,,0,2010-03-10 00:00:00,87,102,3/10/2010,Philadelphia,Charlotte,-1,-1.92,-0.94,-0.7,-1.19,0,0.8,2.2,-3.97,-1.52,0.5,0.57,-2.0,-5.08,-8.52,.,-7,-1.2,0.62,.,0,3/10/2010,Philadelphia,Charlotte,-1,-1.92,-0.94,-0.7,-1.19,0,0.8,2.2,-3.97,-1.52,0.5,0.57,-2.0,-5.08,-8.52,.,-7,-1.2,0.62,.
964,960,959,"Wed, Mar 10, 2010",Box Score,Toronto Raptors,90,Sacramento Kings,113,,,0,2010-03-10 00:00:00,113,90,3/10/2010,Sacramento,Toronto,1,-0.14,-0.35,-1.1,0.41,-1,-0.01,3.5,-1.79,-0.19,1.25,-0.89,3.0,-2.84,-2.69,.,-2,0.7,0.68,.,0,3/10/2010,Sacramento,Toronto,1,-0.14,-0.35,-1.1,0.41,-1,-0.01,3.5,-1.79,-0.19,1.25,-0.89,3.0,-2.84,-2.69,.,-2,0.7,0.68,.
965,961,960,"Wed, Mar 10, 2010",Box Score,New York Knicks,87,San Antonio Spurs,97,,,0,2010-03-10 00:00:00,97,87,3/10/2010,San Antonio,New York,9.5,11.28,10.88,10.41,11.46,9,11.22,14.7,11.6,7.99,13.25,9.34,12.0,10.38,13.86,.,7,11.9,9.57,.,0,3/10/2010,San Antonio,New York,9.5,11.28,10.88,10.41,11.46,9,11.22,14.7,11.6,7.99,13.25,9.34,12.0,10.38,13.86,.,7,11.9,9.57,.
966,962,961,"Thu, Mar 11, 2010",Box Score,Portland Trail Blazers,110,Golden State Warriors,105,,,0,2010-03-11 00:00:00,105,110,3/11/2010,Golden State,Portland,-6,-2.99,-3.72,-4.65,-3.11,-6,-3.52,-0.9,0.61,-6.64,-5.5,-3.3,-4.0,-6.43,4.52,.,-7,-4.5,-1.06,.,0,3/11/2010,Golden State,Portland,-6,-2.99,-3.72,-4.65,-3.11,-6,-3.52,-0.9,0.61,-6.64,-5.5,-3.3,-4.0,-6.43,4.52,.,-7,-4.5,-1.06,.
967,963,962,"Thu, Mar 11, 2010",Box Score,Chicago Bulls,82,Orlando Magic,111,,,0,2010-03-11 00:00:00,111,82,3/11/2010,Orlando,Chicago,13,11.16,9.71,8.37,11.19,13,12.42,12.5,9.01,12.86,14.25,9.06,16.0,9.59,8.96,.,13,11.2,9.59,.,0,3/11/2010,Orlando,Chicago,13,11.16,9.71,8.37,11.19,13,12.42,12.5,9.01,12.86,14.25,9.06,16.0,9.59,8.96,.,13,11.2,9.59,.
968,964,963,"Thu, Mar 11, 2010",Box Score,Atlanta Hawks,105,Washington Wizards,99,,,0,2010-03-11 00:00:00,99,105,3/11/2010,Washington,Atlanta,-7,-4.47,-5.26,-4.98,-5.55,-8,-3.83,-2.8,-2.69,-9.82,-5.5,-6.44,-4.0,-7.57,1.07,.,-7,.,-4.38,.,0,3/11/2010,Washington,Atlanta,-7,-4.47,-5.26,-4.98,-5.55,-8,-3.83,-2.8,-2.69,-9.82,-5.5,-6.44,-4.0,-7.57,1.07,.,-7,.,-4.38,.
969,965,964,"Fri, Mar 12, 2010",Box Score,Indiana Pacers,103,Boston Celtics,122,,,0,2010-03-12 00:00:00,122,103,3/12/2010,Boston,Indiana,9.5,7.95,11.3,10.76,11.86,9.5,9.75,9.3,9.04,5.84,8.0,12.69,5.0,8.5,5.39,.,-3,8.3,7.81,.,0,3/12/2010,Boston,Indiana,9.5,7.95,11.3,10.76,11.86,9.5,9.75,9.3,9.04,5.84,8.0,12.69,5.0,8.5,5.39,.,-3,8.3,7.81,.
970,966,965,"Fri, Mar 12, 2010",Box Score,Los Angeles Clippers,98,Charlotte Bobcats,106,,,0,2010-03-12 00:00:00,106,98,3/12/2010,Charlotte,LA Clippers,10,10.02,7.54,6.12,9.23,11,8.81,12.2,8.9,17.21,11.5,6.64,14.0,5.61,11.17,.,15,12.4,8.69,.,0,3/12/2010,Charlotte,LA Clippers,10,10.02,7.54,6.12,9.23,11,8.81,12.2,8.9,17.21,11.5,6.64,14.0,5.61,11.17,.,15,12.4,8.69,.
971,967,966,"Fri, Mar 12, 2010",Box Score,Washington Wizards,87,Detroit Pistons,101,,,0,2010-03-12 00:00:00,101,87,3/12/2010,Detroit,Washington,6,1.91,3.27,3.64,2.9,6,2.77,5.4,-1.66,5.88,3.25,3.17,2.0,4.1,-6.49,.,0.4,1.6,3.69,.,0,3/12/2010,Detroit,Washington,6,1.91,3.27,3.64,2.9,6,2.77,5.4,-1.66,5.88,3.25,3.17,2.0,4.1,-6.49,.,0.4,1.6,3.69,.
972,968,967,"Fri, Mar 12, 2010",Box Score,New York Knicks,112,Memphis Grizzlies,119,,,0,2010-03-12 00:00:00,119,112,3/12/2010,Memphis,New York,7,7.48,7.72,8.69,6.79,7.5,7.4,10.6,6.1,1.77,7.5,5.34,9.0,7.92,6.85,.,8,5.8,7.2,.,0,3/12/2010,Memphis,New York,7,7.48,7.72,8.69,6.79,7.5,7.4,10.6,6.1,1.77,7.5,5.34,9.0,7.92,6.85,.,8,5.8,7.2,.
973,969,968,"Fri, Mar 12, 2010",Box Score,Chicago Bulls,95,Miami Heat,108,,,0,2010-03-12 00:00:00,108,95,3/12/2010,Miami,Chicago,11,5.22,5.49,4.24,6.81,11,7.67,9.0,-3.6,9.06,7.75,1.54,10.0,10.45,-8.73,.,12,4,6.71,.,0,3/12/2010,Miami,Chicago,11,5.22,5.49,4.24,6.81,11,7.67,9.0,-3.6,9.06,7.75,1.54,10.0,10.45,-8.73,.,12,4,6.71,.
974,970,969,"Fri, Mar 12, 2010",Box Score,Utah Jazz,87,Milwaukee Bucks,95,,,0,2010-03-12 00:00:00,95,87,3/12/2010,Milwaukee,Utah,0,-1.14,-0.84,-0.77,-0.96,0,0.21,1.7,-4.29,-3.25,0.01,-0.67,1.0,1.67,-7.92,.,-3,-1.7,-0.06,.,0,3/12/2010,Milwaukee,Utah,0,-1.14,-0.84,-0.77,-0.96,0,0.21,1.7,-4.29,-3.25,0.01,-0.67,1.0,1.67,-7.92,.,-3,-1.7,-0.06,.
975,971,970,"Fri, Mar 12, 2010",Box Score,San Antonio Spurs,103,Minnesota Timberwolves,85,,,0,2010-03-12 00:00:00,85,103,3/12/2010,Minnesota,San Antonio,-7,-7.17,-7.94,-6.89,-9.12,-6,-6.96,-5.3,-6.55,-2.46,-7.75,-7.15,-8.0,-7.11,-5.96,.,-8,-8.1,-6.35,.,0,3/12/2010,Minnesota,San Antonio,-7,-7.17,-7.94,-6.89,-9.12,-6,-6.96,-5.3,-6.55,-2.46,-7.75,-7.15,-8.0,-7.11,-5.96,.,-8,-8.1,-6.35,.
976,972,971,"Fri, Mar 12, 2010",Box Score,Denver Nuggets,102,New Orleans Hornets,95,,,0,2010-03-12 00:00:00,95,102,3/12/2010,New orleans,Denver,-5,-2.0,-2.24,-1.29,-3.24,-5.5,-3.14,-0.8,2.89,-6.39,-3.0,-2.39,-6.0,-6.08,8.17,.,-8,-2,-1.09,.,0,3/12/2010,New orleans,Denver,-5,-2.0,-2.24,-1.29,-3.24,-5.5,-3.14,-0.8,2.89,-6.39,-3.0,-2.39,-6.0,-6.08,8.17,.,-8,-2,-1.09,.
977,973,972,"Fri, Mar 12, 2010",Box Score,New Jersey Nets,102,Oklahoma City Thunder,104,,,0,2010-03-12 00:00:00,104,102,3/12/2010,Oklahoma City,New Jersey,11,13.12,17.02,18.24,16.36,11,15.52,15.0,12.89,10.19,14.5,11.99,14.0,7.25,13.79,.,6,14.2,10.77,.,0,3/12/2010,Oklahoma City,New Jersey,11,13.12,17.02,18.24,16.36,11,15.52,15.0,12.89,10.19,14.5,11.99,14.0,7.25,13.79,.,6,14.2,10.77,.
978,974,973,"Fri, Mar 12, 2010",Box Score,Cleveland Cavaliers,100,Philadelphia 76ers,95,,,0,2010-03-12 00:00:00,95,100,3/12/2010,Philadelphia,Cleveland,-8,-7.82,-7.46,-7.75,-7.18,-8,-6.77,-4.5,-10.17,-8.8,-6.75,-6.14,-9.0,-10.37,-14.2,.,-2,-10.9,-5.92,.,0,3/12/2010,Philadelphia,Cleveland,-8,-7.82,-7.46,-7.75,-7.18,-8,-6.77,-4.5,-10.17,-8.8,-6.75,-6.14,-9.0,-10.37,-14.2,.,-2,-10.9,-5.92,.
979,975,974,"Fri, Mar 12, 2010",Box Score,Los Angeles Lakers,102,Phoenix Suns,96,,,0,2010-03-12 00:00:00,96,102,3/12/2010,Phoenix,LA Lakers,-2,1.99,0.47,0.31,0.63,-1,2.99,2.7,-0.48,-4.51,4.25,1.05,4.0,-0.16,-2.01,.,7,2.2,3.44,.,0,3/12/2010,Phoenix,LA Lakers,-2,1.99,0.47,0.31,0.63,-1,2.99,2.7,-0.48,-4.51,4.25,1.05,4.0,-0.16,-2.01,.,7,2.2,3.44,.
980,976,975,"Fri, Mar 12, 2010",Box Score,Portland Trail Blazers,110,Sacramento Kings,94,,,0,2010-03-12 00:00:00,94,110,3/12/2010,Sacramento,Portland,-1.5,-2.47,-2.91,-2.65,-3.19,-1.5,-3.08,-0.9,-2.44,-2.59,-3.0,-3.68,-3.0,-5.88,-1.19,.,2,-4,-1.16,.,0,3/12/2010,Sacramento,Portland,-1.5,-2.47,-2.91,-2.65,-3.19,-1.5,-3.08,-0.9,-2.44,-2.59,-3.0,-3.68,-3.0,-5.88,-1.19,.,2,-4,-1.16,.
981,977,976,"Sat, Mar 13, 2010",Box Score,Detroit Pistons,99,Atlanta Hawks,112,,,0,2010-03-13 00:00:00,112,99,3/13/2010,Atlanta,Detroit,12,10.47,11.19,10.66,11.75,12,10.69,12.4,13.35,11.57,11.25,12.27,10.0,9.78,14.42,.,-2,11.8,9.73,.,0,3/13/2010,Atlanta,Detroit,12,10.47,11.19,10.66,11.75,12,10.69,12.4,13.35,11.57,11.25,12.27,10.0,9.78,14.42,.,-2,11.8,9.73,.
982,978,977,"Sat, Mar 13, 2010",Box Score,New York Knicks,128,Dallas Mavericks,94,,,0,2010-03-13 00:00:00,94,128,3/13/2010,Dallas,New York,10,11.06,11.37,12.92,10.07,13,10.45,13.7,11.46,6.27,11.75,9.36,12.0,13.79,13.55,.,7,8.7,9.09,.,0,3/13/2010,Dallas,New York,10,11.06,11.37,12.92,10.07,13,10.45,13.7,11.46,6.27,11.75,9.36,12.0,13.79,13.55,.,7,8.7,9.09,.
983,979,978,"Sat, Mar 13, 2010",Box Score,Toronto Raptors,112,Golden State Warriors,124,,,0,2010-03-13 00:00:00,124,112,3/13/2010,Golden State,Toronto,-2,1.31,-0.67,-2.77,1.14,0,0.65,4.3,1.26,0.52,1.25,-0.51,6.0,-2.8,3.02,.,3,1.6,0.89,.,0,3/13/2010,Golden State,Toronto,-2,1.31,-0.67,-2.77,1.14,0,0.65,4.3,1.26,0.52,1.25,-0.51,6.0,-2.8,3.02,.,3,1.6,0.89,.
984,980,979,"Sat, Mar 13, 2010",Box Score,New Jersey Nets,108,Houston Rockets,116,,,0,2010-03-13 00:00:00,116,108,3/13/2010,Houston,New Jersey,9.5,10.78,14.18,15.7,13.27,10.5,11.41,11.8,13.52,2.45,8.0,12.83,9.0,5.27,14.22,.,6,9.2,9.91,.,0,3/13/2010,Houston,New Jersey,9.5,10.78,14.18,15.7,13.27,10.5,11.41,11.8,13.52,2.45,8.0,12.83,9.0,5.27,14.22,.,6,9.2,9.91,.
985,981,980,"Sat, Mar 13, 2010",Box Score,Denver Nuggets,125,Memphis Grizzlies,108,,,0,2010-03-13 00:00:00,108,125,3/13/2010,Memphis,Denver,-1.5,-0.84,-1.38,-0.64,-2.12,-3,-1.57,0.6,0.43,-6.09,-2.25,-2.39,-2.0,-3.02,3.25,.,1,-2.3,0.07,.,0,3/13/2010,Memphis,Denver,-1.5,-0.84,-1.38,-0.64,-2.12,-3,-1.57,0.6,0.43,-6.09,-2.25,-2.39,-2.0,-3.02,3.25,.,1,-2.3,0.07,.
986,982,981,"Sat, Mar 13, 2010",Box Score,Los Angeles Clippers,88,San Antonio Spurs,118,,,0,2010-03-13 00:00:00,118,88,3/13/2010,San Antonio,LA Clippers,12,12.39,10.18,8.39,12.32,12,12.82,14.4,9.81,15.63,14.5,9.04,18.0,15.54,10.59,.,12,13.7,9.98,.,0,3/13/2010,San Antonio,LA Clippers,12,12.39,10.18,8.39,12.32,12,12.82,14.4,9.81,15.63,14.5,9.04,18.0,15.54,10.59,.,12,13.7,9.98,.
987,983,982,"Sat, Mar 13, 2010",Box Score,Orlando Magic,109,Washington Wizards,95,,,0,2010-03-13 00:00:00,95,109,3/13/2010,Washington,Orlando,-11.5,-9.04,-7.2,-6.61,-7.91,-10,-8.05,-6.7,-9.52,-9.98,-11.75,-8.57,-12.0,-8.84,-10.46,.,-14,-7.5,-5.58,.,0,3/13/2010,Washington,Orlando,-11.5,-9.04,-7.2,-6.61,-7.91,-10,-8.05,-6.7,-9.52,-9.98,-11.75,-8.57,-12.0,-8.84,-10.46,.,-14,-7.5,-5.58,.
988,984,983,"Sun, Mar 14, 2010",Box Score,Boston Celtics,93,Cleveland Cavaliers,104,,,0,2010-03-14 00:00:00,104,93,3/14/2010,Cleveland,Boston,6.5,8.53,6.41,7.06,5.77,6.5,7.54,10.0,12.76,2.09,10.0,5.56,9.0,8.44,19.96,.,3.7,5,6.09,.,0,3/14/2010,Cleveland,Boston,6.5,8.53,6.41,7.06,5.77,6.5,7.54,10.0,12.76,2.09,10.0,5.56,9.0,8.44,19.96,.,3.7,5,6.09,.
989,985,984,"Sun, Mar 14, 2010",Box Score,Philadelphia 76ers,91,Miami Heat,104,,,0,2010-03-14 00:00:00,104,91,3/14/2010,Miami,Philadelphia,6.5,7.06,7.87,7.67,8.06,6.5,8.36,10.0,3.96,5.32,8.0,5.15,10.0,7.52,2.78,.,7.93,4.9,7.39,.,0,3/14/2010,Miami,Philadelphia,6.5,7.06,7.87,7.67,8.06,6.5,8.36,10.0,3.96,5.32,8.0,5.15,10.0,7.52,2.78,.,7.93,4.9,7.39,.
990,986,985,"Sun, Mar 14, 2010",Box Score,Indiana Pacers,94,Milwaukee Bucks,98,,,0,2010-03-14 00:00:00,98,94,3/14/2010,Milwaukee,Indiana,9.5,9.81,9.09,8.5,9.7,9,10.52,10.6,8.77,8.09,11.75,10.83,13.0,11.25,6.71,.,6.29,11.1,8.45,.,0,3/14/2010,Milwaukee,Indiana,9.5,9.81,9.09,8.5,9.7,9,10.52,10.6,8.77,8.09,11.75,10.83,13.0,11.25,6.71,.,6.29,11.1,8.45,.
991,987,986,"Sun, Mar 14, 2010",Box Score,Utah Jazz,111,Oklahoma City Thunder,119,,,0,2010-03-14 00:00:00,119,111,3/14/2010,Oklahoma City,Utah,3.5,0.0,1.56,2.07,1.0,1.5,2.09,1.8,-2.11,4.05,0.25,-1.96,0.01,-2.63,-2.27,.,0.23,0.3,1.23,.,0,3/14/2010,Oklahoma City,Utah,3.5,0.0,1.56,2.07,1.0,1.5,2.09,1.8,-2.11,4.05,0.25,-1.96,0.01,-2.63,-2.27,.,0.23,0.3,1.23,.
992,988,987,"Sun, Mar 14, 2010",Box Score,Charlotte Bobcats,96,Orlando Magic,89,,,0,2010-03-14 00:00:00,89,96,3/14/2010,Orlando,Charlotte,8.5,9.31,7.85,7.54,8.29,8.5,10.73,9.9,9.6,14.34,12.5,10.24,11.0,6.37,8.95,.,7.52,11.9,6.55,.,0,3/14/2010,Orlando,Charlotte,8.5,9.31,7.85,7.54,8.29,8.5,10.73,9.9,9.6,14.34,12.5,10.24,11.0,6.37,8.95,.,7.52,11.9,6.55,.
993,989,988,"Sun, Mar 14, 2010",Box Score,New Orleans Hornets,106,Phoenix Suns,120,,,0,2010-03-14 00:00:00,120,106,3/14/2010,Phoenix,New orleans,10,7.73,7.25,6.37,8.16,8.5,9.61,9.4,5.14,6.65,10.25,8.43,10.0,9.75,1.85,.,5.85,8.5,7.13,.,0,3/14/2010,Phoenix,New orleans,10,7.73,7.25,6.37,8.16,8.5,9.61,9.4,5.14,6.65,10.25,8.43,10.0,9.75,1.85,.,5.85,8.5,7.13,.
994,990,989,"Sun, Mar 14, 2010",Box Score,Toronto Raptors,98,Portland Trail Blazers,109,,,0,2010-03-14 00:00:00,109,98,3/14/2010,Portland,Toronto,8.5,7.43,6.56,5.51,7.65,7.5,8.18,11.0,3.65,7.43,11.5,5.79,14.0,12.56,1.5,.,0.32,7.5,7.41,.,0,3/14/2010,Portland,Toronto,8.5,7.43,6.56,5.51,7.65,7.5,8.18,11.0,3.65,7.43,11.5,5.79,14.0,12.56,1.5,.,0.32,7.5,7.41,.
995,991,990,"Sun, Mar 14, 2010",Box Score,Minnesota Timberwolves,100,Sacramento Kings,114,,,0,2010-03-14 00:00:00,114,100,3/14/2010,Sacramento,Minnesota,8.5,6.47,7.32,6.91,7.79,8.5,6.16,7.7,5.02,13.81,5.5,6.17,7.0,9.2,3.88,.,4.55,7.9,6.33,.,0,3/14/2010,Sacramento,Minnesota,8.5,6.47,7.32,6.91,7.79,8.5,6.16,7.7,5.02,13.81,5.5,6.17,7.0,9.2,3.88,.,4.55,7.9,6.33,.
996,992,991,"Mon, Mar 15, 2010",Box Score,Detroit Pistons,93,Boston Celtics,119,,,0,2010-03-15 00:00:00,119,93,3/15/2010,Boston,Detroit,9,10.61,10.86,10.21,11.55,10,9.62,11.2,10.02,6.89,10.0,10.62,8.0,5.93,8.72,.,26,7.9,8.2,.,0,3/15/2010,Boston,Detroit,9,10.61,10.86,10.21,11.55,10,9.62,11.2,10.02,6.89,10.0,10.62,8.0,5.93,8.72,.,26,7.9,8.2,.
997,993,992,"Mon, Mar 15, 2010",Box Score,Los Angeles Lakers,124,Golden State Warriors,121,,,0,2010-03-15 00:00:00,121,124,3/15/2010,Golden State,LA Lakers,-8,-5.65,-7.24,-8.69,-6.07,-7.5,-5.51,-4.2,-4.06,-5.39,-6.75,-6.76,-6.0,-6.76,-1.14,.,-7,-5.8,-4.75,.,0,3/15/2010,Golden State,LA Lakers,-8,-5.65,-7.24,-8.69,-6.07,-7.5,-5.51,-4.2,-4.06,-5.39,-6.75,-6.76,-6.0,-6.76,-1.14,.,-7,-5.8,-4.75,.
998,994,993,"Mon, Mar 15, 2010",Box Score,Denver Nuggets,123,Houston Rockets,125,,,0,2010-03-15 00:00:00,125,123,3/15/2010,Houston,Denver,-2.5,-0.79,-1.01,-0.81,-1.21,-3,-1.5,-0.2,4,-8.45,-2.75,0.51,-4.0,-4.81,6.96,.,-4,-2.2,-0.2,.,0,3/15/2010,Houston,Denver,-2.5,-0.79,-1.01,-0.81,-1.21,-3,-1.5,-0.2,4,-8.45,-2.75,0.51,-4.0,-4.81,6.96,.,-4,-2.2,-0.2,.
999,995,994,"Mon, Mar 15, 2010",Box Score,New Orleans Hornets,108,Los Angeles Clippers,100,,,0,2010-03-15 00:00:00,100,108,3/15/2010,LA Clippers,New orleans,2.5,-0.57,0.26,0.56,-0.3,2.5,-0.65,1.4,-0.77,5.85,-2.75,0.26,-5.0,-4.57,-2.5,.,5,1.8,0.1,.,0,3/15/2010,LA Clippers,New orleans,2.5,-0.57,0.26,0.56,-0.3,2.5,-0.65,1.4,-0.77,5.85,-2.75,0.26,-5.0,-4.57,-2.5,.,5,1.8,0.1,.
1000,996,995,"Mon, Mar 15, 2010",Box Score,New York Knicks,94,Philadelphia 76ers,84,,,0,2010-03-15 00:00:00,84,94,3/15/2010,Philadelphia,New York,3,4.45,3.38,3.71,3.08,3,3.89,6.7,3.72,0.81,3.75,3.88,-1.0,9.75,2.92,.,13,0.9,3.51,.,0,3/15/2010,Philadelphia,New York,3,4.45,3.38,3.71,3.08,3,3.89,6.7,3.72,0.81,3.75,3.88,-1.0,9.75,2.92,.,13,0.9,3.51,.
