"","Date","","Visitor/Neutral","PTS","Home/Neutral","PTS","","Notes"
"64","Wed, Nov 7, 2012","Box Score","Los Angeles Lakers","86","Utah Jazz","95","",""
"65","Thu, Nov 8, 2012","Box Score","Oklahoma City Thunder","97","Chicago Bulls","91","",""
"66","Thu, Nov 8, 2012","Box Score","Los Angeles Clippers","103","Portland Trail Blazers","90","",""
"67","Fri, Nov 9, 2012","Box Score","Miami Heat","95","Atlanta Hawks","89","",""
"68","Fri, Nov 9, 2012","Box Score","Philadelphia 76ers","106","Boston Celtics","100","",""
"69","Fri, Nov 9, 2012","Box Score","Utah Jazz","84","Denver Nuggets","104","",""
"70","Fri, Nov 9, 2012","Box Score","Golden State Warriors","77","Los Angeles Lakers","101","",""
"71","Fri, Nov 9, 2012","Box Score","Houston Rockets","85","Memphis Grizzlies","93","",""
"72","Fri, Nov 9, 2012","Box Score","Indiana Pacers","94","Minnesota Timberwolves","96","",""
"73","Fri, Nov 9, 2012","Box Score","Charlotte Bobcats","99","New Orleans Hornets","107","",""
"74","Fri, Nov 9, 2012","Box Score","Dallas Mavericks","94","New York Knicks","104","",""
"75","Fri, Nov 9, 2012","Box Score","Detroit Pistons","94","Oklahoma City Thunder","105","",""
"76","Fri, Nov 9, 2012","Box Score","Brooklyn Nets","107","Orlando Magic","68","",""
"77","Fri, Nov 9, 2012","Box Score","Cleveland Cavaliers","105","Phoenix Suns","107","",""
"78","Fri, Nov 9, 2012","Box Score","San Antonio Spurs","97","Sacramento Kings","86","",""
"79","Fri, Nov 9, 2012","Box Score","Milwaukee Bucks","101","Washington Wizards","91","",""
"80","Sat, Nov 10, 2012","Box Score","Dallas Mavericks","97","Charlotte Bobcats","101","OT",""
"81","Sat, Nov 10, 2012","Box Score","Minnesota Timberwolves","80","Chicago Bulls","87","",""
"82","Sat, Nov 10, 2012","Box Score","Denver Nuggets","107","Golden State Warriors","101","2OT",""
"83","Sat, Nov 10, 2012","Box Score","Detroit Pistons","82","Houston Rockets","96","",""
"84","Sat, Nov 10, 2012","Box Score","Washington Wizards","85","Indiana Pacers","89","",""
"85","Sat, Nov 10, 2012","Box Score","Boston Celtics","96","Milwaukee Bucks","92","",""
"86","Sat, Nov 10, 2012","Box Score","San Antonio Spurs","112","Portland Trail Blazers","109","",""
"87","Sat, Nov 10, 2012","Box Score","Philadelphia 76ers","93","Toronto Raptors","83","",""
"88","Sat, Nov 10, 2012","Box Score","Phoenix Suns","81","Utah Jazz","94","",""
"89","Sun, Nov 11, 2012","Box Score","Orlando Magic","74","Brooklyn Nets","82","",""
"90","Sun, Nov 11, 2012","Box Score","Atlanta Hawks","76","Los Angeles Clippers","89","",""
"91","Sun, Nov 11, 2012","Box Score","Sacramento Kings","90","Los Angeles Lakers","103","",""
"92","Sun, Nov 11, 2012","Box Score","Miami Heat","86","Memphis Grizzlies","104","",""
"93","Sun, Nov 11, 2012","Box Score","Cleveland Cavaliers","91","Oklahoma City Thunder","106","",""
"94","Mon, Nov 12, 2012","Box Score","Boston Celtics","101","Chicago Bulls","95","",""
"95","Mon, Nov 12, 2012","Box Score","Minnesota Timberwolves","90","Dallas Mavericks","82","",""
"96","Mon, Nov 12, 2012","Box Score","Oklahoma City Thunder","92","Detroit Pistons","90","",""
"97","Mon, Nov 12, 2012","Box Score","Miami Heat","113","Houston Rockets","110","",""
"98","Mon, Nov 12, 2012","Box Score","Milwaukee Bucks","105","Philadelphia 76ers","96","",""
"99","Mon, Nov 12, 2012","Box Score","Denver Nuggets","100","Phoenix Suns","110","",""
"100","Mon, Nov 12, 2012","Box Score","Atlanta Hawks","95","Portland Trail Blazers","87","",""
"101","Mon, Nov 12, 2012","Box Score","Utah Jazz","140","Toronto Raptors","133","3OT",""
"102","Tue, Nov 13, 2012","Box Score","Cleveland Cavaliers","101","Brooklyn Nets","114","",""
"103","Tue, Nov 13, 2012","Box Score","Washington Wizards","76","Charlotte Bobcats","92","",""
"104","Tue, Nov 13, 2012","Box Score","Toronto Raptors","74","Indiana Pacers","72","",""
"105","Tue, Nov 13, 2012","Box Score","San Antonio Spurs","84","Los Angeles Lakers","82","",""
"106","Tue, Nov 13, 2012","Box Score","New York Knicks","99","Orlando Magic","89","",""
"107","Tue, Nov 13, 2012","Box Score","Portland Trail Blazers","103","Sacramento Kings","86","",""
"108","Wed, Nov 14, 2012","Box Score","Utah Jazz","93","Boston Celtics","98","",""
"109","Wed, Nov 14, 2012","Box Score","Washington Wizards","101","Dallas Mavericks","107","",""
"110","Wed, Nov 14, 2012","Box Score","Atlanta Hawks","88","Golden State Warriors","92","",""
"111","Wed, Nov 14, 2012","Box Score","New Orleans Hornets","96","Houston Rockets","100","",""
"112","Wed, Nov 14, 2012","Box Score","Miami Heat","100","Los Angeles Clippers","107","",""
"113","Wed, Nov 14, 2012","Box Score","Indiana Pacers","85","Milwaukee Bucks","99","",""
"114","Wed, Nov 14, 2012","Box Score","Charlotte Bobcats","89","Minnesota Timberwolves","87","",""
"115","Wed, Nov 14, 2012","Box Score","Memphis Grizzlies","107","Oklahoma City Thunder","97","",""
"116","Wed, Nov 14, 2012","Box Score","Detroit Pistons","94","Philadelphia 76ers","76","",""
"117","Wed, Nov 14, 2012","Box Score","Chicago Bulls","112","Phoenix Suns","106","OT",""
"118","Thu, Nov 15, 2012","Box Score","Boston Celtics","97","Brooklyn Nets","102","",""
"119","Thu, Nov 15, 2012","Box Score","Miami Heat","98","Denver Nuggets","93","",""
"120","Thu, Nov 15, 2012","Box Score","New York Knicks","104","San Antonio Spurs","100","",""
"121","Fri, Nov 16, 2012","Box Score","Orlando Magic","110","Detroit Pistons","106","",""
"122","Fri, Nov 16, 2012","Box Score","Dallas Mavericks","83","Indiana Pacers","103","",""
"123","Fri, Nov 16, 2012","Box Score","Phoenix Suns","102","Los Angeles Lakers","114","",""
"124","Fri, Nov 16, 2012","Box Score","New York Knicks","95","Memphis Grizzlies","105","",""
"125","Fri, Nov 16, 2012","Box Score","Golden State Warriors","106","Minnesota Timberwolves","98","",""
"126","Fri, Nov 16, 2012","Box Score","Oklahoma City Thunder","110","New Orleans Hornets","95","",""
"127","Fri, Nov 16, 2012","Box Score","Utah Jazz","93","Philadelphia 76ers","99","",""
"128","Fri, Nov 16, 2012","Box Score","Houston Rockets","117","Portland Trail Blazers","119","OT",""
"129","Fri, Nov 16, 2012","Box Score","Atlanta Hawks","112","Sacramento Kings","96","",""
"130","Sat, Nov 17, 2012","Box Score","Toronto Raptors","89","Boston Celtics","107","",""
"131","Sat, Nov 17, 2012","Box Score","Memphis Grizzlies","94","Charlotte Bobcats","87","",""
"132","Sat, Nov 17, 2012","Box Score","Dallas Mavericks","103","Cleveland Cavaliers","95","",""
"133","Sat, Nov 17, 2012","Box Score","Chicago Bulls","80","Los Angeles Clippers","101","",""
"134","Sat, Nov 17, 2012","Box Score","New Orleans Hornets","113","Milwaukee Bucks","117","",""
"135","Sat, Nov 17, 2012","Box Score","Miami Heat","97","Phoenix Suns","88","",""
"136","Sat, Nov 17, 2012","Box Score","Denver Nuggets","100","San Antonio Spurs","126","",""
"137","Sat, Nov 17, 2012","Box Score","Utah Jazz","83","Washington Wizards","76","",""
"138","Sun, Nov 18, 2012","Box Score","Boston Celtics","83","Detroit Pistons","103","",""
"139","Sun, Nov 18, 2012","Box Score","Houston Rockets","108","Los Angeles Lakers","119","",""
"140","Sun, Nov 18, 2012","Box Score","Indiana Pacers","76","New York Knicks","88","",""
"141","Sun, Nov 18, 2012","Box Score","Golden State Warriors","109","Oklahoma City Thunder","119","",""
"142","Sun, Nov 18, 2012","Box Score","Cleveland Cavaliers","79","Philadelphia 76ers","86","",""
"143","Sun, Nov 18, 2012","Box Score","Chicago Bulls","94","Portland Trail Blazers","102","",""
"144","Sun, Nov 18, 2012","Box Score","Brooklyn Nets","99","Sacramento Kings","90","",""
"145","Sun, Nov 18, 2012","Box Score","Orlando Magic","86","Toronto Raptors","97","",""
"146","Mon, Nov 19, 2012","Box Score","Orlando Magic","72","Atlanta Hawks","81","",""
"147","Mon, Nov 19, 2012","Box Score","Milwaukee Bucks","98","Charlotte Bobcats","102","",""
"148","Mon, Nov 19, 2012","Box Score","Golden State Warriors","105","Dallas Mavericks","101","OT",""
"149","Mon, Nov 19, 2012","Box Score","Denver Nuggets","97","Memphis Grizzlies","92","",""
"150","Mon, Nov 19, 2012","Box Score","Los Angeles Clippers","92","San Antonio Spurs","87","",""
"151","Mon, Nov 19, 2012","Box Score","Houston Rockets","91","Utah Jazz","102","",""
"152","Mon, Nov 19, 2012","Box Score","Indiana Pacers","96","Washington Wizards","89","",""
"153","Tue, Nov 20, 2012","Box Score","Brooklyn Nets","90","Los Angeles Lakers","95","",""
"154","Tue, Nov 20, 2012","Box Score","New York Knicks","102","New Orleans Hornets","80","",""
"155","Tue, Nov 20, 2012","Box Score","Toronto Raptors","98","Philadelphia 76ers","106","",""
"156","Wed, Nov 21, 2012","Box Score","Washington Wizards","100","Atlanta Hawks","101","OT",""
"157","Wed, Nov 21, 2012","Box Score","San Antonio Spurs","112","Boston Celtics","100","",""
"158","Wed, Nov 21, 2012","Box Score","Toronto Raptors","97","Charlotte Bobcats","98","",""
"159","Wed, Nov 21, 2012","Box Score","Philadelphia 76ers","83","Cleveland Cavaliers","92","",""
"160","Wed, Nov 21, 2012","Box Score","New York Knicks","111","Dallas Mavericks","114","",""
"161","Wed, Nov 21, 2012","Box Score","Brooklyn Nets","93","Golden State Warriors","102","",""
"162","Wed, Nov 21, 2012","Box Score","Chicago Bulls","89","Houston Rockets","93","",""
"163","Wed, Nov 21, 2012","Box Score","New Orleans Hornets","107","Indiana Pacers","115","OT",""
"164","Wed, Nov 21, 2012","Box Score","Milwaukee Bucks","106","Miami Heat","113","OT",""
"165","Wed, Nov 21, 2012","Box Score","Denver Nuggets","101","Minnesota Timberwolves","94","",""
"166","Wed, Nov 21, 2012","Box Score","Los Angeles Clippers","111","Oklahoma City Thunder","117","OT",""
"167","Wed, Nov 21, 2012","Box Score","Detroit Pistons","74","Orlando Magic","90","",""
"168","Wed, Nov 21, 2012","Box Score","Portland Trail Blazers","87","Phoenix Suns","114","",""
"169","Wed, Nov 21, 2012","Box Score","Los Angeles Lakers","97","Sacramento Kings","113","",""
"170","Fri, Nov 23, 2012","Box Score","Oklahoma City Thunder","100","Boston Celtics","108","",""
"171","Fri, Nov 23, 2012","Box Score","Los Angeles Clippers","76","Brooklyn Nets","86","",""
"172","Fri, Nov 23, 2012","Box Score","Atlanta Hawks","101","Charlotte Bobcats","91","",""
"173","Fri, Nov 23, 2012","Box Score","Golden State Warriors","91","Denver Nuggets","102","",""
"174","Fri, Nov 23, 2012","Box Score","Toronto Raptors","90","Detroit Pistons","91","",""
"175","Fri, Nov 23, 2012","Box Score","New York Knicks","103","Houston Rockets","131","",""
"176","Fri, Nov 23, 2012","Box Score","San Antonio Spurs","104","Indiana Pacers","97","",""
"177","Fri, Nov 23, 2012","Box Score","Los Angeles Lakers","98","Memphis Grizzlies","106","",""
"178","Fri, Nov 23, 2012","Box Score","Cleveland Cavaliers","104","Orlando Magic","108","",""
"179","Fri, Nov 23, 2012","Box Score","New Orleans Hornets","108","Phoenix Suns","111","OT",""
"180","Fri, Nov 23, 2012","Box Score","Minnesota Timberwolves","95","Portland Trail Blazers","103","",""
"181","Fri, Nov 23, 2012","Box Score","Sacramento Kings","102","Utah Jazz","104","",""
"182","Sat, Nov 24, 2012","Box Score","Los Angeles Clippers","93","Atlanta Hawks","104","",""
"183","Sat, Nov 24, 2012","Box Score","Los Angeles Lakers","115","Dallas Mavericks","89","",""
"184","Sat, Nov 24, 2012","Box Score","Minnesota Timberwolves","85","Golden State Warriors","96","",""
"185","Sat, Nov 24, 2012","Box Score","Cleveland Cavaliers","108","Miami Heat","110","",""
"186","Sat, Nov 24, 2012","Box Score","Chicago Bulls","93","Milwaukee Bucks","86","",""
"187","Sat, Nov 24, 2012","Box Score","Oklahoma City Thunder","116","Philadelphia 76ers","109","OT",""
"188","Sat, Nov 24, 2012","Box Score","Utah Jazz","97","Sacramento Kings","108","",""
"189","Sat, Nov 24, 2012","Box Score","Charlotte Bobcats","108","Washington Wizards","106","2OT",""
"190","Sun, Nov 25, 2012","Box Score","Portland Trail Blazers","85","Brooklyn Nets","98","",""
"191","Sun, Nov 25, 2012","Box Score","New Orleans Hornets","84","Denver Nuggets","102","",""
"192","Sun, Nov 25, 2012","Box Score","Detroit Pistons","100","New York Knicks","121","",""
"193","Sun, Nov 25, 2012","Box Score","Boston Celtics","116","Orlando Magic","110","OT",""
"194","Sun, Nov 25, 2012","Box Score","Phoenix Suns","101","Philadelphia 76ers","104","",""
"195","Sun, Nov 25, 2012","Box Score","San Antonio Spurs","111","Toronto Raptors","106","2OT",""
"196","Mon, Nov 26, 2012","Box Score","New York Knicks","89","Brooklyn Nets","96","OT",""
"197","Mon, Nov 26, 2012","Box Score","Milwaukee Bucks","93","Chicago Bulls","92","",""
"198","Mon, Nov 26, 2012","Box Score","Portland Trail Blazers","101","Detroit Pistons","108","",""
"199","Mon, Nov 26, 2012","Box Score","New Orleans Hornets","105","Los Angeles Clippers","98","",""
"200","Mon, Nov 26, 2012","Box Score","Cleveland Cavaliers","78","Memphis Grizzlies","84","",""
"201","Mon, Nov 26, 2012","Box Score","Charlotte Bobcats","69","Oklahoma City Thunder","114","",""
"202","Mon, Nov 26, 2012","Box Score","Denver Nuggets","103","Utah Jazz","105","",""
"203","Mon, Nov 26, 2012","Box Score","San Antonio Spurs","118","Washington Wizards","92","",""
"204","Tue, Nov 27, 2012","Box Score","Phoenix Suns","91","Cleveland Cavaliers","78","",""
"205","Tue, Nov 27, 2012","Box Score","Toronto Raptors","101","Houston Rockets","117","",""
"206","Tue, Nov 27, 2012","Box Score","Indiana Pacers","79","Los Angeles Lakers","77","",""
"207","Tue, Nov 27, 2012","Box Score","Dallas Mavericks","98","Philadelphia 76ers","100","",""
"208","Tue, Nov 27, 2012","Box Score","Minnesota Timberwolves","97","Sacramento Kings","89","",""
"209","Wed, Nov 28, 2012","Box Score","Charlotte Bobcats","91","Atlanta Hawks","94","",""
"210","Wed, Nov 28, 2012","Box Score","Brooklyn Nets","95","Boston Celtics","83","",""
"211","Wed, Nov 28, 2012","Box Score","Dallas Mavericks","78","Chicago Bulls","101","",""
"212","Wed, Nov 28, 2012","Box Score","Phoenix Suns","77","Detroit Pistons","117","",""
"213","Wed, Nov 28, 2012","Box Score","Minnesota Timberwolves","95","Los Angeles Clippers","101","",""
"214","Wed, Nov 28, 2012","Box Score","Toronto Raptors","82","Memphis Grizzlies","103","",""
"215","Wed, Nov 28, 2012","Box Score","New York Knicks","102","Milwaukee Bucks","88","",""
"216","Wed, Nov 28, 2012","Box Score","Utah Jazz","96","New Orleans Hornets","84","",""
"217","Wed, Nov 28, 2012","Box Score","Houston Rockets","98","Oklahoma City Thunder","120","",""
"218","Wed, Nov 28, 2012","Box Score","San Antonio Spurs","110","Orlando Magic","89","",""
"219","Wed, Nov 28, 2012","Box Score","Portland Trail Blazers","82","Washington Wizards","84","",""
"220","Thu, Nov 29, 2012","Box Score","Denver Nuggets","105","Golden State Warriors","106","",""
"221","Thu, Nov 29, 2012","Box Score","San Antonio Spurs","100","Miami Heat","105","",""
"222","Fri, Nov 30, 2012","Box Score","Cleveland Cavaliers","113","Atlanta Hawks","111","",""
"223","Fri, Nov 30, 2012","Box Score","Portland Trail Blazers","78","Boston Celtics","96","",""
"224","Fri, Nov 30, 2012","Box Score","Philadelphia 76ers","104","Charlotte Bobcats","98","",""
"225","Fri, Nov 30, 2012","Box Score","Denver Nuggets","103","Los Angeles Lakers","122","",""
"226","Fri, Nov 30, 2012","Box Score","Detroit Pistons","78","Memphis Grizzlies","90","",""
"227","Fri, Nov 30, 2012","Box Score","Milwaukee Bucks","85","Minnesota Timberwolves","95","",""
"228","Fri, Nov 30, 2012","Box Score","Washington Wizards","87","New York Knicks","108","",""
"229","Fri, Nov 30, 2012","Box Score","Utah Jazz","94","Oklahoma City Thunder","106","",""
"230","Fri, Nov 30, 2012","Box Score","Brooklyn Nets","98","Orlando Magic","86","",""
"231","Fri, Nov 30, 2012","Box Score","Indiana Pacers","97","Sacramento Kings","92","",""
"232","Fri, Nov 30, 2012","Box Score","Phoenix Suns","97","Toronto Raptors","101","",""
"233","Sat, Dec 1, 2012","Box Score","Philadelphia 76ers","88","Chicago Bulls","93","",""
"234","Sat, Dec 1, 2012","Box Score","Portland Trail Blazers","118","Cleveland Cavaliers","117","2OT",""
"235","Sat, Dec 1, 2012","Box Score","Detroit Pistons","77","Dallas Mavericks","92","",""
"236","Sat, Dec 1, 2012","Box Score","Indiana Pacers","92","Golden State Warriors","103","",""
"237","Sat, Dec 1, 2012","Box Score","Utah Jazz","116","Houston Rockets","124","",""
"238","Sat, Dec 1, 2012","Box Score","Sacramento Kings","81","Los Angeles Clippers","116","",""
"239","Sat, Dec 1, 2012","Box Score","Brooklyn Nets","89","Miami Heat","102","",""
"240","Sat, Dec 1, 2012","Box Score","Boston Celtics","88","Milwaukee Bucks","91","",""
"241","Sat, Dec 1, 2012","Box Score","Oklahoma City Thunder","100","New Orleans Hornets","79","",""
"242","Sat, Dec 1, 2012","Box Score","Memphis Grizzlies","95","San Antonio Spurs","99","OT",""
"243","Sun, Dec 2, 2012","Box Score","Orlando Magic","113","Los Angeles Lakers","103","",""
"244","Sun, Dec 2, 2012","Box Score","Phoenix Suns","99","New York Knicks","106","",""
"245","Mon, Dec 3, 2012","Box Score","Portland Trail Blazers","118","Charlotte Bobcats","112","OT",""
"246","Mon, Dec 3, 2012","Box Score","Toronto Raptors","110","Denver Nuggets","113","",""
"247","Mon, Dec 3, 2012","Box Score","Cleveland Cavaliers","79","Detroit Pistons","89","",""
"248","Mon, Dec 3, 2012","Box Score","Orlando Magic","102","Golden State Warriors","94","",""
"249","Mon, Dec 3, 2012","Box Score","Milwaukee Bucks","81","New Orleans Hornets","102","",""
"250","Mon, Dec 3, 2012","Box Score","Los Angeles Clippers","105","Utah Jazz","104","",""
"251","Tue, Dec 4, 2012","Box Score","Oklahoma City Thunder","117","Brooklyn Nets","111","",""
"252","Tue, Dec 4, 2012","Box Score","Indiana Pacers","80","Chicago Bulls","76","",""
"253","Tue, Dec 4, 2012","Box Score","Los Angeles Lakers","105","Houston Rockets","107","",""
"254","Tue, Dec 4, 2012","Box Score","Phoenix Suns","98","Memphis Grizzlies","108","OT",""
"255","Tue, Dec 4, 2012","Box Score","Minnesota Timberwolves","105","Philadelphia 76ers","88","",""
"256","Tue, Dec 4, 2012","Box Score","Miami Heat","101","Washington Wizards","105","",""
"257","Wed, Dec 5, 2012","Box Score","Denver Nuggets","104","Atlanta Hawks","108","",""
"258","Wed, Dec 5, 2012","Box Score","Minnesota Timberwolves","94","Boston Celtics","104","",""
"259","Wed, Dec 5, 2012","Box Score","New York Knicks","100","Charlotte Bobcats","98","",""
"260","Wed, Dec 5, 2012","Box Score","Chicago Bulls","95","Cleveland Cavaliers","85","",""
"261","Wed, Dec 5, 2012","Box Score","Golden State Warriors","104","Detroit Pistons","97","",""
"262","Wed, Dec 5, 2012","Box Score","Portland Trail Blazers","92","Indiana Pacers","99","",""
"263","Wed, Dec 5, 2012","Box Score","Dallas Mavericks","90","Los Angeles Clippers","112","",""
"264","Wed, Dec 5, 2012","Box Score","Los Angeles Lakers","103","New Orleans Hornets","87","",""
"265","Wed, Dec 5, 2012","Box Score","Toronto Raptors","100","Sacramento Kings","107","",""
"266","Wed, Dec 5, 2012","Box Score","Milwaukee Bucks","99","San Antonio Spurs","110","",""
"267","Wed, Dec 5, 2012","Box Score","Orlando Magic","81","Utah Jazz","87","",""
"268","Thu, Dec 6, 2012","Box Score","New York Knicks","112","Miami Heat","92","",""
"269","Thu, Dec 6, 2012","Box Score","Dallas Mavericks","97","Phoenix Suns","94","",""
"270","Fri, Dec 7, 2012","Box Score","Washington Wizards","95","Atlanta Hawks","104","",""
"271","Fri, Dec 7, 2012","Box Score","Golden State Warriors","109","Brooklyn Nets","102","",""
"272","Fri, Dec 7, 2012","Box Score","Chicago Bulls","108","Detroit Pistons","104","",""
"273","Fri, Dec 7, 2012","Box Score","Denver Nuggets","92","Indiana Pacers","89","",""
"274","Fri, Dec 7, 2012","Box Score","Charlotte Bobcats","93","Milwaukee Bucks","108","",""
"275","Fri, Dec 7, 2012","Box Score","Cleveland Cavaliers","73","Minnesota Timberwolves","91","",""
"276","Fri, Dec 7, 2012","Box Score","Memphis Grizzlies","96","New Orleans Hornets","89","",""
"277","Fri, Dec 7, 2012","Box Score","Los Angeles Lakers","108","Oklahoma City Thunder","114","",""
"278","Fri, Dec 7, 2012","Box Score","Boston Celtics","94","Philadelphia 76ers","95","OT",""
"279","Fri, Dec 7, 2012","Box Score","Orlando Magic","82","Sacramento Kings","91","",""
"280","Fri, Dec 7, 2012","Box Score","Houston Rockets","92","San Antonio Spurs","114","",""
"281","Fri, Dec 7, 2012","Box Score","Toronto Raptors","99","Utah Jazz","131","",""
"282","Sat, Dec 8, 2012","Box Score","Philadelphia 76ers","79","Boston Celtics","92","",""
"283","Sat, Dec 8, 2012","Box Score","San Antonio Spurs","132","Charlotte Bobcats","102","",""
"284","Sat, Dec 8, 2012","Box Score","New York Knicks","85","Chicago Bulls","93","",""
"285","Sat, Dec 8, 2012","Box Score","Detroit Pistons","104","Cleveland Cavaliers","97","",""
"286","Sat, Dec 8, 2012","Box Score","Dallas Mavericks","116","Houston Rockets","109","",""
"287","Sat, Dec 8, 2012","Box Score","Phoenix Suns","99","Los Angeles Clippers","117","",""
