,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,game_date,hscore,rscore,date,home,road,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linebemiss,linefox,linedunk,lineadj,lineavgadj,linegabe
696,697,"Sat, Feb 3, 2007",Box Score,Golden State Warriors,90,Charlotte Bobcats,98,,,2007-02-03 00:00:00,98,90,,,,,,,,,,,,,,,,,,,
697,698,"Sat, Feb 3, 2007",Box Score,Minnesota Timberwolves,93,Dallas Mavericks,94,,,2007-02-03 00:00:00,94,93,,,,,,,,,,,,,,,,,,,
698,699,"Sat, Feb 3, 2007",Box Score,New Orleans/Oklahoma City Hornets,87,Houston Rockets,74,,,2007-02-03 00:00:00,74,87,,,,,,,,,,,,,,,,,,,
699,700,"Sat, Feb 3, 2007",Box Score,Indiana Pacers,116,Memphis Grizzlies,110,,,2007-02-03 00:00:00,110,116,,,,,,,,,,,,,,,,,,,
700,701,"Sat, Feb 3, 2007",Box Score,Miami Heat,117,Milwaukee Bucks,98,,,2007-02-03 00:00:00,98,117,,,,,,,,,,,,,,,,,,,
701,702,"Sat, Feb 3, 2007",Box Score,New York Knicks,94,Orlando Magic,86,,,2007-02-03 00:00:00,86,94,,,,,,,,,,,,,,,,,,,
702,703,"Sat, Feb 3, 2007",Box Score,Utah Jazz,108,Phoenix Suns,105,,,2007-02-03 00:00:00,105,108,,,,,,,,,,,,,,,,,,,
703,704,"Sat, Feb 3, 2007",Box Score,Chicago Bulls,88,Portland Trail Blazers,86,,,2007-02-03 00:00:00,86,88,,,,,,,,,,,,,,,,,,,
704,705,"Sat, Feb 3, 2007",Box Score,Denver Nuggets,87,Sacramento Kings,94,,,2007-02-03 00:00:00,94,87,,,,,,,,,,,,,,,,,,,
705,706,"Sat, Feb 3, 2007",Box Score,Los Angeles Lakers,118,Washington Wizards,102,,,2007-02-03 00:00:00,102,118,,,,,,,,,,,,,,,,,,,
706,707,"Sun, Feb 4, 2007",Box Score,Detroit Pistons,90,Cleveland Cavaliers,78,,,2007-02-04 00:00:00,78,90,,,,,,,,,,,,,,,,,,,
707,708,"Sun, Feb 4, 2007",Box Score,Atlanta Hawks,101,New Jersey Nets,99,OT,,2007-02-04 00:00:00,99,101,,,,,,,,,,,,,,,,,,,
708,709,"Sun, Feb 4, 2007",Box Score,Los Angeles Clippers,110,Toronto Raptors,122,,,2007-02-04 00:00:00,122,110,,,,,,,,,,,,,,,,,,,
709,710,"Mon, Feb 5, 2007",Box Score,Los Angeles Lakers,90,Atlanta Hawks,83,,,2007-02-05 00:00:00,83,90,,,,,,,,,,,,,,,,,,,
710,711,"Mon, Feb 5, 2007",Box Score,Phoenix Suns,113,Denver Nuggets,108,,,2007-02-05 00:00:00,108,113,,,,,,,,,,,,,,,,,,,
711,712,"Mon, Feb 5, 2007",Box Score,Minnesota Timberwolves,77,Houston Rockets,105,,,2007-02-05 00:00:00,105,77,,,,,,,,,,,,,,,,,,,
712,713,"Mon, Feb 5, 2007",Box Score,Golden State Warriors,113,Indiana Pacers,98,,,2007-02-05 00:00:00,98,113,,,,,,,,,,,,,,,,,,,
713,714,"Mon, Feb 5, 2007",Box Score,Charlotte Bobcats,93,Miami Heat,113,,,2007-02-05 00:00:00,113,93,,,,,,,,,,,,,,,,,,,
714,715,"Mon, Feb 5, 2007",Box Score,New Jersey Nets,98,Philadelphia 76ers,100,OT,,2007-02-05 00:00:00,100,98,,,,,,,,,,,,,,,,,,,
715,716,"Mon, Feb 5, 2007",Box Score,New Orleans/Oklahoma City Hornets,99,Sacramento Kings,105,,,2007-02-05 00:00:00,105,99,,,,,,,,,,,,,,,,,,,
716,717,"Mon, Feb 5, 2007",Box Score,Chicago Bulls,95,Utah Jazz,100,,,2007-02-05 00:00:00,100,95,,,,,,,,,,,,,,,,,,,
717,718,"Mon, Feb 5, 2007",Box Score,Seattle SuperSonics,108,Washington Wizards,118,,,2007-02-05 00:00:00,118,108,,,,,,,,,,,,,,,,,,,
718,719,"Tue, Feb 6, 2007",Box Score,Boston Celtics,102,Detroit Pistons,109,,,2007-02-06 00:00:00,109,102,,,,,,,,,,,,,,,,,,,
719,720,"Tue, Feb 6, 2007",Box Score,Houston Rockets,98,Memphis Grizzlies,90,,,2007-02-06 00:00:00,90,98,,,,,,,,,,,,,,,,,,,
720,721,"Tue, Feb 6, 2007",Box Score,Orlando Magic,111,Milwaukee Bucks,116,,,2007-02-06 00:00:00,116,111,,,,,,,,,,,,,,,,,,,
721,722,"Tue, Feb 6, 2007",Box Score,Los Angeles Clippers,90,New York Knicks,102,,,2007-02-06 00:00:00,102,90,,,,,,,,,,,,,,,,,,,
722,723,"Tue, Feb 6, 2007",Box Score,Phoenix Suns,109,Portland Trail Blazers,102,OT,,2007-02-06 00:00:00,102,109,,,,,,,,,,,,,,,,,,,
723,724,"Wed, Feb 7, 2007",Box Score,New Jersey Nets,87,Atlanta Hawks,85,,,2007-02-07 00:00:00,85,87,,,,,,,,,,,,,,,,,,,
724,725,"Wed, Feb 7, 2007",Box Score,Miami Heat,91,Boston Celtics,79,,,2007-02-07 00:00:00,79,91,,,,,,,,,,,,,,,,,,,
725,726,"Wed, Feb 7, 2007",Box Score,Los Angeles Clippers,77,Cleveland Cavaliers,94,,,2007-02-07 00:00:00,94,77,,,,,,,,,,,,,,,,,,,
726,727,"Wed, Feb 7, 2007",Box Score,Memphis Grizzlies,97,Dallas Mavericks,113,,,2007-02-07 00:00:00,113,97,,,,,,,,,,,,,,,,,,,
727,728,"Wed, Feb 7, 2007",Box Score,New Orleans/Oklahoma City Hornets,114,Denver Nuggets,112,OT,,2007-02-07 00:00:00,112,114,,,,,,,,,,,,,,,,,,,
728,729,"Wed, Feb 7, 2007",Box Score,Seattle SuperSonics,103,Indiana Pacers,102,,,2007-02-07 00:00:00,102,103,,,,,,,,,,,,,,,,,,,
729,730,"Wed, Feb 7, 2007",Box Score,Golden State Warriors,93,Minnesota Timberwolves,121,,,2007-02-07 00:00:00,121,93,,,,,,,,,,,,,,,,,,,
730,731,"Wed, Feb 7, 2007",Box Score,Charlotte Bobcats,83,Philadelphia 76ers,92,,,2007-02-07 00:00:00,92,83,,,,,,,,,,,,,,,,,,,
731,732,"Wed, Feb 7, 2007",Box Score,Orlando Magic,103,Toronto Raptors,113,,,2007-02-07 00:00:00,113,103,,,,,,,,,,,,,,,,,,,
732,733,"Wed, Feb 7, 2007",Box Score,San Antonio Spurs,110,Washington Wizards,83,,,2007-02-07 00:00:00,83,110,,,,,,,,,,,,,,,,,,,
733,734,"Thu, Feb 8, 2007",Box Score,Los Angeles Lakers,78,Detroit Pistons,93,,,2007-02-08 00:00:00,93,78,,,,,,,,,,,,,,,,,,,
734,735,"Thu, Feb 8, 2007",Box Score,Milwaukee Bucks,101,New Orleans/Oklahoma City Hornets,109,2OT,,2007-02-08 00:00:00,109,101,,,,,,,,,,,,,,,,,,,
735,736,"Thu, Feb 8, 2007",Box Score,Chicago Bulls,77,Sacramento Kings,86,,,2007-02-08 00:00:00,86,77,,,,,,,,,,,,,,,,,,,
736,737,"Fri, Feb 9, 2007",Box Score,New Jersey Nets,92,Boston Celtics,78,,,2007-02-09 00:00:00,78,92,,,,,,,,,,,,,,,,,,,
737,738,"Fri, Feb 9, 2007",Box Score,Portland Trail Blazers,108,Charlotte Bobcats,100,OT,,2007-02-09 00:00:00,100,108,,,,,,,,,,,,,,,,,,,
738,739,"Fri, Feb 9, 2007",Box Score,Miami Heat,79,Cleveland Cavaliers,103,,,2007-02-09 00:00:00,103,79,,,,,,,,,,,,,,,,,,,
739,740,"Fri, Feb 9, 2007",Box Score,Houston Rockets,74,Dallas Mavericks,95,,,2007-02-09 00:00:00,95,74,,,,,,,,,,,,,,,,,,,
740,741,"Fri, Feb 9, 2007",Box Score,Chicago Bulls,121,Golden State Warriors,123,OT,,2007-02-09 00:00:00,123,121,,,,,,,,,,,,,,,,,,,
741,742,"Fri, Feb 9, 2007",Box Score,Denver Nuggets,102,Indiana Pacers,95,,,2007-02-09 00:00:00,95,102,,,,,,,,,,,,,,,,,,,
742,743,"Fri, Feb 9, 2007",Box Score,Minnesota Timberwolves,97,Memphis Grizzlies,105,OT,,2007-02-09 00:00:00,105,97,,,,,,,,,,,,,,,,,,,
743,744,"Fri, Feb 9, 2007",Box Score,San Antonio Spurs,104,Orlando Magic,106,,,2007-02-09 00:00:00,106,104,,,,,,,,,,,,,,,,,,,
744,745,"Fri, Feb 9, 2007",Box Score,Los Angeles Clippers,90,Philadelphia 76ers,89,,,2007-02-09 00:00:00,89,90,,,,,,,,,,,,,,,,,,,
745,746,"Fri, Feb 9, 2007",Box Score,Atlanta Hawks,120,Phoenix Suns,111,,,2007-02-09 00:00:00,111,120,,,,,,,,,,,,,,,,,,,
746,747,"Fri, Feb 9, 2007",Box Score,Los Angeles Lakers,92,Toronto Raptors,96,,,2007-02-09 00:00:00,96,92,,,,,,,,,,,,,,,,,,,
747,748,"Sat, Feb 10, 2007",Box Score,Toronto Raptors,92,Detroit Pistons,98,,,2007-02-10 00:00:00,98,92,,,,,,,,,,,,,,,,,,,
748,749,"Sat, Feb 10, 2007",Box Score,Charlotte Bobcats,83,Houston Rockets,104,,,2007-02-10 00:00:00,104,83,,,,,,,,,,,,,,,,,,,
749,750,"Sat, Feb 10, 2007",Box Score,Denver Nuggets,109,Milwaukee Bucks,102,,,2007-02-10 00:00:00,102,109,,,,,,,,,,,,,,,,,,,
750,751,"Sat, Feb 10, 2007",Box Score,Orlando Magic,78,New Jersey Nets,93,,,2007-02-10 00:00:00,93,78,,,,,,,,,,,,,,,,,,,
751,752,"Sat, Feb 10, 2007",Box Score,Memphis Grizzlies,99,New Orleans/Oklahoma City Hornets,114,,,2007-02-10 00:00:00,114,99,,,,,,,,,,,,,,,,,,,
752,753,"Sat, Feb 10, 2007",Box Score,Sacramento Kings,114,Seattle SuperSonics,93,,,2007-02-10 00:00:00,93,114,,,,,,,,,,,,,,,,,,,
753,754,"Sat, Feb 10, 2007",Box Score,New York Knicks,102,Utah Jazz,104,OT,,2007-02-10 00:00:00,104,102,,,,,,,,,,,,,,,,,,,
754,755,"Sun, Feb 11, 2007",Box Score,Los Angeles Lakers,90,Cleveland Cavaliers,99,,,2007-02-11 00:00:00,99,90,,,,,,,,,,,,,,,,,,,
755,756,"Sun, Feb 11, 2007",Box Score,Atlanta Hawks,106,Golden State Warriors,105,,,2007-02-11 00:00:00,105,106,,,,,,,,,,,,,,,,,,,
756,757,"Sun, Feb 11, 2007",Box Score,Los Angeles Clippers,80,Indiana Pacers,94,,,2007-02-11 00:00:00,94,80,,,,,,,,,,,,,,,,,,,
757,758,"Sun, Feb 11, 2007",Box Score,San Antonio Spurs,85,Miami Heat,100,,,2007-02-11 00:00:00,100,85,,,,,,,,,,,,,,,,,,,
758,759,"Sun, Feb 11, 2007",Box Score,Boston Celtics,107,Minnesota Timberwolves,109,,,2007-02-11 00:00:00,109,107,,,,,,,,,,,,,,,,,,,
759,760,"Sun, Feb 11, 2007",Box Score,Dallas Mavericks,106,Philadelphia 76ers,89,,,2007-02-11 00:00:00,89,106,,,,,,,,,,,,,,,,,,,
760,761,"Sun, Feb 11, 2007",Box Score,Chicago Bulls,116,Phoenix Suns,103,,,2007-02-11 00:00:00,103,116,,,,,,,,,,,,,,,,,,,
761,762,"Sun, Feb 11, 2007",Box Score,Seattle SuperSonics,114,Sacramento Kings,103,,,2007-02-11 00:00:00,103,114,,,,,,,,,,,,,,,,,,,
762,763,"Sun, Feb 11, 2007",Box Score,Portland Trail Blazers,94,Washington Wizards,73,,,2007-02-11 00:00:00,73,94,,,,,,,,,,,,,,,,,,,
763,764,"Mon, Feb 12, 2007",Box Score,Golden State Warriors,111,Denver Nuggets,123,,,2007-02-12 00:00:00,123,111,,,,,,,,,,,,,,,,,,,
764,765,"Mon, Feb 12, 2007",Box Score,Los Angeles Clippers,74,Detroit Pistons,92,,,2007-02-12 00:00:00,92,74,,,,,,,,,,,,,,,,,,,
765,766,"Mon, Feb 12, 2007",Box Score,Atlanta Hawks,76,Utah Jazz,102,,,2007-02-12 00:00:00,102,76,,,,,,,,,,,,,,,,,,,
766,767,"Tue, Feb 13, 2007",Box Score,Toronto Raptors,112,Chicago Bulls,111,,,2007-02-13 00:00:00,111,112,,,,,,,,,,,,,,,,,,,
767,768,"Tue, Feb 13, 2007",Box Score,Sacramento Kings,104,Houston Rockets,109,OT,,2007-02-13 00:00:00,109,104,,,,,,,,,,,,,,,,,,,
768,769,"Tue, Feb 13, 2007",Box Score,New York Knicks,107,Los Angeles Lakers,106,,,2007-02-13 00:00:00,106,107,,,,,,,,,,,,,,,,,,,
769,770,"Tue, Feb 13, 2007",Box Score,New Orleans/Oklahoma City Hornets,104,Memphis Grizzlies,108,,,2007-02-13 00:00:00,108,104,,,,,,,,,,,,,,,,,,,
770,771,"Tue, Feb 13, 2007",Box Score,Portland Trail Blazers,85,Miami Heat,104,,,2007-02-13 00:00:00,104,85,,,,,,,,,,,,,,,,,,,
771,772,"Tue, Feb 13, 2007",Box Score,Dallas Mavericks,99,Milwaukee Bucks,93,,,2007-02-13 00:00:00,93,99,,,,,,,,,,,,,,,,,,,
772,773,"Tue, Feb 13, 2007",Box Score,San Antonio Spurs,107,New Jersey Nets,82,,,2007-02-13 00:00:00,82,107,,,,,,,,,,,,,,,,,,,
773,774,"Wed, Feb 14, 2007",Box Score,Milwaukee Bucks,97,Boston Celtics,117,,,2007-02-14 00:00:00,117,97,,,,,,,,,,,,,,,,,,,
774,775,"Wed, Feb 14, 2007",Box Score,Chicago Bulls,85,Charlotte Bobcats,100,,,2007-02-14 00:00:00,100,85,,,,,,,,,,,,,,,,,,,
775,776,"Wed, Feb 14, 2007",Box Score,San Antonio Spurs,90,Detroit Pistons,81,,,2007-02-14 00:00:00,81,90,,,,,,,,,,,,,,,,,,,
776,777,"Wed, Feb 14, 2007",Box Score,New York Knicks,101,Golden State Warriors,120,,,2007-02-14 00:00:00,120,101,,,,,,,,,,,,,,,,,,,
777,778,"Wed, Feb 14, 2007",Box Score,Memphis Grizzlies,104,Indiana Pacers,114,,,2007-02-14 00:00:00,114,104,,,,,,,,,,,,,,,,,,,
778,779,"Wed, Feb 14, 2007",Box Score,Atlanta Hawks,96,Los Angeles Clippers,93,,,2007-02-14 00:00:00,93,96,,,,,,,,,,,,,,,,,,,
779,780,"Wed, Feb 14, 2007",Box Score,Denver Nuggets,94,Minnesota Timberwolves,99,,,2007-02-14 00:00:00,99,94,,,,,,,,,,,,,,,,,,,
780,781,"Wed, Feb 14, 2007",Box Score,Sacramento Kings,93,New Orleans/Oklahoma City Hornets,110,,,2007-02-14 00:00:00,110,93,,,,,,,,,,,,,,,,,,,
781,782,"Wed, Feb 14, 2007",Box Score,Portland Trail Blazers,91,Orlando Magic,103,,,2007-02-14 00:00:00,103,91,,,,,,,,,,,,,,,,,,,
782,783,"Wed, Feb 14, 2007",Box Score,Washington Wizards,92,Philadelphia 76ers,85,,,2007-02-14 00:00:00,85,92,,,,,,,,,,,,,,,,,,,
783,784,"Wed, Feb 14, 2007",Box Score,Phoenix Suns,90,Seattle SuperSonics,114,,,2007-02-14 00:00:00,114,90,,,,,,,,,,,,,,,,,,,
784,785,"Wed, Feb 14, 2007",Box Score,New Jersey Nets,109,Toronto Raptors,120,,,2007-02-14 00:00:00,120,109,,,,,,,,,,,,,,,,,,,
785,786,"Wed, Feb 14, 2007",Box Score,Cleveland Cavaliers,98,Utah Jazz,99,,,2007-02-14 00:00:00,99,98,,,,,,,,,,,,,,,,,,,
786,787,"Thu, Feb 15, 2007",Box Score,Dallas Mavericks,80,Houston Rockets,77,,,2007-02-15 00:00:00,77,80,,,,,,,,,,,,,,,,,,,
787,788,"Thu, Feb 15, 2007",Box Score,Cleveland Cavaliers,114,Los Angeles Lakers,108,,,2007-02-15 00:00:00,108,114,,,,,,,,,,,,,,,,,,,
788,789,"Tue, Feb 20, 2007",Box Score,New Orleans/Oklahoma City Hornets,100,Charlotte Bobcats,104,,,2007-02-20 00:00:00,104,100,,,,,,,,,,,,,,,,,,,
789,790,"Tue, Feb 20, 2007",Box Score,Atlanta Hawks,81,Chicago Bulls,106,,,2007-02-20 00:00:00,106,81,,,,,,,,,,,,,,,,,,,
790,791,"Tue, Feb 20, 2007",Box Score,Phoenix Suns,115,Los Angeles Clippers,90,,,2007-02-20 00:00:00,90,115,,,,,,,,,,,,,,,,,,,
791,792,"Tue, Feb 20, 2007",Box Score,Detroit Pistons,84,Milwaukee Bucks,83,,,2007-02-20 00:00:00,83,84,,,,,,,,,,,,,,,,,,,
792,793,"Tue, Feb 20, 2007",Box Score,Orlando Magic,94,New York Knicks,100,,,2007-02-20 00:00:00,100,94,,,,,,,,,,,,,,,,,,,
793,794,"Tue, Feb 20, 2007",Box Score,Utah Jazz,100,Portland Trail Blazers,103,,,2007-02-20 00:00:00,103,100,,,,,,,,,,,,,,,,,,,
794,795,"Tue, Feb 20, 2007",Box Score,Boston Celtics,101,Sacramento Kings,104,,,2007-02-20 00:00:00,104,101,,,,,,,,,,,,,,,,,,,
795,796,"Tue, Feb 20, 2007",Box Score,Denver Nuggets,80,San Antonio Spurs,95,,,2007-02-20 00:00:00,95,80,,,,,,,,,,,,,,,,,,,
796,797,"Tue, Feb 20, 2007",Box Score,Memphis Grizzlies,105,Seattle SuperSonics,121,,,2007-02-20 00:00:00,121,105,,,,,,,,,,,,,,,,,,,
797,798,"Tue, Feb 20, 2007",Box Score,Minnesota Timberwolves,100,Washington Wizards,112,,,2007-02-20 00:00:00,112,100,,,,,,,,,,,,,,,,,,,
798,799,"Wed, Feb 21, 2007",Box Score,San Antonio Spurs,103,Atlanta Hawks,96,,,2007-02-21 00:00:00,96,103,,,,,,,,,,,,,,,,,,,
799,800,"Wed, Feb 21, 2007",Box Score,Orlando Magic,88,Detroit Pistons,110,,,2007-02-21 00:00:00,110,88,,,,,,,,,,,,,,,,,,,
800,801,"Wed, Feb 21, 2007",Box Score,Memphis Grizzlies,115,Golden State Warriors,118,OT,,2007-02-21 00:00:00,118,115,,,,,,,,,,,,,,,,,,,
801,802,"Wed, Feb 21, 2007",Box Score,Miami Heat,102,Houston Rockets,112,,,2007-02-21 00:00:00,112,102,,,,,,,,,,,,,,,,,,,
802,803,"Wed, Feb 21, 2007",Box Score,Milwaukee Bucks,129,Indiana Pacers,136,2OT,,2007-02-21 00:00:00,136,129,,,,,,,,,,,,,,,,,,,
803,804,"Wed, Feb 21, 2007",Box Score,Portland Trail Blazers,112,Los Angeles Lakers,108,,,2007-02-21 00:00:00,108,112,,,,,,,,,,,,,,,,,,,
804,805,"Wed, Feb 21, 2007",Box Score,Charlotte Bobcats,100,Minnesota Timberwolves,95,,,2007-02-21 00:00:00,95,100,,,,,,,,,,,,,,,,,,,
805,806,"Wed, Feb 21, 2007",Box Score,New Orleans/Oklahoma City Hornets,111,New Jersey Nets,107,,,2007-02-21 00:00:00,107,111,,,,,,,,,,,,,,,,,,,
806,807,"Wed, Feb 21, 2007",Box Score,New York Knicks,84,Philadelphia 76ers,104,,,2007-02-21 00:00:00,104,84,,,,,,,,,,,,,,,,,,,
807,808,"Wed, Feb 21, 2007",Box Score,Boston Celtics,108,Phoenix Suns,118,,,2007-02-21 00:00:00,118,108,,,,,,,,,,,,,,,,,,,
808,809,"Wed, Feb 21, 2007",Box Score,Cleveland Cavaliers,86,Toronto Raptors,85,,,2007-02-21 00:00:00,85,86,,,,,,,,,,,,,,,,,,,
809,810,"Thu, Feb 22, 2007",Box Score,Chicago Bulls,84,Cleveland Cavaliers,78,,,2007-02-22 00:00:00,78,84,,,,,,,,,,,,,,,,,,,
810,811,"Thu, Feb 22, 2007",Box Score,Miami Heat,100,Dallas Mavericks,112,,,2007-02-22 00:00:00,112,100,,,,,,,,,,,,,,,,,,,
811,812,"Thu, Feb 22, 2007",Box Score,Sacramento Kings,106,Washington Wizards,109,,,2007-02-22 00:00:00,109,106,,,,,,,,,,,,,,,,,,,
812,813,"Fri, Feb 23, 2007",Box Score,Houston Rockets,99,Atlanta Hawks,105,,,2007-02-23 00:00:00,105,99,,,,,,,,,,,,,,,,,,,
813,814,"Fri, Feb 23, 2007",Box Score,Philadelphia 76ers,87,Charlotte Bobcats,102,,,2007-02-23 00:00:00,102,87,,,,,,,,,,,,,,,,,,,
814,815,"Fri, Feb 23, 2007",Box Score,Washington Wizards,90,Chicago Bulls,105,,,2007-02-23 00:00:00,105,90,,,,,,,,,,,,,,,,,,,
815,816,"Fri, Feb 23, 2007",Box Score,Utah Jazz,114,Denver Nuggets,104,,,2007-02-23 00:00:00,104,114,,,,,,,,,,,,,,,,,,,
816,817,"Fri, Feb 23, 2007",Box Score,Boston Celtics,96,Los Angeles Lakers,122,,,2007-02-23 00:00:00,122,96,,,,,,,,,,,,,,,,,,,
817,818,"Fri, Feb 23, 2007",Box Score,Phoenix Suns,116,Minnesota Timberwolves,104,,,2007-02-23 00:00:00,104,116,,,,,,,,,,,,,,,,,,,
818,819,"Fri, Feb 23, 2007",Box Score,Sacramento Kings,96,New Jersey Nets,109,,,2007-02-23 00:00:00,109,96,,,,,,,,,,,,,,,,,,,
819,820,"Fri, Feb 23, 2007",Box Score,Seattle SuperSonics,97,New Orleans/Oklahoma City Hornets,98,,"at New Orleans, LA",2007-02-23 00:00:00,98,97,,,,,,,,,,,,,,,,,,,
820,821,"Fri, Feb 23, 2007",Box Score,Milwaukee Bucks,93,New York Knicks,95,,,2007-02-23 00:00:00,95,93,,,,,,,,,,,,,,,,,,,
821,822,"Fri, Feb 23, 2007",Box Score,Detroit Pistons,94,Orlando Magic,89,,,2007-02-23 00:00:00,89,94,,,,,,,,,,,,,,,,,,,
822,823,"Fri, Feb 23, 2007",Box Score,Memphis Grizzlies,103,Portland Trail Blazers,102,,,2007-02-23 00:00:00,102,103,,,,,,,,,,,,,,,,,,,
823,824,"Fri, Feb 23, 2007",Box Score,Indiana Pacers,88,Toronto Raptors,110,,,2007-02-23 00:00:00,110,88,,,,,,,,,,,,,,,,,,,
824,825,"Sat, Feb 24, 2007",Box Score,Toronto Raptors,93,Charlotte Bobcats,76,,,2007-02-24 00:00:00,76,93,,,,,,,,,,,,,,,,,,,
825,826,"Sat, Feb 24, 2007",Box Score,Denver Nuggets,95,Dallas Mavericks,115,,,2007-02-24 00:00:00,115,95,,,,,,,,,,,,,,,,,,,
826,827,"Sat, Feb 24, 2007",Box Score,Golden State Warriors,90,Los Angeles Clippers,103,,,2007-02-24 00:00:00,103,90,,,,,,,,,,,,,,,,,,,
827,828,"Sat, Feb 24, 2007",Box Score,Philadelphia 76ers,90,Milwaukee Bucks,109,,,2007-02-24 00:00:00,109,90,,,,,,,,,,,,,,,,,,,
828,829,"Sat, Feb 24, 2007",Box Score,Seattle SuperSonics,71,San Antonio Spurs,102,,,2007-02-24 00:00:00,102,71,,,,,,,,,,,,,,,,,,,
829,830,"Sat, Feb 24, 2007",Box Score,Boston Celtics,87,Utah Jazz,105,,,2007-02-24 00:00:00,105,87,,,,,,,,,,,,,,,,,,,
830,831,"Sun, Feb 25, 2007",Box Score,Phoenix Suns,115,Atlanta Hawks,106,,,2007-02-25 00:00:00,106,115,,,,,,,,,,,,,,,,,,,
831,832,"Sun, Feb 25, 2007",Box Score,Chicago Bulls,93,Detroit Pistons,95,,,2007-02-25 00:00:00,95,93,,,,,,,,,,,,,,,,,,,
832,833,"Sun, Feb 25, 2007",Box Score,Los Angeles Lakers,102,Golden State Warriors,85,,,2007-02-25 00:00:00,85,102,,,,,,,,,,,,,,,,,,,
833,834,"Sun, Feb 25, 2007",Box Score,Sacramento Kings,110,Indiana Pacers,93,,,2007-02-25 00:00:00,93,110,,,,,,,,,,,,,,,,,,,
834,835,"Sun, Feb 25, 2007",Box Score,Cleveland Cavaliers,81,Miami Heat,86,,,2007-02-25 00:00:00,86,81,,,,,,,,,,,,,,,,,,,
835,836,"Sun, Feb 25, 2007",Box Score,Washington Wizards,94,Minnesota Timberwolves,98,,,2007-02-25 00:00:00,98,94,,,,,,,,,,,,,,,,,,,
836,837,"Sun, Feb 25, 2007",Box Score,New York Knicks,92,New Jersey Nets,101,,,2007-02-25 00:00:00,101,92,,,,,,,,,,,,,,,,,,,
837,838,"Sun, Feb 25, 2007",Box Score,Houston Rockets,97,Orlando Magic,93,,,2007-02-25 00:00:00,93,97,,,,,,,,,,,,,,,,,,,
838,839,"Mon, Feb 26, 2007",Box Score,Orlando Magic,94,Chicago Bulls,87,,,2007-02-26 00:00:00,87,94,,,,,,,,,,,,,,,,,,,
839,840,"Mon, Feb 26, 2007",Box Score,Atlanta Hawks,87,Dallas Mavericks,110,,,2007-02-26 00:00:00,110,87,,,,,,,,,,,,,,,,,,,
840,841,"Mon, Feb 26, 2007",Box Score,Boston Celtics,77,Houston Rockets,72,,,2007-02-26 00:00:00,72,77,,,,,,,,,,,,,,,,,,,
841,842,"Mon, Feb 26, 2007",Box Score,Charlotte Bobcats,93,Los Angeles Clippers,100,,,2007-02-26 00:00:00,100,93,,,,,,,,,,,,,,,,,,,
842,843,"Mon, Feb 26, 2007",Box Score,Denver Nuggets,111,Memphis Grizzlies,107,,,2007-02-26 00:00:00,107,111,,,,,,,,,,,,,,,,,,,
843,844,"Mon, Feb 26, 2007",Box Score,Miami Heat,93,New York Knicks,99,,,2007-02-26 00:00:00,99,93,,,,,,,,,,,,,,,,,,,
844,845,"Mon, Feb 26, 2007",Box Score,Sacramento Kings,82,Philadelphia 76ers,89,,,2007-02-26 00:00:00,89,82,,,,,,,,,,,,,,,,,,,
845,846,"Mon, Feb 26, 2007",Box Score,Toronto Raptors,91,San Antonio Spurs,107,,,2007-02-26 00:00:00,107,91,,,,,,,,,,,,,,,,,,,
846,847,"Mon, Feb 26, 2007",Box Score,Portland Trail Blazers,73,Seattle SuperSonics,97,,,2007-02-26 00:00:00,97,73,,,,,,,,,,,,,,,,,,,
847,848,"Mon, Feb 26, 2007",Box Score,Los Angeles Lakers,102,Utah Jazz,94,,,2007-02-26 00:00:00,94,102,,,,,,,,,,,,,,,,,,,
848,849,"Tue, Feb 27, 2007",Box Score,New Orleans/Oklahoma City Hornets,89,Cleveland Cavaliers,97,,,2007-02-27 00:00:00,97,89,,,,,,,,,,,,,,,,,,,
849,850,"Tue, Feb 27, 2007",Box Score,Phoenix Suns,103,Indiana Pacers,92,,,2007-02-27 00:00:00,92,103,,,,,,,,,,,,,,,,,,,
850,851,"Tue, Feb 27, 2007",Box Score,Golden State Warriors,101,Milwaukee Bucks,122,,,2007-02-27 00:00:00,122,101,,,,,,,,,,,,,,,,,,,
851,852,"Tue, Feb 27, 2007",Box Score,Dallas Mavericks,91,Minnesota Timberwolves,65,,,2007-02-27 00:00:00,65,91,,,,,,,,,,,,,,,,,,,
852,853,"Tue, Feb 27, 2007",Box Score,Washington Wizards,101,New Jersey Nets,113,,,2007-02-27 00:00:00,113,101,,,,,,,,,,,,,,,,,,,
853,854,"Wed, Feb 28, 2007",Box Score,New York Knicks,94,Boston Celtics,102,,,2007-02-28 00:00:00,102,94,,,,,,,,,,,,,,,,,,,
854,855,"Wed, Feb 28, 2007",Box Score,Golden State Warriors,83,Chicago Bulls,113,,,2007-02-28 00:00:00,113,83,,,,,,,,,,,,,,,,,,,
855,856,"Wed, Feb 28, 2007",Box Score,Orlando Magic,101,Denver Nuggets,111,,,2007-02-28 00:00:00,111,101,,,,,,,,,,,,,,,,,,,
856,857,"Wed, Feb 28, 2007",Box Score,Toronto Raptors,106,Houston Rockets,90,,,2007-02-28 00:00:00,90,106,,,,,,,,,,,,,,,,,,,
