,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,game_date,hscore,rscore,date,home,road,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linebemiss,linefox,linedunk,lineadj,lineavgadj,linegabe
1017,1018,"Thu, Mar 22, 2007",Box Score,Sacramento Kings,100,Phoenix Suns,118,,,2007-03-22 00:00:00,118,100,,,,,,,,,,,,,,,,,,,
1018,1019,"Fri, Mar 23, 2007",Box Score,Portland Trail Blazers,102,Atlanta Hawks,100,OT,,2007-03-23 00:00:00,100,102,,,,,,,,,,,,,,,,,,,
1019,1020,"Fri, Mar 23, 2007",Box Score,Dallas Mavericks,109,Boston Celtics,95,,,2007-03-23 00:00:00,95,109,,,,,,,,,,,,,,,,,,,
1020,1021,"Fri, Mar 23, 2007",Box Score,New York Knicks,68,Cleveland Cavaliers,90,,,2007-03-23 00:00:00,90,68,,,,,,,,,,,,,,,,,,,
1021,1022,"Fri, Mar 23, 2007",Box Score,Washington Wizards,128,Golden State Warriors,135,,,2007-03-23 00:00:00,135,128,,,,,,,,,,,,,,,,,,,
1022,1023,"Fri, Mar 23, 2007",Box Score,Miami Heat,70,Indiana Pacers,95,,,2007-03-23 00:00:00,95,70,,,,,,,,,,,,,,,,,,,
1023,1024,"Fri, Mar 23, 2007",Box Score,Utah Jazz,72,Los Angeles Clippers,104,,,2007-03-23 00:00:00,104,72,,,,,,,,,,,,,,,,,,,
1024,1025,"Fri, Mar 23, 2007",Box Score,Los Angeles Lakers,111,New Orleans/Oklahoma City Hornets,105,,"at New Orleans, LA",2007-03-23 00:00:00,105,111,,,,,,,,,,,,,,,,,,,
1025,1026,"Fri, Mar 23, 2007",Box Score,New Jersey Nets,82,Orlando Magic,90,,,2007-03-23 00:00:00,90,82,,,,,,,,,,,,,,,,,,,
1026,1027,"Fri, Mar 23, 2007",Box Score,Charlotte Bobcats,97,Philadelphia 76ers,106,,,2007-03-23 00:00:00,106,97,,,,,,,,,,,,,,,,,,,
1027,1028,"Fri, Mar 23, 2007",Box Score,Detroit Pistons,89,San Antonio Spurs,90,,,2007-03-23 00:00:00,90,89,,,,,,,,,,,,,,,,,,,
1028,1029,"Fri, Mar 23, 2007",Box Score,Minnesota Timberwolves,82,Seattle SuperSonics,85,,,2007-03-23 00:00:00,85,82,,,,,,,,,,,,,,,,,,,
1029,1030,"Fri, Mar 23, 2007",Box Score,Denver Nuggets,94,Toronto Raptors,121,,,2007-03-23 00:00:00,121,94,,,,,,,,,,,,,,,,,,,
1030,1031,"Sat, Mar 24, 2007",Box Score,New Jersey Nets,113,Charlotte Bobcats,107,OT,,2007-03-24 00:00:00,107,113,,,,,,,,,,,,,,,,,,,
1031,1032,"Sat, Mar 24, 2007",Box Score,Washington Wizards,105,Los Angeles Clippers,111,,,2007-03-24 00:00:00,111,105,,,,,,,,,,,,,,,,,,,
1032,1033,"Sat, Mar 24, 2007",Box Score,Philadelphia 76ers,93,Miami Heat,85,,,2007-03-24 00:00:00,85,93,,,,,,,,,,,,,,,,,,,
1033,1034,"Sat, Mar 24, 2007",Box Score,Memphis Grizzlies,108,Utah Jazz,118,,,2007-03-24 00:00:00,118,108,,,,,,,,,,,,,,,,,,,
1034,1035,"Sun, Mar 25, 2007",Box Score,Dallas Mavericks,104,Atlanta Hawks,97,,,2007-03-25 00:00:00,97,104,,,,,,,,,,,,,,,,,,,
1035,1036,"Sun, Mar 25, 2007",Box Score,Denver Nuggets,105,Cleveland Cavaliers,93,,,2007-03-25 00:00:00,93,105,,,,,,,,,,,,,,,,,,,
1036,1037,"Sun, Mar 25, 2007",Box Score,Chicago Bulls,92,Indiana Pacers,90,,,2007-03-25 00:00:00,90,92,,,,,,,,,,,,,,,,,,,
1037,1038,"Sun, Mar 25, 2007",Box Score,Golden State Warriors,113,Los Angeles Lakers,115,,,2007-03-25 00:00:00,115,113,,,,,,,,,,,,,,,,,,,
1038,1039,"Sun, Mar 25, 2007",Box Score,Detroit Pistons,121,Milwaukee Bucks,95,,,2007-03-25 00:00:00,95,121,,,,,,,,,,,,,,,,,,,
1039,1040,"Sun, Mar 25, 2007",Box Score,Portland Trail Blazers,93,Minnesota Timberwolves,94,,,2007-03-25 00:00:00,94,93,,,,,,,,,,,,,,,,,,,
1040,1041,"Sun, Mar 25, 2007",Box Score,Houston Rockets,94,New Orleans/Oklahoma City Hornets,106,,,2007-03-25 00:00:00,106,94,,,,,,,,,,,,,,,,,,,
1041,1042,"Sun, Mar 25, 2007",Box Score,Phoenix Suns,100,Sacramento Kings,107,,,2007-03-25 00:00:00,107,100,,,,,,,,,,,,,,,,,,,
1042,1043,"Sun, Mar 25, 2007",Box Score,San Antonio Spurs,120,Seattle SuperSonics,79,,,2007-03-25 00:00:00,79,120,,,,,,,,,,,,,,,,,,,
1043,1044,"Mon, Mar 26, 2007",Box Score,Toronto Raptors,87,Boston Celtics,95,,,2007-03-26 00:00:00,95,87,,,,,,,,,,,,,,,,,,,
1044,1045,"Mon, Mar 26, 2007",Box Score,Portland Trail Blazers,89,Chicago Bulls,100,,,2007-03-26 00:00:00,100,89,,,,,,,,,,,,,,,,,,,
1045,1046,"Mon, Mar 26, 2007",Box Score,Denver Nuggets,109,Detroit Pistons,113,OT,,2007-03-26 00:00:00,113,109,,,,,,,,,,,,,,,,,,,
1046,1047,"Mon, Mar 26, 2007",Box Score,San Antonio Spurs,126,Golden State Warriors,89,,,2007-03-26 00:00:00,89,126,,,,,,,,,,,,,,,,,,,
1047,1048,"Mon, Mar 26, 2007",Box Score,Milwaukee Bucks,87,Houston Rockets,106,,,2007-03-26 00:00:00,106,87,,,,,,,,,,,,,,,,,,,
1048,1049,"Mon, Mar 26, 2007",Box Score,Atlanta Hawks,89,Miami Heat,106,,,2007-03-26 00:00:00,106,89,,,,,,,,,,,,,,,,,,,
1049,1050,"Mon, Mar 26, 2007",Box Score,Orlando Magic,94,New York Knicks,89,,,2007-03-26 00:00:00,89,94,,,,,,,,,,,,,,,,,,,
1050,1051,"Mon, Mar 26, 2007",Box Score,Memphis Grizzlies,87,Phoenix Suns,105,,,2007-03-26 00:00:00,105,87,,,,,,,,,,,,,,,,,,,
1051,1052,"Mon, Mar 26, 2007",Box Score,Washington Wizards,97,Utah Jazz,103,,,2007-03-26 00:00:00,103,97,,,,,,,,,,,,,,,,,,,
1052,1053,"Tue, Mar 27, 2007",Box Score,Cleveland Cavaliers,105,Indiana Pacers,94,,,2007-03-27 00:00:00,94,105,,,,,,,,,,,,,,,,,,,
1053,1054,"Tue, Mar 27, 2007",Box Score,Memphis Grizzlies,88,Los Angeles Lakers,86,,,2007-03-27 00:00:00,86,88,,,,,,,,,,,,,,,,,,,
1054,1055,"Tue, Mar 27, 2007",Box Score,Seattle SuperSonics,114,Minnesota Timberwolves,106,,,2007-03-27 00:00:00,106,114,,,,,,,,,,,,,,,,,,,
1055,1056,"Tue, Mar 27, 2007",Box Score,Dallas Mavericks,105,New Orleans/Oklahoma City Hornets,89,,,2007-03-27 00:00:00,89,105,,,,,,,,,,,,,,,,,,,
1056,1057,"Wed, Mar 28, 2007",Box Score,Orlando Magic,96,Boston Celtics,105,2OT,,2007-03-28 00:00:00,105,96,,,,,,,,,,,,,,,,,,,
1057,1058,"Wed, Mar 28, 2007",Box Score,Atlanta Hawks,87,Charlotte Bobcats,101,,,2007-03-28 00:00:00,101,87,,,,,,,,,,,,,,,,,,,
1058,1059,"Wed, Mar 28, 2007",Box Score,Milwaukee Bucks,103,Dallas Mavericks,105,,,2007-03-28 00:00:00,105,103,,,,,,,,,,,,,,,,,,,
1059,1060,"Wed, Mar 28, 2007",Box Score,Seattle SuperSonics,100,Denver Nuggets,97,,,2007-03-28 00:00:00,97,100,,,,,,,,,,,,,,,,,,,
1060,1061,"Wed, Mar 28, 2007",Box Score,Houston Rockets,92,Los Angeles Clippers,87,,,2007-03-28 00:00:00,87,92,,,,,,,,,,,,,,,,,,,
1061,1062,"Wed, Mar 28, 2007",Box Score,Indiana Pacers,94,New Jersey Nets,118,,,2007-03-28 00:00:00,118,94,,,,,,,,,,,,,,,,,,,
1062,1063,"Wed, Mar 28, 2007",Box Score,Cleveland Cavaliers,93,New York Knicks,97,,,2007-03-28 00:00:00,97,93,,,,,,,,,,,,,,,,,,,
1063,1064,"Wed, Mar 28, 2007",Box Score,New Orleans/Oklahoma City Hornets,88,San Antonio Spurs,92,,,2007-03-28 00:00:00,92,88,,,,,,,,,,,,,,,,,,,
1064,1065,"Wed, Mar 28, 2007",Box Score,Miami Heat,83,Toronto Raptors,96,,,2007-03-28 00:00:00,96,83,,,,,,,,,,,,,,,,,,,
1065,1066,"Wed, Mar 28, 2007",Box Score,Minnesota Timberwolves,102,Utah Jazz,108,,,2007-03-28 00:00:00,108,102,,,,,,,,,,,,,,,,,,,
1066,1067,"Wed, Mar 28, 2007",Box Score,Philadelphia 76ers,108,Washington Wizards,111,,,2007-03-28 00:00:00,111,108,,,,,,,,,,,,,,,,,,,
1067,1068,"Thu, Mar 29, 2007",Box Score,Detroit Pistons,81,Chicago Bulls,83,,,2007-03-29 00:00:00,83,81,,,,,,,,,,,,,,,,,,,
1068,1069,"Thu, Mar 29, 2007",Box Score,Phoenix Suns,119,Golden State Warriors,124,,,2007-03-29 00:00:00,124,119,,,,,,,,,,,,,,,,,,,
1069,1070,"Thu, Mar 29, 2007",Box Score,Memphis Grizzlies,96,Portland Trail Blazers,92,,,2007-03-29 00:00:00,92,96,,,,,,,,,,,,,,,,,,,
1070,1071,"Fri, Mar 30, 2007",Box Score,Milwaukee Bucks,81,Charlotte Bobcats,97,,,2007-03-30 00:00:00,97,81,,,,,,,,,,,,,,,,,,,
1071,1072,"Fri, Mar 30, 2007",Box Score,New York Knicks,103,Dallas Mavericks,105,,,2007-03-30 00:00:00,105,103,,,,,,,,,,,,,,,,,,,
1072,1073,"Fri, Mar 30, 2007",Box Score,New Jersey Nets,105,Detroit Pistons,110,,,2007-03-30 00:00:00,110,105,,,,,,,,,,,,,,,,,,,
1073,1074,"Fri, Mar 30, 2007",Box Score,Houston Rockets,107,Los Angeles Lakers,104,OT,,2007-03-30 00:00:00,104,107,,,,,,,,,,,,,,,,,,,
1074,1075,"Fri, Mar 30, 2007",Box Score,Miami Heat,92,Minnesota Timberwolves,77,,,2007-03-30 00:00:00,77,92,,,,,,,,,,,,,,,,,,,
1075,1076,"Fri, Mar 30, 2007",Box Score,Indiana Pacers,87,Orlando Magic,95,,,2007-03-30 00:00:00,95,87,,,,,,,,,,,,,,,,,,,
1076,1077,"Fri, Mar 30, 2007",Box Score,Boston Celtics,82,Philadelphia 76ers,88,,,2007-03-30 00:00:00,88,82,,,,,,,,,,,,,,,,,,,
1077,1078,"Fri, Mar 30, 2007",Box Score,Denver Nuggets,108,Phoenix Suns,125,,,2007-03-30 00:00:00,125,108,,,,,,,,,,,,,,,,,,,
1078,1079,"Fri, Mar 30, 2007",Box Score,Los Angeles Clippers,105,Sacramento Kings,101,,,2007-03-30 00:00:00,101,105,,,,,,,,,,,,,,,,,,,
1079,1080,"Fri, Mar 30, 2007",Box Score,Utah Jazz,93,San Antonio Spurs,102,,,2007-03-30 00:00:00,102,93,,,,,,,,,,,,,,,,,,,
1080,1081,"Fri, Mar 30, 2007",Box Score,Memphis Grizzlies,93,Seattle SuperSonics,120,,,2007-03-30 00:00:00,120,93,,,,,,,,,,,,,,,,,,,
1081,1082,"Fri, Mar 30, 2007",Box Score,Toronto Raptors,123,Washington Wizards,118,OT,,2007-03-30 00:00:00,118,123,,,,,,,,,,,,,,,,,,,
1082,1083,"Sat, Mar 31, 2007",Box Score,Cleveland Cavaliers,112,Chicago Bulls,108,OT,,2007-03-31 00:00:00,108,112,,,,,,,,,,,,,,,,,,,
1083,1084,"Sat, Mar 31, 2007",Box Score,Philadelphia 76ers,82,New Jersey Nets,86,,,2007-03-31 00:00:00,86,82,,,,,,,,,,,,,,,,,,,
1084,1085,"Sat, Mar 31, 2007",Box Score,New York Knicks,94,New Orleans/Oklahoma City Hornets,103,OT,,2007-03-31 00:00:00,103,94,,,,,,,,,,,,,,,,,,,
1085,1086,"Sat, Mar 31, 2007",Box Score,Los Angeles Clippers,99,Portland Trail Blazers,86,,,2007-03-31 00:00:00,86,99,,,,,,,,,,,,,,,,,,,
1086,1087,"Sun, Apr 1, 2007",Box Score,Chicago Bulls,105,Atlanta Hawks,97,,,2007-04-01 00:00:00,97,105,,,,,,,,,,,,,,,,,,,
1087,1088,"Sun, Apr 1, 2007",Box Score,Cleveland Cavaliers,96,Boston Celtics,98,,,2007-04-01 00:00:00,98,96,,,,,,,,,,,,,,,,,,,
1088,1089,"Sun, Apr 1, 2007",Box Score,Miami Heat,88,Detroit Pistons,94,,,2007-04-01 00:00:00,94,88,,,,,,,,,,,,,,,,,,,
1089,1090,"Sun, Apr 1, 2007",Box Score,Memphis Grizzlies,117,Golden State Warriors,122,,,2007-04-01 00:00:00,122,117,,,,,,,,,,,,,,,,,,,
1090,1091,"Sun, Apr 1, 2007",Box Score,Utah Jazz,86,Houston Rockets,83,,,2007-04-01 00:00:00,83,86,,,,,,,,,,,,,,,,,,,
1091,1092,"Sun, Apr 1, 2007",Box Score,San Antonio Spurs,99,Indiana Pacers,100,,,2007-04-01 00:00:00,100,99,,,,,,,,,,,,,,,,,,,
1092,1093,"Sun, Apr 1, 2007",Box Score,Sacramento Kings,103,Los Angeles Lakers,126,,,2007-04-01 00:00:00,126,103,,,,,,,,,,,,,,,,,,,
1093,1094,"Sun, Apr 1, 2007",Box Score,Washington Wizards,121,Milwaukee Bucks,107,,,2007-04-01 00:00:00,107,121,,,,,,,,,,,,,,,,,,,
1094,1095,"Sun, Apr 1, 2007",Box Score,Minnesota Timberwolves,105,Orlando Magic,104,OT,,2007-04-01 00:00:00,104,105,,,,,,,,,,,,,,,,,,,
1095,1096,"Sun, Apr 1, 2007",Box Score,Dallas Mavericks,104,Phoenix Suns,126,,,2007-04-01 00:00:00,126,104,,,,,,,,,,,,,,,,,,,
1096,1097,"Sun, Apr 1, 2007",Box Score,Denver Nuggets,114,Seattle SuperSonics,103,,,2007-04-01 00:00:00,103,114,,,,,,,,,,,,,,,,,,,
1097,1098,"Sun, Apr 1, 2007",Box Score,Charlotte Bobcats,94,Toronto Raptors,107,,,2007-04-01 00:00:00,107,94,,,,,,,,,,,,,,,,,,,
1098,1099,"Tue, Apr 3, 2007",Box Score,Washington Wizards,102,Charlotte Bobcats,122,,,2007-04-03 00:00:00,122,102,,,,,,,,,,,,,,,,,,,
1099,1100,"Tue, Apr 3, 2007",Box Score,Detroit Pistons,100,Indiana Pacers,85,,,2007-04-03 00:00:00,85,100,,,,,,,,,,,,,,,,,,,
1100,1101,"Tue, Apr 3, 2007",Box Score,Denver Nuggets,111,Los Angeles Lakers,105,,,2007-04-03 00:00:00,105,111,,,,,,,,,,,,,,,,,,,
1101,1102,"Tue, Apr 3, 2007",Box Score,Phoenix Suns,116,Memphis Grizzlies,111,,,2007-04-03 00:00:00,111,116,,,,,,,,,,,,,,,,,,,
1102,1103,"Tue, Apr 3, 2007",Box Score,Toronto Raptors,89,Miami Heat,92,,,2007-04-03 00:00:00,92,89,,,,,,,,,,,,,,,,,,,
1103,1104,"Tue, Apr 3, 2007",Box Score,New Orleans/Oklahoma City Hornets,119,Milwaukee Bucks,101,,,2007-04-03 00:00:00,101,119,,,,,,,,,,,,,,,,,,,
1104,1105,"Tue, Apr 3, 2007",Box Score,Cleveland Cavaliers,101,Minnesota Timberwolves,88,,,2007-04-03 00:00:00,88,101,,,,,,,,,,,,,,,,,,,
1105,1106,"Tue, Apr 3, 2007",Box Score,Dallas Mavericks,97,Sacramento Kings,93,,,2007-04-03 00:00:00,93,97,,,,,,,,,,,,,,,,,,,
1106,1107,"Tue, Apr 3, 2007",Box Score,Seattle SuperSonics,91,San Antonio Spurs,110,,,2007-04-03 00:00:00,110,91,,,,,,,,,,,,,,,,,,,
1107,1108,"Wed, Apr 4, 2007",Box Score,Sacramento Kings,115,Denver Nuggets,120,,,2007-04-04 00:00:00,120,115,,,,,,,,,,,,,,,,,,,
1108,1109,"Wed, Apr 4, 2007",Box Score,Chicago Bulls,106,Detroit Pistons,88,,,2007-04-04 00:00:00,88,106,,,,,,,,,,,,,,,,,,,
1109,1110,"Wed, Apr 4, 2007",Box Score,Golden State Warriors,110,Houston Rockets,99,,,2007-04-04 00:00:00,99,110,,,,,,,,,,,,,,,,,,,
1110,1111,"Wed, Apr 4, 2007",Box Score,Los Angeles Lakers,82,Los Angeles Clippers,90,,,2007-04-04 00:00:00,90,82,,,,,,,,,,,,,,,,,,,
1111,1112,"Wed, Apr 4, 2007",Box Score,Boston Celtics,89,Milwaukee Bucks,98,,,2007-04-04 00:00:00,98,89,,,,,,,,,,,,,,,,,,,
1112,1113,"Wed, Apr 4, 2007",Box Score,Atlanta Hawks,86,New Jersey Nets,101,,,2007-04-04 00:00:00,101,86,,,,,,,,,,,,,,,,,,,
1113,1114,"Wed, Apr 4, 2007",Box Score,Seattle SuperSonics,92,New Orleans/Oklahoma City Hornets,101,OT,,2007-04-04 00:00:00,101,92,,,,,,,,,,,,,,,,,,,
1114,1115,"Wed, Apr 4, 2007",Box Score,Philadelphia 76ers,92,New York Knicks,90,,,2007-04-04 00:00:00,90,92,,,,,,,,,,,,,,,,,,,
1115,1116,"Wed, Apr 4, 2007",Box Score,Toronto Raptors,111,Orlando Magic,108,,,2007-04-04 00:00:00,108,111,,,,,,,,,,,,,,,,,,,
1116,1117,"Wed, Apr 4, 2007",Box Score,Utah Jazz,89,Portland Trail Blazers,94,,,2007-04-04 00:00:00,94,89,,,,,,,,,,,,,,,,,,,
1117,1118,"Wed, Apr 4, 2007",Box Score,Charlotte Bobcats,108,Washington Wizards,100,,,2007-04-04 00:00:00,100,108,,,,,,,,,,,,,,,,,,,
1118,1119,"Thu, Apr 5, 2007",Box Score,Miami Heat,94,Cleveland Cavaliers,90,OT,,2007-04-05 00:00:00,90,94,,,,,,,,,,,,,,,,,,,
1119,1120,"Thu, Apr 5, 2007",Box Score,Phoenix Suns,85,San Antonio Spurs,92,,,2007-04-05 00:00:00,92,85,,,,,,,,,,,,,,,,,,,
1120,1121,"Fri, Apr 6, 2007",Box Score,Milwaukee Bucks,102,Atlanta Hawks,115,,,2007-04-06 00:00:00,115,102,,,,,,,,,,,,,,,,,,,
1121,1122,"Fri, Apr 6, 2007",Box Score,Miami Heat,88,Boston Celtics,85,,,2007-04-06 00:00:00,85,88,,,,,,,,,,,,,,,,,,,
1122,1123,"Fri, Apr 6, 2007",Box Score,Indiana Pacers,112,Charlotte Bobcats,102,,,2007-04-06 00:00:00,102,112,,,,,,,,,,,,,,,,,,,
1123,1124,"Fri, Apr 6, 2007",Box Score,New Jersey Nets,74,Chicago Bulls,105,,,2007-04-06 00:00:00,105,74,,,,,,,,,,,,,,,,,,,
1124,1125,"Fri, Apr 6, 2007",Box Score,Dallas Mavericks,71,Denver Nuggets,75,,,2007-04-06 00:00:00,75,71,,,,,,,,,,,,,,,,,,,
1125,1126,"Fri, Apr 6, 2007",Box Score,Portland Trail Blazers,85,Houston Rockets,78,,,2007-04-06 00:00:00,78,85,,,,,,,,,,,,,,,,,,,
1126,1127,"Fri, Apr 6, 2007",Box Score,Golden State Warriors,116,Memphis Grizzlies,104,,,2007-04-06 00:00:00,104,116,,,,,,,,,,,,,,,,,,,
1127,1128,"Fri, Apr 6, 2007",Box Score,Phoenix Suns,103,New Orleans/Oklahoma City Hornets,95,,,2007-04-06 00:00:00,95,103,,,,,,,,,,,,,,,,,,,
1128,1129,"Fri, Apr 6, 2007",Box Score,Minnesota Timberwolves,99,New York Knicks,94,,,2007-04-06 00:00:00,94,99,,,,,,,,,,,,,,,,,,,
1129,1130,"Fri, Apr 6, 2007",Box Score,Toronto Raptors,94,Philadelphia 76ers,85,,,2007-04-06 00:00:00,85,94,,,,,,,,,,,,,,,,,,,
1130,1131,"Fri, Apr 6, 2007",Box Score,Utah Jazz,103,Sacramento Kings,107,,,2007-04-06 00:00:00,107,103,,,,,,,,,,,,,,,,,,,
1131,1132,"Fri, Apr 6, 2007",Box Score,Los Angeles Lakers,112,Seattle SuperSonics,109,,,2007-04-06 00:00:00,109,112,,,,,,,,,,,,,,,,,,,
1132,1133,"Fri, Apr 6, 2007",Box Score,Cleveland Cavaliers,99,Washington Wizards,94,,,2007-04-06 00:00:00,94,99,,,,,,,,,,,,,,,,,,,
1133,1134,"Sat, Apr 7, 2007",Box Score,Portland Trail Blazers,74,Dallas Mavericks,86,,,2007-04-07 00:00:00,86,74,,,,,,,,,,,,,,,,,,,
1134,1135,"Sat, Apr 7, 2007",Box Score,Boston Celtics,98,Indiana Pacers,105,,,2007-04-07 00:00:00,105,98,,,,,,,,,,,,,,,,,,,
1135,1136,"Sat, Apr 7, 2007",Box Score,Denver Nuggets,96,Los Angeles Clippers,93,,,2007-04-07 00:00:00,93,96,,,,,,,,,,,,,,,,,,,
1136,1137,"Sat, Apr 7, 2007",Box Score,New York Knicks,118,Milwaukee Bucks,113,OT,,2007-04-07 00:00:00,113,118,,,,,,,,,,,,,,,,,,,
1137,1138,"Sat, Apr 7, 2007",Box Score,New Orleans/Oklahoma City Hornets,96,Minnesota Timberwolves,94,,,2007-04-07 00:00:00,94,96,,,,,,,,,,,,,,,,,,,
1138,1139,"Sat, Apr 7, 2007",Box Score,Washington Wizards,114,New Jersey Nets,120,OT,,2007-04-07 00:00:00,120,114,,,,,,,,,,,,,,,,,,,
1139,1140,"Sat, Apr 7, 2007",Box Score,Memphis Grizzlies,89,Orlando Magic,116,,,2007-04-07 00:00:00,116,89,,,,,,,,,,,,,,,,,,,
1140,1141,"Sat, Apr 7, 2007",Box Score,Golden State Warriors,99,San Antonio Spurs,112,,,2007-04-07 00:00:00,112,99,,,,,,,,,,,,,,,,,,,
1141,1142,"Sat, Apr 7, 2007",Box Score,Seattle SuperSonics,106,Utah Jazz,103,,,2007-04-07 00:00:00,103,106,,,,,,,,,,,,,,,,,,,
1142,1143,"Sun, Apr 8, 2007",Box Score,Cleveland Cavaliers,82,Detroit Pistons,87,,,2007-04-08 00:00:00,87,82,,,,,,,,,,,,,,,,,,,
1143,1144,"Sun, Apr 8, 2007",Box Score,Phoenix Suns,115,Los Angeles Lakers,107,,,2007-04-08 00:00:00,107,115,,,,,,,,,,,,,,,,,,,
1144,1145,"Sun, Apr 8, 2007",Box Score,Charlotte Bobcats,111,Miami Heat,103,OT,,2007-04-08 00:00:00,103,111,,,,,,,,,,,,,,,,,,,
1145,1146,"Sun, Apr 8, 2007",Box Score,Atlanta Hawks,104,Philadelphia 76ers,109,OT,,2007-04-08 00:00:00,109,104,,,,,,,,,,,,,,,,,,,
1146,1147,"Sun, Apr 8, 2007",Box Score,Houston Rockets,112,Sacramento Kings,106,,,2007-04-08 00:00:00,106,112,,,,,,,,,,,,,,,,,,,
1147,1148,"Sun, Apr 8, 2007",Box Score,Chicago Bulls,89,Toronto Raptors,103,,,2007-04-08 00:00:00,103,89,,,,,,,,,,,,,,,,,,,
1148,1149,"Mon, Apr 9, 2007",Box Score,Los Angeles Clippers,86,Dallas Mavericks,96,,,2007-04-09 00:00:00,96,86,,,,,,,,,,,,,,,,,,,
1149,1150,"Mon, Apr 9, 2007",Box Score,Los Angeles Lakers,111,Denver Nuggets,115,,,2007-04-09 00:00:00,115,111,,,,,,,,,,,,,,,,,,,
1150,1151,"Mon, Apr 9, 2007",Box Score,Utah Jazz,102,Golden State Warriors,126,,,2007-04-09 00:00:00,126,102,,,,,,,,,,,,,,,,,,,
1151,1152,"Mon, Apr 9, 2007",Box Score,Orlando Magic,117,Milwaukee Bucks,94,,,2007-04-09 00:00:00,94,117,,,,,,,,,,,,,,,,,,,
1152,1153,"Mon, Apr 9, 2007",Box Score,Toronto Raptors,111,Minnesota Timberwolves,100,,,2007-04-09 00:00:00,100,111,,,,,,,,,,,,,,,,,,,
1153,1154,"Mon, Apr 9, 2007",Box Score,Detroit Pistons,91,New York Knicks,83,,,2007-04-09 00:00:00,83,91,,,,,,,,,,,,,,,,,,,
1154,1155,"Mon, Apr 9, 2007",Box Score,Portland Trail Blazers,96,San Antonio Spurs,112,,,2007-04-09 00:00:00,112,96,,,,,,,,,,,,,,,,,,,
1155,1156,"Mon, Apr 9, 2007",Box Score,Houston Rockets,95,Seattle SuperSonics,90,,,2007-04-09 00:00:00,90,95,,,,,,,,,,,,,,,,,,,
1156,1157,"Tue, Apr 10, 2007",Box Score,Boston Celtics,96,Atlanta Hawks,104,,,2007-04-10 00:00:00,104,96,,,,,,,,,,,,,,,,,,,
1157,1158,"Tue, Apr 10, 2007",Box Score,Miami Heat,82,Charlotte Bobcats,92,,,2007-04-10 00:00:00,92,82,,,,,,,,,,,,,,,,,,,
1158,1159,"Tue, Apr 10, 2007",Box Score,New York Knicks,69,Chicago Bulls,98,,,2007-04-10 00:00:00,98,69,,,,,,,,,,,,,,,,,,,
1159,1160,"Tue, Apr 10, 2007",Box Score,Sacramento Kings,112,Memphis Grizzlies,100,,,2007-04-10 00:00:00,100,112,,,,,,,,,,,,,,,,,,,
1160,1161,"Tue, Apr 10, 2007",Box Score,Los Angeles Clippers,100,New Orleans/Oklahoma City Hornets,103,OT,,2007-04-10 00:00:00,103,100,,,,,,,,,,,,,,,,,,,
1161,1162,"Tue, Apr 10, 2007",Box Score,Indiana Pacers,86,Philadelphia 76ers,90,,,2007-04-10 00:00:00,90,86,,,,,,,,,,,,,,,,,,,
1162,1163,"Tue, Apr 10, 2007",Box Score,New Jersey Nets,96,Washington Wizards,92,,,2007-04-10 00:00:00,92,96,,,,,,,,,,,,,,,,,,,
1163,1164,"Wed, Apr 11, 2007",Box Score,Philadelphia 76ers,102,Boston Celtics,94,,,2007-04-11 00:00:00,94,102,,,,,,,,,,,,,,,,,,,
1164,1165,"Wed, Apr 11, 2007",Box Score,Orlando Magic,99,Detroit Pistons,104,,,2007-04-11 00:00:00,104,99,,,,,,,,,,,,,,,,,,,
1165,1166,"Wed, Apr 11, 2007",Box Score,Washington Wizards,82,Miami Heat,85,,,2007-04-11 00:00:00,85,82,,,,,,,,,,,,,,,,,,,
1166,1167,"Wed, Apr 11, 2007",Box Score,Indiana Pacers,104,Milwaukee Bucks,98,,,2007-04-11 00:00:00,98,104,,,,,,,,,,,,,,,,,,,
1167,1168,"Wed, Apr 11, 2007",Box Score,Dallas Mavericks,105,Minnesota Timberwolves,88,,,2007-04-11 00:00:00,88,105,,,,,,,,,,,,,,,,,,,
1168,1169,"Wed, Apr 11, 2007",Box Score,Seattle SuperSonics,91,Phoenix Suns,109,,,2007-04-11 00:00:00,109,91,,,,,,,,,,,,,,,,,,,
1169,1170,"Wed, Apr 11, 2007",Box Score,Houston Rockets,99,Portland Trail Blazers,95,,,2007-04-11 00:00:00,95,99,,,,,,,,,,,,,,,,,,,
1170,1171,"Wed, Apr 11, 2007",Box Score,Sacramento Kings,100,San Antonio Spurs,109,,,2007-04-11 00:00:00,109,100,,,,,,,,,,,,,,,,,,,
1171,1172,"Wed, Apr 11, 2007",Box Score,Denver Nuggets,115,Utah Jazz,106,,,2007-04-11 00:00:00,106,115,,,,,,,,,,,,,,,,,,,
1172,1173,"Thu, Apr 12, 2007",Box Score,New Jersey Nets,76,Cleveland Cavaliers,94,,,2007-04-12 00:00:00,94,76,,,,,,,,,,,,,,,,,,,
1173,1174,"Thu, Apr 12, 2007",Box Score,Los Angeles Clippers,118,Los Angeles Lakers,110,,,2007-04-12 00:00:00,110,118,,,,,,,,,,,,,,,,,,,
