"","Date","","Visitor/Neutral","PTS","Home/Neutral","PTS","","Notes"
"22","Thu, Nov 4, 1999","Box Score","Philadelphia 76ers","80","Phoenix Suns","84","",""
"23","Thu, Nov 4, 1999","Box Score","Golden State Warriors","81","San Antonio Spurs","104","",""
"24","Thu, Nov 4, 1999","Box Score","Dallas Mavericks","96","Seattle SuperSonics","106","",""
"25","Thu, Nov 4, 1999","Box Score","Miami Heat","86","Toronto Raptors","97","",""
"26","Thu, Nov 4, 1999","Box Score","Houston Rockets","82","Utah Jazz","98","",""
"27","Fri, Nov 5, 1999","Box Score","Charlotte Hornets","100","Boston Celtics","103","",""
"28","Fri, Nov 5, 1999","Box Score","Miami Heat","105","Chicago Bulls","87","",""
"29","Fri, Nov 5, 1999","Box Score","New York Knicks","103","Detroit Pistons","91","",""
"30","Fri, Nov 5, 1999","Box Score","San Antonio Spurs","95","Houston Rockets","85","",""
"31","Fri, Nov 5, 1999","Box Score","Philadelphia 76ers","81","Los Angeles Clippers","91","",""
"32","Fri, Nov 5, 1999","Box Score","Toronto Raptors","112","New Jersey Nets","92","",""
"33","Fri, Nov 5, 1999","Box Score","Cleveland Cavaliers","104","Orlando Magic","99","",""
"34","Fri, Nov 5, 1999","Box Score","Denver Nuggets","83","Portland Trail Blazers","95","",""
"35","Fri, Nov 5, 1999","Box Score","Minnesota Timberwolves","95","Sacramento Kings","100","","at Tokyo, Japan"
"36","Sat, Nov 6, 1999","Box Score","Chicago Bulls","97","Atlanta Hawks","113","",""
"37","Sat, Nov 6, 1999","Box Score","New York Knicks","93","Cleveland Cavaliers","102","",""
"38","Sat, Nov 6, 1999","Box Score","Dallas Mavericks","120","Golden State Warriors","97","",""
"39","Sat, Nov 6, 1999","Box Score","Boston Celtics","108","Indiana Pacers","115","",""
"40","Sat, Nov 6, 1999","Box Score","Detroit Pistons","111","Milwaukee Bucks","121","",""
"41","Sat, Nov 6, 1999","Box Score","Sacramento Kings","101","Minnesota Timberwolves","114","","at Tokyo, Japan"
"42","Sat, Nov 6, 1999","Box Score","Los Angeles Lakers","82","Portland Trail Blazers","97","",""
"43","Sat, Nov 6, 1999","Box Score","Utah Jazz","94","Seattle SuperSonics","99","",""
"44","Sat, Nov 6, 1999","Box Score","Denver Nuggets","94","Vancouver Grizzlies","109","",""
"45","Sat, Nov 6, 1999","Box Score","Orlando Magic","107","Washington Wizards","104","",""
"46","Sun, Nov 7, 1999","Box Score","Dallas Mavericks","97","Los Angeles Lakers","105","",""
"47","Sun, Nov 7, 1999","Box Score","Washington Wizards","87","New Jersey Nets","112","",""
"48","Sun, Nov 7, 1999","Box Score","San Antonio Spurs","74","Phoenix Suns","77","",""
"49","Sun, Nov 7, 1999","Box Score","Charlotte Hornets","99","Toronto Raptors","109","",""
"50","Mon, Nov 8, 1999","Box Score","Atlanta Hawks","100","Denver Nuggets","115","",""
"51","Mon, Nov 8, 1999","Box Score","Orlando Magic","102","Houston Rockets","97","",""
"52","Mon, Nov 8, 1999","Box Score","Utah Jazz","94","Los Angeles Clippers","79","",""
"53","Mon, Nov 8, 1999","Box Score","Milwaukee Bucks","101","New York Knicks","111","OT",""
"54","Mon, Nov 8, 1999","Box Score","Seattle SuperSonics","98","Philadelphia 76ers","117","",""
"55","Tue, Nov 9, 1999","Box Score","Phoenix Suns","103","Chicago Bulls","80","",""
"56","Tue, Nov 9, 1999","Box Score","Los Angeles Lakers","123","Dallas Mavericks","101","",""
"57","Tue, Nov 9, 1999","Box Score","San Antonio Spurs","118","Golden State Warriors","89","",""
"58","Tue, Nov 9, 1999","Box Score","Indiana Pacers","101","Miami Heat","113","",""
"59","Tue, Nov 9, 1999","Box Score","Portland Trail Blazers","87","Utah Jazz","92","",""
"60","Wed, Nov 10, 1999","Box Score","Detroit Pistons","110","Boston Celtics","92","",""
"61","Wed, Nov 10, 1999","Box Score","Milwaukee Bucks","111","Charlotte Hornets","117","",""
"62","Wed, Nov 10, 1999","Box Score","Los Angeles Lakers","89","Houston Rockets","88","",""
"63","Wed, Nov 10, 1999","Box Score","San Antonio Spurs","99","Los Angeles Clippers","94","",""
"64","Wed, Nov 10, 1999","Box Score","Phoenix Suns","104","New Jersey Nets","89","",""
"65","Wed, Nov 10, 1999","Box Score","Philadelphia 76ers","105","Orlando Magic","110","",""
"66","Wed, Nov 10, 1999","Box Score","Atlanta Hawks","97","Vancouver Grizzlies","102","OT",""
"67","Wed, Nov 10, 1999","Box Score","Seattle SuperSonics","109","Washington Wizards","95","",""
"68","Thu, Nov 11, 1999","Box Score","Seattle SuperSonics","109","Cleveland Cavaliers","103","",""
"69","Thu, Nov 11, 1999","Box Score","Toronto Raptors","123","Detroit Pistons","106","",""
"70","Thu, Nov 11, 1999","Box Score","Orlando Magic","101","Indiana Pacers","116","",""
"71","Thu, Nov 11, 1999","Box Score","Dallas Mavericks","105","Miami Heat","128","",""
"72","Thu, Nov 11, 1999","Box Score","New York Knicks","90","Minnesota Timberwolves","93","",""
"73","Fri, Nov 12, 1999","Box Score","New York Knicks","74","Boston Celtics","80","",""
"74","Fri, Nov 12, 1999","Box Score","New Jersey Nets","92","Charlotte Hornets","96","",""
"75","Fri, Nov 12, 1999","Box Score","Portland Trail Blazers","93","Denver Nuggets","78","",""
"76","Fri, Nov 12, 1999","Box Score","Houston Rockets","97","Los Angeles Lakers","81","",""
"77","Fri, Nov 12, 1999","Box Score","Phoenix Suns","92","Milwaukee Bucks","107","",""
"78","Fri, Nov 12, 1999","Box Score","Chicago Bulls","86","Philadelphia 76ers","92","",""
"79","Fri, Nov 12, 1999","Box Score","Utah Jazz","92","Sacramento Kings","105","",""
"80","Fri, Nov 12, 1999","Box Score","Golden State Warriors","103","Vancouver Grizzlies","93","",""
"81","Fri, Nov 12, 1999","Box Score","Miami Heat","104","Washington Wizards","95","",""
"82","Sat, Nov 13, 1999","Box Score","Boston Celtics","91","Chicago Bulls","92","",""
"83","Sat, Nov 13, 1999","Box Score","Milwaukee Bucks","112","Cleveland Cavaliers","117","",""
"84","Sat, Nov 13, 1999","Box Score","Orlando Magic","117","Dallas Mavericks","125","",""
"85","Sat, Nov 13, 1999","Box Score","Seattle SuperSonics","99","Detroit Pistons","107","",""
"86","Sat, Nov 13, 1999","Box Score","Houston Rockets","103","Golden State Warriors","95","",""
"87","Sat, Nov 13, 1999","Box Score","Washington Wizards","83","Indiana Pacers","105","",""
"88","Sat, Nov 13, 1999","Box Score","Phoenix Suns","100","Minnesota Timberwolves","111","",""
"89","Sat, Nov 13, 1999","Box Score","Atlanta Hawks","95","Portland Trail Blazers","131","",""
"90","Sat, Nov 13, 1999","Box Score","Charlotte Hornets","79","San Antonio Spurs","95","",""
"91","Sun, Nov 14, 1999","Box Score","Atlanta Hawks","88","Los Angeles Lakers","93","",""
"92","Sun, Nov 14, 1999","Box Score","Miami Heat","94","New York Knicks","88","",""
"93","Sun, Nov 14, 1999","Box Score","Denver Nuggets","116","Sacramento Kings","126","",""
"94","Sun, Nov 14, 1999","Box Score","Philadelphia 76ers","93","Toronto Raptors","90","",""
"95","Sun, Nov 14, 1999","Box Score","Los Angeles Clippers","89","Vancouver Grizzlies","109","",""
"96","Mon, Nov 15, 1999","Box Score","Indiana Pacers","96","Houston Rockets","87","",""
"97","Mon, Nov 15, 1999","Box Score","Seattle SuperSonics","100","New Jersey Nets","92","",""
"98","Mon, Nov 15, 1999","Box Score","Los Angeles Lakers","91","Phoenix Suns","82","",""
"99","Mon, Nov 15, 1999","Box Score","San Antonio Spurs","85","Utah Jazz","91","",""
"100","Tue, Nov 16, 1999","Box Score","Charlotte Hornets","98","Atlanta Hawks","103","",""
"101","Tue, Nov 16, 1999","Box Score","Houston Rockets","95","Dallas Mavericks","114","",""
"102","Tue, Nov 16, 1999","Box Score","New York Knicks","102","Denver Nuggets","95","",""
"103","Tue, Nov 16, 1999","Box Score","Chicago Bulls","79","Golden State Warriors","99","",""
"104","Tue, Nov 16, 1999","Box Score","Portland Trail Blazers","101","Miami Heat","96","",""
"105","Tue, Nov 16, 1999","Box Score","Los Angeles Clippers","93","Milwaukee Bucks","101","",""
"106","Tue, Nov 16, 1999","Box Score","Vancouver Grizzlies","77","Sacramento Kings","81","",""
"107","Tue, Nov 16, 1999","Box Score","Indiana Pacers","87","San Antonio Spurs","90","OT",""
"108","Tue, Nov 16, 1999","Box Score","Detroit Pistons","85","Toronto Raptors","89","",""
"109","Tue, Nov 16, 1999","Box Score","Philadelphia 76ers","95","Washington Wizards","73","",""
"110","Wed, Nov 17, 1999","Box Score","Cleveland Cavaliers","103","Boston Celtics","114","",""
"111","Wed, Nov 17, 1999","Box Score","Dallas Mavericks","99","Charlotte Hornets","104","",""
"112","Wed, Nov 17, 1999","Box Score","New Jersey Nets","107","Detroit Pistons","109","",""
"113","Wed, Nov 17, 1999","Box Score","Los Angeles Clippers","89","Minnesota Timberwolves","85","",""
"114","Wed, Nov 17, 1999","Box Score","Portland Trail Blazers","81","Orlando Magic","79","",""
"115","Wed, Nov 17, 1999","Box Score","Miami Heat","98","Philadelphia 76ers","93","",""
"116","Wed, Nov 17, 1999","Box Score","Chicago Bulls","81","Phoenix Suns","105","",""
"117","Wed, Nov 17, 1999","Box Score","Golden State Warriors","108","Seattle SuperSonics","111","",""
"118","Wed, Nov 17, 1999","Box Score","New York Knicks","90","Utah Jazz","98","",""
"119","Thu, Nov 18, 1999","Box Score","Los Angeles Lakers","82","Denver Nuggets","93","",""
"120","Thu, Nov 18, 1999","Box Score","Sacramento Kings","128","Houston Rockets","110","",""
"121","Thu, Nov 18, 1999","Box Score","San Antonio Spurs","88","Milwaukee Bucks","99","",""
"122","Thu, Nov 18, 1999","Box Score","Seattle SuperSonics","110","Vancouver Grizzlies","108","",""
"123","Thu, Nov 18, 1999","Box Score","Toronto Raptors","81","Washington Wizards","92","",""
"124","Fri, Nov 19, 1999","Box Score","New Jersey Nets","96","Boston Celtics","109","",""
"125","Fri, Nov 19, 1999","Box Score","Sacramento Kings","103","Dallas Mavericks","94","",""
"126","Fri, Nov 19, 1999","Box Score","Cleveland Cavaliers","90","Detroit Pistons","101","",""
"127","Fri, Nov 19, 1999","Box Score","Atlanta Hawks","105","Indiana Pacers","99","",""
"128","Fri, Nov 19, 1999","Box Score","Chicago Bulls","95","Los Angeles Lakers","103","",""
"129","Fri, Nov 19, 1999","Box Score","Utah Jazz","84","Minnesota Timberwolves","89","",""
"130","Fri, Nov 19, 1999","Box Score","Charlotte Hornets","103","Orlando Magic","92","",""
"131","Fri, Nov 19, 1999","Box Score","Portland Trail Blazers","97","Philadelphia 76ers","91","",""
"132","Fri, Nov 19, 1999","Box Score","New York Knicks","81","Phoenix Suns","96","",""
"133","Fri, Nov 19, 1999","Box Score","Los Angeles Clippers","100","Toronto Raptors","106","",""
"134","Sat, Nov 20, 1999","Box Score","Orlando Magic","107","Atlanta Hawks","103","",""
"135","Sat, Nov 20, 1999","Box Score","Portland Trail Blazers","100","Charlotte Hornets","96","OT",""
"136","Sat, Nov 20, 1999","Box Score","Indiana Pacers","107","Cleveland Cavaliers","98","",""
"137","Sat, Nov 20, 1999","Box Score","Chicago Bulls","86","Denver Nuggets","95","",""
"138","Sat, Nov 20, 1999","Box Score","New York Knicks","86","Golden State Warriors","79","",""
"139","Sat, Nov 20, 1999","Box Score","Boston Celtics","92","Miami Heat","110","",""
"140","Sat, Nov 20, 1999","Box Score","Utah Jazz","111","Milwaukee Bucks","100","",""
"141","Sat, Nov 20, 1999","Box Score","Philadelphia 76ers","100","New Jersey Nets","96","",""
"142","Sat, Nov 20, 1999","Box Score","Dallas Mavericks","90","San Antonio Spurs","106","",""
"143","Sat, Nov 20, 1999","Box Score","Houston Rockets","107","Seattle SuperSonics","110","",""
"144","Sat, Nov 20, 1999","Box Score","Los Angeles Clippers","98","Washington Wizards","89","",""
"145","Sun, Nov 21, 1999","Box Score","Milwaukee Bucks","94","Detroit Pistons","113","",""
"146","Sun, Nov 21, 1999","Box Score","Toronto Raptors","111","Los Angeles Lakers","102","",""
"147","Sun, Nov 21, 1999","Box Score","Seattle SuperSonics","86","Phoenix Suns","99","",""
"148","Sun, Nov 21, 1999","Box Score","Houston Rockets","105","Sacramento Kings","110","",""
"149","Sun, Nov 21, 1999","Box Score","Minnesota Timberwolves","105","Vancouver Grizzlies","81","",""
"150","Mon, Nov 22, 1999","Box Score","Indiana Pacers","85","Boston Celtics","95","",""
"151","Mon, Nov 22, 1999","Box Score","San Antonio Spurs","94","Philadelphia 76ers","91","",""
"152","Mon, Nov 22, 1999","Box Score","Minnesota Timberwolves","93","Utah Jazz","108","",""
"153","Tue, Nov 23, 1999","Box Score","Miami Heat","106","Atlanta Hawks","113","",""
"154","Tue, Nov 23, 1999","Box Score","Portland Trail Blazers","100","Cleveland Cavaliers","103","",""
"155","Tue, Nov 23, 1999","Box Score","Dallas Mavericks","99","Houston Rockets","119","",""
"156","Tue, Nov 23, 1999","Box Score","New York Knicks","95","Los Angeles Clippers","100","",""
"157","Tue, Nov 23, 1999","Box Score","Toronto Raptors","93","Phoenix Suns","94","",""
"158","Tue, Nov 23, 1999","Box Score","New Jersey Nets","92","Sacramento Kings","105","",""
"159","Tue, Nov 23, 1999","Box Score","Vancouver Grizzlies","87","Washington Wizards","89","",""
"160","Wed, Nov 24, 1999","Box Score","San Antonio Spurs","121","Boston Celtics","98","",""
"161","Wed, Nov 24, 1999","Box Score","Vancouver Grizzlies","73","Charlotte Hornets","89","",""
"162","Wed, Nov 24, 1999","Box Score","Toronto Raptors","84","Denver Nuggets","109","",""
"163","Wed, Nov 24, 1999","Box Score","New Jersey Nets","92","Golden State Warriors","84","",""
"164","Wed, Nov 24, 1999","Box Score","Utah Jazz","82","Los Angeles Lakers","90","",""
"165","Wed, Nov 24, 1999","Box Score","Atlanta Hawks","91","Miami Heat","93","",""
"166","Wed, Nov 24, 1999","Box Score","Chicago Bulls","95","Milwaukee Bucks","102","",""
"167","Wed, Nov 24, 1999","Box Score","Portland Trail Blazers","88","Minnesota Timberwolves","81","",""
"168","Wed, Nov 24, 1999","Box Score","Dallas Mavericks","100","Orlando Magic","112","",""
"169","Wed, Nov 24, 1999","Box Score","Washington Wizards","101","Philadelphia 76ers","93","",""
"170","Thu, Nov 25, 1999","Box Score","Detroit Pistons","107","Indiana Pacers","99","",""
"171","Fri, Nov 26, 1999","Box Score","Milwaukee Bucks","114","Boston Celtics","112","",""
"172","Fri, Nov 26, 1999","Box Score","Washington Wizards","85","Charlotte Hornets","118","",""
"173","Fri, Nov 26, 1999","Box Score","Minnesota Timberwolves","105","Denver Nuggets","114","",""
"174","Fri, Nov 26, 1999","Box Score","Atlanta Hawks","91","Detroit Pistons","93","",""
"175","Fri, Nov 26, 1999","Box Score","Vancouver Grizzlies","86","Indiana Pacers","105","",""
"176","Fri, Nov 26, 1999","Box Score","New Jersey Nets","80","Los Angeles Lakers","103","",""
"177","Fri, Nov 26, 1999","Box Score","Cleveland Cavaliers","83","Philadelphia 76ers","106","",""
"178","Fri, Nov 26, 1999","Box Score","Houston Rockets","88","Portland Trail Blazers","91","OT",""
"179","Fri, Nov 26, 1999","Box Score","Golden State Warriors","95","Sacramento Kings","124","",""
"180","Fri, Nov 26, 1999","Box Score","Chicago Bulls","78","San Antonio Spurs","101","",""
"181","Fri, Nov 26, 1999","Box Score","Los Angeles Clippers","93","Seattle SuperSonics","98","",""
"182","Fri, Nov 26, 1999","Box Score","Toronto Raptors","100","Utah Jazz","87","",""
"183","Sat, Nov 27, 1999","Box Score","Boston Celtics","84","Atlanta Hawks","94","",""
"184","Sat, Nov 27, 1999","Box Score","Charlotte Hornets","89","Cleveland Cavaliers","106","",""
"185","Sat, Nov 27, 1999","Box Score","Chicago Bulls","83","Dallas Mavericks","95","",""
"186","Sat, Nov 27, 1999","Box Score","Toronto Raptors","106","Golden State Warriors","88","",""
"187","Sat, Nov 27, 1999","Box Score","Portland Trail Blazers","88","Los Angeles Clippers","71","",""
"188","Sat, Nov 27, 1999","Box Score","Washington Wizards","86","Miami Heat","89","",""
"189","Sat, Nov 27, 1999","Box Score","Philadelphia 76ers","82","Milwaukee Bucks","79","",""
"190","Sat, Nov 27, 1999","Box Score","Vancouver Grizzlies","82","Minnesota Timberwolves","113","",""
"191","Sat, Nov 27, 1999","Box Score","Orlando Magic","96","New York Knicks","99","",""
"192","Sat, Nov 27, 1999","Box Score","New Jersey Nets","90","Phoenix Suns","129","",""
"193","Sat, Nov 27, 1999","Box Score","Denver Nuggets","87","San Antonio Spurs","106","",""
"194","Sun, Nov 28, 1999","Box Score","Orlando Magic","108","Detroit Pistons","99","",""
"195","Sun, Nov 28, 1999","Box Score","Indiana Pacers","91","Seattle SuperSonics","102","",""
"196","Mon, Nov 29, 1999","Box Score","Sacramento Kings","88","Miami Heat","98","",""
"197","Mon, Nov 29, 1999","Box Score","Dallas Mavericks","82","New York Knicks","107","",""
"198","Mon, Nov 29, 1999","Box Score","Indiana Pacers","93","Portland Trail Blazers","91","",""
"199","Mon, Nov 29, 1999","Box Score","Golden State Warriors","99","Utah Jazz","115","",""
"200","Mon, Nov 29, 1999","Box Score","Houston Rockets","118","Vancouver Grizzlies","110","OT",""
"201","Tue, Nov 30, 1999","Box Score","Dallas Mavericks","99","Cleveland Cavaliers","106","",""
"202","Tue, Nov 30, 1999","Box Score","Phoenix Suns","94","Los Angeles Clippers","80","",""
"203","Tue, Nov 30, 1999","Box Score","Denver Nuggets","92","Minnesota Timberwolves","109","",""
"204","Tue, Nov 30, 1999","Box Score","Washington Wizards","85","New Jersey Nets","78","",""
"205","Tue, Nov 30, 1999","Box Score","Sacramento Kings","111","Orlando Magic","102","",""
"206","Tue, Nov 30, 1999","Box Score","New York Knicks","70","Philadelphia 76ers","74","",""
"207","Tue, Nov 30, 1999","Box Score","Detroit Pistons","87","San Antonio Spurs","106","",""
"208","Tue, Nov 30, 1999","Box Score","Los Angeles Lakers","101","Seattle SuperSonics","77","",""
"209","Tue, Nov 30, 1999","Box Score","Atlanta Hawks","107","Toronto Raptors","89","",""
"210","Wed, Dec 1, 1999","Box Score","Detroit Pistons","96","Denver Nuggets","100","",""
"211","Wed, Dec 1, 1999","Box Score","Golden State Warriors","75","Los Angeles Lakers","93","",""
"212","Wed, Dec 1, 1999","Box Score","Philadelphia 76ers","83","Miami Heat","90","",""
"213","Wed, Dec 1, 1999","Box Score","Houston Rockets","122","Phoenix Suns","128","2OT",""
"214","Wed, Dec 1, 1999","Box Score","Charlotte Hornets","90","Portland Trail Blazers","94","",""
"215","Wed, Dec 1, 1999","Box Score","Indiana Pacers","96","Vancouver Grizzlies","89","",""
"216","Wed, Dec 1, 1999","Box Score","Cleveland Cavaliers","111","Washington Wizards","108","",""
"217","Thu, Dec 2, 1999","Box Score","Sacramento Kings","100","Atlanta Hawks","110","",""
"218","Thu, Dec 2, 1999","Box Score","Dallas Mavericks","101","Chicago Bulls","95","",""
"219","Thu, Dec 2, 1999","Box Score","Seattle SuperSonics","117","Golden State Warriors","108","",""
"220","Thu, Dec 2, 1999","Box Score","Houston Rockets","109","Los Angeles Clippers","96","",""
"221","Thu, Dec 2, 1999","Box Score","New York Knicks","84","Milwaukee Bucks","80","",""
"222","Thu, Dec 2, 1999","Box Score","Orlando Magic","103","Minnesota Timberwolves","93","",""
"223","Thu, Dec 2, 1999","Box Score","San Antonio Spurs","96","New Jersey Nets","94","",""
"224","Fri, Dec 3, 1999","Box Score","Miami Heat","84","Boston Celtics","96","",""
"225","Fri, Dec 3, 1999","Box Score","Philadelphia 76ers","102","Cleveland Cavaliers","100","OT",""
"226","Fri, Dec 3, 1999","Box Score","Orlando Magic","112","Denver Nuggets","100","",""
"227","Fri, Dec 3, 1999","Box Score","San Antonio Spurs","80","Detroit Pistons","102","",""
"228","Fri, Dec 3, 1999","Box Score","Portland Trail Blazers","80","Los Angeles Lakers","93","",""
"229","Fri, Dec 3, 1999","Box Score","Washington Wizards","93","Toronto Raptors","95","",""
"230","Fri, Dec 3, 1999","Box Score","Indiana Pacers","100","Utah Jazz","75","",""
"231","Fri, Dec 3, 1999","Box Score","Charlotte Hornets","113","Vancouver Grizzlies","94","",""
"232","Sat, Dec 4, 1999","Box Score","Detroit Pistons","110","Atlanta Hawks","112","",""
"233","Sat, Dec 4, 1999","Box Score","Milwaukee Bucks","92","Chicago Bulls","91","",""
"234","Sat, Dec 4, 1999","Box Score","Utah Jazz","94","Golden State Warriors","82","",""
"235","Sat, Dec 4, 1999","Box Score","Phoenix Suns","95","Houston Rockets","105","",""
"236","Sat, Dec 4, 1999","Box Score","Seattle SuperSonics","102","Los Angeles Clippers","89","",""
"237","Sat, Dec 4, 1999","Box Score","Dallas Mavericks","103","Minnesota Timberwolves","84","",""
"238","Sat, Dec 4, 1999","Box Score","New York Knicks","92","New Jersey Nets","82","",""
"239","Sat, Dec 4, 1999","Box Score","Boston Celtics","74","Philadelphia 76ers","77","",""
"240","Sat, Dec 4, 1999","Box Score","Sacramento Kings","114","Washington Wizards","104","",""
"241","Sun, Dec 5, 1999","Box Score","Orlando Magic","100","Los Angeles Lakers","117","",""
"242","Sun, Dec 5, 1999","Box Score","Dallas Mavericks","97","Milwaukee Bucks","103","",""
"243","Sun, Dec 5, 1999","Box Score","Denver Nuggets","80","New York Knicks","78","",""
"244","Sun, Dec 5, 1999","Box Score","Portland Trail Blazers","92","Phoenix Suns","90","",""
"245","Sun, Dec 5, 1999","Box Score","Charlotte Hornets","103","Seattle SuperSonics","81","",""
"246","Sun, Dec 5, 1999","Box Score","San Antonio Spurs","92","Toronto Raptors","98","",""
"247","Mon, Dec 6, 1999","Box Score","Vancouver Grizzlies","99","Houston Rockets","102","",""
"248","Mon, Dec 6, 1999","Box Score","Miami Heat","99","Los Angeles Clippers","91","",""
"249","Mon, Dec 6, 1999","Box Score","Sacramento Kings","95","New Jersey Nets","109","",""
"250","Mon, Dec 6, 1999","Box Score","Denver Nuggets","94","Philadelphia 76ers","77","",""
"251","Mon, Dec 6, 1999","Box Score","Washington Wizards","96","Utah Jazz","102","",""
"252","Tue, Dec 7, 1999","Box Score","Vancouver Grizzlies","104","Dallas Mavericks","95","",""
"253","Tue, Dec 7, 1999","Box Score","San Antonio Spurs","77","Indiana Pacers","83","",""
"254","Tue, Dec 7, 1999","Box Score","Washington Wizards","80","Los Angeles Lakers","91","",""
"255","Tue, Dec 7, 1999","Box Score","Detroit Pistons","116","Milwaukee Bucks","112","",""
"256","Tue, Dec 7, 1999","Box Score","Golden State Warriors","83","New York Knicks","89","",""
"257","Tue, Dec 7, 1999","Box Score","Orlando Magic","107","Phoenix Suns","110","",""
"258","Tue, Dec 7, 1999","Box Score","Miami Heat","86","Portland Trail Blazers","76","",""
"259","Tue, Dec 7, 1999","Box Score","Cleveland Cavaliers","98","Toronto Raptors","101","",""
"260","Wed, Dec 8, 1999","Box Score","Los Angeles Clippers","81","Atlanta Hawks","99","",""
"261","Wed, Dec 8, 1999","Box Score","Denver Nuggets","90","Boston Celtics","115","",""
"262","Wed, Dec 8, 1999","Box Score","Golden State Warriors","106","Charlotte Hornets","113","",""
"263","Wed, Dec 8, 1999","Box Score","Chicago Bulls","93","Cleveland Cavaliers","107","",""
"264","Wed, Dec 8, 1999","Box Score","Milwaukee Bucks","90","New Jersey Nets","107","",""
"265","Wed, Dec 8, 1999","Box Score","Houston Rockets","73","Philadelphia 76ers","83","",""
"266","Wed, Dec 8, 1999","Box Score","Los Angeles Lakers","91","Sacramento Kings","103","",""
"267","Wed, Dec 8, 1999","Box Score","Minnesota Timberwolves","94","Seattle SuperSonics","110","",""
"268","Wed, Dec 8, 1999","Box Score","Dallas Mavericks","79","Utah Jazz","85","",""
"269","Thu, Dec 9, 1999","Box Score","Washington Wizards","85","Phoenix Suns","99","",""
"270","Thu, Dec 9, 1999","Box Score","Minnesota Timberwolves","86","Portland Trail Blazers","90","",""
"271","Thu, Dec 9, 1999","Box Score","Vancouver Grizzlies","91","San Antonio Spurs","99","",""
"272","Fri, Dec 10, 1999","Box Score","Golden State Warriors","107","Atlanta Hawks","99","",""
"273","Fri, Dec 10, 1999","Box Score","Houston Rockets","96","Boston Celtics","100","",""
"274","Fri, Dec 10, 1999","Box Score","Denver Nuggets","99","Charlotte Hornets","106","",""
"275","Fri, Dec 10, 1999","Box Score","New Jersey Nets","69","Chicago Bulls","71","",""
"276","Fri, Dec 10, 1999","Box Score","Los Angeles Clippers","83","Detroit Pistons","107","",""
"277","Fri, Dec 10, 1999","Box Score","Cleveland Cavaliers","88","Indiana Pacers","136","",""
"278","Fri, Dec 10, 1999","Box Score","Philadelphia 76ers","78","New York Knicks","85","",""
"279","Fri, Dec 10, 1999","Box Score","Miami Heat","107","Sacramento Kings","97","",""
"280","Fri, Dec 10, 1999","Box Score","Milwaukee Bucks","107","Toronto Raptors","91","",""
"281","Fri, Dec 10, 1999","Box Score","Seattle SuperSonics","83","Utah Jazz","101","",""
"282","Sat, Dec 11, 1999","Box Score","Atlanta Hawks","116","Cleveland Cavaliers","127","",""
"283","Sat, Dec 11, 1999","Box Score","Phoenix Suns","115","Dallas Mavericks","120","",""
"284","Sat, Dec 11, 1999","Box Score","Los Angeles Clippers","90","Indiana Pacers","108","",""
"285","Sat, Dec 11, 1999","Box Score","Denver Nuggets","101","Milwaukee Bucks","99","",""
"286","Sat, Dec 11, 1999","Box Score","Golden State Warriors","104","Minnesota Timberwolves","76","",""
"287","Sat, Dec 11, 1999","Box Score","Houston Rockets","94","New Jersey Nets","106","",""
"288","Sat, Dec 11, 1999","Box Score","Chicago Bulls","87","Orlando Magic","108","",""
