,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,line,game_date
510,511,"Wed, Jan 9, 2008",Box Score,Detroit Pistons,86,Dallas Mavericks,102,,,2.5,0
511,512,"Wed, Jan 9, 2008",Box Score,Orlando Magic,113,Los Angeles Clippers,106,,,-4,0
512,513,"Wed, Jan 9, 2008",Box Score,Miami Heat,92,Milwaukee Bucks,98,,,.,0
513,514,"Wed, Jan 9, 2008",Box Score,Seattle SuperSonics,88,New Jersey Nets,99,,,.,0
514,515,"Wed, Jan 9, 2008",Box Score,Los Angeles Lakers,109,New Orleans Hornets,80,,,-5,0
515,516,"Wed, Jan 9, 2008",Box Score,Houston Rockets,101,New York Knicks,92,,,.,0
516,517,"Wed, Jan 9, 2008",Box Score,Indiana Pacers,122,Phoenix Suns,129,OT,,11,0
517,518,"Wed, Jan 9, 2008",Box Score,Golden State Warriors,91,Portland Trail Blazers,109,,,.,0
518,519,"Wed, Jan 9, 2008",Box Score,Philadelphia 76ers,96,Toronto Raptors,109,,,9,0
519,520,"Thu, Jan 10, 2008",Box Score,Memphis Grizzlies,113,Sacramento Kings,116,,,3.5,0
520,521,"Thu, Jan 10, 2008",Box Score,Detroit Pistons,90,San Antonio Spurs,80,,,3.5,0
521,522,"Thu, Jan 10, 2008",Box Score,Phoenix Suns,86,Utah Jazz,108,,,6,0
522,523,"Fri, Jan 11, 2008",Box Score,Washington Wizards,102,Atlanta Hawks,98,OT,,2.5,0
523,524,"Fri, Jan 11, 2008",Box Score,Charlotte Bobcats,106,Cleveland Cavaliers,113,2OT,,7.5,0
524,525,"Fri, Jan 11, 2008",Box Score,Orlando Magic,103,Denver Nuggets,113,,,5,0
525,526,"Fri, Jan 11, 2008",Box Score,Memphis Grizzlies,104,Golden State Warriors,116,,,9.5,0
526,527,"Fri, Jan 11, 2008",Box Score,Minnesota Timberwolves,82,Houston Rockets,113,,,10.5,0
527,528,"Fri, Jan 11, 2008",Box Score,Milwaukee Bucks,105,Los Angeles Lakers,110,,,13,0
528,529,"Fri, Jan 11, 2008",Box Score,Boston Celtics,86,New Jersey Nets,77,,,-7.5,0
529,530,"Fri, Jan 11, 2008",Box Score,Miami Heat,88,New Orleans Hornets,114,,,-5,0
530,531,"Fri, Jan 11, 2008",Box Score,Toronto Raptors,99,New York Knicks,90,,,11.5,0
531,532,"Fri, Jan 11, 2008",Box Score,Chicago Bulls,100,Philadelphia 76ers,97,,,2,0
532,533,"Fri, Jan 11, 2008",Box Score,Dallas Mavericks,90,Seattle SuperSonics,70,,,-8.5,0
533,534,"Sat, Jan 12, 2008",Box Score,Detroit Pistons,103,Charlotte Bobcats,100,OT,,-10,0
534,535,"Sat, Jan 12, 2008",Box Score,Dallas Mavericks,95,Los Angeles Clippers,94,,,-7.5,0
535,536,"Sat, Jan 12, 2008",Box Score,Milwaukee Bucks,114,Phoenix Suns,122,,,13,0
536,537,"Sat, Jan 12, 2008",Box Score,Indiana Pacers,111,Sacramento Kings,105,,,2.5,0
537,538,"Sat, Jan 12, 2008",Box Score,Minnesota Timberwolves,88,San Antonio Spurs,105,,,15.5,0
538,539,"Sat, Jan 12, 2008",Box Score,Orlando Magic,115,Utah Jazz,119,,,7,0
539,540,"Sat, Jan 12, 2008",Box Score,Boston Celtics,78,Washington Wizards,85,,,-7,0
540,541,"Sun, Jan 13, 2008",Box Score,Chicago Bulls,84,Atlanta Hawks,105,,,3.5,0
541,542,"Sun, Jan 13, 2008",Box Score,Indiana Pacers,101,Golden State Warriors,106,,,9.5,0
542,543,"Sun, Jan 13, 2008",Box Score,New Orleans Hornets,87,Houston Rockets,82,,,0,0
543,544,"Sun, Jan 13, 2008",Box Score,Memphis Grizzlies,99,Los Angeles Lakers,100,,,11.5,0
544,545,"Sun, Jan 13, 2008",Box Score,Detroit Pistons,65,New York Knicks,89,,,-8,0
545,546,"Sun, Jan 13, 2008",Box Score,Portland Trail Blazers,109,Toronto Raptors,116,2OT,,4.5,0
546,547,"Mon, Jan 14, 2008",Box Score,Washington Wizards,88,Boston Celtics,83,,,11.5,0
547,548,"Mon, Jan 14, 2008",Box Score,Denver Nuggets,116,Charlotte Bobcats,119,,,-4.5,0
548,549,"Mon, Jan 14, 2008",Box Score,Portland Trail Blazers,99,New Jersey Nets,73,,,5,0
549,550,"Mon, Jan 14, 2008",Box Score,Dallas Mavericks,120,Sacramento Kings,122,,,-6,0
550,551,"Mon, Jan 14, 2008",Box Score,Philadelphia 76ers,82,San Antonio Spurs,89,,,11,0
551,552,"Mon, Jan 14, 2008",Box Score,Los Angeles Lakers,123,Seattle SuperSonics,121,OT,,-5,0
552,553,"Mon, Jan 14, 2008",Box Score,Milwaukee Bucks,87,Utah Jazz,98,,,10,0
553,554,"Tue, Jan 15, 2008",Box Score,Denver Nuggets,93,Atlanta Hawks,104,,,2.5,0
554,555,"Tue, Jan 15, 2008",Box Score,Toronto Raptors,89,Detroit Pistons,103,,,8,0
555,556,"Tue, Jan 15, 2008",Box Score,Philadelphia 76ers,111,Houston Rockets,107,,,9,0
556,557,"Tue, Jan 15, 2008",Box Score,Phoenix Suns,90,Los Angeles Clippers,97,,,-7.5,0
557,558,"Tue, Jan 15, 2008",Box Score,Cleveland Cavaliers,132,Memphis Grizzlies,124,OT,,-1.5,0
558,559,"Tue, Jan 15, 2008",Box Score,Golden State Warriors,105,Minnesota Timberwolves,98,,,-7.5,0
559,560,"Tue, Jan 15, 2008",Box Score,Washington Wizards,93,New York Knicks,105,,,-2,0
560,561,"Tue, Jan 15, 2008",Box Score,Chicago Bulls,88,Orlando Magic,102,,,6,0
561,562,"Wed, Jan 16, 2008",Box Score,Portland Trail Blazers,90,Boston Celtics,100,,,8,0
562,563,"Wed, Jan 16, 2008",Box Score,Orlando Magic,93,Charlotte Bobcats,99,,,-1,0
563,564,"Wed, Jan 16, 2008",Box Score,Golden State Warriors,117,Indiana Pacers,125,,,2,0
564,565,"Wed, Jan 16, 2008",Box Score,Chicago Bulls,126,Miami Heat,96,,,3.5,0
565,566,"Wed, Jan 16, 2008",Box Score,Atlanta Hawks,80,Milwaukee Bucks,87,,,3,0
566,567,"Wed, Jan 16, 2008",Box Score,New York Knicks,111,New Jersey Nets,105,,,7.5,0
567,568,"Wed, Jan 16, 2008",Box Score,Seattle SuperSonics,92,New Orleans Hornets,123,,,10.5,0
568,569,"Wed, Jan 16, 2008",Box Score,Sacramento Kings,91,Toronto Raptors,116,,,4.5,0
569,570,"Thu, Jan 17, 2008",Box Score,Utah Jazz,109,Denver Nuggets,120,,,2.5,0
570,571,"Thu, Jan 17, 2008",Box Score,Phoenix Suns,106,Los Angeles Lakers,98,,,-1.5,0
571,572,"Thu, Jan 17, 2008",Box Score,Cleveland Cavaliers,90,San Antonio Spurs,88,,,7,0
572,573,"Fri, Jan 18, 2008",Box Score,Philadelphia 76ers,89,Boston Celtics,116,,,10.5,0
573,574,"Fri, Jan 18, 2008",Box Score,Golden State Warriors,119,Chicago Bulls,111,,,-2,0
574,575,"Fri, Jan 18, 2008",Box Score,Sacramento Kings,100,Detroit Pistons,93,,,9.5,0
575,576,"Fri, Jan 18, 2008",Box Score,Seattle SuperSonics,100,Memphis Grizzlies,124,,,6,0
576,577,"Fri, Jan 18, 2008",Box Score,Portland Trail Blazers,98,Miami Heat,91,,,-4,0
577,578,"Fri, Jan 18, 2008",Box Score,Charlotte Bobcats,84,New Orleans Hornets,112,,,9,0
578,579,"Fri, Jan 18, 2008",Box Score,Minnesota Timberwolves,95,Phoenix Suns,115,,,13.5,0
579,580,"Fri, Jan 18, 2008",Box Score,Atlanta Hawks,78,Toronto Raptors,89,,,6.5,0
580,581,"Fri, Jan 18, 2008",Box Score,Los Angeles Clippers,88,Utah Jazz,106,,,10,0
581,582,"Fri, Jan 18, 2008",Box Score,New York Knicks,98,Washington Wizards,111,,,8,0
582,583,"Sat, Jan 19, 2008",Box Score,Memphis Grizzlies,87,Charlotte Bobcats,105,,,5.5,0
583,584,"Sat, Jan 19, 2008",Box Score,Detroit Pistons,81,Chicago Bulls,97,,,-6.5,0
584,585,"Sat, Jan 19, 2008",Box Score,Seattle SuperSonics,96,Dallas Mavericks,111,,,15,0
585,586,"Sat, Jan 19, 2008",Box Score,Minnesota Timberwolves,108,Denver Nuggets,111,,,14.5,0
586,587,"Sat, Jan 19, 2008",Box Score,San Antonio Spurs,81,Houston Rockets,83,,,1,0
587,588,"Sat, Jan 19, 2008",Box Score,Sacramento Kings,110,Indiana Pacers,104,,,3.5,0
588,589,"Sat, Jan 19, 2008",Box Score,New Jersey Nets,107,Los Angeles Clippers,120,OT,,0,0
589,590,"Sat, Jan 19, 2008",Box Score,New York Knicks,88,Miami Heat,84,,,4.5,0
590,591,"Sat, Jan 19, 2008",Box Score,Golden State Warriors,119,Milwaukee Bucks,99,,,2.5,0
591,592,"Sat, Jan 19, 2008",Box Score,Portland Trail Blazers,94,Orlando Magic,101,,,5.5,0
592,593,"Sat, Jan 19, 2008",Box Score,Toronto Raptors,95,Philadelphia 76ers,99,,,-2,0
593,594,"Sun, Jan 20, 2008",Box Score,New Jersey Nets,92,Phoenix Suns,116,,,10.5,0
594,595,"Mon, Jan 21, 2008",Box Score,Portland Trail Blazers,111,Atlanta Hawks,109,OT,,1,0
595,596,"Mon, Jan 21, 2008",Box Score,San Antonio Spurs,95,Charlotte Bobcats,86,,,-5,0
596,597,"Mon, Jan 21, 2008",Box Score,Minnesota Timberwolves,109,Golden State Warriors,108,,,12,0
597,598,"Mon, Jan 21, 2008",Box Score,Seattle SuperSonics,89,Houston Rockets,96,,,12,0
598,599,"Mon, Jan 21, 2008",Box Score,Utah Jazz,109,Los Angeles Clippers,93,,,-3,0
599,600,"Mon, Jan 21, 2008",Box Score,Denver Nuggets,99,Los Angeles Lakers,116,,,3.5,0
600,601,"Mon, Jan 21, 2008",Box Score,Chicago Bulls,90,Memphis Grizzlies,104,,,1,0
601,602,"Mon, Jan 21, 2008",Box Score,Cleveland Cavaliers,97,Miami Heat,90,,,-3.5,0
602,603,"Mon, Jan 21, 2008",Box Score,Milwaukee Bucks,92,New Orleans Hornets,106,,,-8,0
603,604,"Mon, Jan 21, 2008",Box Score,Boston Celtics,109,New York Knicks,93,,,10,0
604,605,"Mon, Jan 21, 2008",Box Score,Detroit Pistons,100,Orlando Magic,102,,,-2.5,0
605,606,"Mon, Jan 21, 2008",Box Score,Indiana Pacers,110,Philadelphia 76ers,103,,,3.5,0
606,607,"Mon, Jan 21, 2008",Box Score,Dallas Mavericks,84,Washington Wizards,102,,,-3.5,0
607,608,"Tue, Jan 22, 2008",Box Score,Phoenix Suns,114,Milwaukee Bucks,105,,,-7.5,0
608,609,"Tue, Jan 22, 2008",Box Score,New Jersey Nets,94,Sacramento Kings,128,,,6,0
609,610,"Wed, Jan 23, 2008",Box Score,Toronto Raptors,114,Boston Celtics,112,,,9,0
610,611,"Wed, Jan 23, 2008",Box Score,Dallas Mavericks,102,Charlotte Bobcats,95,,,-6.5,0
611,612,"Wed, Jan 23, 2008",Box Score,Indiana Pacers,95,Chicago Bulls,108,,,4,0
612,613,"Wed, Jan 23, 2008",Box Score,Washington Wizards,85,Cleveland Cavaliers,121,,,4,0
613,614,"Wed, Jan 23, 2008",Box Score,Atlanta Hawks,100,Denver Nuggets,107,,,5,0
614,615,"Wed, Jan 23, 2008",Box Score,Sacramento Kings,85,Los Angeles Clippers,111,,,-2.5,0
615,616,"Wed, Jan 23, 2008",Box Score,Orlando Magic,112,Memphis Grizzlies,85,,,-3,0
616,617,"Wed, Jan 23, 2008",Box Score,Phoenix Suns,107,Minnesota Timberwolves,117,,,-8,0
617,618,"Wed, Jan 23, 2008",Box Score,Portland Trail Blazers,81,New Orleans Hornets,96,,,7.5,0
618,619,"Wed, Jan 23, 2008",Box Score,Detroit Pistons,86,Philadelphia 76ers,78,,,-7,0
619,620,"Wed, Jan 23, 2008",Box Score,Los Angeles Lakers,91,San Antonio Spurs,103,,,7.5,0
620,621,"Wed, Jan 23, 2008",Box Score,Houston Rockets,109,Seattle SuperSonics,107,,,-6,0
621,622,"Thu, Jan 24, 2008",Box Score,New Jersey Nets,119,Golden State Warriors,121,,,9,0
622,623,"Thu, Jan 24, 2008",Box Score,San Antonio Spurs,90,Miami Heat,89,,,-9.5,0
623,624,"Thu, Jan 24, 2008",Box Score,Indiana Pacers,92,Milwaukee Bucks,104,,,5,0
624,625,"Fri, Jan 25, 2008",Box Score,Minnesota Timberwolves,86,Boston Celtics,87,,,13,0
625,626,"Fri, Jan 25, 2008",Box Score,Charlotte Bobcats,90,Chicago Bulls,77,,,3.5,0
626,627,"Fri, Jan 25, 2008",Box Score,Phoenix Suns,110,Cleveland Cavaliers,108,,,-2,0
627,628,"Fri, Jan 25, 2008",Box Score,Los Angeles Lakers,105,Dallas Mavericks,112,,,7,0
628,629,"Fri, Jan 25, 2008",Box Score,New Jersey Nets,85,Denver Nuggets,100,,,8,0
629,630,"Fri, Jan 25, 2008",Box Score,Orlando Magic,93,Detroit Pistons,101,,,7,0
630,631,"Fri, Jan 25, 2008",Box Score,Los Angeles Clippers,92,New Orleans Hornets,111,,,2.5,0
631,632,"Fri, Jan 25, 2008",Box Score,Philadelphia 76ers,81,New York Knicks,89,,,11,0
632,633,"Fri, Jan 25, 2008",Box Score,Houston Rockets,89,Portland Trail Blazers,79,,,2,0
633,634,"Fri, Jan 25, 2008",Box Score,Atlanta Hawks,99,Seattle SuperSonics,90,,,-2.5,0
634,635,"Fri, Jan 25, 2008",Box Score,Milwaukee Bucks,75,Toronto Raptors,106,,,9.5,0
635,636,"Fri, Jan 25, 2008",Box Score,Sacramento Kings,113,Utah Jazz,127,,,7.5,0
636,637,"Fri, Jan 25, 2008",Box Score,Memphis Grizzlies,93,Washington Wizards,104,,,8,0
637,638,"Sat, Jan 26, 2008",Box Score,Philadelphia 76ers,103,Charlotte Bobcats,96,,,5.5,0
638,639,"Sat, Jan 26, 2008",Box Score,Los Angeles Clippers,120,Memphis Grizzlies,125,OT,,2.5,0
639,640,"Sat, Jan 26, 2008",Box Score,Indiana Pacers,96,Miami Heat,98,,,-1.5,0
640,641,"Sat, Jan 26, 2008",Box Score,New Orleans Hornets,102,San Antonio Spurs,78,,,5.5,0
641,642,"Sun, Jan 27, 2008",Box Score,Phoenix Suns,88,Chicago Bulls,77,,,.,0
642,643,"Sun, Jan 27, 2008",Box Score,Denver Nuggets,85,Dallas Mavericks,90,,,10,0
643,644,"Sun, Jan 27, 2008",Box Score,New York Knicks,104,Golden State Warriors,106,,,9.5,0
644,645,"Sun, Jan 27, 2008",Box Score,Utah Jazz,97,Houston Rockets,89,,,3,0
645,646,"Sun, Jan 27, 2008",Box Score,Cleveland Cavaliers,98,Los Angeles Lakers,95,,,4,0
646,647,"Sun, Jan 27, 2008",Box Score,Washington Wizards,102,Milwaukee Bucks,105,OT,,-1,0
647,648,"Sun, Jan 27, 2008",Box Score,New Jersey Nets,95,Minnesota Timberwolves,98,,,-1.5,0
648,649,"Sun, Jan 27, 2008",Box Score,Boston Celtics,93,Orlando Magic,96,,,.,0
649,650,"Sun, Jan 27, 2008",Box Score,Atlanta Hawks,93,Portland Trail Blazers,94,,,6,0
650,651,"Sun, Jan 27, 2008",Box Score,Sacramento Kings,103,Seattle SuperSonics,101,,,-5.5,0
651,652,"Mon, Jan 28, 2008",Box Score,Charlotte Bobcats,107,Los Angeles Clippers,100,,,3.5,0
652,653,"Mon, Jan 28, 2008",Box Score,Dallas Mavericks,103,Memphis Grizzlies,84,,,-6.5,0
653,654,"Mon, Jan 28, 2008",Box Score,Denver Nuggets,93,New Orleans Hornets,117,,,8.5,0
654,655,"Mon, Jan 28, 2008",Box Score,San Antonio Spurs,91,Utah Jazz,97,,,2.5,0
655,656,"Tue, Jan 29, 2008",Box Score,Minnesota Timberwolves,85,Chicago Bulls,96,,,4,0
656,657,"Tue, Jan 29, 2008",Box Score,Golden State Warriors,107,Houston Rockets,111,,,3,0
657,658,"Tue, Jan 29, 2008",Box Score,Detroit Pistons,110,Indiana Pacers,104,,,-7.5,0
658,659,"Tue, Jan 29, 2008",Box Score,New York Knicks,109,Los Angeles Lakers,120,,,9.5,0
659,660,"Tue, Jan 29, 2008",Box Score,Boston Celtics,117,Miami Heat,87,,,-5,0
660,661,"Tue, Jan 29, 2008",Box Score,Milwaukee Bucks,80,New Jersey Nets,87,,,4.5,0
661,662,"Tue, Jan 29, 2008",Box Score,Atlanta Hawks,92,Phoenix Suns,125,,,9,0
662,663,"Tue, Jan 29, 2008",Box Score,San Antonio Spurs,85,Seattle SuperSonics,88,,,-7,0
663,664,"Tue, Jan 29, 2008",Box Score,Toronto Raptors,104,Washington Wizards,108,OT,,1,0
664,665,"Wed, Jan 30, 2008",Box Score,Atlanta Hawks,88,Los Angeles Clippers,95,,,-1,0
665,666,"Wed, Jan 30, 2008",Box Score,Denver Nuggets,106,Memphis Grizzlies,102,,,-3,0
666,667,"Wed, Jan 30, 2008",Box Score,Chicago Bulls,67,Minnesota Timberwolves,83,,,4.5,0
667,668,"Wed, Jan 30, 2008",Box Score,Golden State Warriors,116,New Orleans Hornets,103,,,8,0
668,669,"Wed, Jan 30, 2008",Box Score,Miami Heat,91,Orlando Magic,107,,,16,0
669,670,"Wed, Jan 30, 2008",Box Score,Milwaukee Bucks,69,Philadelphia 76ers,112,,,7.5,0
670,671,"Wed, Jan 30, 2008",Box Score,Cleveland Cavaliers,84,Portland Trail Blazers,83,,,2.5,0
671,672,"Wed, Jan 30, 2008",Box Score,Charlotte Bobcats,91,Sacramento Kings,105,,,7.5,0
672,673,"Wed, Jan 30, 2008",Box Score,Washington Wizards,83,Toronto Raptors,122,,,10.5,0
673,674,"Wed, Jan 30, 2008",Box Score,New York Knicks,89,Utah Jazz,100,,,13,0
674,675,"Thu, Jan 31, 2008",Box Score,Dallas Mavericks,90,Boston Celtics,96,,,-1,0
675,676,"Thu, Jan 31, 2008",Box Score,Los Angeles Lakers,89,Detroit Pistons,90,,,7.5,0
676,677,"Thu, Jan 31, 2008",Box Score,San Antonio Spurs,84,Phoenix Suns,81,,,7,0
677,678,"Thu, Jan 31, 2008",Box Score,Cleveland Cavaliers,95,Seattle SuperSonics,101,,,-3,0
678,679,"Fri, Feb 1, 2008",Box Score,Charlotte Bobcats,96,Golden State Warriors,127,,,8.5,0
679,680,"Fri, Feb 1, 2008",Box Score,Houston Rockets,106,Indiana Pacers,103,,,-4,0
680,681,"Fri, Feb 1, 2008",Box Score,New Jersey Nets,94,Miami Heat,85,,,-3,0
681,682,"Fri, Feb 1, 2008",Box Score,Los Angeles Clippers,83,Minnesota Timberwolves,104,,,6,0
682,683,"Fri, Feb 1, 2008",Box Score,Orlando Magic,108,Philadelphia 76ers,106,,,-4,0
683,684,"Fri, Feb 1, 2008",Box Score,New York Knicks,88,Portland Trail Blazers,94,OT,,7.5,0
684,685,"Fri, Feb 1, 2008",Box Score,New Orleans Hornets,103,Sacramento Kings,112,,,-2,0
685,686,"Fri, Feb 1, 2008",Box Score,Los Angeles Lakers,121,Toronto Raptors,101,,,7,0
686,687,"Fri, Feb 1, 2008",Box Score,Utah Jazz,96,Washington Wizards,87,,,-5,0
687,688,"Sat, Feb 2, 2008",Box Score,New Jersey Nets,92,Atlanta Hawks,104,,,6.5,0
688,689,"Sat, Feb 2, 2008",Box Score,Los Angeles Clippers,84,Cleveland Cavaliers,98,,,9,0
689,690,"Sat, Feb 2, 2008",Box Score,Charlotte Bobcats,101,Denver Nuggets,117,,,13.5,0
690,691,"Sat, Feb 2, 2008",Box Score,Orlando Magic,121,Indiana Pacers,115,,,-4,0
691,692,"Sat, Feb 2, 2008",Box Score,Utah Jazz,110,Memphis Grizzlies,91,,,-8.5,0
692,693,"Sat, Feb 2, 2008",Box Score,Houston Rockets,91,Milwaukee Bucks,83,,,-7,0
693,694,"Sat, Feb 2, 2008",Box Score,Chicago Bulls,101,Sacramento Kings,105,,,8.5,0
694,695,"Sat, Feb 2, 2008",Box Score,New York Knicks,85,Seattle SuperSonics,86,,,3.5,0
695,696,"Sun, Feb 3, 2008",Box Score,Dallas Mavericks,67,Detroit Pistons,90,,,5.5,0
696,697,"Sun, Feb 3, 2008",Box Score,Los Angeles Lakers,103,Washington Wizards,91,,,.,0
697,698,"Mon, Feb 4, 2008",Box Score,Philadelphia 76ers,91,Atlanta Hawks,96,,,5,0
698,699,"Mon, Feb 4, 2008",Box Score,Toronto Raptors,114,Miami Heat,82,,,-9,0
699,700,"Mon, Feb 4, 2008",Box Score,Houston Rockets,92,Minnesota Timberwolves,86,,,-5.5,0
700,701,"Mon, Feb 4, 2008",Box Score,Los Angeles Clippers,103,New York Knicks,94,,,5,0
701,702,"Mon, Feb 4, 2008",Box Score,Dallas Mavericks,107,Orlando Magic,98,,,4.5,0
702,703,"Mon, Feb 4, 2008",Box Score,Charlotte Bobcats,104,Phoenix Suns,118,,,14,0
703,704,"Mon, Feb 4, 2008",Box Score,Denver Nuggets,105,Portland Trail Blazers,103,OT,,2,0
704,705,"Mon, Feb 4, 2008",Box Score,Chicago Bulls,118,Seattle SuperSonics,108,,,-1,0
705,706,"Mon, Feb 4, 2008",Box Score,New Orleans Hornets,88,Utah Jazz,110,,,3.5,0
706,707,"Tue, Feb 5, 2008",Box Score,Boston Celtics,113,Cleveland Cavaliers,114,,,3.5,0
707,708,"Tue, Feb 5, 2008",Box Score,San Antonio Spurs,116,Indiana Pacers,89,,,-5.5,0
708,709,"Tue, Feb 5, 2008",Box Score,Milwaukee Bucks,102,Memphis Grizzlies,97,,,4,0
709,710,"Tue, Feb 5, 2008",Box Score,Los Angeles Lakers,105,New Jersey Nets,90,,,-7,0
710,711,"Tue, Feb 5, 2008",Box Score,Washington Wizards,96,Philadelphia 76ers,101,,,-1.5,0
711,712,"Wed, Feb 6, 2008",Box Score,Los Angeles Lakers,95,Atlanta Hawks,98,,,-3.5,0
712,713,"Wed, Feb 6, 2008",Box Score,Los Angeles Clippers,100,Boston Celtics,111,,,7,0
713,714,"Wed, Feb 6, 2008",Box Score,Milwaukee Bucks,96,Dallas Mavericks,107,,,14,0
714,715,"Wed, Feb 6, 2008",Box Score,Utah Jazz,118,Denver Nuggets,115,OT,,2.5,0
715,716,"Wed, Feb 6, 2008",Box Score,Miami Heat,95,Detroit Pistons,100,,,16,0
716,717,"Wed, Feb 6, 2008",Box Score,Indiana Pacers,103,New York Knicks,100,,,3.5,0
717,718,"Wed, Feb 6, 2008",Box Score,New Jersey Nets,84,Orlando Magic,100,,,11,0
718,719,"Wed, Feb 6, 2008",Box Score,New Orleans Hornets,132,Phoenix Suns,130,2OT,,4.5,0
719,720,"Wed, Feb 6, 2008",Box Score,Chicago Bulls,97,Portland Trail Blazers,100,,,5.5,0
720,721,"Wed, Feb 6, 2008",Box Score,Seattle SuperSonics,105,Sacramento Kings,92,,,9,0
721,722,"Wed, Feb 6, 2008",Box Score,San Antonio Spurs,85,Washington Wizards,77,,,-6.5,0
722,723,"Thu, Feb 7, 2008",Box Score,Chicago Bulls,114,Golden State Warriors,108,,,12.5,0
723,724,"Thu, Feb 7, 2008",Box Score,Cleveland Cavaliers,77,Houston Rockets,92,,,5,0
724,725,"Thu, Feb 7, 2008",Box Score,Miami Heat,84,Philadelphia 76ers,101,,,9,0
725,726,"Fri, Feb 8, 2008",Box Score,Cleveland Cavaliers,100,Atlanta Hawks,95,,,4,0
726,727,"Fri, Feb 8, 2008",Box Score,New Jersey Nets,104,Charlotte Bobcats,90,,,4,0
727,728,"Fri, Feb 8, 2008",Box Score,Memphis Grizzlies,81,Dallas Mavericks,92,,,12.5,0
728,729,"Fri, Feb 8, 2008",Box Score,Washington Wizards,100,Denver Nuggets,111,,,10.5,0
729,730,"Fri, Feb 8, 2008",Box Score,Portland Trail Blazers,82,Detroit Pistons,91,,,11,0
730,731,"Fri, Feb 8, 2008",Box Score,Boston Celtics,88,Minnesota Timberwolves,86,,,-5.5,0
731,732,"Fri, Feb 8, 2008",Box Score,San Antonio Spurs,99,New York Knicks,93,OT,,-7,0
732,733,"Fri, Feb 8, 2008",Box Score,Los Angeles Lakers,117,Orlando Magic,113,,,1,0
733,734,"Fri, Feb 8, 2008",Box Score,Seattle SuperSonics,99,Phoenix Suns,103,,,11.5,0
734,735,"Fri, Feb 8, 2008",Box Score,Utah Jazz,104,Sacramento Kings,117,,,-2,0
735,736,"Fri, Feb 8, 2008",Box Score,Los Angeles Clippers,102,Toronto Raptors,98,,,10,0
736,737,"Sat, Feb 9, 2008",Box Score,Sacramento Kings,102,Golden State Warriors,105,,,7,0
737,738,"Sat, Feb 9, 2008",Box Score,Atlanta Hawks,89,Houston Rockets,108,,,8.5,0
738,739,"Sat, Feb 9, 2008",Box Score,Portland Trail Blazers,93,Indiana Pacers,101,,,4.5,0
739,740,"Sat, Feb 9, 2008",Box Score,New York Knicks,99,Milwaukee Bucks,98,,,6.5,0
740,741,"Sat, Feb 9, 2008",Box Score,Memphis Grizzlies,99,New Orleans Hornets,112,,,14,0
741,742,"Sat, Feb 9, 2008",Box Score,Los Angeles Clippers,80,Philadelphia 76ers,101,,,6.5,0
742,743,"Sat, Feb 9, 2008",Box Score,Chicago Bulls,87,Utah Jazz,97,,,11.5,0
743,744,"Sun, Feb 10, 2008",Box Score,San Antonio Spurs,90,Boston Celtics,98,,,0,0
744,745,"Sun, Feb 10, 2008",Box Score,Denver Nuggets,113,Cleveland Cavaliers,83,,,-1,0
745,746,"Sun, Feb 10, 2008",Box Score,Charlotte Bobcats,87,Detroit Pistons,113,,,11,0
746,747,"Sun, Feb 10, 2008",Box Score,Los Angeles Lakers,104,Miami Heat,94,,,-7.5,0
747,748,"Sun, Feb 10, 2008",Box Score,Toronto Raptors,105,Minnesota Timberwolves,82,,,-6,0
748,749,"Sun, Feb 10, 2008",Box Score,Dallas Mavericks,82,New Jersey Nets,101,,,-5.5,0
749,750,"Sun, Feb 10, 2008",Box Score,Washington Wizards,107,Phoenix Suns,108,,,10.5,0
750,751,"Mon, Feb 11, 2008",Box Score,Los Angeles Lakers,106,Charlotte Bobcats,97,,,-8.5,0
751,752,"Mon, Feb 11, 2008",Box Score,Washington Wizards,117,Golden State Warriors,120,,,10,0
752,753,"Mon, Feb 11, 2008",Box Score,Portland Trail Blazers,83,Houston Rockets,95,,,8,0
753,754,"Mon, Feb 11, 2008",Box Score,Los Angeles Clippers,96,Milwaukee Bucks,89,,,3.5,0
754,755,"Mon, Feb 11, 2008",Box Score,Cleveland Cavaliers,118,Orlando Magic,111,,,8.5,0
755,756,"Mon, Feb 11, 2008",Box Score,Dallas Mavericks,76,Philadelphia 76ers,84,,,-3,0
756,757,"Mon, Feb 11, 2008",Box Score,San Antonio Spurs,93,Toronto Raptors,88,,,1,0
757,758,"Tue, Feb 12, 2008",Box Score,Detroit Pistons,94,Atlanta Hawks,90,,,-4.5,0
758,759,"Tue, Feb 12, 2008",Box Score,New Orleans Hornets,100,Chicago Bulls,86,,,-6,0
759,760,"Tue, Feb 12, 2008",Box Score,Boston Celtics,104,Indiana Pacers,97,,,-5,0
760,761,"Tue, Feb 12, 2008",Box Score,Sacramento Kings,94,Memphis Grizzlies,107,,,-5,0
761,762,"Tue, Feb 12, 2008",Box Score,Denver Nuggets,114,Miami Heat,113,OT,,-6.5,0
762,763,"Tue, Feb 12, 2008",Box Score,Minnesota Timberwolves,88,New Jersey Nets,92,,,6.5,0
763,764,"Wed, Feb 13, 2008",Box Score,New York Knicks,103,Boston Celtics,111,,,8.5,0
764,765,"Wed, Feb 13, 2008",Box Score,Atlanta Hawks,98,Charlotte Bobcats,100,OT,,1,0
