date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linel1,lineray1,lineray2,linedunk,lineadj,lineavgadj,linegabe
4/18/2006,Sacramento,111,Seattle,105,6.5,6.44,7.38,6.31,8.57,6.5,5.78,8.9,4.9,3.55,3.58,.,.,7.1,8.32,8.36,1.43
4/18/2006,Washington,116,Milwaukee,103,7,4.66,4.22,3.23,5.24,6.5,3.62,7.1,3.2,5.43,5.41,.,.,4.8,7.51,5.88,-1.4
4/19/2006,Boston,85,Miami,78,6.5,-1.09,-2.04,-3.19,-1.02,6.5,-3.01,1.1,-1.5,1.01,0.96,.,.,-1,6.31,-2.02,-10.53
4/19/2006,Charlotte,96,Philadelphia,86,7,1.61,0.87,-0.79,2.46,7.5,0.1,3.5,0.2,4.39,4.41,.,.,1.4,8.51,1.41,-6.22
4/19/2006,Chicago,127,Toronto,106,10,8.52,6.98,7.88,6.28,10,5.29,10.5,4.5,13.96,13.98,.,.,11.2,9.02,7.23,1.12
4/19/2006,Cleveland,100,Atlanta,99,7,9.38,11.42,11.36,11.48,5,7.32,10.8,6.9,8.19,8.17,.,.,9.6,7.18,9.96,5.55
4/19/2006,Dallas,71,LA Clippers,85,9.5,8.17,7.85,8.49,7.39,9.5,6.19,9.4,5.1,9.54,9.6,.,.,11.1,10.92,9.35,3.3
4/19/2006,Detroit,80,Washington,96,-4,7.73,10.47,11.91,9.16,-4.5,5.95,7.4,6.3,4.92,5.37,.,.,8.5,-3.8,7.66,5.83
4/19/2006,Houston,87,San Antonio,89,-4,-5.53,-5.96,-6.2,-5.73,-1.5,-6.21,-2.1,-3.7,-4.55,-4.52,.,.,-10.2,-5.79,-7.94,-14.39
4/19/2006,Indiana,89,Orlando,83,7,2.92,5.52,4.78,6.29,6,2.48,4.4,3.6,-3.28,-3.26,.,.,2.2,7.59,3.89,-0.68
4/19/2006,LA Lakers,115,New orleans,95,13,9.4,5.69,4.58,6.84,11,7.58,11.6,5,12.91,12.91,.,.,17.3,14.28,11.22,1.05
4/19/2006,Minnesota,92,Memphis,102,-2,-3.16,-1.87,-1.62,-2.19,0,-4.93,-1.6,-1.7,-7.51,-7.46,.,.,-2.6,-2.55,-3.43,-9.69
4/19/2006,New Jersey,83,New York,90,1,12.34,12.03,12.62,11.47,2,10.57,14.3,8,18.62,15.74,.,.,10.8,0.98,12.39,6.13
4/19/2006,Portland,96,Phoenix,106,-9,-9.47,-9.14,-7.49,-11.75,-9.5,-11.48,-7.8,-7.3,-11.68,-11.69,.,.,-8.8,-9.39,-9.6,-16.64
4/19/2006,Seattle,109,Denver,98,7,3.23,-0.08,0.09,-0.33,8,0.46,4.7,0.1,7.66,7.69,.,.,9.9,7.4,5.19,-7.09
4/19/2006,Utah,105,Golden State,102,3,4.14,4.08,5.31,2.79,3.5,2.36,5.3,2.2,5,8.33,.,.,6,2.84,4.29,-2.35
4/22/2006,Cleveland,97,Washington,86,5,3.61,5.54,6.25,4.82,5,1.34,3.8,2.7,1.13,1.09,.,.,5.2,5.15,3.97,-0.33
4/22/2006,LA Clippers,89,Denver,87,5,5.35,4.63,4.33,4.93,5,4.08,7.5,3.2,8.43,8.46,.,.,5,5.23,6.35,-1.69
4/22/2006,Miami,111,Chicago,106,8,4.73,6.56,6.94,6.2,7,3.41,4.8,4,-0.36,-0.24,.,.,8.1,6.72,3.96,1.64
4/22/2006,San Antonio,122,Sacramento,88,8.5,7.61,9.53,10.02,9.06,8,5.34,7.2,5.5,6.97,6.99,.,.,9.2,7.2,6.34,4.81
4/23/2006,Dallas,103,Memphis,93,7,4.37,5.98,7.2,4.86,6.5,2.91,5.8,3.5,-0.11,0.09,.,.,6.4,7.81,5.17,1.52
4/23/2006,Detroit,92,Milwaukee,74,12,8.92,11.14,11.57,10.86,11,7.84,8.7,7.2,5.36,6.01,.,.,10.9,12.15,8.8,7.7
4/23/2006,New Jersey,88,Indiana,90,7,4.28,4.6,6.05,3.16,5.5,2.36,6.3,2.4,5.82,5.82,.,.,3.9,7.45,5.06,-0.95
4/23/2006,Phoenix,107,LA Lakers,102,7,4.79,6.89,6.42,7.64,7,3.21,5.7,4.1,-0.93,-0.83,.,.,7.4,7.31,4.95,1.34
4/24/2006,LA Clippers,98,Denver,87,3.5,5.45,4.6,4.78,4.44,3.5,4.11,7.3,3.2,9.12,9.15,.,.,5.2,3.65,6.34,-1.11
4/24/2006,Miami,115,Chicago,108,7,4.88,6.67,7.28,6.1,7,3.64,4.8,4,0.06,0.13,.,.,8.3,5.67,4.14,1.69
4/25/2006,Cleveland,84,Washington,89,4,4.47,5.9,6.65,5.15,4.5,2.01,4.2,2.9,3.17,3.12,.,.,7.2,4.29,5,0.1
4/25/2006,New Jersey,90,Indiana,75,7,3.82,3.95,5.18,2.72,7,2.17,5.5,2.2,5.45,5.49,.,.,3.5,7.22,4.42,-1.34
4/25/2006,San Antonio,128,Sacramento,119,11,9.54,10.13,10.32,9.95,8.5,6.39,8.6,5.8,11.55,11.56,.,.,14.2,10.39,8.98,5.39
4/26/2006,Dallas,94,Memphis,79,7,5.08,6.42,7.54,5.4,7,3.44,6,3.7,1.48,1.6,.,.,8,7.87,6.01,1.29
4/26/2006,Detroit,109,Milwaukee,98,12,9.75,11.6,11.78,11.49,12.5,8.54,9.1,7.4,6.81,7.45,.,.,13.1,12.29,9.86,7.49
4/26/2006,Phoenix,93,LA Lakers,99,5.5,5.03,6.82,6.77,6.98,6,3.46,5.7,4.1,0.41,0.49,.,.,7.8,5.75,5.19,1.41
4/27/2006,Chicago,109,Miami,90,1,1.65,0,-0.68,0.65,.,-0.27,5,0.2,6.75,6.73,.,.,-0.1,1.5,1.76,-7.75
4/27/2006,Denver,94,LA Clippers,87,5,0.89,1.73,1.72,1.74,5,-0.93,2.5,0.9,-2.67,-2.63,.,.,3,3.73,0.33,-5.23
4/27/2006,Indiana,107,New Jersey,95,1,2,2.45,1.36,3.54,2.5,0.68,4.1,1.8,-0.01,0.07,.,.,2.5,1.48,2.43,-4.9
4/28/2006,LA Lakers,99,Phoenix,92,2,2.42,1.03,1.09,0.89,.,0.7,5.5,0.4,5.78,5.78,.,.,2.6,2.83,3.37,-7.52
4/28/2006,Sacramento,94,San Antonio,93,-2,-2.16,-3.25,-3.52,-3,-3.5,-2.98,1.4,-1.6,-4.21,-4.16,.,.,-1.2,-1.44,-1.98,-11.59
4/28/2006,Washington,96,Cleveland,97,3,3.08,1.67,1.2,2.17,2.5,2.02,6.8,1.5,4.85,4.97,.,.,3,5.21,5.94,-5.59
4/29/2006,Denver,86,LA Clippers,100,.,1.27,2.36,2.27,2.43,.,-0.35,2.7,1,-2.06,-2.02,.,.,2.9,.,0.87,-5.21
4/29/2006,Indiana,88,New Jersey,97,.,3.06,2.97,1.94,4,.,1.44,4.5,2,3.52,3.6,.,.,4,.,3.72,-5.12
4/29/2006,Memphis,89,Dallas,94,-1,1.09,0.11,-0.86,1.01,-1,-0.51,3.6,0.4,2.42,2.44,.,.,1.6,0.56,2.13,-7.54
4/29/2006,Milwaukee,124,Detroit,104,-6,-3.16,-4.48,-5,-4.12,-6,-5.13,0.9,-3.3,-2.58,-3.08,.,.,-2.9,-6.2,-3.42,-13.69
5/8/2006,Miami,88,New Jersey,100,5,4.74,4.74,4.51,4.95,.,2.97,5.3,3.1,6.56,6.58,.,.,5.8,4.18,4.13,-1.36
5/8/2006,Phoenix,130,LA Clippers,123,5.5,6.2,5.94,5.12,6.97,5.5,4.79,7.4,4.3,6.32,6.33,.,.,8.5,6.16,6.33,0.16
5/9/2006,Detroit,97,Cleveland,91,10.5,8.42,8.57,8.59,8.57,10.5,7.03,8.1,5.4,7.72,7.87,.,.,13.5,12.16,9.8,3.35
5/9/2006,San Antonio,91,Dallas,113,3,3.91,4.03,3.99,4.06,3.5,2.43,5.4,2.4,5,5.01,.,.,4.1,3.7,4.53,-2.22
5/10/2006,Miami,111,New Jersey,89,7.5,3.84,4.08,3.7,4.44,6,2.21,3.5,2.7,5.86,5.87,.,.,4.5,6.29,2.85,-1.73
5/10/2006,Phoenix,97,LA Clippers,122,4,6.35,6.15,5.4,7.05,4.5,5.06,7.4,4.3,6.12,6.13,.,.,9.1,4.68,6.5,0.95
5/12/2006,LA Clippers,91,Phoenix,94,3.5,1.92,1.58,2.38,0.66,3,-0.31,4.6,0.3,3.1,3.11,.,.,2.7,3.32,2.05,-6.25
5/12/2006,New Jersey,92,Miami,103,2.5,2.51,2.44,2.93,1.99,1.5,0.44,5.5,1.3,1.5,1.51,.,.,3.9,2.51,2.39,-4.81
5/13/2006,Cleveland,86,Detroit,77,-5,-1.41,-1.54,-1.85,-1.3,-4,-3.42,2.1,-1.3,-0.6,-0.72,.,.,-3.5,-3.19,0.35,-9.61
5/13/2006,Dallas,104,San Antonio,103,4,4.02,3.65,3.85,3.49,3,2.32,6.6,2.3,4.07,4.08,.,.,5.5,5.43,4.55,-3.24
5/14/2006,LA Clippers,114,Phoenix,107,4.5,1.46,1.14,1.76,0.39,4.5,-0.4,3.8,0.3,2.64,2.65,.,.,1.7,4.17,1.47,-6.25
5/14/2006,New Jersey,92,Miami,102,4,1.6,1.85,2.3,1.44,3,-0.13,3.9,1,1.26,1.27,.,.,1.4,3.68,1.16,-4.81
5/15/2006,Cleveland,74,Detroit,72,-6,-0.78,-0.84,-1.07,-0.66,-5,-2.6,2.5,-1,-0.24,-0.36,.,.,-2.4,-3.91,1.18,-9.15
5/15/2006,Dallas,123,San Antonio,118,2,4.05,3.76,4.32,3.32,2.5,2.4,6.4,2.2,4.11,4.12,.,.,5.6,3.32,4.49,-3
5/16/2006,Miami,106,New Jersey,105,6.5,5.77,5.67,5.28,6.04,6.5,4.32,7.5,3.5,6.83,6.85,.,.,6.9,5.66,5.22,-0.38
5/16/2006,Phoenix,125,LA Clippers,118,5,4.62,5.45,4.79,6.22,5,3.55,6,3.8,4.58,4.59,.,.,3.4,4.99,4.04,0.24
5/17/2006,Detroit,84,Cleveland,86,11,7.55,7.27,7.43,7.15,11,5.9,7.5,5.2,7.56,7.7,.,.,12.1,12.51,8.84,3.15
5/17/2006,San Antonio,98,Dallas,97,5,2.14,2.97,2.3,3.53,5,1.01,3.6,1.9,2.87,2.88,.,.,-0.2,5.06,2.1,-3
5/18/2006,LA Clippers,118,Phoenix,106,5,1.8,1.27,1.89,0.54,5,-0.18,4,0.4,2.92,2.93,.,.,3,4.74,1.93,-6.55
5/19/2006,Cleveland,82,Detroit,84,-5.5,0.27,0.25,0.4,0.1,-5.5,-1.83,3.5,-0.8,-0.07,-0.19,.,.,0.6,-3.28,2.25,-8.4
5/19/2006,Dallas,86,San Antonio,91,1.5,4.03,4.17,4.27,4.07,3,2.54,6.6,2.4,4.66,4.67,.,.,3.7,2.86,4.49,-2.87
5/21/2006,Detroit,79,Cleveland,61,8.5,7.08,7.09,7.1,7.1,9,5.49,7.1,5,7.46,7.58,.,.,10.3,9.66,8.11,2.4
5/22/2006,Phoenix,127,LA Clippers,107,4.5,4.38,5.29,4.69,6.01,4.5,3.07,5.6,3.6,4.27,4.28,.,.,3.4,4.53,3.86,0.55
5/22/2006,San Antonio,111,Dallas,119,3.5,2.77,3.56,3.44,3.66,4,1.51,4.6,2.1,3.16,3.17,.,.,0.9,3.46,2.7,-3.13
5/23/2006,Detroit,86,Miami,91,5.5,5.6,6.8,6.76,6.85,5.5,3.89,5.6,4.2,5.77,5.9,.,.,6.1,6.02,5.34,1.43
5/24/2006,Dallas,118,Phoenix,121,6,5.78,6.3,7.14,5.37,6.5,3.68,7.4,3.2,7.45,7.46,.,.,6.2,7.26,7.17,-0.1
5/26/2006,Dallas,105,Phoenix,98,7.5,5.13,5.44,6.27,4.47,7.5,3.37,6.4,3,6.72,6.73,.,.,5.7,8.53,6.3,-0.1
5/27/2006,Miami,98,Detroit,83,3,1.9,0.66,0.7,0.64,2.5,0.06,5.4,0.3,2.13,2.02,.,.,4.1,4.01,2.86,-7.43
5/28/2006,Phoenix,88,Dallas,95,1,1.19,1.02,0.35,1.79,1,-0.02,3.6,1.1,0.61,0.63,.,.,0.9,1.95,1.65,-5.9
5/30/2006,Phoenix,106,Dallas,86,0,0.87,0.54,-0.14,1.29,0,-0.35,2.6,0.9,0.99,1.01,.,.,0.8,0.75,1.13,-6.29
5/31/2006,Detroit,91,Miami,78,6,3.91,5.14,5.25,5.05,6,2,4,3.4,3.69,3.84,.,.,4,6.21,3.41,0.99
6/1/2006,Dallas,117,Phoenix,101,6.5,5.03,5.81,6.62,4.89,0,3,6.6,3,5.7,5.7,.,.,5.4,7.5,6.21,-0.24
6/2/2006,Miami,95,Detroit,78,.,2.89,1.45,1.47,1.43,3,0.95,5.6,0.6,3.41,3.28,.,.,6.8,.,4.28,-7.01
6/3/2006,Phoenix,93,Dallas,102,1,1.24,0.74,0.18,1.37,1,-0.15,3,0.9,1.4,1.42,.,.,2,2.18,1.92,-5.76
6/11/2006,Dallas,99,Miami,85,4.5,6.21,7.18,7.08,7.29,4.5,4.54,8.1,4.3,6.95,6.94,.,.,5.2,5.78,7.03,1.37
6/13/2006,Miami,98,Dallas,96,4.5,0.04,-0.39,-0.24,-0.51,4,-1.35,1.7,-0.2,0.18,0.23,.,.,0.7,4.45,0.36,-7.37
6/18/2006,Miami,101,Dallas,100,.,1.27,0.48,0.8,0.21,2,1.39,2.9,0.2,0.9,0.94,.,.,2.5,.,2.12,-7.37
6/20/2006,Dallas,92,Miami,95,.,5.11,6.37,5.94,6.73,5,1.22,7.1,3.9,5.91,5.9,.,.,5,.,6.08,1.37
