date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linel1,lineray1,lineray2,linedunk,lineadj,lineavgadj,linegabe
11/26/2005,Houston,89,Chicago,94,2.5,4.44,2.11,-1.31,5.09,1.5,0.84,5.9,1.4,4.84,5.1,18,4,1.2,.,.,.
11/26/2005,Milwaukee,76,Detroit,85,-4,-4.75,-2.62,-0.91,-4.26,-4,-0.83,-4.6,-3.2,-9.08,-10.3,-10.5,-5.5,-3.9,.,.,.
11/26/2005,New York,105,Philadelphia,102,-2.5,2.38,1.05,-1.16,2.89,0,1.11,4.8,1.6,2.86,1.38,5,3,1.3,.,.,.
11/26/2005,Orlando,80,Miami,77,-2.5,1.55,2.57,2.48,2.67,-3,0.82,-3.3,1.5,8.06,8.13,3,0.01,-1.3,.,.,.
11/26/2005,Seattle,99,New orleans,105,7.5,2.59,0.79,2.4,-2.52,7,1.17,8.2,1.4,-1.18,-1.17,4,2.5,7.3,.,.,.
11/27/2005,Atlanta,75,Portland,77,3.5,2.96,3.13,1.09,6.01,4,1.55,4,2.3,4.26,4.56,2,1.5,3.9,.,.,.
11/27/2005,LA Clippers,92,Indiana,97,2,4.59,6.46,8.7,4.45,2.5,1.82,1.4,3.8,9.3,9.43,11.5,-1,1.3,.,.,.
11/27/2005,LA Lakers,96,New Jersey,102,1,5.22,6.29,7.01,5.55,1,2.23,3.8,4.8,8.15,8.05,9.5,5,0.9,.,.,.
11/28/2005,Boston,83,Orlando,87,5,1.25,2.09,0.92,3.31,4.5,1.14,5.7,1,-2.59,-2.32,-4,3,2.8,.,.,.
11/28/2005,Denver,92,New Jersey,101,9,8.15,10.72,9.14,12.65,8,2.98,7.7,6.7,11.75,11.84,7.83,8.5,6.1,.,.,.
11/28/2005,Golden State,99,New orleans,83,8,7.1,6.19,5.33,7.05,9,3.01,9.6,4.2,6.81,6.85,11,8,8.9,.,.,.
11/28/2005,Miami,107,New York,94,7.5,6.67,7.03,7.56,6.51,8,3.22,10.9,4.7,2.41,4.04,8.67,8.5,7.6,.,.,.
11/28/2005,Toronto,91,Dallas,93,-8,-9.75,-12.47,-16.19,-10.89,-8,-2.04,-6,-8.5,-9.07,-9.18,-11.33,-14,.,.,.,.
11/29/2005,Chicago,85,Orlando,76,8,4.34,5.29,5.78,4.86,8,1.54,10.4,3.2,2.35,2.43,0.83,5,5.1,.,.,.
11/29/2005,Houston,100,Atlanta,85,8.5,6.99,7.17,6.38,7.77,8.5,2.04,13.7,4.5,7.24,7.5,4.5,9.5,7.3,.,.,.
11/29/2005,Milwaukee,113,Dallas,111,2,-2,-0.16,-0.7,-0.12,.,-0.19,-2.8,-1.7,-7.22,-7.15,-4,-0.5,-0.8,.,.,.
11/29/2005,Minnesota,84,LA Clippers,93,3.5,3.76,3.14,1.97,4.35,4,2.01,6.6,2.5,3.95,4.03,4.67,2.5,5.3,.,.,.
11/29/2005,Philadelphia,107,Portland,83,10,6.75,6.28,5.36,7.76,9,2.96,8.3,4.6,8.25,8.31,7.5,7,9,.,.,.
11/29/2005,Sacramento,110,Charlotte,92,7.5,4.94,3.5,5.02,2.1,8,1.73,9.6,1.1,2.64,2.82,6.67,8,7.6,.,.,.
11/29/2005,San Antonio,90,LA Lakers,84,13,10.93,14.53,13.45,15.95,13,4.29,13.2,9.5,15.45,15.74,5.34,8,13.2,.,.,.
11/29/2005,Utah,60,Indiana,84,-4,-1.62,-0.18,-0.23,-0.15,-4,0.15,-1.3,-1.3,-2.03,-2.02,-4.16,-2.5,-3.1,.,.,.
11/30/2005,Atlanta,74,Miami,96,-5.5,-3.92,-3.92,-4.43,-3.54,-5.5,-1.35,-5.7,-3.4,-1.24,-0.91,-2,-8,-5.6,.,.,.
11/30/2005,Boston,110,Philadelphia,103,1,1.25,0.38,-1,1.67,1.5,0.62,2.8,-0.4,-4.49,-4.06,3.67,6,2.4,.,.,.
11/30/2005,Cleveland,112,LA Clippers,105,8.5,6.73,5.93,4.09,8.1,7.5,2.75,7.5,4.3,7.36,7.42,7.84,10.5,8.1,.,.,.
11/30/2005,Denver,95,New orleans,102,8,7.91,7.15,5.5,8.91,8.5,3.16,12.4,5.6,12.25,12.39,6.17,8.5,8.7,.,.,.
11/30/2005,Golden State,113,Sacramento,106,6,4.24,6.88,7.57,6.21,5.5,2.54,4.3,4.2,1.2,0.66,5.33,2,4.8,.,.,.
11/30/2005,New Jersey,83,Detroit,93,-3.5,-3.36,-5.17,-4.49,-6.06,-4,-0.48,0.1,-3.3,1.43,-0.35,-6,-10,-1.4,.,.,.
11/30/2005,New York,109,Chicago,101,2,0.76,0.06,-2.44,2.33,.,0.83,0.8,-0.1,5.54,4.86,-0.5,-1.5,1.9,.,.,.
11/30/2005,Phoenix,109,Indiana,91,2,1.71,1.55,1.57,1.46,3,1.15,4.2,0.8,1.59,1.89,1.84,0.01,2.8,.,.,.
11/30/2005,Seattle,104,Charlotte,94,7,0.44,0.95,4.18,-3.73,7,0.86,6.3,-0.4,-3.8,-3.61,-2,0.01,2.5,.,.,.
11/30/2005,Toronto,66,Memphis,92,-5,-6.64,-8.14,-11.47,-6.63,-5,-1.55,-2.5,-5.9,-3.83,-3.86,-13.67,-9.5,-4.7,.,.,.
11/30/2005,Washington,96,Portland,89,10,8.82,7.74,6.37,10.68,10,3.6,10.6,7.4,12.12,12.53,8.84,10,9.8,.,.,.
12/1/2005,Dallas,90,San Antonio,92,-2.5,1.74,1.75,2.48,1.18,-2.5,0.75,2.7,0.8,3.7,4.03,2.16,2,-0.1,.,.,.
12/1/2005,Utah,101,LA Lakers,105,2.5,2.44,4.21,4.88,3.56,3,1.48,3.5,2.8,0.87,1.04,-1.16,2.5,3.5,.,.,.
12/2/2005,Atlanta,101,Toronto,102,3.5,4.33,6,8,5.55,4,2.21,4.4,3.3,4.94,5.21,3.5,4,3.1,.,.,.
12/2/2005,Boston,102,Chicago,106,2,0.11,0.67,-1.19,2.55,1.5,1.46,-0.4,0.1,-1.71,-1.28,-2,1,1.2,.,.,.
12/2/2005,Detroit,106,New York,98,12,12.32,16.47,15.95,17.3,11.5,5.18,14.1,10.6,5.84,9.3,13.75,16.5,11.7,.,.,.
12/2/2005,Golden State,107,Charlotte,100,8,7.37,8.97,10.24,7.8,8.5,3.97,9.5,4.8,4.27,3.88,8.75,8.5,8.5,.,.,.
12/2/2005,LA Lakers,108,Minnesota,113,-2.5,0.99,1.35,1.84,0.84,0,0.58,3.4,0.2,2.02,1.85,-0.5,1.5,-1,.,.,.
12/2/2005,Memphis,91,Orlando,69,8,7.58,8.89,7.38,10.54,8,3.48,10.5,6.3,9.65,9.87,5,6,9.4,.,.,.
12/2/2005,New orleans,88,Philadelphia,86,-3.5,3.26,5.28,5.53,5.06,-3,1.26,3.2,2.4,1.92,2.23,5.75,4,0.2,.,.,.
12/2/2005,Phoenix,102,Denver,97,7,6.25,6.13,5.63,6.87,6.5,3.33,7.6,5.1,7.35,7.33,5,6.5,8.9,.,.,.
12/2/2005,Portland,78,Indiana,98,-6.5,-6.15,-3.41,-1.82,-5.72,-6,-1.58,-5.3,-4.7,-3.78,-3.63,-12.25,-12,-8.2,.,.,.
12/2/2005,Sacramento,87,Miami,98,3.5,2.92,1.37,1.97,0.68,3,0.66,1.9,0.5,5.6,5.69,6,5,4,.,.,.
12/2/2005,Seattle,115,Cleveland,108,-3,-5.18,-6.02,-3.83,-9.27,-3.5,-1.62,-0.9,-5.3,-7.14,-7.06,-6.5,-9,-3.1,.,.,.
12/2/2005,Washington,102,Milwaukee,105,6.5,3.97,2.09,1.78,2.23,6.5,2.53,7.7,3.3,11.79,11.99,1,1,4.4,.,.,.
12/4/2005,LA Lakers,99,Charlotte,98,6,3.86,4.74,5.53,4.13,6,2.26,7.8,2.4,0.81,0.8,4,3,4.8,.,.,.
12/4/2005,New York,99,Boston,102,3.5,4.73,5.25,4.64,5.8,4,1.72,6.9,3.2,9.35,9.36,5,2,4,.,.,.
12/4/2005,Phoenix,112,Atlanta,94,11.5,15.45,15.87,17.73,15.23,11.5,6.52,17,11.9,15.97,16.02,21,16,17.7,.,.,.
12/4/2005,Portland,93,Utah,98,1,-1.05,1.06,2.34,-1.3,2,0.29,1.9,-0.9,2.88,3.07,-7,-7.5,-0.2,.,.,.
12/4/2005,Sacramento,77,Minnesota,85,4,3.03,-0.39,0.15,-0.99,4,0.83,4.1,-0.5,6.45,6.26,5,9,3.2,.,.,.
12/4/2005,Seattle,107,Indiana,102,-3,-2.75,-3.93,-1.16,-7.88,-4,-0.77,-2.1,-3.6,0.26,0.3,-0.5,-6,-3,.,.,.
12/5/2005,Chicago,94,Dallas,102,-2.5,-0.49,-1.42,-0.58,-2.35,-1,0.06,2.2,-2,-2.43,-2.64,-0.5,1,0.2,.,.,.
12/5/2005,LA Clippers,99,Miami,89,5,3.8,5.73,7.93,3.55,5,1.68,1.4,3.5,3.82,4.09,5,3.5,3.8,.,.,.
12/5/2005,Orlando,85,San Antonio,110,-9.5,-5.09,-6.21,-5.98,-6.98,-9,-1.97,-6,-5.1,-7.62,-7.54,-1,-3.5,-7.7,.,.,.
12/5/2005,Utah,77,Minnesota,91,-2.5,-1.72,-1.83,-0.68,-3.12,-2.5,-0.26,0.4,-1.4,-6.34,-6.45,-6,4.5,-2.6,.,.,.
12/6/2005,Denver,125,Atlanta,116,12.5,12.54,13.59,15.48,12.81,12.5,5.31,14.6,9.4,12.24,12.4,14.5,15.5,13,.,.,.
12/6/2005,Houston,91,Boston,73,7,4.7,3.91,1.71,5.55,6.5,1.06,9.1,2.1,9.15,9.48,5,2,6.6,.,.,.
12/6/2005,Indiana,75,Dallas,84,5,3.14,1.89,-0.49,4.39,4.5,1.99,5,1.3,0.06,-0.01,6,4.5,5.5,.,.,.
12/6/2005,Memphis,89,New orleans,73,9,9.96,8.25,6.59,10.09,8.5,4.75,11.7,6.8,12.42,12.58,18,8,11.3,.,.,.
12/6/2005,Milwaukee,92,LA Lakers,111,5.5,4.28,8.55,9.18,7.98,4,2.28,4.1,4.1,-1.13,-0.6,0.01,7,5,.,.,.
12/6/2005,Phoenix,130,Portland,85,13.5,16.23,14.23,12.09,17.73,13.5,6.73,15.7,11.1,18.36,18.57,29.5,18,16.9,.,.,.
12/6/2005,Sacramento,97,Cleveland,102,-1,1.11,-3.86,-3.35,-4.53,-1.5,-0.06,2,-2.7,4.55,4.63,8.5,4,1.6,.,.,.
12/6/2005,Seattle,101,New York,104,6,5.05,5.45,8.12,2.45,6,2.39,5.8,3.3,7.22,4.97,8,2,6.2,.,.,.
12/6/2005,Washington,119,Toronto,111,8,7.12,10.99,12.2,9.81,8.5,4.35,9.7,7.3,2.27,2.59,0.01,10,8.4,.,.,.
12/7/2005,Charlotte,84,New Jersey,97,0,1.9,1.64,0.66,2.39,-2.5,1.65,0.9,2.4,2.81,2.43,3,1.5,1.8,.,.,.
12/7/2005,Golden State,110,Phoenix,118,3.5,0.08,0.64,2.69,-1.62,4.5,0.64,0.4,-0.9,-5,-8.03,-1,1.5,4,.,.,.
12/7/2005,LA Clippers,84,New York,79,7.5,9,11.9,13.48,10.52,8,4.6,8.4,7.9,9.42,7.64,9,9,8.7,.,.,.
12/7/2005,New orleans,87,Boston,101,2.5,5.19,8.07,8.75,7.39,1,2.04,5,3.9,6.94,7.26,8,2,2.7,.,.,.
12/7/2005,Orlando,93,Chicago,102,2,0.29,0.96,1.15,0.43,.,0.67,-0.5,0.3,-3.25,-3.06,2,2,-0.2,.,.,.
12/7/2005,Philadelphia,85,Milwaukee,88,6,2.89,1.07,-0.52,2.57,6.5,2.11,6.5,1.7,5.27,5.01,6,-1,3.4,.,.,.
12/7/2005,Portland,74,Minnesota,84,-7.5,-8.83,-7.91,-5.53,-11.96,-6,-2.92,-4.5,-6.4,-14.67,-14.64,-17,-9,-7.5,.,.,.
12/7/2005,San Antonio,98,Miami,84,8.5,7.86,11.74,13.37,10.08,9.5,3.48,7.8,6.7,10.35,10.6,4,6.5,8.5,.,.,.
12/7/2005,Toronto,91,LA Lakers,102,-3,-2.57,-4.5,-5.9,-3.43,-2,-1.01,-0.2,-2.9,-4.31,-3.99,0.01,-4,-1.4,.,.,.
12/7/2005,Utah,95,Atlanta,83,9.5,8.29,9.91,13.09,8.06,8.5,4.03,9.4,6.6,6.86,6.87,6,11.5,9.1,.,.,.
12/8/2005,Indiana,111,Washington,87,5.5,8.57,6.64,4.72,8.72,7,3.12,9.7,4.1,13.11,12.9,15,10.5,8.2,.,.,.
12/8/2005,Sacramento,95,Houston,106,3,4.12,2.51,4.33,1,3,2.55,3.6,2.3,2.09,1.92,9,9,3.2,.,.,.
12/9/2005,Chicago,80,LA Lakers,93,1.5,3.31,3.06,4.45,1.66,3,1.06,6,1.2,1.76,1.82,5.5,5.5,2.7,.,.,.
12/9/2005,Cleveland,100,New Jersey,109,7,6.15,8.52,8.44,8.62,8,4.02,7,6,2.34,2.02,4.5,8,6.4,.,.,.
12/9/2005,Golden State,103,Detroit,106,-4,-2.21,-5.99,-4.95,-7.06,-4,0.22,-2,-3.7,2.32,-3.38,0.5,-4.5,-0.7,.,.,.
12/9/2005,Memphis,83,Dallas,90,4,4.44,2.53,0.78,4.42,4.5,2.67,3,1.6,-0.03,-0.13,19,3,5.5,.,.,.
12/9/2005,Miami,92,Denver,100,6,3.67,2.16,1.95,2.36,5.5,2.43,7.5,2.1,3.31,3.21,4.5,3,5.9,.,.,.
12/9/2005,Philadelphia,119,Charlotte,115,7.5,4.09,5.32,6.58,4.39,7,2.75,7.2,3,0.5,0.57,3,3.5,5.9,.,.,.
12/9/2005,Phoenix,85,New York,81,10,11.7,11.36,11.97,10.98,9,5.85,12.3,9,17.4,15.04,14.5,10,13.3,.,.,.
12/9/2005,Portland,98,New orleans,95,-2,-3.86,-2.97,-2.3,-4.44,-1.5,-0.01,2.3,-1.6,-6.16,-6.07,-15,-6,-1.5,.,.,.
12/9/2005,San Antonio,101,Boston,89,11.5,12.42,14.57,15.24,13.98,11.5,6.06,15.2,10.3,18.58,18.83,10,10,12.4,.,.,.
12/9/2005,Utah,90,Seattle,106,2.5,1.62,3.65,2.12,5.84,3,1.59,4,2.3,0.1,0.44,-8,5.5,1.1,.,.,.
12/10/2005,Atlanta,94,San Antonio,84,-9.5,-12.79,-15.35,-17.13,-14.18,-10,-5.4,-10.1,-11.1,-18.47,-18.31,-13.17,-13,-12.6,.,.,.
12/10/2005,Charlotte,103,Toronto,111,4,6.2,7.52,6.22,8.47,5.5,3.47,6.6,4.9,2.85,2.86,7.5,9.5,6.3,.,.,.
12/10/2005,Dallas,103,Boston,94,9,9.86,11.29,12.8,10.02,8,4.94,13.4,8.5,15.34,15.91,7.16,7,9.6,.,.,.
12/10/2005,Indiana,80,Memphis,66,3.5,1.48,0.69,0.78,0.47,4,1.38,6.5,1,2.03,2.09,-7.33,4.5,4,.,.,.
12/10/2005,LA Clippers,101,Phoenix,91,3,-0.26,1.18,2.71,-0.18,3,0.75,1.1,0.2,-7.72,-7.62,-2,2,0.8,.,.,.
12/10/2005,Milwaukee,111,Cleveland,106,1.5,0.08,1.2,2.88,-0.58,.,-0.06,0,-0.7,-2.98,-2.47,0.16,1,1,.,.,.
12/10/2005,Minnesota,95,LA Lakers,82,7,4.9,6.01,5.02,7.07,6.5,2.93,6.5,3.6,0.12,0.27,5.5,7,6.4,.,.,.
12/10/2005,New Jersey,95,Philadelphia,107,5,4.92,3.91,3.99,3.82,5.5,2.11,9.2,2.7,7.99,8.64,3.83,4,6.6,.,.,.
12/10/2005,Orlando,94,Denver,83,-1,-3.31,-3.58,-1.41,-6.31,.,-0.94,-2.6,-3.2,-4.15,-4.36,-6.17,-1,-4,.,.,.
12/10/2005,Seattle,104,Sacramento,123,3.5,2.16,3.61,5.36,1.61,3,2.29,5.1,2.3,2.45,2.39,1.5,-5,3.8,.,.,.
12/10/2005,Washington,111,Chicago,118,6.5,0.6,1.55,1.19,1.87,6,2.22,3.6,2,-8.08,-7.47,-3.83,0.5,5.9,.,.,.
12/11/2005,LA Clippers,101,Detroit,109,-3.5,-1.52,-2.45,-2.22,-2.72,-3,1.02,-0.7,-0.9,-1.08,-3.1,-0.84,-4,-2.2,.,.,.
12/11/2005,Miami,104,Washington,101,9,7.13,5.26,3.67,6.89,9,3.28,10.2,3.5,7.22,6.97,14,8,7.4,.,.,.
12/11/2005,Portland,86,Houston,100,-7.5,-5.82,-1.75,1.36,-6.08,-6.5,-0.68,-3.8,-2.4,-12.98,-12.93,-15.34,-6,-6.5,.,.,.
12/11/2005,Sacramento,110,New orleans,100,7,5.33,1.4,1.02,1.82,7,3.37,9.3,2.7,6.62,6.63,6.16,9,8,.,.,.
12/12/2005,Dallas,106,LA Lakers,109,8,6.99,8.07,9.88,6.88,8,3.69,9.9,5.6,3.15,3.2,6.5,9,8.3,.,.,.
12/12/2005,New York,92,Milwaukee,112,2,0.93,-3.67,-5.6,-2.01,3,0.99,5.7,-1,1.46,3.64,6.5,-1,3.3,.,.,.
12/12/2005,Philadelphia,90,Minnesota,89,2,-1.5,-1.97,-1.63,-2.35,1.5,-0.19,1,-1.9,-4.58,-4.62,-2.83,-1,0,.,.,.
12/12/2005,Phoenix,87,New orleans,91,12.5,11.73,10.16,9.45,10.9,12,6.4,14.4,8.5,17.08,17.05,15.16,9,14.7,.,.,.
12/12/2005,Utah,92,Detroit,78,-7,-8.68,-11.69,-11.9,-11.74,-6.5,-2.75,-6.4,-7.3,-9.95,-11.58,-12.17,-8.5,-7.4,.,.,.
12/13/2005,Charlotte,85,Denver,101,-2.5,-2.03,-2.87,-5.21,-1.55,-1,-0.12,-1.9,-1.7,-0.62,-0.81,-3.5,-3,-0.7,.,.,.
12/13/2005,Chicago,97,Miami,100,-3.5,0.98,2.13,4.1,0.15,-4,0.44,2.4,0.5,1.53,1.63,-1.17,0.5,0.4,.,.,.
12/13/2005,Cleveland,94,Atlanta,100,12.5,12.25,14.9,14.84,15.39,12,6.3,13.8,9.2,6.57,6.68,13.34,16,14.8,.,.,.
12/13/2005,Minnesota,91,Sacramento,93,4,5.37,9.48,8.71,10.36,5,3.71,7.9,6,3.85,4.07,3,0.01,4.8,.,.,.
12/13/2005,San Antonio,95,LA Clippers,87,7,5.58,5.78,5.03,6.36,8.5,2.96,10.2,3.3,6.94,7,2.67,6,6.8,.,.,.
12/13/2005,Seattle,107,Golden State,110,1.5,-1.73,-1.98,-0.69,-3.88,.,-0.15,2.8,-1.2,-4.87,-0.43,-5,-3.5,0.9,.,.,.
12/13/2005,Washington,94,New Jersey,74,2,0.32,1.1,1.53,0.67,2.5,1.49,2.6,1.3,-6.28,-6.26,-1.33,2,0.9,.,.,.
12/14/2005,Boston,85,Indiana,71,-2.5,-3.42,-4.03,-3.35,-5.06,-2,-1.72,-2,-3.7,-9,-9.04,-0.83,-2.5,-2.6,.,.,.
12/14/2005,Dallas,102,Phoenix,96,4.5,1.81,4.34,5.67,3.25,4.5,1.47,6.1,1.9,-2.87,-2.65,-5,2,3.8,.,.,.
12/14/2005,Detroit,109,Sacramento,98,10.5,9.37,13.58,14.28,12.98,10.5,4.3,11,9,3.75,5.54,10.84,9,9.2,.,.,.
12/14/2005,Golden State,105,Houston,111,1,4.28,5.52,7.95,3.28,3,3.5,3.5,3.2,-1.83,-5.96,8.16,7.5,3.3,.,.,.
12/14/2005,Memphis,79,LA Lakers,94,6.5,7.29,5.75,4.76,6.96,5.5,3.29,6.2,3.8,8.49,8.53,16.5,9,6.6,.,.,.
12/14/2005,Milwaukee,83,Miami,100,-2,1.35,5.48,6.38,4.61,.,1.29,-0.1,1,0.14,0.38,-3.67,2,0.5,.,.,.
12/14/2005,New Jersey,83,Charlotte,91,8.5,5.51,5.98,8.77,4.27,7.5,3.03,10.9,3.4,3.58,4.01,3.16,4.5,8,.,.,.
12/14/2005,New York,90,Orlando,105,4,3.62,2.82,-0.15,6.08,4,1.97,6.5,2.2,-1.61,1.75,9.33,1.5,6.8,.,.,.
12/14/2005,New orleans,102,LA Clippers,89,-2,-2.91,-3.21,-3.32,-3.23,-3,-1.56,0.1,-4.2,-3.83,-3.73,-4.16,-2,-4,.,.,.
12/14/2005,Philadelphia,106,Atlanta,101,10,8.28,10.1,10.16,10.04,10,4.89,9.4,5.4,4.47,4.48,9.67,10,10.5,.,.,.
12/14/2005,Toronto,94,Chicago,105,-2,-3.56,-4.44,-6.36,-2.67,-2.5,-0.22,-0.6,-2.3,-7.85,-7.56,-4.16,-6.5,-1.4,.,.,.
12/14/2005,Utah,82,Portland,77,7.5,8.6,6.89,6.4,8.45,6,4.54,9.4,4.9,9.81,10.05,12.67,12.5,8.7,.,.,.
12/15/2005,Cleveland,94,Denver,85,4.5,1.43,3.03,2.14,4.08,4.5,2.13,3.8,1.4,-5.98,-5.77,-0.5,3.5,2.3,.,.,.
12/15/2005,Minnesota,88,San Antonio,90,-2.5,-1.2,-2.31,-3.83,-0.81,-2.5,0.41,0.9,-1.3,-3.8,-3.46,-0.67,-2,0.3,.,.,.
12/15/2005,Seattle,98,Houston,104,2.5,-0.87,-0.64,1.84,-3.38,2.5,1.16,0.2,-0.6,-8.92,-8.95,0.16,1,0.7,.,.,.
12/16/2005,Atlanta,122,New York,111,-1,-0.7,-0.04,0.47,-0.43,1,0.93,3.2,0.5,-1.95,-5.76,-8,-4,3,.,.,.
12/16/2005,Boston,96,Milwaukee,100,3,1.24,-2.61,-2.97,-2.28,3,1.22,5.4,-0.3,1.75,1.65,4.84,1,2.5,.,.,.
12/16/2005,Dallas,109,Orlando,103,7.5,9.48,11.63,11.15,12.61,8.5,5.34,13.4,7.7,6.86,7.22,11.83,7.5,8.9,.,.,.
12/16/2005,Detroit,110,Chicago,82,9,9.2,12.26,11.67,12.93,9,5.22,10.6,7.2,-0.47,1.69,13.34,13.5,8.8,.,.,.
12/16/2005,Indiana,93,Utah,83,6.5,8.26,8.28,6.4,10.5,7,4.39,11.9,5.3,7.51,7.54,11,9,8.3,.,.,.
12/16/2005,LA Lakers,97,Washington,91,5,6.09,6.64,6.38,6.93,5.5,3.02,8.5,3.6,7.82,7.85,9.83,3,5.7,.,.,.
12/16/2005,New Jersey,115,Denver,106,4.5,-0.84,-1.61,-0.95,-2.3,2.5,0.23,2.4,-1.4,-2.26,-1.84,-3.34,-1.5,1.6,.,.,.
12/16/2005,New orleans,88,Phoenix,101,-4,-4.01,-1.88,-0.88,-2.96,-4.5,-1.53,-2.2,-3.1,-9.46,-9.15,-9.16,-3,-3.8,.,.,.
12/16/2005,Philadelphia,105,Miami,112,-2.5,-0.74,0.47,1.17,-0.26,-2.5,0.75,-0.6,-0.2,-1.72,-1.62,-4.5,-2,0.7,.,.,.
12/16/2005,Portland,99,Seattle,111,-3.5,-3.98,-0.3,-0.49,-0.29,-4,-0.81,0.2,-1.9,-12.79,-12.42,-12.5,-4,-3.2,.,.,.
12/16/2005,Toronto,98,Golden State,108,-4,-6.59,-7.03,-7.78,-6.36,-5,-2.24,-0.4,-3.9,-12.45,-6.97,-13.16,-9.5,-3.5,.,.,.
12/17/2005,Charlotte,78,Detroit,103,-7.5,-9.15,-11.52,-13.76,-9.95,-6.5,-3.46,-6.2,-7.1,-13.26,-14.34,-10,-10.5,-8.1,-5.25,-7.62,.
12/17/2005,Chicago,118,Boston,86,5,3.37,4.46,5.85,3.04,5,1.82,7.5,2.3,-0.82,-0.6,3.66,3.5,3.5,3.66,1.5,.
12/17/2005,Cleveland,115,Miami,107,2,1.2,3.14,2.18,4.34,2,1.56,1.8,1.3,-4.25,-4.12,-0.83,4,0.7,1.98,1.37,.
12/17/2005,LA Clippers,89,Houston,81,3,3.81,5.73,7.42,4.08,3.5,3.08,3.3,3.6,-5.11,-5.01,5.66,8,4.3,2.22,2.08,.
12/17/2005,Memphis,91,Phoenix,87,3.5,1.94,2.05,1.69,2.48,3.5,0.83,2.3,0.2,-0.02,0.14,5,2,3,0.09,-1.55,.
12/17/2005,Milwaukee,80,Utah,88,5,5.78,8.9,8.4,9.51,5.5,2.79,6.6,3.6,4.48,4.5,5.33,5.5,5.8,1.66,4.27,.
12/17/2005,New York,96,Indiana,102,-3,-4.43,-5.79,-5.89,-6.26,-2.5,-2.54,-2.7,-4.9,-9.34,-4.38,0.83,-4.5,-4.6,-4.72,-7.07,.
12/17/2005,San Antonio,90,Sacramento,89,8.5,8.4,11.59,13.12,10.32,9,5.19,11.1,7.6,7.02,6.95,6.67,5,9.6,7.06,7,.
12/18/2005,Atlanta,110,Denver,107,-1,-4.39,-5.07,-4.67,-5.48,-2,-0.87,-2.4,-3.2,-1.69,-1.74,-10.84,-9.5,-0.9,0.52,-2.25,.
12/18/2005,Dallas,102,Minnesota,95,4.5,4.37,5.69,8.05,3.7,5,2.32,7.8,3,0.76,0.74,4,5,4.7,3.17,2.9,.
12/18/2005,LA Lakers,74,Houston,76,4,2.41,4.7,5.92,3.48,3,2.88,4.8,3,-3.15,-3.06,-0.84,2,3.6,2.26,-1.08,.
12/18/2005,New Jersey,118,Golden State,90,2.5,-1.38,-0.21,-0.67,0.24,3,-0.3,4.6,-0.6,-5.52,-0.34,-8.5,-1.5,-0.2,-2.37,-5.21,.
12/18/2005,New orleans,89,San Antonio,76,-6,-5.88,-6.79,-7.12,-6.83,-7.5,-2.97,-4.6,-5.3,-10.9,-10.79,-3.83,-5,-6.4,-6.26,-9.11,.
12/18/2005,Portland,97,Washington,92,-5.5,-4.16,-2.67,-1.61,-4.7,-5.5,-1.66,-1.8,-3.8,-9.07,-9,-4.67,-5,-5.1,-5.34,-3.51,.
12/18/2005,Toronto,80,Philadelphia,107,-3.5,-3.23,-4.84,-5.74,-4.05,-4,-1.39,0.8,-3.1,-6.59,-6.51,-0.83,-4,-4.2,-4.83,-5.49,.
12/19/2005,Boston,109,Golden State,98,1.5,-2.01,-0.86,-1.26,-0.45,1,-0.32,2.6,-1.5,-1.38,1.43,-17,-0.5,1.7,0.99,-2.57,.
12/19/2005,Charlotte,106,Sacramento,103,-2.5,-3.61,-1.58,-2.28,-1.44,-2.5,-0.54,-0.6,-1.1,-9.17,-9.04,-10.5,-4.5,-2.4,-4.04,-6,.
12/19/2005,Memphis,104,Detroit,106,-4,0.48,-3.57,-4.14,-2.92,-3.5,-0.54,-0.6,-2.4,-2.66,-3.68,26,-4,-4.4,-4.03,0.53,.
12/19/2005,Orlando,90,Toronto,92,8.5,7.55,9.59,10.84,8.21,7.5,4.19,8.7,4.5,7.09,7.07,4.5,11.5,8.4,8.45,5.15,.
12/19/2005,Seattle,111,Washington,101,5.5,5.13,2.41,3.36,1.12,4.5,1.81,4.1,0.2,4.87,4.88,25,2,3.7,4.83,6.11,.
12/20/2005,Chicago,92,Charlotte,105,11,7.48,7.04,9.58,4.84,8,3.62,10.8,4,9.92,9.84,10.5,6,8.1,8.85,7,.
12/20/2005,Cleveland,110,Utah,85,8,7.48,8.25,6.14,10.9,8.5,4.04,8.9,4.5,4.2,4.27,13,7.5,8.1,7.52,9.43,.
12/20/2005,Detroit,93,Portland,89,13.5,19.87,19.98,19.78,21.16,15,9.51,19.7,13.8,21.09,22.2,31,24,18.8,19.78,26.3,.
12/20/2005,LA Lakers,112,Dallas,90,-2.5,-1.58,-2.36,-3.65,-1.52,-2.5,0.33,2.1,-1.1,-0.62,-0.44,-6,-3,-0.8,-3.63,-3.41,.
12/20/2005,Miami,111,Atlanta,92,12,11.29,10.29,10.26,10.34,12,5.55,14.3,6.8,8.83,9.02,18,15,12.5,10.27,9.72,.
12/20/2005,Milwaukee,109,San Antonio,107,-4.5,-3.92,-2.17,-2.53,-1.97,-4.5,-1.26,-3.4,-3.6,-5.26,-5.28,-12.5,-2,-2.8,-5.86,-6.87,.
