"","Date","","Visitor/Neutral","PTS","Home/Neutral","PTS","","Notes"
"110","Wed, Nov 13, 2002","Box Score","Sacramento Kings","104","Golden State Warriors","93","",""
"111","Wed, Nov 13, 2002","Box Score","Chicago Bulls","101","Milwaukee Bucks","108","",""
"112","Wed, Nov 13, 2002","Box Score","San Antonio Spurs","82","New Jersey Nets","91","",""
"113","Wed, Nov 13, 2002","Box Score","Minnesota Timberwolves","98","New Orleans Hornets","102","",""
"114","Thu, Nov 14, 2002","Box Score","Orlando Magic","101","Los Angeles Clippers","80","",""
"115","Thu, Nov 14, 2002","Box Score","San Antonio Spurs","94","Philadelphia 76ers","99","",""
"116","Thu, Nov 14, 2002","Box Score","Utah Jazz","102","Washington Wizards","105","",""
"117","Fri, Nov 15, 2002","Box Score","Dallas Mavericks","97","Boston Celtics","86","",""
"118","Fri, Nov 15, 2002","Box Score","Utah Jazz","75","Detroit Pistons","86","",""
"119","Fri, Nov 15, 2002","Box Score","Milwaukee Bucks","100","Indiana Pacers","103","OT",""
"120","Fri, Nov 15, 2002","Box Score","Golden State Warriors","89","Los Angeles Lakers","96","OT",""
"121","Fri, Nov 15, 2002","Box Score","Minnesota Timberwolves","99","Memphis Grizzlies","95","",""
"122","Fri, Nov 15, 2002","Box Score","New Jersey Nets","93","Miami Heat","84","",""
"123","Fri, Nov 15, 2002","Box Score","Chicago Bulls","87","New Orleans Hornets","105","",""
"124","Fri, Nov 15, 2002","Box Score","Houston Rockets","87","Phoenix Suns","88","",""
"125","Fri, Nov 15, 2002","Box Score","Los Angeles Clippers","88","Portland Trail Blazers","112","",""
"126","Fri, Nov 15, 2002","Box Score","Sacramento Kings","97","Seattle SuperSonics","111","",""
"127","Fri, Nov 15, 2002","Box Score","Denver Nuggets","79","Toronto Raptors","84","",""
"128","Sat, Nov 16, 2002","Box Score","New Orleans Hornets","82","Atlanta Hawks","89","",""
"129","Sat, Nov 16, 2002","Box Score","Memphis Grizzlies","93","Chicago Bulls","111","",""
"130","Sat, Nov 16, 2002","Box Score","San Antonio Spurs","90","Cleveland Cavaliers","77","",""
"131","Sat, Nov 16, 2002","Box Score","Denver Nuggets","53","Detroit Pistons","74","",""
"132","Sat, Nov 16, 2002","Box Score","Orlando Magic","92","Golden State Warriors","135","",""
"133","Sat, Nov 16, 2002","Box Score","Boston Celtics","85","Milwaukee Bucks","104","",""
"134","Sat, Nov 16, 2002","Box Score","Indiana Pacers","107","Minnesota Timberwolves","101","",""
"135","Sat, Nov 16, 2002","Box Score","Dallas Mavericks","96","New Jersey Nets","88","",""
"136","Sat, Nov 16, 2002","Box Score","Philadelphia 76ers","93","New York Knicks","92","",""
"137","Sat, Nov 16, 2002","Box Score","Miami Heat","65","Washington Wizards","95","",""
"138","Sun, Nov 17, 2002","Box Score","Seattle SuperSonics","84","Los Angeles Clippers","78","",""
"139","Sun, Nov 17, 2002","Box Score","Houston Rockets","93","Los Angeles Lakers","89","",""
"140","Sun, Nov 17, 2002","Box Score","Washington Wizards","84","Philadelphia 76ers","100","",""
"141","Sun, Nov 17, 2002","Box Score","Orlando Magic","99","Sacramento Kings","101","",""
"142","Sun, Nov 17, 2002","Box Score","Utah Jazz","82","Toronto Raptors","78","",""
"143","Mon, Nov 18, 2002","Box Score","Toronto Raptors","92","Atlanta Hawks","117","",""
"144","Mon, Nov 18, 2002","Box Score","Los Angeles Clippers","99","Golden State Warriors","89","",""
"145","Mon, Nov 18, 2002","Box Score","Denver Nuggets","79","New Jersey Nets","99","",""
"146","Mon, Nov 18, 2002","Box Score","Detroit Pistons","91","New York Knicks","94","",""
"147","Mon, Nov 18, 2002","Box Score","Cleveland Cavaliers","78","San Antonio Spurs","104","",""
"148","Tue, Nov 19, 2002","Box Score","Los Angeles Lakers","72","Dallas Mavericks","98","",""
"149","Tue, Nov 19, 2002","Box Score","Cleveland Cavaliers","80","Houston Rockets","97","",""
"150","Tue, Nov 19, 2002","Box Score","Miami Heat","97","Milwaukee Bucks","93","",""
"151","Tue, Nov 19, 2002","Box Score","Memphis Grizzlies","106","Minnesota Timberwolves","110","OT",""
"152","Tue, Nov 19, 2002","Box Score","Philadelphia 76ers","98","New Orleans Hornets","99","",""
"153","Tue, Nov 19, 2002","Box Score","Chicago Bulls","98","Sacramento Kings","111","",""
"154","Tue, Nov 19, 2002","Box Score","Orlando Magic","101","Seattle SuperSonics","84","",""
"155","Tue, Nov 19, 2002","Box Score","Phoenix Suns","76","Utah Jazz","99","",""
"156","Wed, Nov 20, 2002","Box Score","Minnesota Timberwolves","103","Atlanta Hawks","93","",""
"157","Wed, Nov 20, 2002","Box Score","New Jersey Nets","79","Boston Celtics","96","",""
"158","Wed, Nov 20, 2002","Box Score","Utah Jazz","96","Denver Nuggets","79","",""
"159","Wed, Nov 20, 2002","Box Score","Miami Heat","68","Detroit Pistons","79","",""
"160","Wed, Nov 20, 2002","Box Score","Chicago Bulls","94","Golden State Warriors","100","",""
"161","Wed, Nov 20, 2002","Box Score","Sacramento Kings","93","Los Angeles Clippers","89","",""
"162","Wed, Nov 20, 2002","Box Score","Philadelphia 76ers","95","Memphis Grizzlies","88","",""
"163","Wed, Nov 20, 2002","Box Score","Orlando Magic","84","Portland Trail Blazers","98","",""
"164","Wed, Nov 20, 2002","Box Score","Los Angeles Lakers","88","San Antonio Spurs","95","",""
"165","Wed, Nov 20, 2002","Box Score","Indiana Pacers","97","Toronto Raptors","95","",""
"166","Thu, Nov 21, 2002","Box Score","Houston Rockets","90","Dallas Mavericks","103","",""
"167","Thu, Nov 21, 2002","Box Score","Portland Trail Blazers","89","Seattle SuperSonics","85","",""
"168","Fri, Nov 22, 2002","Box Score","Atlanta Hawks","98","Boston Celtics","105","2OT",""
"169","Fri, Nov 22, 2002","Box Score","Los Angeles Clippers","70","Denver Nuggets","72","",""
"170","Fri, Nov 22, 2002","Box Score","Milwaukee Bucks","95","Golden State Warriors","91","",""
"171","Fri, Nov 22, 2002","Box Score","Washington Wizards","86","Houston Rockets","93","",""
"172","Fri, Nov 22, 2002","Box Score","Orlando Magic","70","Indiana Pacers","106","",""
"173","Fri, Nov 22, 2002","Box Score","Chicago Bulls","73","Los Angeles Lakers","86","",""
"174","Fri, Nov 22, 2002","Box Score","Detroit Pistons","75","Miami Heat","72","",""
"175","Fri, Nov 22, 2002","Box Score","Cleveland Cavaliers","79","New Jersey Nets","120","",""
"176","Fri, Nov 22, 2002","Box Score","New York Knicks","97","New Orleans Hornets","105","OT",""
"177","Fri, Nov 22, 2002","Box Score","Toronto Raptors","80","Philadelphia 76ers","90","",""
"178","Fri, Nov 22, 2002","Box Score","Phoenix Suns","101","Sacramento Kings","118","",""
"179","Fri, Nov 22, 2002","Box Score","Memphis Grizzlies","86","San Antonio Spurs","95","",""
"180","Sat, Nov 23, 2002","Box Score","Boston Celtics","109","Atlanta Hawks","99","",""
"181","Sat, Nov 23, 2002","Box Score","New Orleans Hornets","97","Cleveland Cavaliers","84","",""
"182","Sat, Nov 23, 2002","Box Score","Seattle SuperSonics","105","Dallas Mavericks","115","",""
"183","Sat, Nov 23, 2002","Box Score","Detroit Pistons","106","Indiana Pacers","91","",""
"184","Sat, Nov 23, 2002","Box Score","Washington Wizards","74","Memphis Grizzlies","85","",""
"185","Sat, Nov 23, 2002","Box Score","New Jersey Nets","96","Minnesota Timberwolves","82","",""
"186","Sat, Nov 23, 2002","Box Score","Denver Nuggets","80","Phoenix Suns","79","",""
"187","Sat, Nov 23, 2002","Box Score","Sacramento Kings","95","Portland Trail Blazers","94","",""
"188","Sat, Nov 23, 2002","Box Score","Chicago Bulls","90","Utah Jazz","110","",""
"189","Sun, Nov 24, 2002","Box Score","Houston Rockets","89","Los Angeles Clippers","90","",""
"190","Sun, Nov 24, 2002","Box Score","Milwaukee Bucks","99","Los Angeles Lakers","111","",""
"191","Sun, Nov 24, 2002","Box Score","Minnesota Timberwolves","106","New York Knicks","88","",""
"192","Sun, Nov 24, 2002","Box Score","Miami Heat","75","Orlando Magic","77","",""
"193","Sun, Nov 24, 2002","Box Score","Seattle SuperSonics","91","San Antonio Spurs","90","",""
"194","Sun, Nov 24, 2002","Box Score","Philadelphia 76ers","94","Toronto Raptors","84","",""
"195","Mon, Nov 25, 2002","Box Score","New Orleans Hornets","87","Philadelphia 76ers","108","",""
"196","Mon, Nov 25, 2002","Box Score","Milwaukee Bucks","81","Phoenix Suns","86","",""
"197","Tue, Nov 26, 2002","Box Score","Seattle SuperSonics","116","Atlanta Hawks","119","OT",""
"198","Tue, Nov 26, 2002","Box Score","Sacramento Kings","91","Cleveland Cavaliers","85","",""
"199","Tue, Nov 26, 2002","Box Score","San Antonio Spurs","81","Denver Nuggets","85","",""
"200","Tue, Nov 26, 2002","Box Score","Utah Jazz","99","Los Angeles Clippers","94","",""
"201","Tue, Nov 26, 2002","Box Score","Los Angeles Lakers","85","Miami Heat","97","",""
"202","Tue, Nov 26, 2002","Box Score","Houston Rockets","71","Portland Trail Blazers","77","",""
"203","Tue, Nov 26, 2002","Box Score","Indiana Pacers","88","Washington Wizards","84","",""
"204","Wed, Nov 27, 2002","Box Score","Chicago Bulls","82","Boston Celtics","92","",""
"205","Wed, Nov 27, 2002","Box Score","Dallas Mavericks","102","Detroit Pistons","82","",""
"206","Wed, Nov 27, 2002","Box Score","Houston Rockets","91","Golden State Warriors","84","",""
"207","Wed, Nov 27, 2002","Box Score","Seattle SuperSonics","99","Memphis Grizzlies","117","",""
"208","Wed, Nov 27, 2002","Box Score","Cleveland Cavaliers","80","Milwaukee Bucks","112","",""
"209","Wed, Nov 27, 2002","Box Score","Sacramento Kings","74","Minnesota Timberwolves","90","",""
"210","Wed, Nov 27, 2002","Box Score","Atlanta Hawks","94","New Orleans Hornets","106","",""
"211","Wed, Nov 27, 2002","Box Score","Los Angeles Lakers","102","Orlando Magic","112","",""
"212","Wed, Nov 27, 2002","Box Score","Miami Heat","74","Philadelphia 76ers","83","",""
"213","Wed, Nov 27, 2002","Box Score","New Jersey Nets","75","Phoenix Suns","82","",""
"214","Wed, Nov 27, 2002","Box Score","Denver Nuggets","68","San Antonio Spurs","99","",""
"215","Wed, Nov 27, 2002","Box Score","New York Knicks","87","Toronto Raptors","81","",""
"216","Thu, Nov 28, 2002","Box Score","Dallas Mavericks","98","Indiana Pacers","110","",""
"217","Thu, Nov 28, 2002","Box Score","New Jersey Nets","118","Los Angeles Clippers","126","OT",""
"218","Fri, Nov 29, 2002","Box Score","Miami Heat","94","Atlanta Hawks","100","OT",""
"219","Fri, Nov 29, 2002","Box Score","Toronto Raptors","98","Boston Celtics","95","",""
"220","Fri, Nov 29, 2002","Box Score","Philadelphia 76ers","106","Cleveland Cavaliers","99","",""
"221","Fri, Nov 29, 2002","Box Score","Golden State Warriors","92","Denver Nuggets","82","",""
"222","Fri, Nov 29, 2002","Box Score","Milwaukee Bucks","91","Detroit Pistons","96","",""
"223","Fri, Nov 29, 2002","Box Score","Washington Wizards","84","Indiana Pacers","100","",""
"224","Fri, Nov 29, 2002","Box Score","Los Angeles Lakers","112","Memphis Grizzlies","106","OT",""
"225","Fri, Nov 29, 2002","Box Score","San Antonio Spurs","87","Phoenix Suns","94","",""
"226","Fri, Nov 29, 2002","Box Score","Los Angeles Clippers","94","Sacramento Kings","107","",""
"227","Fri, Nov 29, 2002","Box Score","Houston Rockets","83","Seattle SuperSonics","72","",""
"228","Fri, Nov 29, 2002","Box Score","Minnesota Timberwolves","77","Utah Jazz","95","",""
"229","Sat, Nov 30, 2002","Box Score","Chicago Bulls","90","Dallas Mavericks","103","",""
"230","Sat, Nov 30, 2002","Box Score","Phoenix Suns","90","Golden State Warriors","100","",""
"231","Sat, Nov 30, 2002","Box Score","Cleveland Cavaliers","79","Miami Heat","85","",""
"232","Sat, Nov 30, 2002","Box Score","Detroit Pistons","86","Milwaukee Bucks","109","",""
"233","Sat, Nov 30, 2002","Box Score","New Orleans Hornets","86","New York Knicks","92","OT",""
"234","Sat, Nov 30, 2002","Box Score","Atlanta Hawks","92","Orlando Magic","117","",""
"235","Sat, Nov 30, 2002","Box Score","New Jersey Nets","93","Portland Trail Blazers","86","",""
"236","Sat, Nov 30, 2002","Box Score","Utah Jazz","85","San Antonio Spurs","107","",""
"237","Sat, Nov 30, 2002","Box Score","Philadelphia 76ers","95","Washington Wizards","94","",""
"238","Sun, Dec 1, 2002","Box Score","New Orleans Hornets","86","Boston Celtics","95","",""
"239","Sun, Dec 1, 2002","Box Score","Indiana Pacers","92","Los Angeles Clippers","87","",""
"240","Sun, Dec 1, 2002","Box Score","Minnesota Timberwolves","110","Los Angeles Lakers","107","",""
"241","Sun, Dec 1, 2002","Box Score","Toronto Raptors","92","Memphis Grizzlies","87","",""
"242","Sun, Dec 1, 2002","Box Score","Houston Rockets","84","Sacramento Kings","103","",""
"243","Sun, Dec 1, 2002","Box Score","New Jersey Nets","95","Seattle SuperSonics","96","",""
"244","Mon, Dec 2, 2002","Box Score","Toronto Raptors","102","Dallas Mavericks","113","",""
"245","Mon, Dec 2, 2002","Box Score","Cleveland Cavaliers","93","New York Knicks","125","",""
"246","Mon, Dec 2, 2002","Box Score","Boston Celtics","102","Orlando Magic","97","",""
"247","Mon, Dec 2, 2002","Box Score","Miami Heat","100","Phoenix Suns","90","OT",""
"248","Mon, Dec 2, 2002","Box Score","Indiana Pacers","91","Utah Jazz","102","",""
"249","Tue, Dec 3, 2002","Box Score","New Orleans Hornets","115","Chicago Bulls","90","",""
"250","Tue, Dec 3, 2002","Box Score","Denver Nuggets","89","Golden State Warriors","110","",""
"251","Tue, Dec 3, 2002","Box Score","San Antonio Spurs","75","Houston Rockets","89","",""
"252","Tue, Dec 3, 2002","Box Score","Memphis Grizzlies","91","Los Angeles Lakers","101","",""
"253","Tue, Dec 3, 2002","Box Score","Atlanta Hawks","72","New Jersey Nets","87","",""
"254","Tue, Dec 3, 2002","Box Score","Minnesota Timberwolves","86","Sacramento Kings","98","",""
"255","Tue, Dec 3, 2002","Box Score","Milwaukee Bucks","78","Washington Wizards","103","",""
"256","Wed, Dec 4, 2002","Box Score","Chicago Bulls","101","Cleveland Cavaliers","111","",""
"257","Wed, Dec 4, 2002","Box Score","Sacramento Kings","92","Denver Nuggets","90","",""
"258","Wed, Dec 4, 2002","Box Score","Washington Wizards","88","Detroit Pistons","83","",""
"259","Wed, Dec 4, 2002","Box Score","Miami Heat","80","Los Angeles Clippers","89","",""
"260","Wed, Dec 4, 2002","Box Score","Toronto Raptors","74","New Orleans Hornets","89","",""
"261","Wed, Dec 4, 2002","Box Score","Orlando Magic","87","New York Knicks","85","",""
"262","Wed, Dec 4, 2002","Box Score","Boston Celtics","93","Philadelphia 76ers","99","",""
"263","Wed, Dec 4, 2002","Box Score","Memphis Grizzlies","85","Phoenix Suns","98","",""
"264","Wed, Dec 4, 2002","Box Score","Dallas Mavericks","103","Portland Trail Blazers","88","",""
"265","Wed, Dec 4, 2002","Box Score","Indiana Pacers","114","Seattle SuperSonics","111","OT",""
"266","Wed, Dec 4, 2002","Box Score","Los Angeles Lakers","85","Utah Jazz","93","",""
"267","Thu, Dec 5, 2002","Box Score","Milwaukee Bucks","80","Atlanta Hawks","98","",""
"268","Thu, Dec 5, 2002","Box Score","Minnesota Timberwolves","114","Golden State Warriors","98","",""
"269","Fri, Dec 6, 2002","Box Score","New York Knicks","80","Boston Celtics","91","",""
"270","Fri, Dec 6, 2002","Box Score","Dallas Mavericks","103","Los Angeles Lakers","105","",""
"271","Fri, Dec 6, 2002","Box Score","Houston Rockets","96","New Orleans Hornets","98","OT",""
"272","Fri, Dec 6, 2002","Box Score","Washington Wizards","78","Orlando Magic","88","",""
"273","Fri, Dec 6, 2002","Box Score","Indiana Pacers","96","Phoenix Suns","102","",""
"274","Fri, Dec 6, 2002","Box Score","Miami Heat","69","Portland Trail Blazers","88","",""
"275","Fri, Dec 6, 2002","Box Score","Denver Nuggets","77","Sacramento Kings","98","",""
"276","Fri, Dec 6, 2002","Box Score","Philadelphia 76ers","93","San Antonio Spurs","98","",""
"277","Fri, Dec 6, 2002","Box Score","Chicago Bulls","89","Toronto Raptors","103","",""
"278","Fri, Dec 6, 2002","Box Score","Memphis Grizzlies","71","Utah Jazz","104","",""
"279","Sat, Dec 7, 2002","Box Score","Detroit Pistons","92","Atlanta Hawks","94","",""
"280","Sat, Dec 7, 2002","Box Score","Cleveland Cavaliers","104","Chicago Bulls","112","",""
"281","Sat, Dec 7, 2002","Box Score","Indiana Pacers","81","Denver Nuggets","92","",""
"282","Sat, Dec 7, 2002","Box Score","Dallas Mavericks","121","Golden State Warriors","116","",""
"283","Sat, Dec 7, 2002","Box Score","Philadelphia 76ers","72","Houston Rockets","97","",""
"284","Sat, Dec 7, 2002","Box Score","Minnesota Timberwolves","88","Los Angeles Clippers","104","",""
"285","Sat, Dec 7, 2002","Box Score","New Orleans Hornets","94","Milwaukee Bucks","88","",""
"286","Sat, Dec 7, 2002","Box Score","Orlando Magic","88","New Jersey Nets","121","",""
"287","Sat, Dec 7, 2002","Box Score","Miami Heat","71","Seattle SuperSonics","100","",""
"288","Sat, Dec 7, 2002","Box Score","New York Knicks","97","Washington Wizards","100","",""
