"","Date","","Visitor/Neutral","PTS","Home/Neutral","PTS","","Notes"
"289","Sat, Dec 6, 2008","Box Score","Atlanta Hawks","98","Dallas Mavericks","100","",""
"290","Sat, Dec 6, 2008","Box Score","Oklahoma City Thunder","99","Miami Heat","105","",""
"291","Sat, Dec 6, 2008","Box Score","Los Angeles Clippers","107","Minnesota Timberwolves","84","",""
"292","Sat, Dec 6, 2008","Box Score","Memphis Grizzlies","87","New Orleans Hornets","106","",""
"293","Sat, Dec 6, 2008","Box Score","New Jersey Nets","95","Philadelphia 76ers","84","",""
"294","Sat, Dec 6, 2008","Box Score","Utah Jazz","104","Phoenix Suns","106","",""
"295","Sat, Dec 6, 2008","Box Score","Denver Nuggets","118","Sacramento Kings","85","",""
"296","Sat, Dec 6, 2008","Box Score","Golden State Warriors","88","San Antonio Spurs","123","",""
"297","Sun, Dec 7, 2008","Box Score","Boston Celtics","122","Indiana Pacers","117","OT",""
"298","Sun, Dec 7, 2008","Box Score","Milwaukee Bucks","92","Los Angeles Lakers","105","",""
"299","Sun, Dec 7, 2008","Box Score","Detroit Pistons","92","New York Knicks","104","",""
"300","Sun, Dec 7, 2008","Box Score","Portland Trail Blazers","98","Toronto Raptors","97","",""
"301","Mon, Dec 8, 2008","Box Score","Orlando Magic","95","Los Angeles Clippers","88","",""
"302","Mon, Dec 8, 2008","Box Score","Houston Rockets","97","Memphis Grizzlies","109","",""
"303","Mon, Dec 8, 2008","Box Score","Charlotte Bobcats","96","Miami Heat","100","",""
"304","Mon, Dec 8, 2008","Box Score","Golden State Warriors","112","Oklahoma City Thunder","102","",""
"305","Tue, Dec 9, 2008","Box Score","New York Knicks","100","Chicago Bulls","105","",""
"306","Tue, Dec 9, 2008","Box Score","Toronto Raptors","94","Cleveland Cavaliers","114","",""
"307","Tue, Dec 9, 2008","Box Score","San Antonio Spurs","133","Dallas Mavericks","126","2OT",""
"308","Tue, Dec 9, 2008","Box Score","Atlanta Hawks","84","Houston Rockets","92","",""
"309","Tue, Dec 9, 2008","Box Score","Utah Jazz","99","Minnesota Timberwolves","96","",""
"310","Tue, Dec 9, 2008","Box Score","Milwaukee Bucks","110","Phoenix Suns","125","",""
"311","Tue, Dec 9, 2008","Box Score","Orlando Magic","109","Portland Trail Blazers","108","",""
"312","Tue, Dec 9, 2008","Box Score","Los Angeles Lakers","101","Sacramento Kings","113","",""
"313","Tue, Dec 9, 2008","Box Score","Detroit Pistons","94","Washington Wizards","107","",""
"314","Wed, Dec 10, 2008","Box Score","Minnesota Timberwolves","105","Denver Nuggets","116","",""
"315","Wed, Dec 10, 2008","Box Score","Milwaukee Bucks","96","Golden State Warriors","119","",""
"316","Wed, Dec 10, 2008","Box Score","Phoenix Suns","110","Los Angeles Lakers","115","",""
"317","Wed, Dec 10, 2008","Box Score","New York Knicks","121","New Jersey Nets","109","",""
"318","Wed, Dec 10, 2008","Box Score","Charlotte Bobcats","89","New Orleans Hornets","105","",""
"319","Wed, Dec 10, 2008","Box Score","Memphis Grizzlies","108","Oklahoma City Thunder","102","",""
"320","Wed, Dec 10, 2008","Box Score","Cleveland Cavaliers","101","Philadelphia 76ers","93","",""
"321","Wed, Dec 10, 2008","Box Score","Atlanta Hawks","89","San Antonio Spurs","95","",""
"322","Wed, Dec 10, 2008","Box Score","Indiana Pacers","88","Toronto Raptors","101","",""
"323","Thu, Dec 11, 2008","Box Score","Charlotte Bobcats","90","Dallas Mavericks","95","",""
"324","Thu, Dec 11, 2008","Box Score","Portland Trail Blazers","88","Utah Jazz","97","",""
"325","Thu, Dec 11, 2008","Box Score","Boston Celtics","122","Washington Wizards","88","",""
"326","Fri, Dec 12, 2008","Box Score","New Orleans Hornets","82","Boston Celtics","94","",""
"327","Fri, Dec 12, 2008","Box Score","Philadelphia 76ers","72","Cleveland Cavaliers","88","",""
"328","Fri, Dec 12, 2008","Box Score","Indiana Pacers","110","Detroit Pistons","114","",""
"329","Fri, Dec 12, 2008","Box Score","Houston Rockets","119","Golden State Warriors","108","",""
"330","Fri, Dec 12, 2008","Box Score","Sacramento Kings","103","Los Angeles Lakers","112","",""
"331","Fri, Dec 12, 2008","Box Score","Chicago Bulls","96","Memphis Grizzlies","103","",""
"332","Fri, Dec 12, 2008","Box Score","Atlanta Hawks","87","Miami Heat","73","",""
"333","Fri, Dec 12, 2008","Box Score","San Antonio Spurs","98","Minnesota Timberwolves","86","",""
"334","Fri, Dec 12, 2008","Box Score","Toronto Raptors","101","New Jersey Nets","79","",""
"335","Fri, Dec 12, 2008","Box Score","Orlando Magic","112","Phoenix Suns","113","",""
"336","Fri, Dec 12, 2008","Box Score","Los Angeles Clippers","120","Portland Trail Blazers","112","2OT",""
"337","Sat, Dec 13, 2008","Box Score","Cleveland Cavaliers","92","Atlanta Hawks","97","",""
"338","Sat, Dec 13, 2008","Box Score","Detroit Pistons","90","Charlotte Bobcats","86","",""
"339","Sat, Dec 13, 2008","Box Score","New Jersey Nets","104","Chicago Bulls","113","",""
"340","Sat, Dec 13, 2008","Box Score","Oklahoma City Thunder","99","Dallas Mavericks","103","",""
"341","Sat, Dec 13, 2008","Box Score","Golden State Warriors","105","Denver Nuggets","123","",""
"342","Sat, Dec 13, 2008","Box Score","Houston Rockets","82","Los Angeles Clippers","95","",""
"343","Sat, Dec 13, 2008","Box Score","Indiana Pacers","103","Milwaukee Bucks","121","",""
"344","Sat, Dec 13, 2008","Box Score","Washington Wizards","89","Philadelphia 76ers","104","",""
"345","Sat, Dec 13, 2008","Box Score","New York Knicks","114","Sacramento Kings","90","",""
"346","Sat, Dec 13, 2008","Box Score","Orlando Magic","103","Utah Jazz","94","",""
"347","Sun, Dec 14, 2008","Box Score","Minnesota Timberwolves","86","Los Angeles Lakers","98","",""
"348","Sun, Dec 14, 2008","Box Score","Miami Heat","86","Memphis Grizzlies","102","",""
"349","Sun, Dec 14, 2008","Box Score","Oklahoma City Thunder","104","San Antonio Spurs","109","",""
"350","Sun, Dec 14, 2008","Box Score","New Orleans Hornets","99","Toronto Raptors","91","",""
"351","Mon, Dec 15, 2008","Box Score","Charlotte Bobcats","79","Atlanta Hawks","83","",""
"352","Mon, Dec 15, 2008","Box Score","Utah Jazz","91","Boston Celtics","100","",""
"353","Mon, Dec 15, 2008","Box Score","Denver Nuggets","98","Dallas Mavericks","88","",""
"354","Mon, Dec 15, 2008","Box Score","Orlando Magic","109","Golden State Warriors","98","",""
"355","Mon, Dec 15, 2008","Box Score","Milwaukee Bucks","98","Miami Heat","83","",""
"356","Mon, Dec 15, 2008","Box Score","New York Knicks","103","Phoenix Suns","111","",""
"357","Mon, Dec 15, 2008","Box Score","Minnesota Timberwolves","103","Sacramento Kings","118","",""
"358","Mon, Dec 15, 2008","Box Score","New Jersey Nets","94","Toronto Raptors","87","",""
"359","Mon, Dec 15, 2008","Box Score","Indiana Pacers","118","Washington Wizards","98","",""
"360","Tue, Dec 16, 2008","Box Score","Chicago Bulls","101","Charlotte Bobcats","110","OT",""
"361","Tue, Dec 16, 2008","Box Score","Denver Nuggets","96","Houston Rockets","108","",""
"362","Tue, Dec 16, 2008","Box Score","New York Knicks","114","Los Angeles Lakers","116","",""
"363","Tue, Dec 16, 2008","Box Score","New Orleans Hornets","91","Memphis Grizzlies","84","",""
"364","Tue, Dec 16, 2008","Box Score","Los Angeles Clippers","98","Oklahoma City Thunder","88","",""
"365","Tue, Dec 16, 2008","Box Score","Sacramento Kings","77","Portland Trail Blazers","109","",""
"366","Wed, Dec 17, 2008","Box Score","Boston Celtics","88","Atlanta Hawks","85","",""
"367","Wed, Dec 17, 2008","Box Score","Los Angeles Clippers","109","Chicago Bulls","115","OT",""
"368","Wed, Dec 17, 2008","Box Score","Washington Wizards","74","Detroit Pistons","88","",""
"369","Wed, Dec 17, 2008","Box Score","Golden State Warriors","120","Indiana Pacers","127","",""
"370","Wed, Dec 17, 2008","Box Score","Cleveland Cavaliers","93","Minnesota Timberwolves","70","",""
"371","Wed, Dec 17, 2008","Box Score","Utah Jazz","103","New Jersey Nets","92","",""
"372","Wed, Dec 17, 2008","Box Score","San Antonio Spurs","83","New Orleans Hornets","90","",""
"373","Wed, Dec 17, 2008","Box Score","Milwaukee Bucks","88","Philadelphia 76ers","93","",""
"374","Wed, Dec 17, 2008","Box Score","Dallas Mavericks","96","Toronto Raptors","86","",""
"375","Thu, Dec 18, 2008","Box Score","San Antonio Spurs","78","Orlando Magic","90","",""
"376","Thu, Dec 18, 2008","Box Score","Phoenix Suns","119","Portland Trail Blazers","124","",""
"377","Fri, Dec 19, 2008","Box Score","Golden State Warriors","99","Atlanta Hawks","115","",""
"378","Fri, Dec 19, 2008","Box Score","Chicago Bulls","108","Boston Celtics","126","",""
"379","Fri, Dec 19, 2008","Box Score","Cleveland Cavaliers","105","Denver Nuggets","88","",""
"380","Fri, Dec 19, 2008","Box Score","Utah Jazz","120","Detroit Pistons","114","2OT",""
"381","Fri, Dec 19, 2008","Box Score","Sacramento Kings","96","Houston Rockets","107","",""
"382","Fri, Dec 19, 2008","Box Score","Los Angeles Clippers","117","Indiana Pacers","109","2OT",""
"383","Fri, Dec 19, 2008","Box Score","Charlotte Bobcats","112","Memphis Grizzlies","83","",""
"384","Fri, Dec 19, 2008","Box Score","Los Angeles Lakers","87","Miami Heat","89","",""
"385","Fri, Dec 19, 2008","Box Score","Dallas Mavericks","97","New Jersey Nets","121","",""
"386","Fri, Dec 19, 2008","Box Score","Milwaukee Bucks","105","New York Knicks","81","",""
"387","Fri, Dec 19, 2008","Box Score","Toronto Raptors","83","Oklahoma City Thunder","91","",""
"388","Fri, Dec 19, 2008","Box Score","Philadelphia 76ers","109","Washington Wizards","103","",""
"389","Sat, Dec 20, 2008","Box Score","Golden State Warriors","110","Charlotte Bobcats","103","",""
"390","Sat, Dec 20, 2008","Box Score","Utah Jazz","98","Chicago Bulls","106","",""
"391","Sat, Dec 20, 2008","Box Score","Los Angeles Clippers","85","Milwaukee Bucks","119","",""
"392","Sat, Dec 20, 2008","Box Score","Houston Rockets","109","Minnesota Timberwolves","102","",""
"393","Sat, Dec 20, 2008","Box Score","Miami Heat","106","New Jersey Nets","103","",""
"394","Sat, Dec 20, 2008","Box Score","Sacramento Kings","90","New Orleans Hornets","99","",""
"395","Sat, Dec 20, 2008","Box Score","Los Angeles Lakers","103","Orlando Magic","106","",""
"396","Sat, Dec 20, 2008","Box Score","Indiana Pacers","95","Philadelphia 76ers","94","",""
"397","Sat, Dec 20, 2008","Box Score","Denver Nuggets","101","Phoenix Suns","108","",""
"398","Sat, Dec 20, 2008","Box Score","Toronto Raptors","97","San Antonio Spurs","107","",""
"399","Sun, Dec 21, 2008","Box Score","Detroit Pistons","78","Atlanta Hawks","85","",""
"400","Sun, Dec 21, 2008","Box Score","New York Knicks","105","Boston Celtics","124","",""
"401","Sun, Dec 21, 2008","Box Score","Cleveland Cavaliers","102","Oklahoma City Thunder","91","",""
"402","Sun, Dec 21, 2008","Box Score","Dallas Mavericks","97","Washington Wizards","86","",""
"403","Mon, Dec 22, 2008","Box Score","Portland Trail Blazers","89","Denver Nuggets","97","",""
"404","Mon, Dec 22, 2008","Box Score","Toronto Raptors","97","Los Angeles Clippers","75","",""
"405","Mon, Dec 22, 2008","Box Score","Los Angeles Lakers","105","Memphis Grizzlies","96","",""
"406","Mon, Dec 22, 2008","Box Score","Houston Rockets","114","New Jersey Nets","91","",""
"407","Mon, Dec 22, 2008","Box Score","Golden State Warriors","81","Orlando Magic","113","",""
"408","Mon, Dec 22, 2008","Box Score","Sacramento Kings","85","San Antonio Spurs","101","",""
"409","Tue, Dec 23, 2008","Box Score","Oklahoma City Thunder","88","Atlanta Hawks","99","",""
"410","Tue, Dec 23, 2008","Box Score","Philadelphia 76ers","91","Boston Celtics","110","",""
"411","Tue, Dec 23, 2008","Box Score","Washington Wizards","72","Charlotte Bobcats","80","",""
"412","Tue, Dec 23, 2008","Box Score","Houston Rockets","90","Cleveland Cavaliers","99","",""
"413","Tue, Dec 23, 2008","Box Score","Memphis Grizzlies","82","Dallas Mavericks","100","",""
"414","Tue, Dec 23, 2008","Box Score","Chicago Bulls","98","Detroit Pistons","104","",""
"415","Tue, Dec 23, 2008","Box Score","New Jersey Nets","108","Indiana Pacers","107","",""
"416","Tue, Dec 23, 2008","Box Score","Golden State Warriors","88","Miami Heat","96","",""
"417","Tue, Dec 23, 2008","Box Score","Utah Jazz","86","Milwaukee Bucks","94","",""
"418","Tue, Dec 23, 2008","Box Score","Los Angeles Lakers","100","New Orleans Hornets","87","",""
"419","Tue, Dec 23, 2008","Box Score","Denver Nuggets","92","Portland Trail Blazers","101","",""
"420","Tue, Dec 23, 2008","Box Score","Minnesota Timberwolves","93","San Antonio Spurs","99","",""
"421","Thu, Dec 25, 2008","Box Score","Washington Wizards","89","Cleveland Cavaliers","93","",""
"422","Thu, Dec 25, 2008","Box Score","Boston Celtics","83","Los Angeles Lakers","92","",""
"423","Thu, Dec 25, 2008","Box Score","New Orleans Hornets","68","Orlando Magic","88","",""
"424","Thu, Dec 25, 2008","Box Score","San Antonio Spurs","91","Phoenix Suns","90","",""
"425","Thu, Dec 25, 2008","Box Score","Dallas Mavericks","102","Portland Trail Blazers","94","",""
"426","Fri, Dec 26, 2008","Box Score","Philadelphia 76ers","101","Denver Nuggets","105","",""
"427","Fri, Dec 26, 2008","Box Score","Oklahoma City Thunder","88","Detroit Pistons","90","",""
"428","Fri, Dec 26, 2008","Box Score","Boston Celtics","89","Golden State Warriors","99","",""
"429","Fri, Dec 26, 2008","Box Score","Indiana Pacers","105","Memphis Grizzlies","108","",""
"430","Fri, Dec 26, 2008","Box Score","Chicago Bulls","77","Miami Heat","90","",""
"431","Fri, Dec 26, 2008","Box Score","Charlotte Bobcats","95","New Jersey Nets","87","",""
"432","Fri, Dec 26, 2008","Box Score","Houston Rockets","79","New Orleans Hornets","88","",""
"433","Fri, Dec 26, 2008","Box Score","Minnesota Timberwolves","120","New York Knicks","107","",""
"434","Fri, Dec 26, 2008","Box Score","Toronto Raptors","107","Sacramento Kings","101","",""
"435","Fri, Dec 26, 2008","Box Score","Dallas Mavericks","88","Utah Jazz","97","",""
"436","Sat, Dec 27, 2008","Box Score","Chicago Bulls","117","Atlanta Hawks","129","",""
"437","Sat, Dec 27, 2008","Box Score","New Jersey Nets","114","Charlotte Bobcats","103","OT",""
"438","Sat, Dec 27, 2008","Box Score","Utah Jazz","115","Houston Rockets","120","2OT",""
"439","Sat, Dec 27, 2008","Box Score","Detroit Pistons","87","Milwaukee Bucks","76","",""
"440","Sat, Dec 27, 2008","Box Score","Orlando Magic","118","Minnesota Timberwolves","94","",""
"441","Sat, Dec 27, 2008","Box Score","Toronto Raptors","89","Portland Trail Blazers","102","",""
"442","Sat, Dec 27, 2008","Box Score","Memphis Grizzlies","103","San Antonio Spurs","106","2OT",""
"443","Sat, Dec 27, 2008","Box Score","Oklahoma City Thunder","95","Washington Wizards","104","",""
"444","Sun, Dec 28, 2008","Box Score","Miami Heat","86","Cleveland Cavaliers","93","",""
"445","Sun, Dec 28, 2008","Box Score","New Orleans Hornets","105","Indiana Pacers","103","",""
"446","Sun, Dec 28, 2008","Box Score","Dallas Mavericks","98","Los Angeles Clippers","76","",""
"447","Sun, Dec 28, 2008","Box Score","Golden State Warriors","113","Los Angeles Lakers","130","",""
"448","Sun, Dec 28, 2008","Box Score","Denver Nuggets","117","New York Knicks","110","",""
"449","Sun, Dec 28, 2008","Box Score","Boston Celtics","108","Sacramento Kings","63","",""
"450","Mon, Dec 29, 2008","Box Score","Denver Nuggets","91","Atlanta Hawks","109","",""
"451","Mon, Dec 29, 2008","Box Score","Orlando Magic","82","Detroit Pistons","88","",""
"452","Mon, Dec 29, 2008","Box Score","Toronto Raptors","111","Golden State Warriors","117","",""
"453","Mon, Dec 29, 2008","Box Score","Washington Wizards","89","Houston Rockets","87","",""
"454","Mon, Dec 29, 2008","Box Score","Memphis Grizzlies","98","Minnesota Timberwolves","108","OT",""
"455","Mon, Dec 29, 2008","Box Score","Chicago Bulls","100","New Jersey Nets","87","",""
"456","Mon, Dec 29, 2008","Box Score","Phoenix Suns","110","Oklahoma City Thunder","102","",""
"457","Mon, Dec 29, 2008","Box Score","Philadelphia 76ers","95","Utah Jazz","112","",""
"458","Tue, Dec 30, 2008","Box Score","New York Knicks","93","Charlotte Bobcats","89","",""
"459","Tue, Dec 30, 2008","Box Score","Minnesota Timberwolves","100","Dallas Mavericks","107","",""
"460","Tue, Dec 30, 2008","Box Score","Atlanta Hawks","110","Indiana Pacers","104","",""
"461","Tue, Dec 30, 2008","Box Score","Phoenix Suns","101","Memphis Grizzlies","89","",""
"462","Tue, Dec 30, 2008","Box Score","Cleveland Cavaliers","95","Miami Heat","104","",""
"463","Tue, Dec 30, 2008","Box Score","Washington Wizards","85","New Orleans Hornets","97","",""
"464","Tue, Dec 30, 2008","Box Score","Boston Celtics","86","Portland Trail Blazers","91","",""
"465","Tue, Dec 30, 2008","Box Score","Los Angeles Clippers","90","Sacramento Kings","92","",""
"466","Tue, Dec 30, 2008","Box Score","Milwaukee Bucks","100","San Antonio Spurs","98","",""
"467","Wed, Dec 31, 2008","Box Score","Orlando Magic","113","Chicago Bulls","94","",""
"468","Wed, Dec 31, 2008","Box Score","New Jersey Nets","75","Detroit Pistons","83","",""
"469","Wed, Dec 31, 2008","Box Score","Milwaukee Bucks","81","Houston Rockets","85","",""
"470","Wed, Dec 31, 2008","Box Score","Philadelphia 76ers","100","Los Angeles Clippers","92","",""
"471","Wed, Dec 31, 2008","Box Score","Golden State Warriors","100","Oklahoma City Thunder","107","",""
"472","Wed, Dec 31, 2008","Box Score","Denver Nuggets","114","Toronto Raptors","107","",""
"473","Fri, Jan 2, 2009","Box Score","Washington Wizards","83","Boston Celtics","108","",""
"474","Fri, Jan 2, 2009","Box Score","Chicago Bulls","92","Cleveland Cavaliers","117","",""
"475","Fri, Jan 2, 2009","Box Score","Philadelphia 76ers","86","Dallas Mavericks","96","",""
"476","Fri, Jan 2, 2009","Box Score","Sacramento Kings","92","Detroit Pistons","98","",""
"477","Fri, Jan 2, 2009","Box Score","Utah Jazz","100","Los Angeles Lakers","113","",""
"478","Fri, Jan 2, 2009","Box Score","San Antonio Spurs","91","Memphis Grizzlies","80","",""
"479","Fri, Jan 2, 2009","Box Score","Charlotte Bobcats","75","Milwaukee Bucks","103","",""
"480","Fri, Jan 2, 2009","Box Score","Golden State Warriors","108","Minnesota Timberwolves","115","",""
"481","Fri, Jan 2, 2009","Box Score","Atlanta Hawks","91","New Jersey Nets","93","OT",""
"482","Fri, Jan 2, 2009","Box Score","Indiana Pacers","105","New York Knicks","103","",""
"483","Fri, Jan 2, 2009","Box Score","Denver Nuggets","122","Oklahoma City Thunder","120","",""
"484","Fri, Jan 2, 2009","Box Score","Miami Heat","76","Orlando Magic","86","",""
"485","Fri, Jan 2, 2009","Box Score","Los Angeles Clippers","98","Phoenix Suns","106","",""
"486","Fri, Jan 2, 2009","Box Score","New Orleans Hornets","92","Portland Trail Blazers","77","",""
"487","Fri, Jan 2, 2009","Box Score","Houston Rockets","73","Toronto Raptors","94","",""
"488","Sat, Jan 3, 2009","Box Score","Houston Rockets","100","Atlanta Hawks","103","",""
"489","Sat, Jan 3, 2009","Box Score","Milwaukee Bucks","92","Charlotte Bobcats","102","",""
"490","Sat, Jan 3, 2009","Box Score","Minnesota Timberwolves","102","Chicago Bulls","92","",""
"491","Sat, Jan 3, 2009","Box Score","New Orleans Hornets","100","Denver Nuggets","105","",""
"492","Sat, Jan 3, 2009","Box Score","Sacramento Kings","117","Indiana Pacers","122","",""
"493","Sat, Jan 3, 2009","Box Score","New Jersey Nets","96","Miami Heat","101","OT",""
"494","Sat, Jan 3, 2009","Box Score","Philadelphia 76ers","106","San Antonio Spurs","108","",""
"495","Sun, Jan 4, 2009","Box Score","Detroit Pistons","88","Los Angeles Clippers","87","",""
"496","Sun, Jan 4, 2009","Box Score","Portland Trail Blazers","86","Los Angeles Lakers","100","",""
"497","Sun, Jan 4, 2009","Box Score","Dallas Mavericks","82","Memphis Grizzlies","102","",""
"498","Sun, Jan 4, 2009","Box Score","Boston Celtics","88","New York Knicks","100","",""
"499","Sun, Jan 4, 2009","Box Score","Orlando Magic","102","Toronto Raptors","108","",""
"500","Sun, Jan 4, 2009","Box Score","Cleveland Cavaliers","77","Washington Wizards","80","",""
"501","Mon, Jan 5, 2009","Box Score","Indiana Pacers","115","Denver Nuggets","135","",""
"502","Mon, Jan 5, 2009","Box Score","San Antonio Spurs","91","Miami Heat","84","",""
"503","Mon, Jan 5, 2009","Box Score","Toronto Raptors","97","Milwaukee Bucks","107","",""
"504","Mon, Jan 5, 2009","Box Score","Sacramento Kings","90","New Jersey Nets","98","",""
"505","Mon, Jan 5, 2009","Box Score","Golden State Warriors","114","Utah Jazz","119","",""
"506","Tue, Jan 6, 2009","Box Score","Boston Celtics","106","Charlotte Bobcats","114","OT",""
"507","Tue, Jan 6, 2009","Box Score","Sacramento Kings","94","Chicago Bulls","99","",""
"508","Tue, Jan 6, 2009","Box Score","Los Angeles Clippers","102","Dallas Mavericks","107","",""
"509","Tue, Jan 6, 2009","Box Score","New Orleans Hornets","116","Los Angeles Lakers","105","",""
"510","Tue, Jan 6, 2009","Box Score","Minnesota Timberwolves","94","Memphis Grizzlies","87","",""
"511","Tue, Jan 6, 2009","Box Score","New York Knicks","99","Oklahoma City Thunder","107","",""
"512","Tue, Jan 6, 2009","Box Score","Washington Wizards","80","Orlando Magic","89","",""
"513","Tue, Jan 6, 2009","Box Score","Houston Rockets","96","Philadelphia 76ers","104","",""
"514","Wed, Jan 7, 2009","Box Score","Orlando Magic","106","Atlanta Hawks","102","",""
"515","Wed, Jan 7, 2009","Box Score","Houston Rockets","89","Boston Celtics","85","",""
"516","Wed, Jan 7, 2009","Box Score","Charlotte Bobcats","81","Cleveland Cavaliers","111","",""
"517","Wed, Jan 7, 2009","Box Score","Miami Heat","97","Denver Nuggets","108","",""
"518","Wed, Jan 7, 2009","Box Score","Los Angeles Lakers","114","Golden State Warriors","106","",""
"519","Wed, Jan 7, 2009","Box Score","Philadelphia 76ers","110","Milwaukee Bucks","105","",""
"520","Wed, Jan 7, 2009","Box Score","Oklahoma City Thunder","87","Minnesota Timberwolves","129","",""
"521","Wed, Jan 7, 2009","Box Score","Memphis Grizzlies","89","New Jersey Nets","100","",""
"522","Wed, Jan 7, 2009","Box Score","Indiana Pacers","113","Phoenix Suns","110","",""
"523","Wed, Jan 7, 2009","Box Score","Detroit Pistons","83","Portland Trail Blazers","84","",""
"524","Wed, Jan 7, 2009","Box Score","New Orleans Hornets","90","Utah Jazz","116","",""
"525","Wed, Jan 7, 2009","Box Score","Toronto Raptors","99","Washington Wizards","93","",""
"526","Thu, Jan 8, 2009","Box Score","New York Knicks","94","Dallas Mavericks","99","",""
"527","Thu, Jan 8, 2009","Box Score","Los Angeles Clippers","84","San Antonio Spurs","106","",""
"528","Fri, Jan 9, 2009","Box Score","Washington Wizards","86","Chicago Bulls","98","",""
"529","Fri, Jan 9, 2009","Box Score","Boston Celtics","83","Cleveland Cavaliers","98","",""
"530","Fri, Jan 9, 2009","Box Score","Detroit Pistons","93","Denver Nuggets","90","",""
"531","Fri, Jan 9, 2009","Box Score","Indiana Pacers","119","Los Angeles Lakers","121","",""
"532","Fri, Jan 9, 2009","Box Score","New Jersey Nets","102","Milwaukee Bucks","104","",""
"533","Fri, Jan 9, 2009","Box Score","Los Angeles Clippers","80","New Orleans Hornets","107","",""
"534","Fri, Jan 9, 2009","Box Score","Houston Rockets","98","Oklahoma City Thunder","96","",""
"535","Fri, Jan 9, 2009","Box Score","Atlanta Hawks","87","Orlando Magic","121","",""
"536","Fri, Jan 9, 2009","Box Score","Charlotte Bobcats","87","Philadelphia 76ers","93","",""
"537","Fri, Jan 9, 2009","Box Score","Dallas Mavericks","100","Phoenix Suns","128","",""
"538","Fri, Jan 9, 2009","Box Score","Miami Heat","119","Sacramento Kings","115","OT",""
"539","Fri, Jan 9, 2009","Box Score","Memphis Grizzlies","82","Toronto Raptors","103","",""
"540","Sat, Jan 10, 2009","Box Score","Oklahoma City Thunder","109","Chicago Bulls","98","OT",""
"541","Sat, Jan 10, 2009","Box Score","New York Knicks","76","Houston Rockets","96","",""
"542","Sat, Jan 10, 2009","Box Score","Milwaukee Bucks","104","Minnesota Timberwolves","106","",""
"543","Sat, Jan 10, 2009","Box Score","Golden State Warriors","100","Portland Trail Blazers","113","",""
"544","Sat, Jan 10, 2009","Box Score","Detroit Pistons","82","Utah Jazz","99","",""
"545","Sat, Jan 10, 2009","Box Score","Charlotte Bobcats","92","Washington Wizards","89","",""
"546","Sun, Jan 11, 2009","Box Score","Philadelphia 76ers","109","Atlanta Hawks","94","",""
"547","Sun, Jan 11, 2009","Box Score","Indiana Pacers","117","Golden State Warriors","120","",""
"548","Sun, Jan 11, 2009","Box Score","Phoenix Suns","109","Los Angeles Clippers","103","",""
"549","Sun, Jan 11, 2009","Box Score","Miami Heat","105","Los Angeles Lakers","108","",""
"550","Sun, Jan 11, 2009","Box Score","Dallas Mavericks","95","Sacramento Kings","102","",""
"551","Sun, Jan 11, 2009","Box Score","Orlando Magic","105","San Antonio Spurs","98","",""
"552","Sun, Jan 11, 2009","Box Score","Boston Celtics","94","Toronto Raptors","88","",""
"553","Mon, Jan 12, 2009","Box Score","Toronto Raptors","109","Boston Celtics","115","OT",""
"554","Mon, Jan 12, 2009","Box Score","Portland Trail Blazers","109","Chicago Bulls","95","",""
"555","Mon, Jan 12, 2009","Box Score","Oklahoma City Thunder","99","New Jersey Nets","103","OT",""
"556","Mon, Jan 12, 2009","Box Score","New York Knicks","101","New Orleans Hornets","95","",""
"557","Mon, Jan 12, 2009","Box Score","Indiana Pacers","113","Utah Jazz","120","",""
"558","Mon, Jan 12, 2009","Box Score","Milwaukee Bucks","97","Washington Wizards","91","",""
"559","Tue, Jan 13, 2009","Box Score","Dallas Mavericks","97","Denver Nuggets","99","",""
"560","Tue, Jan 13, 2009","Box Score","Charlotte Bobcats","80","Detroit Pistons","78","",""
"561","Tue, Jan 13, 2009","Box Score","Los Angeles Lakers","105","Houston Rockets","100","",""
"562","Tue, Jan 13, 2009","Box Score","Cleveland Cavaliers","102","Memphis Grizzlies","87","",""
"563","Tue, Jan 13, 2009","Box Score","Miami Heat","99","Minnesota Timberwolves","96","",""
"564","Tue, Jan 13, 2009","Box Score","Atlanta Hawks","102","Phoenix Suns","107","",""
"565","Tue, Jan 13, 2009","Box Score","Orlando Magic","139","Sacramento Kings","107","",""
"566","Wed, Jan 14, 2009","Box Score","New Jersey Nets","86","Boston Celtics","118","",""
"567","Wed, Jan 14, 2009","Box Score","New Orleans Hornets","104","Dallas Mavericks","97","",""
"568","Wed, Jan 14, 2009","Box Score","Sacramento Kings","135","Golden State Warriors","133","3OT",""
"569","Wed, Jan 14, 2009","Box Score","Detroit Pistons","106","Indiana Pacers","110","OT",""
"570","Wed, Jan 14, 2009","Box Score","Atlanta Hawks","97","Los Angeles Clippers","80","",""
"571","Wed, Jan 14, 2009","Box Score","Miami Heat","102","Milwaukee Bucks","99","",""
"572","Wed, Jan 14, 2009","Box Score","Washington Wizards","122","New York Knicks","128","",""
"573","Wed, Jan 14, 2009","Box Score","Utah Jazz","93","Oklahoma City Thunder","114","",""
"574","Wed, Jan 14, 2009","Box Score","Portland Trail Blazers","79","Philadelphia 76ers","100","",""
"575","Wed, Jan 14, 2009","Box Score","Los Angeles Lakers","111","San Antonio Spurs","112","",""
"576","Wed, Jan 14, 2009","Box Score","Chicago Bulls","102","Toronto Raptors","98","",""
