"date","home","hscore","road","rscore","line","lineavg","linesag","linesage","linesagp","lineopen","linemoore","linepower","linegreen","linel2"
"11/02/2004","Dallas",107,"Sacramento",98,4.0,3.53,3.65,3.65,3.65,4.0,1.85,4.1,2.86,5.05
"11/02/2004","Detroit",87,"Houston",79,6.5,6.79,8.02,8.02,8.02,6.0,1.85,8.1,5.10,9.66
"11/02/2004","LA Lakers",89,"Denver",78,3.0,6.28,9.72,9.72,9.72,2.5,1.85,6.4,3.50,6.50
"11/03/2004","Boston",95,"Philadelphia",98,3.0,3.19,3.40,3.40,3.42,4.0,1.85,3.6,2.13,4.72
"11/03/2004","Cleveland",104,"Indiana",109,3.0,-2.66,-5.16,-5.37,-4.95,1.0,1.85,1.2,-2.61,-6.08
"11/03/2004","Golden State",75,"Portland",78,1.5,2.40,2.33,2.30,2.36,2.0,1.85,1.3,2.62,3.94
"11/03/2004","LA Clippers",114,"Seattle",84,3.0,0.38,0.04,-0.05,0.12,4.0,1.85,1.9,0.26,-1.78
"11/03/2004","Memphis",91,"Washington",103,13.5,9.06,9.30,9.42,9.17,9.5,1.85,11.6,8.79,13.56
"11/03/2004","Minnesota",99,"New York",93,10.0,9.19,11.34,11.53,11.18,10.0,1.85,10.6,7.36,12.63
"11/03/2004","New Jersey",77,"Miami",100,-5.5,3.99,8.27,8.37,8.17,-7.5,1.85,-1.0,3.20,3.36
"11/03/2004","New orleans",91,"Dallas",106,-2.5,-1.48,-2.13,-2.02,-2.24,-3.0,1.59,-2.4,-0.59,-3.24
"11/03/2004","Orlando",93,"Milwaukee",92,4.0,-0.01,-1.17,-1.28,-1.05,4.0,1.85,5.2,-1.08,-3.72
"11/03/2004","Phoenix",112,"Atlanta",82,13.0,6.12,6.47,6.53,6.41,12.5,1.85,10.5,5.96,5.48
"11/03/2004","San Antonio",101,"Sacramento",85,7.5,5.85,7.23,8.47,5.68,7.5,2.12,7.1,4.87,6.88
"11/03/2004","Toronto",95,"Houston",88,-1.5,-0.78,-0.99,-0.42,-1.59,-1.5,2.10,-2.4,-0.33,-2.04
"11/03/2004","Utah",104,"LA Lakers",78,3.5,0.24,1.36,1.65,1.06,3.5,1.53,-0.3,-0.61,-1.89
"11/04/2004","Charlotte",96,"Washington",103,-4.0,-1.82,-5.77,-5.54,-6.14,-3.0,1.51,2.9,".","."
"11/04/2004","Denver",94,"Minnesota",92,2.0,0.66,0.35,0.72,-0.10,1.5,1.34,1.0,1.11,-0.14
"11/04/2004","Miami",92,"Cleveland",86,7.5,8.67,12.21,11.54,12.91,7.0,2.54,10.0,5.05,9.97
"11/05/2004","Boston",94,"Indiana",100,3.0,-3.93,-6.43,-7.74,-5.81,3.5,1.58,-2.3,-3.20,-6.10
"11/05/2004","Chicago",106,"New Jersey",111,3.0,0.00,2.71,2.93,2.41,4.0,2.39,0.9,-3.09,-5.54
"11/05/2004","Golden State",80,"Utah",102,-1.5,0.59,-2.69,-6.53,0.40,-1.5,1.21,0.8,1.95,5.69
"11/05/2004","LA Lakers",96,"San Antonio",105,-5.0,-0.47,-2.61,-0.05,-6.04,-3.0,1.19,0.7,0.91,0.45
"11/05/2004","Memphis",81,"Houston",89,4.0,1.74,-0.45,-0.31,-0.80,4.0,1.96,1.1,3.88,4.58
"11/05/2004","New orleans",89,"Orlando",90,3.5,4.81,3.66,0.95,6.74,3.5,1.37,3.3,5.51,10.97
"11/05/2004","Philadelphia",98,"Phoenix",108,0.0,3.34,5.15,7.31,3.22,2.5,1.42,4.2,1.32,2.55
"11/05/2004","Portland",94,"LA Clippers",81,5.5,6.99,7.87,7.68,8.12,6.5,1.42,10.2,5.39,9.12
"11/05/2004","Seattle",106,"Atlanta",85,10.5,5.77,5.56,5.44,5.75,9.5,1.85,7.3,5.12,9.17
"11/05/2004","Toronto",101,"Detroit",89,-4.0,-2.03,0.78,2.10,-0.55,-4.0,1.81,-5.0,-2.62,-7.91
"11/06/2004","Charlotte",111,"Orlando",100,-6.0,-6.28,-11.98,-15.40,-9.59,-6.0,1.56,-1.7,".","."
"11/06/2004","Dallas",112,"Memphis",88,8.0,12.97,-25.60,29.50,23.09,7.0,3.13,11.1,3.70,7.29
"11/06/2004","Denver",82,"Utah",106,5.0,1.59,-4.35,-4.76,-4.13,6.0,0.55,6.8,4.31,6.77
"11/06/2004","Detroit",99,"Philadelphia",91,8.0,9.15,9.09,10.86,7.54,8.0,1.93,12.1,6.95,15.52
"11/06/2004","Golden State",86,"LA Clippers",94,3.0,3.07,-0.40,-5.45,3.47,4.0,1.06,5.2,4.87,9.27
"11/06/2004","Houston",104,"Sacramento",101,2.5,-0.53,-5.01,-1.04,-10.01,3.5,2.35,3.6,1.17,0.77
"11/06/2004","Indiana",100,"Chicago",90,10.0,16.33,23.71,27.70,23.30,8.5,2.36,16.1,11.28,17.26
"11/06/2004","Milwaukee",102,"Cleveland",88,3.0,6.73,12.32,7.11,17.94,3.0,2.12,3.0,3.94,6.28
"11/06/2004","Minnesota",99,"New orleans",92,9.0,9.70,10.18,13.23,9.77,10.0,2.40,14.9,7.34,10.55
"11/06/2004","New Jersey",80,"Phoenix",112,-8.5,-0.21,-5.96,-5.25,-11.53,-7.0,0.67,2.5,3.09,9.24
"11/06/2004","New York",73,"Boston",107,6.0,7.85,13.90,12.32,16.40,5.5,1.95,8.7,3.84,3.88
"11/06/2004","Washington",106,"Miami",118,-6.0,-1.20,2.59,-3.17,7.76,-4.0,1.70,-5.2,-1.86,-6.45
"11/07/2004","LA Lakers",106,"Atlanta",90,14.0,9.29,7.10,1.16,15.75,13.5,2.45,14.4,9.13,12.86
"11/07/2004","Seattle",113,"San Antonio",94,-9.0,-2.82,-2.71,1.82,-7.05,-6.5,1.15,-6.4,-3.20,-3.24
"11/07/2004","Toronto",101,"Portland",97,3.5,1.01,0.52,3.10,-1.62,4.0,1.92,2.8,0.73,-0.87
"11/08/2004","Dallas",101,"Golden State",98,13.0,6.43,3.90,5.12,2.55,13.0,3.93,16.3,1.60,9.09
"11/08/2004","LA Clippers",96,"Detroit",99,-6.0,1.95,7.00,3.08,10.66,-6.0,2.08,-5.8,10.25,-8.57
"11/08/2004","Utah",102,"Denver",91,7.0,14.97,16.76,13.74,23.86,6.0,4.22,5.2,41.99,0.82
"11/09/2004","Atlanta",79,"Cleveland",93,-6.5,-1.09,2.56,7.18,-3.43,-6.0,1.05,-1.7,-12.04,2.40
"11/09/2004","Chicago",74,"Phoenix",94,-8.5,-8.82,-11.74,-10.37,-13.84,-8.5,0.04,-3.0,-25.65,-0.09
"11/09/2004","Denver",88,"Seattle",108,5.5,-0.47,-2.73,-4.53,-1.07,5.5,0.54,9.0,-11.56,4.78
"11/09/2004","Houston",90,"Memphis",87,5.0,8.86,11.52,11.82,11.98,5.5,2.86,10.2,13.30,3.01
"11/09/2004","Miami",103,"Washington",93,11.0,9.64,7.62,8.48,7.61,11.0,2.69,15.6,9.41,14.04
"11/09/2004","Minnesota",101,"Indiana",102,6.0,-0.85,-2.19,-5.85,0.58,7.0,1.51,6.6,-10.75,2.82
"11/09/2004","New Jersey",64,"Portland",60,-5.0,-4.81,-8.31,-3.80,-15.36,-6.0,0.60,2.8,-18.87,5.79
"11/09/2004","New York",96,"Philadelphia",88,3.0,-5.07,-11.55,-12.10,-11.04,2.5,1.55,6.2,-19.86,4.81
"11/09/2004","New orleans",98,"LA Lakers",106,2.0,-2.90,-4.24,-7.12,-2.68,0.0,1.22,-1.1,-5.98,-1.73
"11/09/2004","Orlando",94,"Dallas",84,-1.0,-4.85,-3.55,-1.44,-5.84,-3.5,0.35,-1.7,-10.05,-10.42
"11/09/2004","Sacramento",108,"Toronto",92,8.0,-2.32,-10.82,-12.76,-9.39,7.5,0.35,12.5,-17.27,12.65
"11/10/2004","Boston",90,"Portland",88,3.5,0.64,0.05,-2.24,2.07,3.0,1.92,3.7,-1.61,0.02
"11/10/2004","Cleveland",114,"Phoenix",109,-4.5,-3.13,-5.35,-6.20,-4.57,-4.0,-0.35,3.1,-14.23,3.50
"11/10/2004","Indiana",68,"LA Clippers",102,5.5,7.54,4.93,9.15,0.93,7.5,2.27,15.0,2.65,15.25
"11/10/2004","Memphis",110,"LA Lakers",87,4.0,-0.40,-0.33,2.23,-3.22,4.0,0.45,0.5,-4.15,1.81
"11/10/2004","Milwaukee",102,"Charlotte",100,12.0,5.62,4.28,2.69,6.15,11.5,2.07,11.2,6.00,"."
"11/10/2004","Philadelphia",108,"New Jersey",100,9.0,1.91,2.48,-2.15,7.68,9.5,1.92,6.4,0.49,-2.90
"11/10/2004","San Antonio",91,"Golden State",71,14.0,11.27,11.82,13.92,11.09,14.5,3.17,17.7,10.82,10.92
"11/10/2004","Seattle",108,"Sacramento",78,-1.0,3.87,6.28,3.79,8.90,-2.0,2.97,-1.7,9.41,-0.15
"11/10/2004","Utah",95,"Toronto",104,11.0,8.70,5.13,1.14,14.89,8.5,3.51,9.4,16.56,6.71
"11/10/2004","Washington",106,"Orlando",96,3.0,5.49,7.08,9.14,5.72,2.5,1.68,1.3,10.37,4.75
"11/11/2004","Denver",117,"Detroit",109,-1.5,-5.43,-9.06,-12.62,-6.98,-2.5,0.05,-0.3,-10.70,-2.02
"11/11/2004","Houston",91,"Minnesota",96,-4.0,7.52,13.27,16.90,10.16,-2.5,1.57,2.5,14.19,-0.20
"11/11/2004","Miami",93,"Dallas",113,6.5,9.76,15.19,17.13,13.80,6.0,2.24,6.2,18.38,0.79
"11/12/2004","Boston",91,"Charlotte",74,9.5,2.40,0.48,-0.56,1.38,9.5,2.13,10.6,-1.56,"."
"11/12/2004","Memphis",96,"Golden State",67,9.5,5.36,3.00,7.99,0.51,10.0,2.61,10.4,5.03,5.60
"11/12/2004","New York",110,"LA Clippers",96,1.5,-2.89,-7.71,-5.44,-10.88,4.0,0.60,9.0,-16.06,5.44
"11/12/2004","New orleans",95,"Atlanta",96,11.0,6.29,4.32,0.54,7.61,10.0,2.87,8.4,10.99,7.33
"11/12/2004","Orlando",122,"LA Lakers",113,1.0,3.68,7.78,11.36,4.63,3.0,1.99,1.2,11.84,-8.91
"11/12/2004","Philadelphia",106,"Indiana",104,0.0,-1.80,-0.33,-4.01,2.72,1.0,1.29,-0.2,-3.59,-7.03
"11/12/2004","San Antonio",93,"Miami",84,10.5,3.44,0.35,-0.85,1.60,7.5,2.01,7.5,1.76,8.63
"11/12/2004","Seattle",88,"Toronto",87,5.0,6.69,6.07,2.45,9.95,5.0,2.68,6.1,10.27,8.70
"11/13/2004","Atlanta",88,"San Antonio",103,-12.0,-8.99,-10.41,-8.88,-13.21,-13.0,-1.18,-8.2,-13.84,-8.62
"11/13/2004","Charlotte",87,"Golden State",103,-2.0,8.48,9.73,12.26,8.64,-1.0,3.39,4.1,14.03,"."
"11/13/2004","Chicago",96,"LA Clippers",97,-3.0,-3.60,-6.36,-7.34,-5.82,-3.0,0.54,2.6,-13.39,1.79
"11/13/2004","Cleveland",105,"Washington",74,6.0,4.18,1.57,1.59,1.52,6.5,1.51,10.3,2.30,7.87
"11/13/2004","Houston",79,"LA Lakers",84,".",4.75,5.93,6.75,5.09,".",2.26,5.9,7.49,1.03
"11/13/2004","Indiana",103,"New York",97,6.5,7.92,7.55,8.42,7.29,6.0,1.92,8.8,7.50,13.60
"11/13/2004","Milwaukee",94,"New orleans",91,8.5,11.21,15.92,19.78,14.14,7.0,3.23,7.5,18.50,4.13
"11/13/2004","New Jersey",78,"Dallas",94,-8.0,-3.72,-4.35,-4.04,-5.18,9.0,-0.58,-2.7,-10.18,0.35
"11/13/2004","Phoenix",111,"Sacramento",113,5.5,6.00,10.16,7.42,13.59,6.0,4.35,3.3,11.20,-3.84
"11/13/2004","Portland",105,"Toronto",102,7.0,2.81,-0.14,-2.25,2.20,6.5,1.48,6.3,0.65,8.46
"11/13/2004","Utah",108,"Detroit",93,7.0,4.08,5.65,2.26,11.82,5.0,3.43,0.5,11.44,-4.99
"11/15/2004","Cleveland",99,"Golden State",88,8.0,7.41,10.97,10.00,12.04,8.0,3.74,11.5,7.26,-0.10
"11/15/2004","New Jersey",69,"Houston",80,-4.0,0.38,0.02,2.70,-3.51,-3.0,0.86,-0.3,-2.09,4.63
"11/16/2004","Atlanta",88,"Houston",84,-8.0,-4.04,-4.25,-2.47,-6.51,-8.0,-0.24,-4.4,-8.13,-2.51
"11/16/2004","Charlotte",105,"Utah",107,-10.5,-8.85,-11.28,-8.98,-16.50,-9.5,-1.00,-4.8,-12.98,"."
"11/16/2004","Dallas",101,"Phoenix",107,4.5,6.26,6.35,9.01,1.77,5.0,2.40,8.5,3.20,12.68
"11/16/2004","LA Clippers",101,"Toronto",89,2.5,1.68,1.83,1.10,2.55,1.5,1.84,2.7,-1.24,3.13
"11/16/2004","Minnesota",108,"Miami",97,7.5,1.57,-2.19,-0.92,-3.74,8.5,1.66,7.1,-1.19,6.52
"11/16/2004","Philadelphia",95,"Seattle",103,2.0,-1.26,-2.87,-2.72,-3.27,3.0,0.31,4.8,-5.52,-1.14
"11/16/2004","Sacramento",113,"Chicago",106,14.5,13.38,15.20,20.73,12.38,14.0,2.46,16.1,13.30,15.32
"11/16/2004","San Antonio",99,"New York",81,11.5,11.05,13.30,11.99,14.73,12.5,3.62,11.8,9.39,14.75
"11/17/2004","Denver",112,"Toronto",106,5.0,0.81,-2.84,-0.71,-5.86,5.0,0.23,7.3,-5.78,9.69
"11/17/2004","Detroit",93,"Minnesota",85,5.0,3.32,4.76,5.10,4.53,5.0,0.71,3.5,0.39,5.67
"11/17/2004","Golden State",98,"Chicago",85,7.0,6.44,6.35,9.67,5.55,7.0,1.28,5.9,4.98,11.28
"11/17/2004","Indiana",93,"Atlanta",86,14.5,11.33,10.40,11.93,9.97,14.0,4.06,15.0,11.98,15.06
"11/17/2004","LA Lakers",103,"LA Clippers",89,4.0,2.65,-2.41,-0.96,-3.99,4.5,0.72,11.2,-4.13,13.06
"11/17/2004","Milwaukee",106,"Miami",113,1.0,0.11,-0.76,-0.10,-1.46,2.0,2.00,-0.4,0.50,0.10
"11/17/2004","New Jersey",68,"Seattle",79,-5.5,-4.93,-11.09,-10.25,-12.99,-5.5,-1.48,1.9,-12.32,5.55
"11/17/2004","New orleans",84,"Phoenix",95,-5.5,-6.41,-12.03,-13.58,-15.40,-5.5,-0.88,-1.6,-12.67,5.65
"11/17/2004","Orlando",107,"Utah",92,-2.0,-3.18,-5.18,-2.05,-9.62,-2.0,-0.29,2.3,-6.18,-3.23
"11/17/2004","Portland",82,"Memphis",101,3.0,5.56,8.49,10.29,7.34,3.5,2.33,4.7,6.85,1.85
"11/17/2004","Washington",110,"Boston",105,2.0,0.03,0.38,1.80,-1.09,2.0,0.52,1.0,-1.81,-0.25
"11/18/2004","Charlotte",89,"Cleveland",106,-6.5,-3.61,-4.19,-2.42,-6.31,-7.5,0.23,-4.3,-5.25,"."
"11/18/2004","Houston",92,"New York",93,6.5,5.16,4.48,3.79,5.38,8.0,2.27,7.4,3.50,8.64
"11/18/2004","Philadelphia",80,"San Antonio",88,-8.0,-5.09,-5.22,-1.36,-10.17,-6.5,-0.42,-3.8,-6.62,-8.17
"11/20/2004","Atlanta",79,"Utah",92,-7.0,-5.65,-4.90,-0.61,-10.62,-8.0,-1.63,-2.1,-6.63,-12.29
"11/20/2004","Cleveland",100,"Charlotte",84,12.0,12.82,13.82,10.12,19.45,13.0,4.36,14.9,12.24,15.82
"11/20/2004","Golden State",87,"Memphis",100,-3.0,-2.17,-2.37,0.48,-5.46,-2.5,0.31,-1.4,-2.64,-4.30
"11/20/2004","Indiana",83,"Orlando",86,-6.0,5.23,6.47,6.80,6.43,6.0,2.36,10.8,5.52,-0.50
"11/20/2004","LA Clippers",86,"Houston",91,1.0,5.40,7.56,5.84,9.36,2.0,2.45,-0.8,5.91,9.63
"11/20/2004","New Jersey",86,"Washington",97,-1.0,-2.18,-2.38,-1.03,-5.91,-2.0,0.28,6.5,-5.20,-7.73
"11/20/2004","New orleans",94,"Minnesota",99,-8.5,-5.47,-5.87,-18.10,-1.69,-8.0,0.14,-5.3,-5.05,-2.80
"11/21/2004","Boston",102,"Seattle",83,1.0,-2.39,-4.67,-3.42,-6.29,2.0,0.21,2.4,-4.70,-2.55
"11/21/2004","Denver",110,"Dallas",82,-2.5,-4.12,-3.74,-0.60,-7.34,-1.0,-0.88,1.0,-6.00,-10.88
"11/21/2004","Detroit",117,"Charlotte",116,13.0,9.31,8.73,9.16,8.98,13.5,3.05,17.6,7.56,9.49
"11/21/2004","LA Clippers",111,"Phoenix",122,-5.0,-3.16,-3.22,-0.45,-8.03,-3.0,-0.12,-1.8,-4.36,-4.20
"11/21/2004","LA Lakers",102,"Chicago",93,11.5,14.59,19.13,25.42,18.22,11.0,3.83,14.4,13.76,11.91
"11/21/2004","Miami",93,"Philadelphia",83,12.5,7.66,7.89,4.97,10.98,8.0,2.86,10.7,5.98,10.48
"11/21/2004","New York",98,"Cleveland",88,3.0,-0.94,-0.67,2.36,-3.90,2.0,-0.31,4.4,-1.30,-6.92
"11/21/2004","Portland",93,"Houston",97,3.5,2.74,3.44,1.97,4.94,3.5,2.07,1.6,1.86,3.97
"11/21/2004","Sacramento",88,"Milwaukee",79,8.0,5.98,7.23,7.06,7.51,7.5,1.94,10.8,5.16,3.43
"11/21/2004","Toronto",96,"San Antonio",91,-7.0,-4.28,-4.66,-3.08,-7.01,-6.5,-0.90,-4.7,-6.05,-3.95
"11/22/2004","Dallas",82,"Minnesota",83,-2.5,5.84,6.48,4.87,8.26,4.0,2.62,2.7,4.58,12.03
"11/22/2004","Memphis",93,"San Antonio",90,-3.5,-2.09,-2.26,-2.45,-3.13,-3.0,0.23,-0.6,-3.77,-2.81
"11/22/2004","Phoenix",100,"Chicago",82,14.5,19.81,22.21,28.37,25.45,14.5,6.47,14.8,19.50,24.29
"11/22/2004","Utah",75,"New orleans",76,12.5,14.72,17.55,25.46,18.00,12.5,4.85,10.5,13.27,16.24
"11/23/2004","Charlotte",91,"Detroit",89,-7.0,-3.00,-3.19,-5.03,-1.43,-7.0,0.62,-6.8,-2.25,-3.10
"11/23/2004","Denver",90,"New Jersey",88,11.0,9.64,10.22,8.91,15.07,11.5,3.69,11.1,10.23,8.84
"11/23/2004","Golden State",115,"New orleans",109,6.0,2.04,1.21,1.56,0.82,6.5,1.54,2.8,1.24,4.30
"11/23/2004","Indiana",106,"Boston",96,-8.5,3.21,3.23,5.84,0.82,-6.5,1.57,10.2,1.92,-1.12
"11/23/2004","LA Lakers",100,"Milwaukee",96,5.0,5.60,7.52,5.97,9.28,5.0,2.40,9.3,4.55,2.09
"11/23/2004","Miami",87,"Portland",99,7.5,7.73,8.56,8.67,8.50,7.0,2.77,10.6,6.53,9.32
"11/23/2004","Minnesota",92,"Seattle",103,6.5,1.06,0.40,1.30,-0.76,5.5,0.89,10.9,-0.69,-5.26
"11/23/2004","New York",104,"Atlanta",88,9.5,8.86,8.95,6.58,13.46,10.0,3.99,12.0,9.59,7.54
"11/23/2004","Sacramento",102,"Houston",96,6.0,4.84,5.04,5.66,4.49,6.5,2.06,6.6,4.23,5.97
"11/23/2004","Washington",102,"Toronto",86,1.5,2.23,3.09,3.08,3.08,2.0,1.94,2.3,1.20,1.78
"11/24/2004","Atlanta",93,"Miami",99,-9.5,-5.23,-3.28,0.91,-10.45,-9.0,-1.44,-4.4,-6.08,-9.91
"11/24/2004","Cleveland",92,"Detroit",76,5.5,6.79,8.21,3.58,14.20,3.0,3.68,3.0,6.76,9.53
"11/24/2004","Memphis",84,"Seattle",93,4.5,0.63,1.18,0.84,1.28,3.5,0.70,4.9,-1.28,-2.66
"11/24/2004","Orlando",83,"Portland",89,4.5,3.78,2.96,4.61,1.32,5.0,1.95,5.1,2.94,6.76
"11/24/2004","Philadelphia",110,"Boston",97,3.0,0.85,1.47,3.27,-0.43,4.5,0.51,4.6,-0.69,-2.13
"11/24/2004","Phoenix",111,"Milwaukee",104,10.0,10.52,9.91,6.04,16.53,10.0,5.11,9.9,11.07,14.47
"11/24/2004","San Antonio",94,"Dallas",80,10.0,5.28,5.17,4.05,8.20,10.5,2.59,8.1,5.80,2.96
"11/24/2004","Toronto",114,"New York",91,3.0,3.30,2.76,3.13,2.39,4.0,1.15,2.1,2.29,8.75
"11/24/2004","Utah",99,"Chicago",101,13.5,16.98,16.07,32.52,16.36,13.5,6.02,12.6,14.60,19.75
"11/25/2004","Indiana",106,"Minnesota",102,-9.0,3.26,4.19,4.71,3.86,-9.0,2.49,3.5,3.42,1.59
"11/25/2004","LA Clippers",101,"New Jersey",88,9.5,9.79,10.18,9.26,12.03,8.5,3.87,5.5,9.82,18.27
"11/26/2004","Atlanta",99,"Orlando",117,-5.0,-3.09,-2.48,-3.10,-2.13,-5.0,-1.28,-0.3,-4.41,-7.35
"11/26/2004","Boston",96,"Cleveland",98,3.0,0.75,0.68,1.89,-0.83,1.5,0.51,2.1,0.93,-0.11
"11/26/2004","Dallas",92,"Portland",83,6.5,6.36,4.94,5.96,3.93,6.0,2.24,8.6,3.95,13.49
"11/26/2004","Denver",75,"San Antonio",89,-4.5,-4.91,-5.20,-3.02,-7.75,-4.0,-0.83,-0.8,-6.39,-10.64
"11/26/2004","Detroit",78,"Miami",77,-2.0,-0.77,-2.73,-0.75,-5.56,1.5,0.22,4.8,-1.52,-1.78
"11/26/2004","Golden State",87,"LA Clippers",98,1.0,-1.62,-1.88,-3.96,-0.39,1.0,0.21,3.3,-2.97,-5.89
"11/26/2004","Indiana",82,"Charlotte",77,6.0,10.94,12.64,14.80,10.88,6.0,4.60,16.8,10.35,8.21
"11/26/2004","LA Lakers",106,"Sacramento",109,0.0,1.42,0.66,-0.34,1.42,1.0,1.71,3.4,0.48,1.86
"11/26/2004","Minnesota",115,"Memphis",90,6.0,3.10,2.72,5.26,-0.06,5.5,1.64,9.7,1.44,0.60
"11/26/2004","Philadelphia",116,"Washington",114,4.0,2.11,1.05,2.33,-0.25,3.5,1.16,7.7,1.17,0.53
"11/26/2004","Phoenix",95,"New orleans",86,11.5,15.08,17.25,19.17,17.42,12.5,6.12,11.7,15.27,20.78
"11/26/2004","Seattle",92,"New Jersey",79,12.0,15.83,18.29,17.28,20.20,12.0,6.42,12.0,16.53,22.53
"11/26/2004","Utah",90,"Houston",80,4.5,5.34,4.76,2.24,7.74,4.5,3.35,2.7,3.53,12.48
"11/27/2004","Charlotte",107,"Atlanta",92,3.5,4.50,3.91,1.97,6.78,3.5,3.45,4.4,5.36,5.02
"11/27/2004","Cleveland",96,"Chicago",74,9.5,12.67,12.57,13.37,12.69,11.0,5.95,12.7,12.60,18.72
"11/27/2004","Houston",76,"Denver",82,6.0,4.26,3.45,2.55,4.57,5.5,2.02,6.4,3.82,6.19
"11/27/2004","Memphis",85,"Dallas",98,2.0,0.08,0.38,-0.58,1.38,1.0,0.62,1.7,0.39,-3.05
"11/27/2004","Milwaukee",96,"Detroit",90,4.0,2.56,2.58,-0.46,6.07,4.0,2.15,0.7,3.09,3.82
"11/27/2004","New York",108,"Toronto",102,1.0,1.56,1.37,2.14,0.60,5.0,1.48,6.9,0.61,-2.36
"11/27/2004","Orlando",105,"Philadelphia",99,5.0,4.32,3.19,2.71,3.66,5.0,2.67,6.1,2.84,7.91
"11/27/2004","San Antonio",109,"Utah",76,8.0,7.52,8.64,9.61,7.78,8.0,3.02,11.9,8.03,4.75
"11/28/2004","LA Clippers",103,"Golden State",91,6.0,8.73,9.52,10.53,8.93,8.0,4.04,8.1,8.48,12.28
"11/28/2004","LA Lakers",89,"New orleans",76,10.5,8.31,8.79,13.10,6.68,9.5,3.57,10.6,7.54,8.40
"11/28/2004","Miami",106,"Boston",104,7.0,5.20,5.70,6.23,5.18,7.5,2.13,9.8,2.74,5.15
"11/28/2004","Portland",83,"New Jersey",71,11.0,9.52,9.75,8.46,11.42,11.5,4.85,9.8,9.98,12.61
"11/28/2004","Sacramento",110,"Minnesota",121,5.0,2.96,2.77,5.71,0.57,5.5,1.57,3.5,2.69,3.73
"11/28/2004","Seattle",103,"Indiana",95,9.0,6.80,7.23,6.53,7.87,10.0,2.98,3.6,6.55,13.25
"11/28/2004","Toronto",109,"Washington",114,4.5,3.65,2.88,3.21,2.55,3.5,1.28,7.5,2.77,4.61
"11/29/2004","Denver",76,"New orleans",67,10.0,6.95,7.88,13.52,4.26,10.5,3.33,10.0,6.64,3.95
"11/29/2004","LA Clippers",94,"Cleveland",82,-1.0,0.18,-0.07,0.54,-1.03,0.0,0.45,0.1,-0.37,1.37
"11/29/2004","Orlando",101,"Boston",117,5.5,3.65,4.49,5.75,3.24,6.0,2.54,6.0,1.77,2.58
"11/30/2004","Atlanta",109,"New York",110,-5.5,-4.17,-5.62,-5.08,-7.08,-5.5,-1.65,-2.6,-7.45,-1.15
"11/30/2004","Dallas",89,"San Antonio",107,-1.5,0.23,-0.41,0.12,-1.79,-1.0,0.07,1.6,-2.07,3.43
"11/30/2004","Houston",72,"Detroit",93,5.0,2.68,2.58,1.89,3.45,5.0,2.34,4.1,3.03,1.27
"11/30/2004","Memphis",93,"Sacramento",98,1.0,1.76,1.18,-1.66,3.72,1.0,1.24,1.0,1.03,5.25
"11/30/2004","Miami",92,"Toronto",94,7.5,5.26,4.74,5.25,4.26,7.0,2.79,10.1,2.73,6.41
"11/30/2004","Milwaukee",90,"LA Lakers",95,3.0,1.76,1.46,0.90,2.01,3.0,0.90,1.4,1.07,4.30
"11/30/2004","New Jersey",99,"Charlotte",86,3.5,1.55,1.64,3.05,0.09,4.0,0.17,7.4,-0.35,-1.07
"11/30/2004","Portland",100,"Seattle",94,2.0,-2.71,-3.94,-5.49,-2.74,2.0,-0.18,2.8,-3.92,-6.72
"11/30/2004","Utah",102,"Phoenix",115,-4.5,-1.45,-2.69,-3.48,-2.01,-3.0,-0.13,1.8,-3.52,-1.35
"12/01/2004","Boston",101,"Milwaukee",100,6.5,5.22,5.29,5.59,5.05,6.0,3.07,6.2,5.81,5.60
"12/01/2004","Chicago",92,"LA Lakers",84,-5.5,-4.56,-4.97,-6.40,-4.00,-5.0,-1.72,-3.8,-5.90,-5.52
"12/01/2004","Golden State",99,"Minnesota",107,-7.0,-4.94,-6.04,-7.91,-4.58,-6.0,-1.27,-7.9,-6.31,-1.70
"12/01/2004","LA Clippers",88,"Indiana",76,8.5,2.39,1.66,-0.83,4.00,8.0,1.99,-1.2,1.36,8.99
"12/01/2004","New York",90,"Memphis",82,2.5,2.65,4.18,5.78,2.62,2.5,2.17,6.0,2.82,-3.50
"12/01/2004","New orleans",81,"Sacramento",94,-6.5,-4.09,-5.03,-11.39,-1.39,-6.5,-0.60,-2.5,-5.29,-3.34
"12/01/2004","Orlando",129,"Toronto",108,5.5,2.33,1.05,1.78,0.31,6.0,2.47,5.1,0.46,3.84
"12/01/2004","Phoenix",120,"Cleveland",101,6.5,6.68,6.75,7.16,6.51,8.0,3.43,7.3,6.88,8.77
"12/01/2004","San Antonio",105,"Philadelphia",72,10.0,11.52,10.79,8.41,14.34,10.0,5.91,15.3,10.76,14.42
"12/01/2004","Seattle",129,"Utah",119,7.0,6.98,9.04,10.26,7.81,7.0,3.44,8.1,7.68,4.60
"12/01/2004","Washington",95,"New Jersey",68,9.0,9.28,10.18,9.34,11.13,9.0,4.93,6.3,9.88,14.12
"12/02/2004","Dallas",113,"Houston",106,7.0,8.67,9.01,8.24,9.87,7.5,4.05,7.7,7.86,14.27
"12/02/2004","Denver",73,"Cleveland",92,4.0,-0.77,-0.47,2.15,-3.42,4.0,0.40,5.3,-1.01,-8.06
"12/03/2004","Atlanta",90,"Washington",114,-6.0,-5.30,-8.04,-6.75,-9.73,-5.5,-2.83,0.7,-7.90,-5.29
