"date","home","hscore","road","rscore","line","lineavg","linesag","linesage","linesagp","lineopen","linemoore","linepower","linegreen","linel2"
"03/28/2005","Sacramento",118,"Philadelphia",109,4.5,5.42,6.88,6.25,7.53,5.0,2.87,5.6,3.93,6.35
"03/28/2005","Utah",85,"Houston",99,-5.5,-1.23,-3.71,-4.04,-3.40,-4.0,-5.68,-4.1,-2.64,12.48
"03/29/2005","Cleveland",94,"LA Clippers",84,3.5,4.04,4.34,4.34,4.34,4.0,2.50,5.4,2.64,5.02
"03/29/2005","LA Lakers",117,"New York",107,4.5,3.56,3.98,4.43,3.54,4.5,0.04,4.8,2.05,6.50
"03/29/2005","Memphis",99,"Seattle",102,4.0,0.75,0.68,-0.25,1.63,2.5,0.52,4.4,0.85,-2.66
"03/29/2005","Miami",103,"Toronto",91,11.5,9.81,10.76,11.38,10.15,12.0,9.81,13.2,7.89,6.41
"03/30/2005","Boston",100,"Dallas",112,-1.5,-0.89,-1.21,-0.67,-1.75,-1.0,-0.92,1.7,-0.75,-2.93
"03/30/2005","Charlotte",99,"Chicago",102,-3.5,-2.38,-4.66,-5.90,-3.53,-3.5,-4.68,-3.0,-3.24,6.09
"03/30/2005","Detroit",99,"Sacramento",82,6.0,3.32,3.11,2.98,3.22,6.0,3.23,5.6,2.56,2.34
"03/30/2005","Milwaukee",109,"Golden State",113,2.5,3.66,4.23,3.79,4.67,1.5,0.56,2.2,2.31,8.40
"03/30/2005","New Jersey",95,"LA Clippers",78,5.5,-0.30,1.96,3.22,0.58,4.0,0.92,4.6,0.78,-11.88
"03/30/2005","Orlando",108,"Toronto",96,5.0,2.41,2.96,4.00,1.91,5.0,0.12,3.0,1.56,3.84
"03/30/2005","Phoenix",116,"Philadelphia",87,6.5,10.65,11.39,10.71,12.10,7.0,7.19,9.2,7.28,17.40
"03/30/2005","Portland",84,"Houston",100,-7.0,-2.77,-3.02,-3.27,-2.77,-6.5,-6.46,-5.3,-2.82,3.97
"03/30/2005","San Antonio",89,"Seattle",76,7.0,6.15,6.05,4.70,8.22,6.5,5.53,10.0,5.09,3.34
"03/30/2005","Utah",98,"Denver",109,-8.0,-0.06,-2.76,-2.78,-2.74,-6.0,-5.21,-3.3,-1.82,15.48
"03/30/2005","Washington",102,"Atlanta",99,10.0,11.60,12.92,14.65,11.40,10.5,10.10,12.7,9.07,11.68
"03/31/2005","Chicago",102,"Cleveland",90,2.0,0.96,2.97,4.15,1.81,3.0,2.39,7.4,2.34,-12.33
"03/31/2005","Indiana",114,"Miami",108,-5.5,-2.57,-3.24,-2.91,-3.57,-5.5,-4.34,0.8,-2.34,-3.07
"03/31/2005","LA Lakers",96,"Minnesota",105,-3.5,1.20,1.75,1.51,1.98,-1.5,-1.00,1.6,0.73,2.40
"04/01/2005","Atlanta",100,"Boston",116,-6.0,-5.70,-6.03,-7.08,-5.18,-6.0,-7.19,-2.2,-4.57,-7.96
"04/01/2005","Charlotte",107,"Toronto",119,-1.5,-2.25,-2.51,-2.72,-2.44,-1.0,-2.12,0.2,-1.53,-4.87
"04/01/2005","Cleveland",109,"Sacramento",128,2.0,2.71,0.96,0.51,1.40,2.0,1.14,3.4,1.16,8.67
"04/01/2005","Denver",102,"San Antonio",84,5.0,-3.37,-2.79,-2.03,-4.41,5.0,-2.12,1.5,-2.53,-10.64
"04/01/2005","Detroit",97,"LA Clippers",84,8.5,5.38,7.09,7.28,6.90,8.0,6.20,8.6,4.61,-1.32
"04/01/2005","Houston",73,"New orleans",76,11.0,11.19,12.73,13.27,12.25,11.5,10.98,14.7,9.00,6.95
"04/01/2005","Milwaukee",82,"Memphis",93,-3.0,-1.06,-1.61,-1.28,-1.99,-2.5,-3.10,0.4,-1.29,0.91
"04/01/2005","New York",91,"New Jersey",93,2.0,4.06,2.96,1.86,4.15,2.0,1.69,4.2,2.47,9.97
"04/01/2005","Orlando",102,"Washington",111,2.5,1.69,1.27,0.51,1.97,3.0,-0.19,2.0,0.57,5.25
"04/01/2005","Philadelphia",83,"Dallas",100,-5.0,-3.00,-2.63,-1.78,-3.50,-5.0,-2.94,0.3,-1.79,-8.26
"04/01/2005","Phoenix",107,"Minnesota",98,8.0,9.41,9.98,9.43,10.56,7.0,6.89,8.3,6.51,14.78
"04/01/2005","Seattle",89,"Portland",87,8.5,11.11,11.60,11.94,11.30,8.5,9.41,12.9,8.00,13.11
"04/01/2005","Utah",91,"Golden State",108,-5.0,3.39,2.10,1.69,2.50,-3.5,-0.56,0.5,1.09,15.14
"04/02/2005","Chicago",112,"Charlotte",97,9.0,8.81,11.14,12.63,9.86,10.0,8.81,13.5,7.76,0.30
"04/02/2005","New Jersey",102,"Orlando",103,6.5,1.59,3.10,3.55,2.58,4.5,3.32,7.5,2.35,-9.78
"04/02/2005","New orleans",99,"Miami",111,-9.5,-7.76,-9.18,-9.54,-8.89,-9.0,-9.30,-4.8,-6.57,-7.47
"04/02/2005","Portland",97,"Denver",103,-6.5,-1.89,-2.52,-2.47,-2.57,-7.0,-6.37,-4.7,-2.20,6.97
"04/02/2005","San Antonio",95,"LA Lakers",94,8.5,12.18,11.82,10.65,13.86,8.5,11.47,15.3,9.20,12.59
"04/03/2005","Atlanta",91,"LA Clippers",111,-4.0,-5.03,-5.13,-5.60,-4.83,-4.0,-5.19,-1.0,-4.12,-9.44
"04/03/2005","Boston",93,"Philadelphia",97,5.0,5.04,4.39,4.04,4.77,5.0,3.89,5.9,3.11,8.52
"04/03/2005","Cleveland",100,"Dallas",80,-3.5,-1.67,-2.02,-1.81,-2.27,-3.0,-2.93,-1.9,-1.46,0.37
"04/03/2005","Golden State",101,"Seattle",92,3.5,-3.47,-4.72,-4.94,-4.55,3.0,-2.27,3.4,-2.31,-10.16
"04/03/2005","Houston",78,"Phoenix",91,-3.0,-1.56,-1.71,-1.59,-1.84,-3.5,0.22,4.9,-0.42,-10.63
"04/03/2005","Memphis",102,"LA Lakers",82,10.0,6.62,6.17,5.65,6.73,8.0,6.56,9.2,5.01,6.58
"04/03/2005","Milwaukee",106,"New York",102,3.0,3.00,2.36,2.34,2.38,3.0,0.20,4.0,1.45,7.61
"04/03/2005","Sacramento",100,"Minnesota",112,2.5,4.20,5.22,5.07,5.39,2.5,2.74,5.1,3.17,3.73
"04/03/2005","Toronto",103,"Detroit",113,-3.0,0.04,-1.43,-1.85,-1.03,-3.0,-2.67,1.8,-0.96,4.96
"04/03/2005","Washington",76,"Indiana",79,4.0,2.87,3.70,4.44,3.01,3.0,0.37,2.6,1.94,4.84
"04/05/2005","Atlanta",86,"New orleans",96,-2.5,-0.45,0.09,-0.38,0.35,-1.5,-2.74,0.0,-0.70,0.75
"04/05/2005","Charlotte",102,"LA Clippers",104,-2.0,-3.46,-3.48,-3.99,-3.16,-1.5,-2.89,-0.5,-2.62,-7.61
"04/05/2005","Cleveland",80,"New Jersey",111,5.5,7.26,5.33,4.19,6.59,5.5,3.17,5.7,3.83,20.09
"04/05/2005","Dallas",114,"Orlando",105,12.5,9.37,9.37,8.67,10.12,11.5,8.18,12.3,7.00,9.93
"04/05/2005","Golden State",122,"Houston",117,1.5,-1.07,-2.51,-2.13,-2.91,1.0,-2.55,2.0,-1.37,0.54
"04/05/2005","Memphis",91,"Denver",94,2.5,3.73,3.10,2.76,3.45,2.0,0.53,2.3,2.28,11.03
"04/05/2005","Miami",104,"Chicago",86,9.0,9.59,8.37,7.66,9.07,9.0,7.18,10.2,6.06,17.36
"04/05/2005","New York",79,"Indiana",97,0.0,0.06,0.60,-0.26,1.47,0.0,-1.18,-0.6,0.21,0.69
"04/05/2005","Phoenix",125,"LA Lakers",99,14.5,12.00,11.89,11.67,12.10,14.5,10.83,13.5,8.34,15.57
"04/05/2005","Sacramento",122,"Seattle",101,5.0,0.34,1.30,0.97,1.60,4.0,0.05,3.5,0.66,-4.72
"04/05/2005","Utah",90,"Portland",79,3.0,4.04,2.02,2.05,1.99,4.0,1.77,5.0,1.76,11.70
"04/05/2005","Washington",108,"Boston",116,4.0,2.67,3.45,4.30,2.65,3.5,0.95,5.5,2.08,0.53
"04/06/2005","Boston",103,"Milwaukee",97,6.5,6.05,5.97,6.57,5.37,5.5,5.68,8.8,4.31,5.60
"04/06/2005","Detroit",105,"Washington",93,9.0,5.48,5.89,4.77,6.99,7.5,5.76,8.3,4.22,2.84
"04/06/2005","Indiana",98,"Cleveland",77,5.0,3.18,3.04,3.90,2.19,2.5,4.12,10.5,2.80,-4.42
"04/06/2005","Minnesota",111,"Utah",86,12.5,6.25,8.45,8.91,8.01,11.0,6.57,12.2,5.68,-3.85
"04/06/2005","New orleans",83,"Denver",94,-6.0,-3.64,-5.53,-5.59,-5.52,-5.5,-6.40,-3.1,-3.69,2.43
"04/06/2005","Orlando",101,"Chicago",102,1.0,2.47,0.92,0.58,1.22,0.0,-1.93,0.3,-0.14,14.80
"04/06/2005","Philadelphia",106,"Charlotte",103,10.5,8.54,9.53,11.12,8.12,8.5,6.75,11.5,6.54,7.19
"04/06/2005","Portland",102,"Golden State",104,-5.5,1.24,1.88,1.42,2.35,-5.0,-2.28,-1.1,0.42,6.63
"04/06/2005","San Antonio",91,"LA Clippers",82,9.0,10.44,11.49,10.64,13.19,8.0,9.80,13.3,8.09,7.60
"04/06/2005","Toronto",74,"Memphis",104,-2.0,-0.14,-0.63,-0.58,-0.74,-1.0,-2.11,1.4,-0.87,2.05
"04/07/2005","Dallas",104,"San Antonio",68,8.0,0.64,0.26,1.06,-1.32,7.5,-1.02,1.9,-0.21,3.43
"04/07/2005","LA Lakers",100,"Houston",114,-6.5,-0.92,-0.99,-0.44,-1.55,-4.0,-5.04,-1.8,-1.31,4.64
"04/07/2005","New Jersey",110,"New York",98,7.0,2.83,3.73,5.02,2.34,6.5,3.19,7.6,2.44,-3.58
"04/08/2005","Golden State",127,"Phoenix",119,-5.5,-6.22,-7.29,-6.76,-7.86,-4.5,-5.10,-0.1,-4.18,-13.29
"04/08/2005","Indiana",93,"Washington",83,4.5,4.24,3.16,2.69,3.61,4.0,4.87,9.7,3.02,1.55
"04/08/2005","Memphis",97,"Miami",81,6.0,-0.49,-0.93,-1.46,-0.34,5.0,-2.28,0.7,-0.67,1.13
"04/08/2005","Milwaukee",93,"Charlotte",75,7.0,7.21,7.42,8.23,6.87,7.0,4.69,8.2,5.16,10.12
"04/08/2005","Minnesota",104,"Denver",107,3.0,2.37,1.63,2.01,1.24,3.0,-0.98,2.5,1.03,8.43
"04/08/2005","New York",94,"Chicago",102,-2.0,1.04,-0.36,-1.44,0.69,-1.0,-1.64,0.2,-0.20,8.60
"04/08/2005","New orleans",87,"Utah",98,4.5,0.45,1.32,1.18,1.44,4.0,2.01,6.8,1.11,-9.85
"04/08/2005","Orlando",102,"Detroit",114,-6.5,-0.88,-1.88,-1.48,-2.30,-5.5,-4.44,-0.9,-1.79,5.61
"04/08/2005","Philadelphia",103,"Cleveland",98,7.0,1.44,2.05,2.96,1.11,".",1.82,6.6,1.62,-5.44
"04/08/2005","Portland",115,"Sacramento",119,-6.0,-2.39,-3.90,-4.14,-3.68,-5.5,-4.07,-1.3,-2.33,1.19
"04/08/2005","Seattle",94,"LA Lakers",117,9.5,9.03,8.83,8.90,8.81,10.0,7.68,10.2,6.15,12.44
"04/08/2005","Toronto",109,"Atlanta",101,9.5,10.37,10.59,11.00,10.44,11.0,9.08,10.8,7.84,13.09
"04/09/2005","Atlanta",105,"Minnesota",98,-9.0,-6.76,-7.27,-8.55,-6.36,-8.5,-8.62,-6.0,-5.78,-5.25
"04/09/2005","Chicago",110,"Toronto",97,8.0,3.76,5.72,6.86,4.63,6.0,4.98,9.7,4.16,-7.76
"04/09/2005","Cleveland",98,"Milwaukee",81,7.0,5.56,5.67,5.71,5.63,5.5,3.29,6.1,3.70,8.90
"04/09/2005","Dallas",88,"Utah",81,15.5,10.48,12.47,12.30,12.67,14.0,10.42,13.9,8.59,4.99
"04/09/2005","Denver",121,"Seattle",105,9.0,1.46,1.73,1.05,2.36,6.5,4.34,9.7,1.79,-10.50
"04/09/2005","LA Clippers",124,"San Antonio",125,-3.5,-4.07,-5.44,-4.56,-7.12,-2.0,-5.68,-2.2,-3.67,-1.21
"04/09/2005","New Jersey",99,"Boston",86,3.5,-0.49,1.01,1.68,0.25,3.5,0.46,4.4,0.64,-10.40
"04/09/2005","Phoenix",97,"Houston",98,6.0,8.04,7.70,7.66,7.77,7.0,4.27,6.7,4.80,17.02
"04/09/2005","Washington",106,"Philadelphia",112,4.0,3.79,3.88,4.09,3.70,4.0,1.80,4.8,2.52,5.86
"04/10/2005","Golden State",134,"San Antonio",136,8.5,-5.54,-7.01,-5.63,-9.16,5.5,-4.13,0.2,-4.19,-10.30
"04/10/2005","Indiana",112,"New York",113,8.0,7.10,6.31,7.05,5.58,7.5,6.93,12.5,4.83,5.70
"04/10/2005","Memphis",102,"Charlotte",95,13.0,12.50,12.91,13.29,12.86,12.5,11.76,15.2,9.47,12.40
"04/10/2005","Miami",72,"Detroit",80,-2.0,6.11,5.47,5.45,5.49,4.5,4.65,8.6,4.30,8.17
"04/10/2005","New orleans",81,"Portland",90,3.5,1.43,0.71,0.49,0.86,4.0,1.67,6.1,0.81,-1.34
"04/10/2005","Sacramento",124,"LA Lakers",105,10.5,6.49,7.30,6.99,7.62,10.0,6.38,8.6,4.84,4.53
"04/11/2005","Atlanta",105,"Charlotte",110,3.0,1.26,1.28,1.51,1.12,2.5,-0.61,3.8,0.37,1.36
"04/11/2005","Chicago",84,"Detroit",85,-1.5,-0.45,0.30,1.08,-0.44,-1.0,-0.81,3.1,0.34,-6.00
"04/11/2005","Dallas",110,"Memphis",89,6.5,5.55,5.61,5.96,5.24,7.0,2.70,6.5,3.49,9.44
"04/11/2005","Denver",122,"Golden State",106,10.0,6.67,8.07,7.54,8.62,8.5,6.30,9.6,5.10,2.85
"04/11/2005","LA Lakers",97,"Phoenix",108,-10.0,-5.91,-5.74,-5.02,-6.58,-8.5,-7.67,-3.0,-4.00,-9.18
"04/11/2005","Orlando",106,"Cleveland",114,1.5,0.84,1.09,1.71,0.44,0.0,-0.19,3.4,0.43,-0.72
"04/11/2005","Seattle",78,"Houston",90,-2.0,3.96,3.70,4.36,3.07,0.0,-0.67,1.2,1.92,13.89
"04/11/2005","Toronto",90,"Indiana",94,-2.0,0.57,0.63,-0.20,1.45,-1.0,-2.69,-1.2,-0.21,6.25
"04/11/2005","Washington",119,"Milwaukee",112,7.5,4.88,5.76,6.91,4.60,7.0,3.80,7.3,3.75,2.93
"04/12/2005","LA Clippers",94,"Utah",85,9.0,5.06,6.36,6.31,6.42,8.5,4.90,7.8,4.61,0.34
"04/12/2005","New York",93,"Toronto",105,6.0,1.90,2.49,2.64,2.35,4.5,1.70,5.2,1.89,-2.36
"04/12/2005","Philadelphia",98,"Boston",105,".",1.52,2.13,2.62,1.61,".",0.62,5.0,1.43,-2.13
"04/12/2005","Phoenix",99,"New orleans",85,14.0,15.69,16.80,16.91,16.86,13.0,12.80,15.5,11.31,20.78
"04/12/2005","San Antonio",95,"Portland",89,10.0,13.44,14.52,13.75,15.92,10.0,11.99,15.6,10.13,13.26
"04/13/2005","Charlotte",105,"Atlanta",84,4.0,5.06,4.92,4.90,4.98,4.0,4.50,7.0,3.98,5.02
"04/13/2005","Denver",116,"New orleans",102,15.0,10.79,12.22,12.57,11.96,14.0,11.73,15.9,8.63,3.95
"04/13/2005","Detroit",103,"Orlando",94,11.0,7.81,8.76,8.31,9.24,10.5,8.97,13.1,6.48,0.78
"04/13/2005","Houston",100,"Memphis",92,4.0,3.07,3.64,4.16,3.07,4.0,2.90,7.5,2.45,-1.64
"04/13/2005","Indiana",90,"New Jersey",86,3.0,6.55,4.98,4.44,5.63,3.0,4.22,8.6,3.91,12.47
"04/13/2005","Milwaukee",108,"Boston",111,-1.5,-0.20,-0.26,-0.78,0.26,-1.0,-2.10,0.9,-0.28,0.79
"04/13/2005","Minnesota",116,"Golden State",100,4.0,5.45,6.08,5.88,6.28,4.5,2.88,5.9,3.64,8.09
"04/13/2005","Seattle",90,"Dallas",95,-4.0,0.54,1.16,1.91,0.43,-2.5,-2.09,0.0,0.20,2.81
"04/13/2005","Utah",93,"San Antonio",91,-6.0,-6.07,-9.02,-8.34,-10.34,-6.0,-8.33,-4.9,-6.13,1.64
"04/13/2005","Washington",93,"Chicago",82,3.5,3.17,1.96,2.28,1.60,3.5,-0.63,2.0,1.01,12.74
"04/14/2005","Cleveland",89,"New York",95,8.5,6.72,5.76,5.89,5.64,8.5,4.02,7.5,3.98,13.31
"04/14/2005","Philadelphia",126,"Miami",119,-2.0,-3.54,-3.69,-2.66,-4.78,-1.5,-5.38,-1.5,-2.81,-4.09
"04/14/2005","Portland",90,"Dallas",102,-8.0,-6.04,-6.48,-6.41,-6.60,-7.0,-7.24,-4.4,-4.50,-7.10
"04/15/2005","Boston",101,"Miami",99,1.0,-1.32,-2.19,-1.58,-2.81,-1.0,-3.38,0.3,-1.67,1.24
"04/15/2005","Chicago",117,"Orlando",77,8.5,4.04,5.73,6.01,5.48,7.5,6.03,10.5,4.64,-8.41
"04/15/2005","Denver",111,"Memphis",102,6.5,2.84,3.51,3.96,3.04,7.0,4.04,8.3,2.32,-4.64
"04/15/2005","Detroit",99,"Milwaukee",73,10.0,8.52,9.89,10.13,9.67,10.0,9.31,12.7,6.73,2.57
"04/15/2005","Golden State",108,"Portland",88,10.0,4.60,4.31,4.96,3.65,9.5,5.39,10.1,3.75,-0.24
"04/15/2005","Indiana",86,"Philadelphia",90,4.5,4.82,4.02,3.82,4.25,4.0,4.74,8.5,3.41,4.21
"04/15/2005","LA Lakers",106,"Sacramento",115,-5.0,-0.89,-1.64,-1.36,-1.92,-5.0,-3.58,0.6,-0.96,1.86
"04/15/2005","Phoenix",98,"LA Clippers",91,12.5,10.13,11.13,11.05,11.28,12.0,8.90,11.7,7.25,10.59
"04/15/2005","Seattle",97,"New orleans",72,11.0,11.55,12.79,13.69,12.00,10.5,7.93,9.7,8.36,17.65
"04/15/2005","Toronto",90,"New Jersey",101,-4.5,4.24,2.53,1.28,3.85,-3.5,0.06,3.0,1.71,15.53
"04/15/2005","Utah",84,"Minnesota",100,-6.0,0.07,-2.15,-2.37,-1.94,-5.5,-3.32,-0.8,-1.41,10.24
"04/15/2005","Washington",119,"Cleveland",111,6.0,2.25,3.11,4.24,2.00,5.0,2.08,5.9,2.08,-2.78
"04/16/2005","Atlanta",105,"Chicago",114,-7.0,-5.36,-7.64,-8.89,-6.63,-6.0,-9.17,-5.9,-5.85,4.26
"04/16/2005","Charlotte",98,"New York",100,0.0,-0.51,-1.63,-2.41,-1.13,".",-1.33,2.2,-1.08,0.68
"04/16/2005","Houston",115,"Denver",87,4.0,3.32,3.14,3.29,2.97,3.5,0.94,4.2,2.31,6.19
"04/16/2005","LA Clippers",94,"New orleans",89,10.0,8.91,8.88,8.85,8.95,9.0,6.60,9.3,6.39,13.39
"04/16/2005","Milwaukee",113,"Orlando",103,5.0,2.44,1.98,1.32,2.66,5.0,1.66,5.6,1.98,1.40
"04/16/2005","Phoenix",116,"Sacramento",98,9.0,8.09,7.21,6.78,7.66,7.5,6.07,8.6,5.22,14.24
"04/16/2005","San Antonio",97,"Memphis",75,9.5,7.36,8.17,7.82,9.11,10.0,4.75,8.0,5.31,9.20
"04/17/2005","Detroit",90,"Cleveland",87,7.0,5.84,7.09,7.23,6.95,7.5,7.64,11.3,5.07,-3.14
"04/17/2005","LA Lakers",112,"Dallas",114,-8.0,-4.80,-4.26,-3.56,-5.02,-8.0,-6.96,-3.5,-3.30,-6.44
"04/17/2005","Miami",84,"Indiana",80,9.0,7.39,8.17,7.24,9.13,7.5,5.37,7.7,5.42,9.46
"04/17/2005","Minnesota",94,"Seattle",109,7.0,0.99,0.45,0.27,0.62,6.5,1.91,7.4,1.03,-5.26
"04/17/2005","New Jersey",104,"Philadelphia",83,3.5,1.36,2.09,2.16,1.95,4.0,2.30,5.2,1.64,-5.07
"04/17/2005","New York",135,"Atlanta",139,9.0,9.24,10.23,10.86,9.85,9.0,8.70,10.9,7.62,7.54
"04/17/2005","Portland",100,"Utah",82,4.0,1.54,3.28,3.16,3.38,3.5,1.45,4.4,2.13,-5.31
"04/17/2005","Toronto",98,"Boston",103,-5.0,0.50,0.44,-0.47,1.34,-4.5,-1.24,1.3,0.16,1.94
"04/17/2005","Washington",106,"Charlotte",104,13.0,9.21,10.41,12.46,8.71,11.5,7.17,10.1,6.98,9.85
"04/18/2005","Golden State",126,"LA Lakers",99,10.0,3.35,2.12,2.29,1.94,9.0,5.21,9.0,2.56,-0.91
"04/18/2005","Houston",115,"LA Clippers",90,9.5,5.92,7.09,7.25,6.92,8.0,7.56,11.9,5.12,-3.24
"04/18/2005","Memphis",94,"San Antonio",92,-3.5,-1.74,-2.37,-1.98,-3.38,-5.0,-2.10,1.2,-1.35,-2.81
"04/18/2005","New orleans",99,"Minnesota",102,-4.5,-3.56,-4.30,-4.97,-3.72,-5.0,-4.94,-1.8,-3.10,-2.80
"04/18/2005","Orlando",92,"Indiana",88,-6.5,-0.02,0.27,0.31,0.19,-5.5,-4.18,-2.5,-0.82,6.89
"04/18/2005","Philadelphia",122,"Milwaukee",106,9.5,4.72,5.50,6.45,4.53,9.5,4.51,8.9,3.69,0.27
"04/18/2005","Phoenix",128,"Denver",114,8.0,8.22,7.63,7.41,7.90,7.5,3.74,5.3,4.98,20.02
"04/18/2005","Utah",92,"Sacramento",82,-7.5,-1.28,-4.59,-4.79,-4.41,-5.0,-4.52,-1.0,-2.69,9.70
"04/19/2005","Atlanta",68,"Detroit",95,-6.0,-8.60,-10.03,-10.78,-9.40,-6.5,-11.87,-7.1,-7.49,-4.93
"04/19/2005","Chicago",92,"New York",91,8.5,5.56,6.75,7.47,6.05,9.0,6.29,10.9,4.89,-2.21
"04/19/2005","Cleveland",100,"Boston",86,6.0,2.37,2.21,1.46,2.94,5.0,-0.14,2.0,1.44,6.50
"04/19/2005","Dallas",101,"Seattle",96,8.0,5.27,4.96,4.48,5.46,7.0,4.89,9.2,3.98,3.58
"04/19/2005","Denver",119,"Portland",115,10.0,8.38,9.50,9.78,9.23,10.0,10.33,14.5,7.04,-0.58
"04/19/2005","Miami",99,"Charlotte",80,10.0,14.40,15.60,16.45,15.11,10.5,13.19,16.1,11.06,14.47
"04/19/2005","Milwaukee",109,"Toronto",127,3.0,2.01,2.07,2.31,1.84,3.5,0.24,4.0,1.59,2.05
"04/19/2005","New Jersey",109,"Washington",101,6.5,1.21,1.69,1.53,1.78,5.5,2.96,7.1,1.65,-7.73
"04/20/2005","Boston",93,"New Jersey",102,-5.5,5.89,4.49,4.26,4.79,-1.0,1.48,4.9,3.13,16.78
"04/20/2005","Charlotte",97,"Detroit",86,-5.0,-6.59,-7.99,-9.16,-7.14,-5.0,-9.06,-5.5,-5.55,-3.10
"04/20/2005","Golden State",106,"Utah",89,12.5,3.76,5.19,5.43,4.94,11.5,6.51,10.2,4.24,-8.75
"04/20/2005","Houston",106,"Seattle",78,9.5,2.71,2.84,2.48,3.21,8.0,5.38,9.8,2.90,-7.50
"04/20/2005","Indiana",85,"Chicago",83,8.5,4.13,2.07,2.07,2.08,7.0,2.14,5.3,2.09,11.10
"04/20/2005","Memphis",88,"Dallas",108,3.0,-0.44,-0.41,-0.74,-0.05,3.0,-0.89,2.0,0.06,-3.05
"04/20/2005","Minnesota",95,"San Antonio",73,1.0,-2.90,-3.27,-2.15,-4.99,0.0,-2.99,0.5,-2.39,-5.41
"04/20/2005","New York",113,"Washington",105,1.5,0.52,0.51,-0.92,1.93,0.0,-0.27,2.8,0.55,-0.95
"04/20/2005","New orleans",75,"LA Clippers",86,-2.0,-2.54,-2.50,-2.92,-2.20,0.0,-2.37,1.2,-1.98,-7.00
"04/20/2005","Orlando",93,"Miami",98,1.0,-4.19,-4.59,-3.79,-5.47,1.0,-7.71,-4.8,-4.00,0.63
"04/20/2005","Philadelphia",110,"Atlanta",86,11.5,11.10,12.03,13.32,10.80,10.0,10.85,13.7,8.89,9.02
"04/20/2005","Portland",106,"LA Lakers",103,2.5,2.05,1.14,0.37,1.89,2.0,1.88,4.6,1.02,2.53
"04/20/2005","Sacramento",132,"Phoenix",107,1.0,-2.69,-1.58,-1.18,-2.00,-1.0,-3.98,0.3,-1.46,-7.85
"04/20/2005","Toronto",95,"Cleveland",104,-4.5,1.10,1.07,0.95,1.19,-3.5,0.61,4.4,0.83,-1.37
"04/23/2005","Boston",102,"Indiana",82,3.0,3.04,3.02,3.14,2.89,3.0,0.21,2.8,1.70,7.50
"04/23/2005","Dallas",86,"Houston",98,5.0,5.71,5.24,5.35,5.13,4.5,1.48,4.7,3.35,14.27
"04/23/2005","Detroit",106,"Philadelphia",85,9.0,6.61,7.21,6.45,7.99,8.5,6.38,8.3,5.05,5.50
"04/23/2005","Seattle",87,"Sacramento",82,4.0,4.40,3.79,3.68,3.89,3.0,1.52,3.8,2.40,11.11
"04/24/2005","Chicago",103,"Washington",94,4.0,3.03,4.22,3.74,4.73,3.5,4.26,8.5,3.32,-6.35
"04/24/2005","Miami",116,"New Jersey",98,8.5,9.92,9.39,8.42,10.39,8.5,6.56,8.7,6.74,18.74
"04/24/2005","Phoenix",114,"Memphis",103,9.5,8.25,8.32,8.58,8.06,9.0,6.48,8.8,5.41,12.19
"04/24/2005","San Antonio",87,"Denver",93,8.0,7.67,7.47,6.47,9.00,7.0,2.94,5.5,5.09,17.03
"04/25/2005","Boston",79,"Indiana",82,3.5,3.55,3.45,3.61,3.31,3.0,1.26,3.6,2.01,7.50
"04/25/2005","Dallas",111,"Houston",113,7.0,4.95,4.31,4.49,4.08,6.0,0.81,3.1,2.95,14.27
"04/26/2005","Detroit",99,"Philadelphia",84,9.0,7.04,7.61,6.79,8.45,9.0,7.31,8.9,5.27,5.50
"04/26/2005","Miami",104,"New Jersey",87,8.5,10.31,9.85,8.69,11.10,8.0,7.33,9.1,6.90,18.74
"04/26/2005","Seattle",105,"Sacramento",93,3.0,4.56,4.06,4.14,3.98,3.0,1.85,3.8,2.47,11.11
".",,".",,".",".",".",".",".",".",".",".",".",".","."
"04/27/2005","Chicago",113,"Washington",103,3.0,3.27,4.67,4.27,5.11,3.5,4.67,8.5,3.45,-6.35
"04/27/2005","Phoenix",108,"Memphis",103,8.5,8.53,8.81,8.97,8.65,8.0,6.87,9.0,5.53,12.19
"04/27/2005","San Antonio",104,"Denver",76,8.0,7.07,6.69,5.64,8.18,8.5,2.51,4.3,4.74,17.03
"04/28/2005","Houston",102,"Dallas",106,2.0,1.64,2.78,2.67,2.91,1.5,3.00,7.5,1.66,-7.88
"04/28/2005","Indiana",99,"Boston",76,2.5,2.99,3.43,3.48,3.38,3.5,2.62,7.0,2.59,-1.12
"04/28/2005","New Jersey",105,"Miami",108,-3.5,-4.43,-3.84,-2.57,-5.20,-3.0,-4.30,0.5,-2.64,-12.35
"04/29/2005","Memphis",90,"Phoenix",110,-2.0,-2.22,-2.23,-2.64,-1.81,-2.0,-3.22,1.2,-1.08,-5.80
"04/29/2005","Philadelphia",115,"Detroit",104,-3.5,-1.13,-1.57,-0.63,-2.55,-3.5,-4.18,0.7,-1.01,0.89
"04/29/2005","Sacramento",116,"Seattle",104,5.5,1.25,1.75,1.89,1.62,5.5,1.16,5.8,1.75,-4.72
"04/30/2005","Denver",78,"San Antonio",86,-2.0,-1.39,-0.56,0.59,-2.35,0.0,0.14,4.5,-0.56,-10.64
"04/30/2005","Houston",93,"Dallas",97,3.0,1.20,2.29,2.11,2.50,1.5,2.67,6.3,1.49,-7.88
"04/30/2005","Indiana",79,"Boston",110,5.0,3.58,4.12,3.97,4.27,3.0,3.67,7.8,2.89,-1.12
