"","Date","","Visitor/Neutral","PTS","Home/Neutral","PTS","","Notes"
"154","Thu, Jan 12, 2012","Box Score","Charlotte Bobcats","81","Atlanta Hawks","111","",""
"155","Thu, Jan 12, 2012","Box Score","Orlando Magic","117","Golden State Warriors","109","",""
"156","Thu, Jan 12, 2012","Box Score","New York Knicks","83","Memphis Grizzlies","94","",""
"157","Thu, Jan 12, 2012","Box Score","Detroit Pistons","93","Milwaukee Bucks","102","",""
"158","Thu, Jan 12, 2012","Box Score","Cleveland Cavaliers","101","Phoenix Suns","90","",""
"159","Fri, Jan 13, 2012","Box Score","Chicago Bulls","88","Boston Celtics","79","",""
"160","Fri, Jan 13, 2012","Box Score","Detroit Pistons","98","Charlotte Bobcats","81","",""
"161","Fri, Jan 13, 2012","Box Score","Milwaukee Bucks","76","Dallas Mavericks","102","",""
"162","Fri, Jan 13, 2012","Box Score","Miami Heat","104","Denver Nuggets","117","",""
"163","Fri, Jan 13, 2012","Box Score","Sacramento Kings","89","Houston Rockets","103","",""
"164","Fri, Jan 13, 2012","Box Score","Cleveland Cavaliers","92","Los Angeles Lakers","97","",""
"165","Fri, Jan 13, 2012","Box Score","Minnesota Timberwolves","87","New Orleans Hornets","80","",""
"166","Fri, Jan 13, 2012","Box Score","Washington Wizards","89","Philadelphia 76ers","120","",""
"167","Fri, Jan 13, 2012","Box Score","New Jersey Nets","110","Phoenix Suns","103","",""
"168","Fri, Jan 13, 2012","Box Score","Portland Trail Blazers","83","San Antonio Spurs","99","",""
"169","Fri, Jan 13, 2012","Box Score","Indiana Pacers","95","Toronto Raptors","90","",""
"170","Sat, Jan 14, 2012","Box Score","Minnesota Timberwolves","91","Atlanta Hawks","93","",""
"171","Sat, Jan 14, 2012","Box Score","Golden State Warriors","100","Charlotte Bobcats","112","",""
"172","Sat, Jan 14, 2012","Box Score","Toronto Raptors","64","Chicago Bulls","77","",""
"173","Sat, Jan 14, 2012","Box Score","Sacramento Kings","60","Dallas Mavericks","99","",""
"174","Sat, Jan 14, 2012","Box Score","Portland Trail Blazers","105","Houston Rockets","107","OT",""
"175","Sat, Jan 14, 2012","Box Score","Boston Celtics","83","Indiana Pacers","97","",""
"176","Sat, Jan 14, 2012","Box Score","Los Angeles Lakers","94","Los Angeles Clippers","102","",""
"177","Sat, Jan 14, 2012","Box Score","New Orleans Hornets","99","Memphis Grizzlies","108","",""
"178","Sat, Jan 14, 2012","Box Score","New York Knicks","92","Oklahoma City Thunder","104","",""
"179","Sat, Jan 14, 2012","Box Score","New Jersey Nets","94","Utah Jazz","107","",""
"180","Sat, Jan 14, 2012","Box Score","Philadelphia 76ers","103","Washington Wizards","90","",""
"181","Sun, Jan 15, 2012","Box Score","Utah Jazz","106","Denver Nuggets","96","",""
"182","Sun, Jan 15, 2012","Box Score","Golden State Warriors","99","Detroit Pistons","91","",""
"183","Sun, Jan 15, 2012","Box Score","Phoenix Suns","91","San Antonio Spurs","102","",""
"184","Mon, Jan 16, 2012","Box Score","Toronto Raptors","84","Atlanta Hawks","93","",""
"185","Mon, Jan 16, 2012","Box Score","Oklahoma City Thunder","97","Boston Celtics","88","",""
"186","Mon, Jan 16, 2012","Box Score","Cleveland Cavaliers","102","Charlotte Bobcats","94","",""
"187","Mon, Jan 16, 2012","Box Score","New Jersey Nets","91","Los Angeles Clippers","101","",""
"188","Mon, Jan 16, 2012","Box Score","Dallas Mavericks","70","Los Angeles Lakers","73","",""
"189","Mon, Jan 16, 2012","Box Score","Chicago Bulls","86","Memphis Grizzlies","102","",""
"190","Mon, Jan 16, 2012","Box Score","Sacramento Kings","86","Minnesota Timberwolves","99","",""
"191","Mon, Jan 16, 2012","Box Score","Portland Trail Blazers","84","New Orleans Hornets","77","",""
"192","Mon, Jan 16, 2012","Box Score","Orlando Magic","102","New York Knicks","93","",""
"193","Mon, Jan 16, 2012","Box Score","Milwaukee Bucks","82","Philadelphia 76ers","94","",""
"194","Mon, Jan 16, 2012","Box Score","Houston Rockets","114","Washington Wizards","106","",""
"195","Tue, Jan 17, 2012","Box Score","Phoenix Suns","97","Chicago Bulls","118","",""
"196","Tue, Jan 17, 2012","Box Score","Golden State Warriors","105","Cleveland Cavaliers","95","",""
"197","Tue, Jan 17, 2012","Box Score","Detroit Pistons","80","Houston Rockets","97","",""
"198","Tue, Jan 17, 2012","Box Score","San Antonio Spurs","98","Miami Heat","120","",""
"199","Tue, Jan 17, 2012","Box Score","Denver Nuggets","105","Milwaukee Bucks","95","",""
"200","Tue, Jan 17, 2012","Box Score","Charlotte Bobcats","89","Orlando Magic","96","",""
"201","Tue, Jan 17, 2012","Box Score","Los Angeles Clippers","79","Utah Jazz","108","",""
"202","Wed, Jan 18, 2012","Box Score","Portland Trail Blazers","89","Atlanta Hawks","92","",""
"203","Wed, Jan 18, 2012","Box Score","Toronto Raptors","73","Boston Celtics","96","",""
"204","Wed, Jan 18, 2012","Box Score","Dallas Mavericks","89","Los Angeles Clippers","91","",""
"205","Wed, Jan 18, 2012","Box Score","Detroit Pistons","85","Minnesota Timberwolves","93","",""
"206","Wed, Jan 18, 2012","Box Score","Golden State Warriors","100","New Jersey Nets","107","",""
"207","Wed, Jan 18, 2012","Box Score","Memphis Grizzlies","93","New Orleans Hornets","87","",""
"208","Wed, Jan 18, 2012","Box Score","Phoenix Suns","91","New York Knicks","88","",""
"209","Wed, Jan 18, 2012","Box Score","San Antonio Spurs","85","Orlando Magic","83","OT",""
"210","Wed, Jan 18, 2012","Box Score","Denver Nuggets","108","Philadelphia 76ers","104","OT",""
"211","Wed, Jan 18, 2012","Box Score","Indiana Pacers","88","Sacramento Kings","92","",""
"212","Wed, Jan 18, 2012","Box Score","Oklahoma City Thunder","102","Washington Wizards","105","",""
"213","Thu, Jan 19, 2012","Box Score","New Orleans Hornets","88","Houston Rockets","90","OT",""
"214","Thu, Jan 19, 2012","Box Score","Los Angeles Lakers","87","Miami Heat","98","",""
"215","Thu, Jan 19, 2012","Box Score","Dallas Mavericks","94","Utah Jazz","91","",""
"216","Fri, Jan 20, 2012","Box Score","Phoenix Suns","79","Boston Celtics","71","",""
"217","Fri, Jan 20, 2012","Box Score","Chicago Bulls","114","Cleveland Cavaliers","75","",""
"218","Fri, Jan 20, 2012","Box Score","Memphis Grizzlies","98","Detroit Pistons","81","",""
"219","Fri, Jan 20, 2012","Box Score","Indiana Pacers","94","Golden State Warriors","91","",""
"220","Fri, Jan 20, 2012","Box Score","Minnesota Timberwolves","101","Los Angeles Clippers","98","",""
"221","Fri, Jan 20, 2012","Box Score","Milwaukee Bucks","100","New York Knicks","86","",""
"222","Fri, Jan 20, 2012","Box Score","Los Angeles Lakers","80","Orlando Magic","92","",""
"223","Fri, Jan 20, 2012","Box Score","Atlanta Hawks","76","Philadelphia 76ers","90","",""
"224","Fri, Jan 20, 2012","Box Score","Sacramento Kings","88","San Antonio Spurs","86","",""
"225","Fri, Jan 20, 2012","Box Score","Portland Trail Blazers","94","Toronto Raptors","84","",""
"226","Fri, Jan 20, 2012","Box Score","Denver Nuggets","108","Washington Wizards","104","",""
"227","Sat, Jan 21, 2012","Box Score","Cleveland Cavaliers","94","Atlanta Hawks","121","",""
"228","Sat, Jan 21, 2012","Box Score","Charlotte Bobcats","89","Chicago Bulls","95","",""
"229","Sat, Jan 21, 2012","Box Score","Portland Trail Blazers","91","Detroit Pistons","94","",""
"230","Sat, Jan 21, 2012","Box Score","San Antonio Spurs","102","Houston Rockets","105","",""
"231","Sat, Jan 21, 2012","Box Score","Sacramento Kings","95","Memphis Grizzlies","128","",""
"232","Sat, Jan 21, 2012","Box Score","Philadelphia 76ers","92","Miami Heat","113","",""
"233","Sat, Jan 21, 2012","Box Score","Oklahoma City Thunder","84","New Jersey Nets","74","",""
"234","Sat, Jan 21, 2012","Box Score","Dallas Mavericks","83","New Orleans Hornets","81","",""
"235","Sat, Jan 21, 2012","Box Score","Denver Nuggets","119","New York Knicks","114","2OT",""
"236","Sat, Jan 21, 2012","Box Score","Minnesota Timberwolves","98","Utah Jazz","108","",""
"237","Sun, Jan 22, 2012","Box Score","Toronto Raptors","91","Los Angeles Clippers","103","",""
"238","Sun, Jan 22, 2012","Box Score","Indiana Pacers","98","Los Angeles Lakers","96","",""
"239","Sun, Jan 22, 2012","Box Score","Milwaukee Bucks","91","Miami Heat","82","",""
"240","Sun, Jan 22, 2012","Box Score","Charlotte Bobcats","87","New Jersey Nets","97","",""
"241","Sun, Jan 22, 2012","Box Score","Boston Celtics","100","Washington Wizards","94","",""
"242","Mon, Jan 23, 2012","Box Score","Orlando Magic","56","Boston Celtics","87","",""
"243","Mon, Jan 23, 2012","Box Score","New Jersey Nets","95","Chicago Bulls","110","",""
"244","Mon, Jan 23, 2012","Box Score","Phoenix Suns","87","Dallas Mavericks","93","",""
"245","Mon, Jan 23, 2012","Box Score","Memphis Grizzlies","91","Golden State Warriors","90","",""
"246","Mon, Jan 23, 2012","Box Score","Atlanta Hawks","97","Milwaukee Bucks","92","",""
"247","Mon, Jan 23, 2012","Box Score","Houston Rockets","107","Minnesota Timberwolves","92","",""
"248","Mon, Jan 23, 2012","Box Score","San Antonio Spurs","104","New Orleans Hornets","102","",""
"249","Mon, Jan 23, 2012","Box Score","Detroit Pistons","79","Oklahoma City Thunder","99","",""
"250","Mon, Jan 23, 2012","Box Score","Washington Wizards","83","Philadelphia 76ers","103","",""
"251","Mon, Jan 23, 2012","Box Score","Sacramento Kings","89","Portland Trail Blazers","101","",""
"252","Tue, Jan 24, 2012","Box Score","New York Knicks","111","Charlotte Bobcats","78","",""
"253","Tue, Jan 24, 2012","Box Score","Orlando Magic","102","Indiana Pacers","83","",""
"254","Tue, Jan 24, 2012","Box Score","Cleveland Cavaliers","85","Miami Heat","92","",""
"255","Tue, Jan 24, 2012","Box Score","Toronto Raptors","99","Phoenix Suns","96","",""
"256","Tue, Jan 24, 2012","Box Score","Memphis Grizzlies","84","Portland Trail Blazers","97","",""
"257","Wed, Jan 25, 2012","Box Score","Indiana Pacers","95","Chicago Bulls","90","",""
"258","Wed, Jan 25, 2012","Box Score","New York Knicks","81","Cleveland Cavaliers","91","",""
"259","Wed, Jan 25, 2012","Box Score","Minnesota Timberwolves","105","Dallas Mavericks","90","",""
"260","Wed, Jan 25, 2012","Box Score","Miami Heat","101","Detroit Pistons","98","",""
"261","Wed, Jan 25, 2012","Box Score","Portland Trail Blazers","93","Golden State Warriors","101","",""
"262","Wed, Jan 25, 2012","Box Score","Milwaukee Bucks","105","Houston Rockets","99","",""
"263","Wed, Jan 25, 2012","Box Score","Los Angeles Clippers","91","Los Angeles Lakers","96","",""
"264","Wed, Jan 25, 2012","Box Score","New Orleans Hornets","91","Oklahoma City Thunder","101","",""
"265","Wed, Jan 25, 2012","Box Score","New Jersey Nets","97","Philadelphia 76ers","90","OT",""
"266","Wed, Jan 25, 2012","Box Score","Denver Nuggets","122","Sacramento Kings","93","",""
"267","Wed, Jan 25, 2012","Box Score","Atlanta Hawks","83","San Antonio Spurs","105","",""
"268","Wed, Jan 25, 2012","Box Score","Toronto Raptors","111","Utah Jazz","106","2OT",""
"269","Wed, Jan 25, 2012","Box Score","Charlotte Bobcats","75","Washington Wizards","92","",""
"270","Thu, Jan 26, 2012","Box Score","Memphis Grizzlies","91","Los Angeles Clippers","98","",""
"271","Thu, Jan 26, 2012","Box Score","Boston Celtics","91","Orlando Magic","83","",""
"272","Fri, Jan 27, 2012","Box Score","Indiana Pacers","87","Boston Celtics","94","",""
"273","Fri, Jan 27, 2012","Box Score","Milwaukee Bucks","100","Chicago Bulls","107","",""
"274","Fri, Jan 27, 2012","Box Score","New Jersey Nets","99","Cleveland Cavaliers","96","",""
"275","Fri, Jan 27, 2012","Box Score","Utah Jazz","101","Dallas Mavericks","116","",""
"276","Fri, Jan 27, 2012","Box Score","Toronto Raptors","81","Denver Nuggets","96","",""
"277","Fri, Jan 27, 2012","Box Score","Atlanta Hawks","107","Detroit Pistons","101","OT",""
"278","Fri, Jan 27, 2012","Box Score","Oklahoma City Thunder","120","Golden State Warriors","109","",""
"279","Fri, Jan 27, 2012","Box Score","Washington Wizards","76","Houston Rockets","103","",""
"280","Fri, Jan 27, 2012","Box Score","New York Knicks","89","Miami Heat","99","",""
"281","Fri, Jan 27, 2012","Box Score","San Antonio Spurs","79","Minnesota Timberwolves","87","",""
"282","Fri, Jan 27, 2012","Box Score","Orlando Magic","67","New Orleans Hornets","93","",""
"283","Fri, Jan 27, 2012","Box Score","Charlotte Bobcats","72","Philadelphia 76ers","89","",""
"284","Fri, Jan 27, 2012","Box Score","Phoenix Suns","71","Portland Trail Blazers","109","",""
"285","Sat, Jan 28, 2012","Box Score","Washington Wizards","102","Charlotte Bobcats","99","",""
"286","Sat, Jan 28, 2012","Box Score","New York Knicks","84","Houston Rockets","97","",""
