date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linesaggm,linenutshell,linefox,linedok,linetalis,linegrind,linepugh,linedonc,linegt,linedoi
11/18/2014,Sacramento,100,New Orleans,106,2.5,2.47,3.04,4.19,0.48,2,2.82,2.2,3.94,1.28,1,3.03,1.62,1.77,6.01,3.2,1.7,0.76
11/18/2014,Utah,98,Oklahoma City,81,3,1.68,2.63,3.28,2.28,3.5,3.38,-1.9,2.23,4.38,-2,0.89,-4.66,4.4,2.47,3.7,3.1,0.95
11/19/2014,Brooklyn,118,Milwaukee,122,7,5.46,2.64,-0.4,3.79,6.5,3.47,8.3,4.79,3.67,6,9.32,,7.64,9.17,7.4,,5.15
11/19/2014,Cleveland,90,San Antonio,92,2,0.85,0.33,-0.85,0.3,2.5,2.75,3.2,1.66,-7.75,-4,2.7,,5.15,3.11,2.1,,2.31
11/19/2014,Denver,107,Oklahoma City,100,7.5,3.16,2.09,1.93,3.01,5.5,4.56,1.4,1.34,1.19,5,4.99,,7.11,2.54,3.2,,2.78
11/19/2014,Detroit,86,Phoenix,88,-2.5,-1.96,-2.84,-4.45,-1.53,-2,-0.43,1.8,-2.42,-2.94,-3,-3.86,,0.89,-1.88,-2.2,,-2.6
11/19/2014,Houston,92,LA Lakers,98,11.5,12.82,12.76,13.5,11.83,13,9.61,13.2,13.57,20.66,11,11.93,,9.79,18.05,11,,9.72
11/19/2014,Indiana,88,Charlotte,86,2,1.69,2.52,0.87,3.15,2,2.5,5.1,3.8,0.5,3,2.16,,-5.85,3.13,0.9,,0.14
11/19/2014,Minnesota,115,New York,99,1.5,4.16,4.2,4.36,2.73,-1.5,5.47,2,5.36,7.73,3,2.92,,5.25,8.59,1.7,,0.83
11/19/2014,Orlando,90,LA Clippers,114,-4.5,-1.96,1.44,-0.08,2.28,-5,0.7,-0.9,2.38,-3.48,-1,-7.99,,-6.09,-2.83,-2.9,,-7.03
11/19/2014,Philadelphia,90,Boston,101,-6,-5.35,-6.92,-5.48,-8.31,-6,-1.53,-0.6,-7.29,-12.52,-4,-6.33,,-2.11,-7.92,-3.1,,-3.42
11/19/2014,Toronto,96,Memphis,92,3.5,2.72,2.84,-0.95,3.39,3,2.43,4.8,4.77,0.67,1,1.86,,2.52,7.99,1.7,,2.31
11/19/2014,Washington,102,Dallas,105,-3,-1.35,-2.81,0.21,-5.29,-1,0.08,2.4,-4.67,3.86,-3,-3.21,,0.12,-3.47,0.2,,-1.94
11/20/2014,Miami,93,LA Clippers,110,-4,1.12,1.18,0.06,1.36,-4,5.55,3.1,2.25,4.12,1,1.14,0.22,-4.49,2.31,1.6,,-3.69
11/20/2014,Sacramento,103,Chicago,88,2.5,0.81,1.81,1.51,1.85,1,-0.15,-2.5,2.12,0.9,1,-1.61,-0.98,2.99,5.34,-0.5,,-0.46
11/21/2014,Atlanta,99,Detroit,89,6.5,6.38,6.09,7.06,5.14,6.5,7.06,8.4,6.11,5.44,6,7.31,4.81,5.99,7.15,7.2,6,5.98
11/21/2014,Charlotte,100,Orlando,105,4,4.47,2.47,2.23,1.86,4.5,4.64,7.4,3.32,5.9,5,4.41,6.9,5.03,3.91,7.1,3,3.94
11/21/2014,Dallas,140,LA Lakers,106,9.5,12.33,12.49,10.2,13.92,10.5,10.22,13.6,14.42,12.33,14,12.7,14.47,7.23,16.49,8.9,11,13.02
11/21/2014,Denver,117,New Orleans,97,-2.5,-2.75,-5.56,-5.34,-6.05,-1.5,-0.72,1.8,-5.52,-9.99,-3,-1.52,-0.58,-0.9,-1.47,-0.3,-1,-1.12
11/21/2014,Golden State,101,Utah,88,12,13.06,12.6,11.6,12.51,12.5,8.91,14.1,14.48,16.76,17,13.49,13.21,9.4,18.41,9.9,11,12.59
11/21/2014,Memphis,117,Boston,100,7,8.65,7.56,10.53,7.46,7.5,6.82,11.3,5.33,16.48,12,7.15,9.86,5.83,5.1,7.4,10,6.99
11/21/2014,Minnesota,92,San Antonio,121,-10,-5.61,-5.85,-6.55,-6.17,-8,2.65,-6.7,-4.83,-11.57,-7,-6.39,-4.67,-8.77,-2.49,-3.1,-5,-7.76
11/21/2014,Oklahoma City,92,Brooklyn,94,1,0,-0.61,0.65,-0.77,0,-1.06,7.9,-1.58,-1.3,0.01,-3.88,4.65,1.09,-0.95,-0.9,1,-4.23
11/21/2014,Philadelphia,96,Phoenix,122,-9.5,-8.4,-10,-10.7,-9.68,-10,-1.41,-2.7,-9.72,-16.39,-10,-10.54,-12.36,-6.5,-6.49,-5.3,-4,-10.28
11/21/2014,Portland,105,Chicago,87,8,5.08,6.58,4.95,7.34,6.5,2.59,4.3,8.12,1.5,6,4.11,3.34,4.46,11.49,4.5,2.5,4.42
11/21/2014,Toronto,124,Milwaukee,83,9,9.54,8.09,7.65,8.8,8.5,7.11,11.4,8,15.45,8,9.55,11.68,7.73,15.14,8.8,7,8.77
11/21/2014,Washington,91,Cleveland,78,-1.5,2.02,2.12,3.64,1.16,-1,4.91,3,1.38,10.61,3,-2.71,4.78,-3.47,-0.13,-0.3,5,-2.67
11/22/2014,Cleveland,93,Toronto,110,3,-0.43,-3.56,-4.5,-3.66,4.5,-2.64,5.9,-2.57,-9.3,-3,4.07,-1.4,8.23,-0.67,4.7,,2.41
11/22/2014,Houston,95,Dallas,92,-3.5,1.38,-1.75,0.25,-3.55,-3,0.98,2.1,-2.58,7.9,-4,3.56,2.69,3.8,4.92,6.3,,-1.3
11/22/2014,Indiana,83,Phoenix,106,-2,-0.91,-1.3,-2.09,-0.54,-1.5,1.34,4.8,-1.16,-2.2,-1,-2.2,-1.46,-3.82,0.54,-0.7,,-2.91
11/22/2014,Milwaukee,100,Washington,111,-3.5,-2.37,-2.1,-2.21,-2.32,-1.5,0.33,-2.3,-2,-4.24,-4,-2.35,-5.27,-2.95,-0.85,-2.2,,-0.75
11/22/2014,Minnesota,101,Sacramento,113,-9,-3.32,-6.09,-6.3,-6.29,-6,-0.15,1.3,-5.87,-4.7,-2,-4.23,3.43,-7.86,-2.63,-0.1,,-5.02
11/22/2014,New York,91,Philadelphia,83,11,9.29,7.95,6.3,8.94,12,4.02,12.7,8.94,8.4,13,13.4,14.43,8.21,6.17,8.2,,9.43
11/22/2014,Orlando,92,Miami,99,1,-0.9,0.66,0.46,0.74,0,-2.32,1.4,0.83,-0.9,0.01,-3.32,-4.66,-0.9,-1.76,-2.6,,-0.28
11/22/2014,San Antonio,99,Brooklyn,87,10.5,9.39,8.37,9.71,8.22,9.5,2.94,13.7,7.2,15.78,14,9.86,10.41,9.85,5.56,6.6,,9.31
11/22/2014,Utah,94,New Orleans,106,-2.5,-1.91,-1.69,-1.8,-2.46,-3,-0.81,0.7,-0.89,-5.41,-4,-3.43,-0.96,-1.08,-1.55,-0.1,,-3.21
11/23/2014,Boston,88,Portland,94,-5,-4.87,-6.61,-6.53,-6.22,-4.5,-1.97,-2.2,-7.38,-4.9,-6,-5.08,-4.51,-1.93,-8.93,-3.1,-2.8,-4.86
11/23/2014,LA Lakers,94,Denver,101,-1,0.08,-0.33,0.72,-0.95,-1,0.49,3.3,-1.17,7.7,-3,-2.79,-1.38,0.24,-0.38,0.1,,-1.45
11/23/2014,Memphis,107,LA Clippers,91,3,3.55,4.21,4.94,4.16,3,6.6,3.7,3.86,10.8,3,0.31,0.03,-2.22,4.44,4.1,5.5,-0.19
11/23/2014,Miami,94,Charlotte,93,2.5,4.99,5.06,4.7,5.06,2.5,6.71,7.8,5.46,5.7,7,1.13,5.77,-0.27,7.67,4.8,5.1,3.23
11/23/2014,Oklahoma City,86,Golden State,91,-8,-8.13,-10.57,-11.47,-9.15,-7,-5.04,0.4,-11.34,-14.8,-10,-9.41,-2.3,-5.68,-12.55,-4.6,-6,-9.41
11/24/2014,Charlotte,92,LA Clippers,113,-5,-3.07,-3.05,-4.33,-2.67,-4,1.12,-0.8,-2.01,-2.2,-5,-4.29,-2.58,-5.32,-5.97,-1.7,,-4.2
11/24/2014,Cleveland,106,Orlando,74,9,7.14,4.05,3.2,4.54,10,4.39,11.9,4.52,1.6,7,10.23,6.62,17.09,7.48,7.5,,9.87
11/24/2014,Dallas,100,Indiana,111,14.5,11.95,11.18,9.45,13.38,12.5,9.35,13.8,11.65,12,16,11.18,9.56,13.83,16.72,8.3,,10.84
11/24/2014,Houston,91,New York,86,6.5,11.2,11.07,12.38,10.24,9,9.68,11,10.66,27.1,10,7.17,9.41,7.91,14.52,8.1,,7.62
11/24/2014,Philadelphia,104,Portland,114,-12.5,-13.74,-16.29,-15.5,-16.58,-13.5,-7.17,-8.9,-17.22,-20.4,-16,-12.83,-13.31,-5.18,-20.78,-7.8,,-14.39
11/24/2014,Toronto,104,Phoenix,100,5,6.52,6.55,5.85,7.61,6,7.03,9.7,6.38,10.4,7,3.46,3.6,3.46,10.89,5,,4.29
11/24/2014,Utah,95,Chicago,97,-3,-2.13,-1.45,-2.27,-0.97,-1,-3.17,-2.9,-1,-5.8,-3,-3.01,-3.64,1.58,-0.28,-1.7,,-2.19
11/25/2014,Denver,114,Chicago,109,2.5,-0.54,-0.5,-1.5,0.26,2,-1.54,0.1,-0.13,-7.4,3,1.47,-2.75,2.83,0.79,-0.6,-2,-0.13
11/25/2014,Miami,97,Golden State,114,-7.5,-4.45,-6.56,-6.2,-6.32,-5,1.26,0,-7.33,-5.8,-6,-6.62,-1.24,-2.29,-8.72,-2.8,-2,-6.1
11/25/2014,Milwaukee,98,Detroit,86,3,3.64,4.04,5.97,3,3.5,5.62,5.9,2.93,6.1,3,1.84,0.65,0.61,4.35,4.1,6,0.54
11/25/2014,New Orleans,89,Sacramento,99,5.5,2.05,0.13,-0.75,1.79,3.5,2.2,6.9,-0.5,4.2,4,1.04,2.93,4.77,-1.31,1.5,4,-0.13
11/25/2014,Washington,102,Atlanta,106,4,5.5,4.4,5.3,4.76,4.5,4.07,10.2,3.21,9.8,9,3.43,6.11,2.03,7.07,5.1,5,2.97
11/26/2014,Atlanta,115,Toronto,126,-3.5,-3.72,-4.98,-5.11,-5.86,-2,-1.1,-0.7,-4,-8.9,-6,-4.86,-2.73,-0.9,-8.9,-1,0.5,-1.21
11/26/2014,Charlotte,97,Portland,105,-5.5,-5.55,-8.57,-8.78,-9.04,-6,-3.69,-1.1,-8.02,-3.7,-7,-5.51,-1,-2.44,-12.04,-2.5,-4,-5.92
11/26/2014,Cleveland,113,Washington,87,7,2.56,0.82,-1.27,2.19,5,0.25,6.4,1.85,-5.4,2,8.04,0.5,9.41,2.16,3.7,3.3,4.43
11/26/2014,Dallas,109,New York,102,14,12.28,12.01,10.9,13.54,13.5,10.72,12.8,12.47,22.5,13,11.1,8.85,9.07,19.54,8.8,9,9.9
11/26/2014,Detroit,98,LA Clippers,104,-9,-5.96,-6.45,-8.33,-5.86,-7,-2.16,-5.2,-5.11,-4.8,-9,-9.61,-5.97,-4.87,-8.12,-3.4,-3.3,-7.26
11/26/2014,Houston,102,Sacramento,89,5,3.84,0.09,1.09,0.23,4.5,3.47,8.4,-1.06,11.2,3,3.23,8.41,6.83,1.34,5,6.5,-0.11
11/26/2014,LA Lakers,93,Memphis,99,-6.5,-6.97,-8.16,-9.56,-7.87,-7,-5.8,-2.1,-7.51,-9.5,-9,-9.05,-7.51,-1.26,-8.02,-3.2,-8,-8.03
11/26/2014,Minnesota,86,Milwaukee,103,-1,1.18,-0.99,-1.98,-0.57,-3,2.23,3.4,-0.23,-0.6,3,2.23,7.73,-0.13,5.14,3.3,-2.3,-2.51
11/26/2014,Oklahoma City,97,Utah,82,4.5,2.77,0.14,-0.79,0.91,3.5,1.67,9.7,0.33,-0.7,5,3.17,8.88,1.9,2.14,2.4,4,
11/26/2014,Orlando,96,Golden State,111,-9,-8.49,-10.79,-10.31,-10.39,-8,-4.97,-5.3,-11.95,-8.1,-14,-8.53,-8.84,-1.55,-12.41,-5,-6.5,-8.75
11/26/2014,Philadelphia,91,Brooklyn,99,-8,-7.12,-7.66,-6.59,-8.35,-9,-2.23,-4,-8.14,-10.3,-10,-9.97,-10.05,-3.12,-8.47,-4.2,-6,-7.66
11/26/2014,Phoenix,120,Denver,112,7.5,6.23,4.04,3.43,4.21,7,4.37,5.7,4.58,12.3,6,7.98,9.01,7.62,7.58,6,6,4.67
11/26/2014,San Antonio,106,Indiana,100,13,11.05,8.53,7.53,9.18,12.5,4.71,14.1,9.06,14.3,16,10.44,11.9,16.4,14.69,8.7,8,12.21
11/28/2014,Atlanta,100,New Orleans,91,2.5,0.61,-0.21,-0.01,-1.61,2.5,2.35,3.1,0.87,-0.7,-1,-1.12,,4.57,0,-0.2,2.7,-0.21
11/28/2014,Boston,102,Chicago,109,-3.5,-0.9,-0.25,-1.73,0.11,-3.5,-0.4,-2.2,1.01,-4.5,-1,-1.16,,1.52,1.12,-2.3,-3,0.17
11/28/2014,Charlotte,101,Golden State,106,-8.5,-8.67,-10.5,-11.03,-10.43,-8,-3.74,-3.9,-10.24,-13.2,-12,-8.66,,-3.19,-13.01,-6.1,-6.8,-8.55
11/28/2014,Denver,122,Phoenix,97,1,-0.78,-1.52,-1.65,-0.55,1,0.93,4.1,-2.33,-3.1,0.01,-2.86,,0.74,-0.84,-1.4,0.1,-2.58
11/28/2014,Detroit,88,Milwaukee,104,2,0.15,-2.4,-4.52,-0.71,3,-0.99,2.7,-1.71,-3.5,-1,1.2,,8.86,2.39,0.9,-1.1,1.92
11/28/2014,Houston,85,LA Clippers,102,-4,2.67,3.15,3.5,2.6,-3,5.27,3.9,3.47,8.5,2,-1.03,,-5.13,2.26,3.4,5.3,0.21
11/28/2014,Indiana,98,Orlando,83,5,4.5,3.83,2.65,4.13,6,4.91,8,5.1,6.7,8,3,,1.54,2.67,5,4.3,3.23
11/28/2014,LA Lakers,119,Minnesota,120,5.5,4.46,3.38,2.73,4.19,6,0.96,8.1,3.46,9.4,4,3.89,,8.44,1.78,3.4,3.5,5.19
11/28/2014,Oklahoma City,105,New York,78,8.5,4.96,3.87,3.68,4.39,8,3.3,8.1,3.67,6.9,4,4.71,,6.04,6.74,3.6,5.5,
11/28/2014,Portland,99,Memphis,112,4,3.26,2.85,0.32,3.58,4,2.78,5.6,4.57,-0.9,2,2.3,,4.76,8.37,4.7,1.3,3.34
11/28/2014,San Antonio,112,Sacramento,104,11,6.27,2.12,1.99,3.35,8,1.4,12.6,0.99,10.3,10,6.98,,13.29,4.33,7,5.8,7.61
11/28/2014,Toronto,102,Dallas,106,3.5,3.68,3.92,4.72,3.11,3.5,3.82,4.4,3.44,10.4,4,0.9,,2.26,4.61,0.5,3.5,1.88
11/29/2014,Atlanta,105,Charlotte,75,7,7.11,5.39,5.83,5.39,7,5.76,5.9,5.02,25.43,6,5.89,1.86,10.93,5.59,5.2,7.5,4.96
11/29/2014,Cleveland,109,Indiana,97,9,7.75,4.52,3.32,6.12,9.5,3.75,10.4,4.4,1.28,7,14.83,4.81,21.37,8.18,8,8.7,9.62
11/29/2014,Milwaukee,103,Houston,117,3,-2.25,-2.56,-3.31,-1.98,0,0.03,0.1,-2.48,0.86,-1,-1.74,-6.99,-1.12,-6.03,-4.9,-0.2,-2.4
11/29/2014,Philadelphia,103,Dallas,110,-12.5,-13.4,-14.9,-13.81,-15.72,-13,-6.93,-10.8,-15.73,-11.86,-18,-14.13,-15.09,-6.04,-18.63,-13.5,-11.3,-14.49
11/29/2014,Utah,96,LA Clippers,112,-5.5,-5.49,-4.57,-6,-4.2,-5.5,-1.7,-4.7,-3.47,-5.85,-11,-6.64,-7.4,-4.05,-4.27,-4.1,-3.1,-11.36
11/29/2014,Washington,83,New Orleans,80,4.5,2.63,1.17,2.34,-0.07,4.5,3.22,6.8,1.06,-1.43,2,4.19,4.57,4.42,3.71,2.3,2.7,2.44
11/30/2014,Boston,89,San Antonio,111,-7.5,-7.25,-5.07,-6.65,-4.45,-7,1.57,-6,-3.97,-28.43,-10,-8.99,-8.93,-5.76,-4.43,-5.2,-3,-9.49
11/30/2014,Brooklyn,84,Chicago,102,-2.5,-0.73,-1.05,-2.72,-0.29,-2.5,-0.46,0.3,0.04,-3.86,2,-1.27,1.13,-2.27,0.76,-1.1,-2.3,0.19
11/30/2014,Detroit,93,Golden State,104,-8.5,-11.51,-12.58,-13.57,-11.42,-8,-6.3,-8,-12.7,-29,-14,-10.73,-8.64,-4.27,-14.02,-9.7,-7.6,-10.06
11/30/2014,LA Lakers,129,Toronto,122,-7,-8.56,-9.59,-9.15,-9.56,-6.5,-5.83,-3.6,-10.2,-18,-9,-9.34,-8.18,-2.74,-12.05,-5.8,-6.2,-9.14
11/30/2014,New York,79,Miami,86,-3.5,-3.06,-3.27,-5.09,-2.42,-3,-3.41,2.1,-2.11,-20.57,-2,-0.68,-1.69,-0.36,-2.97,-1.7,-1.3,-0.47
11/30/2014,Phoenix,90,Orlando,93,10,10.08,8.02,6.48,7.93,10.5,7.15,8.9,10.2,26.28,12,8.63,10.36,9.58,11.27,8.7,7.4,8.25
11/30/2014,Portland,107,Minnesota,93,13.5,13.24,12.88,11.08,14.49,14,9.07,14.6,13.72,18.14,14,14.14,7.38,12.29,17.59,11.7,12,15.51
11/30/2014,Sacramento,85,Memphis,97,-4,-1.24,-0.18,-2.69,-0.32,0,-0.56,0.6,2.22,-7.86,-2,-2.25,-0.11,-1.47,0.24,-1,-2.3,-0.91
12/01/2014,LA Clippers,127,Minnesota,101,14,13.62,10.7,10,12.24,14,6.77,17.3,10.34,22,17,16.48,9.7,16.79,14.57,10.1,,16.74
12/01/2014,Philadelphia,103,San Antonio,109,-11.5,-15.89,-15.18,-15.12,-14.97,-14.5,-4,-12.8,-15.53,-39.43,-20,-14.71,-18.11,-7.88,-15.21,-14.2,,-15.27
12/01/2014,Utah,101,Denver,103,-2,-4.65,-2.06,-2.5,-1.91,-1,-0.01,1,-1.73,-44,-6,-3.04,0.52,0.33,-1.55,-1,,-3.12
12/01/2014,Washington,107,Miami,86,4.5,2.82,2.95,2.9,3.13,5.5,2.22,6.3,2.89,-14.71,4,6.91,1.28,8,4.44,4.8,,4.31
12/02/2014,Atlanta,109,Boston,105,6.5,8.05,5.25,5.22,5.1,6.5,5.29,8.1,5.52,30.14,9,7.83,5.13,8.37,5.2,5.5,,7.09
12/02/2014,Chicago,129,Dallas,132,1.5,-0.62,-1.82,-0.94,-1.82,1.5,2.14,3.8,-3.04,-7.57,-1,0.63,-0.17,3.11,-1.73,-1.1,,0.83
12/02/2014,Cleveland,111,Milwaukee,108,10.5,7.94,5.15,3.12,7.2,10.5,3.2,12.3,5.6,5.43,9,8.03,8.69,13.45,11.59,7.9,,10.49
12/02/2014,Denver,103,Portland,105,-2.5,-1.92,-3.6,-4.01,-3.23,-2,-2.28,1.5,-3.52,8.29,1,-4.81,-3.3,-2.16,-3.93,-4.1,,-2.67
12/02/2014,Denver,103,Portland,105,-2.5,-1.72,-3.6,-4.01,-3.23,-2,-2.28,1.5,-3.52,8.29,1,-4.81,-3.3,0.51,-3.93,-4.1,,-2.67
12/02/2014,Detroit,96,LA Lakers,106,1.5,0.07,-0.42,-2.36,0.38,2.5,1.57,2.2,0.84,-16,0.01,1.94,4.99,3.19,1.47,0.7,,2.52
12/02/2014,Golden State,98,Orlando,97,11.5,15.89,13.95,12.44,14.21,13.5,11.31,15.4,15.73,33.71,19,14.09,14.69,10,19.76,13.8,,14.34
12/02/2014,New Orleans,112,Oklahoma City,104,-3,3.92,4.71,4.72,5.46,-2,6.46,4,4.13,5,5,-3.06,0.3,4.66,3.65,7.1,,2.75
12/02/2014,New York,93,Brooklyn,98,-1,-1.2,-1.92,-2.24,-1.67,0,-0.85,3.2,-1.79,-2.57,0.01,-2.73,0.54,0.53,-2.3,-1.1,,-3.9
12/02/2014,Phoenix,116,Indiana,99,5.5,6.15,4.4,3.62,4.3,6.5,4.44,4.9,5.42,8.85,4,6.98,6.2,12.66,6.96,7.2,,6.16
12/02/2014,Sacramento,109,Toronto,117,1.5,-2.33,-0.88,-0.64,-1.38,0,-0.12,0.8,-0.8,-17.43,-1,-2.68,-1.35,-1.52,-2.06,-0.7,,-2.83
12/03/2014,Boston,109,Detroit,102,5,5.94,5.66,5.12,5.76,4,6.7,8.3,6.26,7.85,7,5.14,3.66,2.22,9.9,5.9,,3.66
12/03/2014,Brooklyn,95,San Antonio,93,-8,-6.73,-6.03,-7.19,-5.54,-7,0.87,-3.7,-5.24,-22.71,-9,-8.3,-5.27,-7.04,-5.35,-4.2,,-5.52
12/03/2014,Charlotte,95,Chicago,102,-3,-3.76,-4.17,-4.42,-4.82,-3.5,-3.03,-2.1,-3.34,-7.14,-5,-4.06,-1.27,-2.81,-3.31,-1.8,,-5.33
12/03/2014,Houston,105,Memphis,96,-4.5,-0.55,-0.85,-2.13,-1.55,-5,0.6,3.2,0.81,-8,-2,-3.08,4.78,3.44,-0.72,0.5,,-2.64
12/03/2014,LA Clippers,114,Orlando,86,15,12.46,9.53,8.56,10.39,13.5,8.77,14.5,9.93,15.15,16,14.48,13.28,15.81,15.08,10.3,,12.67
12/03/2014,Miami,102,Atlanta,112,5,0.95,-0.82,-0.36,-0.49,3.5,2.76,6.2,-1.7,-5.57,0.01,1.79,6.34,1.24,1.28,1.9,,0.73
12/03/2014,Milwaukee,105,Dallas,107,-5,-5.54,-5.05,-4.18,-5.95,-4.5,-1.85,-3.6,-5.35,-11.86,-6,-5.08,-7.17,-4.05,-6.16,-5,,-6.32
12/03/2014,Minnesota,77,Philadelphia,85,7,8.29,6.33,6.67,5.68,6.5,5.68,8.2,6.25,26.29,7,5.05,13.46,3.21,9.15,9.2,,3.91
12/03/2014,Utah,104,Toronto,123,-4,-7.69,-8.22,-8.41,-7.95,-5.5,-5.2,-3.7,-8.43,-24.71,-10,-5.86,-5.43,4.32,-10.44,-5.2,,-8.4
12/03/2014,Washington,111,LA Lakers,95,8.5,7.65,6.35,6.21,6.5,8.5,7.8,10.5,6.47,2.86,8,9.98,10.31,8.49,8.81,8,,6.87
12/04/2014,Golden State,112,New Orleans,85,8.5,9.69,8.06,8.35,7.13,7.5,6.42,10.8,8.68,21.14,9,9.35,10.56,6.32,14.01,8.6,,7.27
12/04/2014,New York,87,Cleveland,90,-7,-7.69,-6.64,-7.46,-6.78,-7.5,-1.7,-2.9,-5.73,-30.14,-6,-9.19,-0.6,-8.09,-8.7,-3.4,,-10.37
12/04/2014,Portland,88,Indiana,82,8.5,10.21,9.44,8.79,9.93,8.5,9.32,9.7,9.72,16.85,9,8.99,8.05,10.36,13.8,10,,8.93
12/05/2014,Boston,113,LA Lakers,96,3.5,3.28,3.32,1.42,3.75,4,5.34,4.4,5.1,-9.14,3,3.66,5.91,3.08,8,5.3,,2.82
12/05/2014,Brooklyn,75,Atlanta,98,-1.5,-1.03,-1.62,-2.8,-0.65,1,0.54,4.4,-1.28,-15.29,-1,0.25,3.77,-2.24,0.61,0.7,,0.21
12/05/2014,Charlotte,103,New York,102,5,5.1,3.13,3.5,2.85,3.5,4.73,5.6,3.09,15.14,3,7.01,3.17,4.84,4.97,5.2,,5.13
12/05/2014,Dallas,106,Phoenix,118,5.5,7.15,5.26,4.49,6.56,5.5,6.57,11.7,4.94,18.43,8,6.08,4.57,4.45,7.77,5.7,,5.56
12/05/2014,Memphis,101,San Antonio,107,0,2.34,2.52,3.41,2.62,1.5,6.69,2.4,1.76,9.86,2,0.19,-2.48,-2.81,4.08,0.5,,1.96
12/05/2014,Milwaukee,109,Miami,85,1.5,1.33,2.05,0.67,2.15,1.5,1.32,2.9,3.57,5,3,0.53,-4.03,1.21,0.89,-1.2,,0.57
12/05/2014,Minnesota,112,Houston,114,-7,-6.75,-9.43,-9.93,-8.71,-6,-3.6,-5.5,-10.08,-5.29,-10,-5.95,-4.21,-4.76,-6.05,-5.1,,-5.83
12/05/2014,Philadelphia,91,Oklahoma City,103,-13,-7.1,-5.55,-4.57,-6.37,-13,0.64,-5.2,-5.82,-17.29,-7,-7.66,-10.91,-9.5,-7.36,-5.7,,
12/05/2014,Sacramento,102,Indiana,101,3.5,7.19,6.45,5.83,6.55,2,6.16,5.4,7.08,23.29,5,6.29,3.14,4.05,9.95,7.3,,4.11
12/05/2014,Toronto,91,Cleveland,105,4,4.54,6.42,5.37,6.47,3,7.68,5.4,7.68,-9.71,7,4.1,5.07,-0.02,8.7,5.7,,3.67
12/05/2014,Utah,93,Orlando,98,5.5,0.93,2.15,0.32,2.93,5,3.23,3.8,3.64,-26.29,1,3.13,2.85,6.05,5.88,4.2,,0.13
12/05/2014,Washington,119,Denver,89,4.5,3.81,3.25,3.76,2.91,5.5,5.55,7.9,3.07,-3.71,3,3.91,6.59,5.53,2.27,5.4,,3.89
12/06/2014,Chicago,102,Golden State,112,-3,-3.51,-5.03,-5.49,-4.04,-1,1.28,2.6,-5.45,-10,-4,-4.98,-2.08,-2.4,-5.81,-3.7,,-0.04
12/06/2014,Detroit,101,Philadelphia,108,9.5,7.46,5.14,3.02,6.35,8.5,3.33,7,6.2,14.29,5,11.35,9.69,8.61,7.62,8.4,,8.4
12/06/2014,Houston,100,Phoenix,95,-1.5,4.46,3.42,4.3,3.14,1.5,5.26,7.8,2.9,14.29,3,1.52,4.45,0.95,5.41,5,,0.94
12/06/2014,LA Clippers,120,New Orleans,100,9,9.06,5.4,5.21,5.94,8.5,5.28,11.4,5.12,21.43,13,10.02,9.78,9.12,9.33,5.6,,10.22
12/06/2014,Sacramento,96,Orlando,105,6,6.98,7.62,6.43,8.15,6.5,8.1,7.4,8.6,1,9,7.31,6.35,-0.41,14.26,8.9,,4.96
12/06/2014,San Antonio,123,Minnesota,101,13.5,14.97,13.59,12.23,14.84,12.5,7.26,20,14.2,18.57,20,17.9,12.7,14.63,16.17,11.6,,15.93
12/07/2014,Atlanta,96,Denver,84,5.5,4.21,4.2,3.52,4.58,4.5,6.24,6.9,4.59,-5.28,7,3.31,4.22,7.39,,4.3,,3.78
12/07/2014,Boston,101,Washington,93,-4,-4,-2.89,-4.51,-2.31,-4,-0.37,-1.6,-1.68,-18.57,-5,-4.54,-2.82,-2.09,,-2.8,,-2.76
12/07/2014,Dallas,125,Milwaukee,102,9,9.2,6.12,5.13,7.84,8.5,6.49,12.1,5.7,20.43,8,8.7,11.11,9.21,,9.4,,9.4
12/07/2014,Detroit,94,Oklahoma City,96,-9,-4.19,-3.32,-4.03,-2.9,-9,0.31,-4.3,-3.22,-6,-6,-4.88,-4.38,-7.32,,-1.9,,-6.52
12/07/2014,LA Lakers,87,New Orleans,104,-2.5,-1.24,-3.05,-2.65,-2.89,-3,-0.88,1.6,-3.75,8.14,-1,-2.02,-3.58,-0.25,,-3.2,,-2.62
12/07/2014,Memphis,103,Miami,87,8,10.42,8.9,8.26,9.86,9,7.01,10.4,9.2,32.43,14,9.07,3.72,6.04,,9,,7.55
12/07/2014,New York,99,Portland,103,-7,-9.8,-9.91,-11.88,-9.24,-7,-6.09,-1.9,-8.69,-40.29,-7,-8.51,-3.62,-3.91,,-8.6,,-7.7
12/08/2014,Brooklyn,88,Cleveland,110,-7,-4.8,-3.54,-3.78,-4.02,-7,1.22,-2,-2.85,-19.43,-6,-7.67,0.55,-7.58,-4.91,-2.5,,-4.75
12/08/2014,Indiana,92,Atlanta,108,1,-3.23,-3.02,-3.94,-2.02,1,-1.71,3,-3.02,-25.15,-3,0.79,1.55,-3.17,-1.02,-1.7,,-2.86
12/08/2014,LA Clippers,121,Phoenix,120,7.5,7.9,4.96,4.28,6.01,7.5,5.32,11.3,4.66,20.72,10,6.33,6.23,8.41,8.76,6.9,,6.7
12/08/2014,Minnesota,86,Golden State,102,-14,-11.6,-13.59,-13,-13.62,-13,-5.81,-9.6,-14.61,-9.72,-14,-13.95,-7.22,-9.63,-13.85,-11.6,,-12.13
