date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linesaggm,linenutshell,linefox,linedok,linetalis,linegrind,linepugh,linedonc,linegt,linedoi
12/27/2014,Golden State,110,Minnesota,97,17,18.01,18.16,17.02,18.39,17,12.99,19.8,19.49,25,17,18.44,13.89,16.45,20.51,17.9,,17.09
12/27/2014,LA Clippers,98,Toronto,110,4.5,1.93,-0.29,-0.31,0.77,5,1.48,6.7,-1.21,-8.8,5,3.67,4.42,7.46,1.07,1.4,,5.72
12/27/2014,Miami,95,Memphis,103,-2.5,-4.09,-5.37,-5.23,-5.68,-2,-1.36,0.7,-5.65,-9.3,-2,-4.23,-1.07,1.56,-7.24,-5.5,,-6.96
12/27/2014,Milwaukee,85,Atlanta,90,-4,-2.82,-2.06,-3.37,-1.7,-3.5,-0.97,1.1,-1.05,-13.3,0.01,-2.69,-2.01,-4.51,-3.11,-3.1,,-2.67
12/27/2014,Sacramento,135,New York,129,5,6.04,6.27,7.88,6.9,7,7.21,5.4,4.59,3.3,6,6.22,2.89,4.34,9.53,6.9,,7.09
12/27/2014,Utah,88,Philadelphia,71,10,8.7,7.81,6.68,9.33,10,5.83,10.5,7.86,12.2,8,8.16,8.39,9.43,10.36,9.1,,8.15
12/27/2014,Washington,101,Boston,88,9.5,8.64,5.7,7.59,5.34,9.5,5.8,9.6,4.24,25.7,7,10.64,6.43,9.31,6.44,6.9,,10.23
12/28/2014,Cleveland,80,Detroit,103,7.5,11.6,10.49,11.33,10.84,9,9.06,15.1,9.57,19.3,12,10.37,9,9.69,12.98,10.9,,11.74
12/28/2014,Dallas,112,Oklahoma City,107,4,3.94,4.76,4.91,4.98,4,6.48,5.9,4.43,1.8,2,3.52,4.09,3.66,5.83,-2,,4.74
12/28/2014,Denver,102,Toronto,116,-2,-4.61,-6.18,-5.91,-6.44,-2,-3.55,-1.4,-6.27,-11.3,-5,-4.87,-2,0.76,-5.91,-3.8,,-2.61
12/28/2014,LA Lakers,107,Phoenix,116,-5,-3.29,-4.18,-3.32,-3.78,-5.5,-2.07,1.1,-5.65,3.6,-3,-7.93,-6.77,-1.72,-2.86,-3.2,,-6.3
12/28/2014,Portland,101,New York,79,12,13.83,13.59,15.08,13.39,11,12.74,14.5,12.78,25.2,17,13.16,8.54,11.79,15.53,12.9,,7.42
12/28/2014,San Antonio,110,Houston,106,1,0.8,0.43,-2.25,2.29,1,0.22,6.2,1.28,-11.3,-1,1.43,6.11,0.1,3.45,4.6,,-0.36
12/29/2014,Brooklyn,107,Sacramento,99,2,1.63,-0.18,-0.45,-1.07,2,1.6,6.3,0.99,8.8,2,-1.77,2.59,1.42,0.37,-0.2,,2.43
12/29/2014,Charlotte,94,Milwaukee,104,3,0.14,-2.34,-2.57,-2.13,3.5,1.02,3.2,-2.32,1.4,-1,-0.74,3.1,4.94,-0.1,-0.1,,-0.34
12/29/2014,Houston,103,Washington,104,3.5,3.09,2.61,2.66,2.64,4.5,3.59,6.3,2.68,-4.3,7,-1.74,5.33,5.23,4.16,3.8,,3.28
12/29/2014,Indiana,90,Chicago,92,-5,-4.84,-5.12,-6.19,-3.79,-5.5,-3.89,-1.4,-5.33,-12.4,-4,-7.44,-2.2,-4.34,-2.53,-3.6,,-5.58
12/29/2014,LA Clippers,101,Utah,97,12,9.97,8.46,7.93,9.43,11,8.56,11.9,8.27,8.7,11,10.35,11.75,11.73,11.89,8.9,,10.75
12/29/2014,Miami,101,Orlando,102,5.5,4.32,2.34,2.86,2.64,6.5,6.33,6.6,1.3,9.8,5,2.14,7.13,3.14,4.69,4.2,,2.38
12/30/2014,Atlanta,109,Cleveland,101,4.5,3.82,3.5,3.63,3.03,1.5,5.73,5.4,3.9,11.7,8,-3.06,2.38,-1.85,3.43,0.4,,7.33
12/30/2014,Chicago,82,Brooklyn,96,10,10.38,8.25,7.87,9.1,12,9.46,13.3,7.87,19.6,15,9.01,5.83,9.34,11.37,8,,11.39
12/30/2014,Dallas,114,Washington,87,5,3.58,2.77,0.92,4.44,4.5,4.05,7.1,3.06,-8.6,5,5.04,6.08,7.7,5.17,4.3,,3.12
12/30/2014,Denver,103,LA Lakers,111,6,4.8,4.11,3.73,4.54,7,5.05,6.1,4.08,2.3,2,3.97,7.57,5.81,6.66,5.2,,6.13
12/30/2014,Golden State,126,Philadelphia,86,18,19.95,19.53,18.16,20.26,19,14.77,20,20.82,33.3,18,20.13,19.95,15.43,22,17.1,,19.88
12/30/2014,Memphis,95,San Antonio,87,2,3.5,2.72,3.95,2.43,1.5,5.7,3.8,1.75,17.6,3,-1.64,-2.23,1.43,4.51,3.29,,2.7
12/30/2014,New Orleans,110,Phoenix,106,1.5,1.82,0.75,0.96,1.24,1,1.92,4.4,-0.05,12,0.01,-2.02,-0.13,2.46,1.42,0.6,,1.87
12/30/2014,Orlando,86,Detroit,109,-1,3.07,3.27,4.74,2.03,2,3.51,6.9,3.07,9,1,-1.62,1.61,-2.26,4.42,4.5,,2.79
12/30/2014,Portland,102,Toronto,97,3.5,2.38,1.06,0.86,1.03,2.5,2.98,5.5,1.28,2.7,4,-0.02,2.28,5.31,2.1,2.6,,1.66
12/30/2014,Utah,100,Minnesota,94,6.5,6.65,6.73,5.54,7.72,8,5.09,10.5,7.11,4.9,10,4.72,2.39,7.34,8.36,6.5,,6.23
12/31/2014,Boston,106,Sacramento,84,-1.5,1.78,0.73,-0.99,0.52,-1.5,2.81,5.7,2.66,9.2,4,-2.8,0.82,-0.22,2.13,-0.3,,0.65
12/31/2014,Cleveland,80,Milwaukee,96,4,5.65,3.11,2.95,3.74,6.5,3.49,8.3,2.6,10.6,0.01,4.57,6.95,13.04,7.76,7.1,,4.88
12/31/2014,Houston,102,Charlotte,83,12,9.65,9.14,9.82,8.9,12,8.57,11.3,8.76,17.6,11,6.22,8.57,8.3,10.94,7.7,,8.27
12/31/2014,Indiana,106,Miami,95,3.5,3.13,2.61,0.04,4.16,4,1.97,6.9,4.03,-0.2,7,0.6,0.79,2.9,5.46,3.4,,4.18
12/31/2014,LA Clippers,99,New York,78,13,12.4,11.63,12.81,12.37,12.5,11.06,13.8,10.25,13.6,14,12.83,9.55,13.5,14.64,10.8,,12.77
12/31/2014,Oklahoma City,137,Phoenix,134,8,3.53,0.97,0.05,2.34,7.5,2,6.5,0.53,11.5,5,5.34,1.84,5.94,4.25,0.5,,2.63
12/31/2014,San Antonio,95,New Orleans,93,4.5,3.79,3.34,2.19,4.28,3.5,3.46,7.7,3.68,-8.7,4,4.77,8.81,3.74,7.73,5.2,,2.87
01/01/2015,Chicago,106,Denver,101,10.5,9.31,7.49,7.28,7.55,11.5,9.5,12.5,7.74,18,13,5.86,5.46,9.84,9.67,7,,9.44
01/01/2015,Minnesota,107,Sacramento,110,-4,-2.22,-5.19,-5.33,-5.39,-1,-1.02,1.7,-4.82,5.2,0.01,-5.68,-0.63,0.66,-4.32,-3.9,,-2.39
01/02/2015,Boston,101,Dallas,119,-5.5,-4.73,-4.92,-6.04,-5.11,-5.5,-1.96,-2.4,-3.75,-5.6,-4,-8.97,-5.49,-3.77,-2.84,-4.1,,-7.3
01/02/2015,Charlotte,87,Cleveland,91,0,-2.91,-4.33,-4.66,-4.22,-2.5,-0.02,-0.7,-4.08,-6.2,0.01,-5.18,-1.58,0.27,-4.49,-4,,-1.51
01/02/2015,Golden State,126,Toronto,105,5,4.45,3.51,3.43,3.42,6,3.72,7.3,3.61,4.8,4,2.43,5.85,5.58,3.77,5,,5.85
01/02/2015,LA Lakers,106,Memphis,109,-4.5,-5.56,-7.25,-8.17,-6.82,-4,-5.05,-0.3,-6.86,-8.3,0.01,-10.76,-7.09,-1.24,-6.39,-5.1,,-4.53
01/02/2015,Milwaukee,91,Indiana,94,2,3.43,3.78,4.1,3.31,2,4.36,6,3.92,2.1,6,0.21,1.24,3.48,4.12,2.2,,3.24
01/02/2015,New Orleans,111,Houston,83,-1.5,-0.8,-1.08,-2.69,-0.56,0,-0.52,3.5,-0.02,0.4,-2,-2.45,-0.98,-1.45,-0.9,-1.2,,-1.24
01/02/2015,New York,81,Detroit,97,-3,0.86,-0.42,-1.29,-0.62,-2,0.97,4.6,0.4,4.8,-3,0.34,3.96,-0.52,3.29,1.4,,-1.92
01/02/2015,Oklahoma City,109,Washington,102,7,2.11,0.41,-2.33,2.13,7,0.94,6.6,1.6,-7.4,8,2.26,4.12,6.03,2.72,-0.5,,4.92
01/02/2015,Orlando,98,Brooklyn,100,-2,-0.58,-0.85,-0.67,-0.79,-1,-0.43,2.2,-1.23,0.6,-2,-3.67,-1.97,0.35,2.05,-0.2,,-1.54
01/02/2015,Phoenix,112,Philadelphia,96,14,14.3,13.23,10.93,14.37,14.5,10.95,15.6,15.26,17.3,18,16.46,15.48,11.54,15.23,11.3,,14.59
01/02/2015,Utah,92,Atlanta,98,-4.5,-5.14,-5.92,-7.27,-4.56,-5,-3.67,-0.6,-5.96,-15.3,-3,-7.69,-2.98,-2.85,-3.63,-3.7,,-4.83
01/03/2015,Chicago,109,Boston,104,10,9.86,7.12,8.57,7.07,11.5,8.12,12.7,5.78,19.2,9,12.07,7.07,12.69,9.61,8.1,,10.91
01/03/2015,Denver,114,Memphis,85,1,-3.45,-5.24,-6.58,-4.6,1,-3.32,-0.5,-4.66,-9,-2,-3.44,-2.1,2.15,-3.1,-3.2,,-2.65
01/03/2015,Houston,115,Miami,79,7,8.69,8.23,7.55,8.14,7.5,6.95,9.8,9.41,11.9,9,7.65,6.98,9.07,10.32,7.3,,9.42
01/03/2015,LA Clippers,127,Philadelphia,91,19,17.39,16.1,14.42,18.23,19,13.46,18.3,16.46,19.6,20,19.83,17.24,18.53,19.42,14,,17.92
01/03/2015,Minnesota,89,Utah,101,1,-1.68,-3.51,-3.84,-3.84,-2.5,0.36,-0.3,-2.8,1.1,-4,-0.58,1.48,-1,-1.62,-2.7,,-2.21
01/03/2015,Orlando,90,Charlotte,98,4.5,1.19,1.57,1.96,1.32,3,1.41,4.5,1.26,1.9,0.01,-1.17,-0.45,1.48,2.67,0.1,,0.11
01/03/2015,Portland,107,Atlanta,115,6,4.34,3.7,2.39,4.46,5.5,4.4,6.9,4.22,2,6,3.9,4.53,4.55,5.79,4.9,,3.03
01/03/2015,San Antonio,101,Washington,92,5.5,2.65,2.76,0.79,3.89,4,1.99,7.2,3.67,-18.6,4,4.19,8.52,6.98,4.25,4,,3.52
01/04/2015,Cleveland,90,Dallas,109,-7.5,-2.24,-2.05,-1.7,-2.52,-5.5,-1.85,1.8,-2.07,-3.3,-6,-4.39,-1.89,-1.17,-0.76,,,-3.26
01/04/2015,Detroit,114,Sacramento,95,3.5,1.73,-1.07,-2.76,-0.13,2.5,0.71,5.8,-0.38,5.7,8,1.61,0.16,3.75,1.32,-2.5,,4.01
01/04/2015,LA Lakers,88,Indiana,87,0,0.14,-0.78,-0.4,-1.17,-1.5,0.22,2.6,-0.78,0.5,0.01,-1.93,-1.41,7.3,-0.05,-0.8,,-1.3
01/04/2015,Miami,88,Brooklyn,84,-2.5,0.73,-0.56,-0.06,-0.24,-1,2.42,3,-1.71,3.3,0.01,-1.82,2.82,-1.42,1.04,2.5,,0.9
01/04/2015,New York,82,Milwaukee,95,-7,-3.67,-5.63,-7.74,-5.06,-5.5,-3.59,-0.7,-4.6,-5.9,-8,-3.89,2.49,0.76,-3.68,-2.3,,-3.56
01/04/2015,Phoenix,125,Toronto,109,1,-0.96,-2.82,-3.76,-2.74,1.5,-0.39,2.2,-1.86,-3.1,1,-1.38,1.2,1.43,-1.9,-2.1,,0.76
01/05/2015,Boston,95,Charlotte,104,4.5,3.51,3.73,2.08,4.57,5.5,4.73,5.5,4.58,1.2,5,0.78,1.92,2.28,6.17,3.3,,3.24
01/05/2015,Brooklyn,88,Dallas,96,-6,-5.24,-5.76,-5.26,-6.95,-6.5,-3.57,-2.4,-5.27,-6,-8,-7.15,-4.86,-3.44,-5,-3.7,,-5.98
01/05/2015,Chicago,114,Houston,105,3,3.4,1.25,1.23,2.23,4.5,3.69,6.5,0.37,15,3,1.46,0.82,2.43,3.45,3.7,,2.46
01/05/2015,Golden State,117,Oklahoma City,91,2.5,7.97,8.92,9.39,8.5,4.5,8.58,9.4,8.88,9.4,6,3.75,7.18,4.62,10.37,8.3,,8.22
01/05/2015,LA Clippers,98,Atlanta,107,5.5,2.8,1.33,-0.51,3.57,5.5,2.47,5.7,1.04,-7.5,4,4.66,5.51,5.9,5.51,4.5,,2.99
01/05/2015,Memphis,105,New York,83,14,12.76,12.77,15.49,12.23,13.5,12.81,13,11.23,18.7,10,13.99,8.55,12.42,14.03,11,,12.48
01/05/2015,Minnesota,101,Denver,110,-4,-4.14,-5.64,-6.2,-5.43,-3.5,-1.12,-1.6,-5.23,-3.9,-6,-6.26,-1.94,-2.92,-3.58,-4.2,,-3.9
01/05/2015,New Orleans,85,Washington,92,2.5,2.43,1.98,0.12,2.5,3.5,2.07,5.3,3.42,-0.4,6,1.31,2.84,3.65,2.62,0.7,,1.92
01/05/2015,Philadelphia,95,Cleveland,92,-4.5,-8.34,-10.19,-9.83,-10.75,-5,-4.84,-5,-10.63,-12,-7,-6.31,-9.52,-2.83,-10.37,-8.5,,-9.03
01/05/2015,Portland,98,LA Lakers,94,12.5,12.22,11.2,10.53,11.68,11.5,11.38,12.3,11.46,18.7,11,13.99,11.52,11.25,14.19,9.9,,11.96
01/05/2015,Utah,101,Indiana,105,2.5,1.4,0.33,0.41,0.31,2,1.48,3.1,0.28,-1.1,1,0.36,0.67,10.57,1.5,-0.4,,1.03
01/06/2015,Milwaukee,96,Phoenix,102,-4.5,-0.59,0.35,0.48,0.59,-3,1.65,3.3,-0.07,-5.1,1,-2.71,-3.51,-4.05,2.06,-1.3,,-0.98
01/06/2015,San Antonio,104,Detroit,105,7.5,8.61,9.15,9.47,8.78,8,7.2,11.7,9.38,4.8,4,9.1,12.82,5.99,10.57,9.2,,8.4
01/07/2015,Atlanta,96,Memphis,86,4,4.15,2.3,1.93,2.36,4,3.26,7.8,2.68,11.4,10,0.4,1.68,7.86,3.89,1.1,,1.45
01/07/2015,Brooklyn,81,Boston,89,4.5,3.27,1.95,3.12,1.25,3.5,2.69,7.2,1.47,5.7,3,1.99,3.73,3.82,2.35,4,,3.47
01/07/2015,Charlotte,98,New Orleans,94,-4.5,-2.79,-4.21,-3.95,-3.91,-3.5,-0.14,1,-4.81,-6,-2,-4.59,-1.76,-0.92,-1.6,-2.4,,-3.73
01/07/2015,Chicago,77,Utah,97,10.5,10.32,8.79,9.87,8.4,11,10.17,11.9,8.19,23.6,8,8.93,7.61,8.84,9.79,8.5,,11.84
01/07/2015,Cleveland,93,Houston,105,-6,-1.03,-1.63,-2.37,-0.68,-7,-1.23,2.7,-1.87,-0.6,-5,-2.29,-0.28,-0.71,1.43,0.5,,-2.37
01/07/2015,Dallas,95,Detroit,108,9,11.43,11.13,11.11,11.33,9.5,10.97,13.5,11.16,15.5,11,11.84,11.21,8.5,12.54,9.7,,10.51
01/07/2015,Denver,93,Orlando,90,7,6.45,5.39,4.2,6.29,8,5.94,8.8,5.94,3.2,11,5.52,7.38,7.55,7.95,5.8,,5.34
01/07/2015,Golden State,117,Indiana,102,11.5,12.29,12.72,12.48,12.36,12,10.67,12.7,13.45,14.6,12,11.34,11.57,12.1,13.79,10.3,,11.96
01/07/2015,LA Clippers,114,LA Lakers,89,10.5,10.4,9.4,8.31,11.06,12,9.67,11.6,9.06,6.7,9,11.63,12.89,11.46,13.98,9.7,,11.11
01/07/2015,Minnesota,111,Phoenix,113,-8.5,-8.1,-10.01,-9.97,-9.42,-8,-4.64,-6,-10.74,-12.6,-12,-8.11,-5.71,-4.77,-6.12,-6.2,,-7.09
01/07/2015,Philadelphia,77,Milwaukee,97,-7,-6.84,-9.47,-8.55,-10.58,-5,-5.1,-3.7,-10.1,-7.6,-10,-5.48,-5.81,0.83,-8.76,-5.5,,-5.9
01/07/2015,Sacramento,104,Oklahoma City,83,-7.5,-3.37,-2.07,-1.27,-1.78,-6.5,0.93,-2.1,-3.31,-10.2,-7,-5.86,-2.87,-5.48,-0.51,-1.3,,-4.38
01/07/2015,Washington,101,New York,91,15,12.14,11.35,13.68,10.83,14,11.43,13.4,9.98,25.1,14,10.05,6.71,10.64,11.72,9.4,,11.71
01/08/2015,New York,96,Houston,120,-11.5,-9.01,-10.36,-13.13,-9.05,-11.5,-7.68,-4.6,-9.32,-13.9,-12,-10.07,-6.16,-8.17,-7.23,-6.2,,-8.27
01/08/2015,Portland,99,Miami,83,8.5,11.64,11.41,9.67,12.48,10,9.11,12.9,12.61,17.7,14,10.49,7.24,9.96,14.82,9.3,,11.29
01/08/2015,Toronto,95,Charlotte,103,12,10.87,10.86,9.77,11.69,12.5,8.81,12,11.29,16.4,10,7.98,8.37,9.72,14.36,9.2,,11.74
01/10/2015,Chicago,95,Milwaukee,87,7.5,7.07,3.77,4.85,3.58,7.5,5.68,7.8,2.91,23,2,7.06,6.58,10.6,7,7.1,,7.09
01/10/2015,Detroit,98,Brooklyn,93,5.5,2.8,1.61,-0.21,3.31,5,2.38,6.6,1.75,-0.5,10,1.28,1.19,5.46,2.56,-0.9,,4.61
01/10/2015,Houston,97,Utah,82,11.5,9.06,8.57,9.19,7.73,11,9.11,10.3,8.83,11.6,8,10.03,8.76,9.96,9.71,8,,6.98
01/10/2015,LA Clippers,120,Dallas,100,3.5,1.99,1.13,0.48,1.82,2.5,2.01,4.4,1.23,-3,3,-0.62,1.7,5.84,3.91,3.5,,2.46
01/10/2015,Minnesota,93,San Antonio,108,-10,-8.51,-10.93,-11.57,-10.71,-10,-4.33,-6.4,-10.6,-4.5,-7,-10.98,-9.58,-3.71,-8.57,-7.8,,-12.43
01/10/2015,Philadelphia,93,Indiana,92,-6,-6.49,-7.63,-6.29,-9.39,-6.5,-3.82,-3.5,-8.4,-11.1,-10,-7.48,-6.67,3.22,-7.84,-5.3,,-6.63
01/10/2015,Portland,103,Orlando,92,14,13.96,13.25,12.55,13.68,12.5,13.07,14.9,13.68,20.5,17,13.34,11.57,12.11,15.66,10.4,,13.7
01/10/2015,Toronto,109,Boston,96,11.5,10,9.05,9.39,9.17,12,7.28,11.1,8.73,18.2,7,10.63,8.02,11.55,11.57,8.9,,9.47
01/11/2015,Atlanta,120,Washington,89,4,5.05,4.73,4.66,4.64,4.5,4.96,7.7,5.14,5,7,2.32,3.22,6.3,6.1,4.2,,4.78
01/11/2015,LA Clippers,90,Miami,104,10,11.09,10.99,8.09,13.11,10,8.91,13.4,12.66,5.7,16,11.4,8.29,8.17,15.32,9.8,,13.49
01/11/2015,LA Lakers,94,Portland,106,-6,-6.32,-7.97,-8.61,-7.75,-5.5,-5.87,-2,-7.51,-12.7,-3,-5.32,-7.26,-1.3,-6.81,-5.7,,-6.62
01/11/2015,Memphis,122,Phoenix,110,4.5,2.42,3.46,4.74,3.39,4.5,4.57,4.3,2.22,1.7,-2,0.79,1.03,2.13,4.91,3.8,,-1.14
01/11/2015,Sacramento,103,Cleveland,84,4,0.49,-0.46,-1.26,0.25,3.5,2.32,1.3,-0.33,-5.9,2,0.25,-0.36,2.25,1.75,-1.6,,6.58
01/12/2015,Boston,108,New Orleans,100,-4.5,-2.42,-2.55,-3.81,-2.04,-3,0.75,0.9,-1.82,-7.8,-1,-4.92,-1.33,-4.45,0.68,-2.2,,-4.25
01/12/2015,Brooklyn,99,Houston,113,-6.5,-4.93,-6.2,-6.79,-5.83,-6.5,-3.42,-2,-5.96,-3.3,-9,-6.96,-3.52,-3.72,-4.5,-4.2,,-3.67
01/12/2015,Chicago,114,Orlando,121,11,11.83,9.95,10.27,10.2,12,11.75,13.3,9.56,23.8,13,10.66,9.82,10.56,12.01,9.6,,11.12
01/12/2015,Toronto,111,Detroit,114,6,8.9,9.64,9.74,9.36,6.5,8.57,9.7,9.99,19,3,7.5,8.43,4.64,10.66,9.2,,5.14
01/13/2015,Indiana,101,Minnesota,110,10.5,9.38,9.31,8.99,10.02,10.5,7.57,13.3,9.04,14,13,7,5.44,6.93,10.34,9,,7.41
01/13/2015,LA Lakers,75,Miami,78,-1.5,1.66,1.42,-0.19,2.33,2,0.36,4.7,2.51,2,4,-0.67,-1.41,1.05,4.35,1.5,,1.33
01/13/2015,Philadelphia,87,Atlanta,105,-12.5,-13.43,-14.37,-14.45,-14.96,-11,-9.72,-8.9,-15.27,-22.8,-16,-15.16,-10.24,-9.25,-12.42,-9.4,,-15.11
01/13/2015,Phoenix,107,Cleveland,100,4,5.85,3.69,2.41,4.08,3,5.7,8.1,4.73,6.7,12,3.3,5.52,5.17,5.12,2.9,,12.47
01/13/2015,Sacramento,104,Dallas,108,-5,-5,-4.79,-4.76,-4.7,-5.5,-2.55,-3.4,-4.98,-12.2,-7,-6.17,-4.59,-2.26,-3.18,-4.1,,-5.3
01/13/2015,Utah,105,Golden State,116,-8,-8.96,-11.27,-11.65,-10.23,-7.5,-6.89,-4.6,-12.13,-12.7,-7,-10.41,-8.62,-4.09,-9.62,-7.9,,-8.38
01/13/2015,Washington,101,San Antonio,93,0,1.62,-0.04,1.48,-0.63,2,3.13,3.4,-0.97,16.2,1,-1.94,-3.53,1.73,1.45,0.8,,0.65
01/14/2015,Boston,91,Atlanta,105,-7,-5.87,-6.76,-9.41,-5.34,-6,-3.33,-3.4,-5.67,-13.2,-6,-4.83,-3.08,,-3.33,-4.6,,-7.39
01/14/2015,Brooklyn,92,Memphis,103,-6.5,-3.96,-5.96,-7.13,-5.68,-6,-2.82,-0.3,-5.17,-2.1,-2,-5.81,-2.75,,-3.64,-4.1,,-4.07
01/14/2015,Charlotte,93,San Antonio,98,-4.5,-2.46,-4.36,-4.24,-4.5,-5,0.29,1,-4.39,3.8,3,-4.77,-6.57,,-3.16,-4,,-4.03
01/14/2015,Chicago,99,Washington,105,6,3.57,2.09,1.4,2.7,5,4.14,5.3,2.19,9.8,1,4.58,2.56,,4.2,3.6,,2.89
01/14/2015,Denver,114,Dallas,107,2.5,-4,-4.35,-4.17,-4.71,-2,-2.47,-0.5,-4.27,-8.3,-3,-6.69,-3.42,,-2.72,-3.5,,-3.89
01/14/2015,Detroit,94,New Orleans,105,4.5,-1.11,-2.18,-3.01,-1.51,3.5,0.53,3.1,-2.06,-8.6,4,-2.72,-1.72,,0.96,-2.2,,0.92
01/14/2015,Golden State,104,Miami,89,14.5,13.95,14.65,12.43,15.8,12.5,11.27,15.4,16.22,16.1,15,13.22,11.88,,18.8,12,,8.62
01/14/2015,Orlando,120,Houston,113,-9,-7.33,-8.1,-8.36,-7.79,-8.5,-6.32,-3.5,-8.23,-5.8,-11,-9.55,-7.77,,-6.88,-5.4,,-6.56
01/14/2015,Portland,94,LA Clippers,100,3.5,3.85,3.15,3.97,2.15,3.5,4.3,5.9,3.12,15,5,-0.98,1.22,,2.58,2.2,,2.38
01/14/2015,Toronto,100,Philadelphia,84,17,17.54,16.59,14.05,18.66,16,13.98,16.2,18.8,27.8,16,19.4,15.12,,20.03,14,,17.33
01/15/2015,Houston,112,Oklahoma City,101,-2.5,5.05,5.09,5.69,4.53,2.5,7.35,7.2,5.03,2.3,7,2.54,4.5,,6.28,5.2,,2.91
01/15/2015,LA Lakers,102,Cleveland,109,-6,-0.69,-1.89,-2.22,-1.64,-6,1.05,2.6,-1.8,-0.4,6,-4.48,-2.62,,-0.58,-3.2,,0.27
01/15/2015,Milwaukee,95,New York,79,8,11.23,10.57,11.25,10.91,6.5,11.29,12.9,10,11.9,18,8.42,,,12.22,6.3,,10.97
01/16/2015,Boston,103,Chicago,119,-5,-3.75,-3.38,-5.69,-2.39,-5,-1.53,0.6,-2.02,-18,3,-6.75,-2.35,,-1.43,-4.2,,-4.64
01/16/2015,Dallas,97,Denver,89,8.5,8.16,6.71,5.62,7.83,8,7.46,10.1,6.83,14.3,7,6.58,7.58,,9.46,7.9,,8.66
01/16/2015,Indiana,96,Detroit,98,1,2.98,2.15,2.08,2.47,1.5,3.16,5.3,1.98,8.3,0.01,-0.19,2.99,,4.01,3.5,,3.03
01/16/2015,LA Clippers,121,Cleveland,126,8,7.87,6.83,5.52,8.11,7.5,8.65,9.8,7.11,3.3,13,8.36,6.96,,10.39,6.5,,7.76
01/16/2015,Oklahoma City,127,Golden State,115,-1.5,-5.48,-7.76,-8.71,-7,1.5,-5.31,-1.8,-7.52,-3.4,-6,-6.05,-4.79,,-5.86,-4.6,,-2.41
01/16/2015,Orlando,96,Memphis,106,-6,-5.71,-7.11,-7.92,-7,-5.5,-4.95,-1.1,-6.56,-4.6,-3,-8.43,-5.37,,-6.02,-5.4,,-6.83
01/16/2015,Philadelphia,96,New Orleans,81,-7,-9.91,-10.21,-8.76,-11.68,-8,-5.82,-5.3,-11.67,-17.4,-10,-13.25,-9.57,,-8.41,-7,,-9.78
01/16/2015,Phoenix,110,Minnesota,99,13.5,13.08,12.08,11.69,12.31,14.5,9.82,14.8,12.36,18.6,14,15.27,10.25,,13.44,11.6,,13.84
01/16/2015,Sacramento,83,Miami,95,3,2.49,2.91,0.88,4.73,3.5,2.97,3.4,3.5,-3.5,0.01,1.67,1.34,,6.69,3.5,,4.27
01/16/2015,San Antonio,110,Portland,96,4.5,-0.6,-1.38,-2.39,-0.62,4,-0.85,4.3,-1.05,-13.7,0.01,0.22,4.49,,0.79,0.3,,2.11
01/16/2015,Toronto,89,Atlanta,110,1,0.98,-0.08,-1.97,1.34,2.5,0.98,1.6,0.32,2,-4,1.05,2.23,,4.24,2.6,,2.42
01/16/2015,Utah,94,LA Lakers,85,7.5,3.99,2.86,1.54,3.64,7,4.14,7,3.46,1.4,7,3.81,4.51,,4.83,2.8,,4.9
01/16/2015,Washington,80,Brooklyn,102,10,8.51,7.6,8.3,7.35,9.5,7.51,11.1,7.29,14.5,11,6.29,6.25,,8.81,7.4,,7.28
01/17/2015,Brooklyn,90,Washington,99,-5,-2.38,-3.21,-4.93,-2.23,-5,-0.76,0.9,-2.51,-8.5,1,-3.79,-2.05,-0.94,-2.07,-2.8,,-1.37
01/17/2015,Charlotte,80,Indiana,71,-2,2.43,0.85,1.18,0.44,2,3.38,5.5,0.96,0.3,5,1.05,1.65,7.92,1.82,1.3,,2.62
01/17/2015,Chicago,99,Atlanta,107,-3,-0.2,-2.6,-3.18,-1.95,1,0.39,0,-2.78,7.8,-7,-0.31,0.89,-0.07,1.47,1.8,,2.81
01/17/2015,Denver,105,Minnesota,113,12,9.56,9.26,9.83,9.59,11.5,7.79,11.9,8.5,9.9,11,9.54,6.4,9.88,10.52,9.2,,10.58
01/17/2015,Detroit,107,Philadelphia,89,12.5,10.46,8.46,5.93,10.86,13.5,8.24,11.4,10.08,11.8,13,11.03,9.6,12.28,12.75,8.8,,12.18
01/17/2015,Houston,106,Golden State,131,2.5,-1.76,-3.32,-2.99,-3.57,1.5,0.12,1.3,-3.55,-4.1,0.01,-1.54,-2.53,3.57,-2.96,-2.7,,-2.41
01/17/2015,Memphis,102,Portland,98,3,0.38,-0.01,0.63,0.09,2,1.96,3.6,-0.59,-6.9,1,0.77,0.54,0.46,0.45,0.7,,2.58
01/17/2015,Sacramento,108,LA Clippers,117,-7.5,-4.88,-5.34,-5.07,-5.43,-6.5,-2.48,-3.3,-5.71,-6.2,-6,-5.9,-4.95,-5.83,-5.27,-4.6,,-2.24
01/18/2015,Orlando,99,Oklahoma City,127,-9.5,-4.87,-4.29,-3.2,-4.83,-9.5,-1.3,-1.1,-5.01,-6.5,-6,-8.95,-5.28,-6.79,-3.43,-3.9,,-7.53
01/18/2015,San Antonio,89,Utah,69,12.5,7.99,7.31,7.33,7.5,11,7.06,10.3,7.17,3.6,6,8.58,10.13,8.49,9.32,8.8,,10.3
