"","Date","","Visitor/Neutral","PTS","Home/Neutral","PTS","","Notes"
"85","Sat, Nov 9, 2013","Box Score","Orlando Magic","94","Atlanta Hawks","104","",""
"86","Sat, Nov 9, 2013","Box Score","Indiana Pacers","96","Brooklyn Nets","91","",""
"87","Sat, Nov 9, 2013","Box Score","Philadelphia 76ers","125","Cleveland Cavaliers","127","2OT",""
"88","Sat, Nov 9, 2013","Box Score","Los Angeles Clippers","107","Houston Rockets","94","",""
"89","Sat, Nov 9, 2013","Box Score","Golden State Warriors","90","Memphis Grizzlies","108","",""
"90","Sat, Nov 9, 2013","Box Score","Boston Celtics","111","Miami Heat","110","",""
"91","Sat, Nov 9, 2013","Box Score","Dallas Mavericks","91","Milwaukee Bucks","83","",""
"92","Sat, Nov 9, 2013","Box Score","Portland Trail Blazers","96","Sacramento Kings","85","",""
"93","Sat, Nov 9, 2013","Box Score","Utah Jazz","91","Toronto Raptors","115","",""
"94","Sun, Nov 10, 2013","Box Score","Minnesota Timberwolves","113","Los Angeles Lakers","90","",""
"95","Sun, Nov 10, 2013","Box Score","San Antonio Spurs","120","New York Knicks","89","",""
"96","Sun, Nov 10, 2013","Box Score","Washington Wizards","105","Oklahoma City Thunder","106","OT",""
"97","Sun, Nov 10, 2013","Box Score","New Orleans Pelicans","94","Phoenix Suns","101","",""
"98","Mon, Nov 11, 2013","Box Score","Orlando Magic","105","Boston Celtics","120","",""
"99","Mon, Nov 11, 2013","Box Score","Atlanta Hawks","103","Charlotte Bobcats","94","",""
"100","Mon, Nov 11, 2013","Box Score","Cleveland Cavaliers","81","Chicago Bulls","96","",""
"101","Mon, Nov 11, 2013","Box Score","Toronto Raptors","104","Houston Rockets","110","2OT",""
"102","Mon, Nov 11, 2013","Box Score","Memphis Grizzlies","79","Indiana Pacers","95","",""
"103","Mon, Nov 11, 2013","Box Score","Minnesota Timberwolves","107","Los Angeles Clippers","109","",""
"104","Mon, Nov 11, 2013","Box Score","San Antonio Spurs","109","Philadelphia 76ers","85","",""
"105","Mon, Nov 11, 2013","Box Score","Detroit Pistons","103","Portland Trail Blazers","109","",""
"106","Mon, Nov 11, 2013","Box Score","Denver Nuggets","100","Utah Jazz","81","",""
"107","Tue, Nov 12, 2013","Box Score","Washington Wizards","95","Dallas Mavericks","105","",""
"108","Tue, Nov 12, 2013","Box Score","Detroit Pistons","95","Golden State Warriors","113","",""
"109","Tue, Nov 12, 2013","Box Score","New Orleans Pelicans","95","Los Angeles Lakers","116","",""
"110","Tue, Nov 12, 2013","Box Score","Milwaukee Bucks","95","Miami Heat","118","",""
"111","Wed, Nov 13, 2013","Box Score","New York Knicks","95","Atlanta Hawks","91","",""
"112","Wed, Nov 13, 2013","Box Score","Charlotte Bobcats","89","Boston Celtics","83","",""
"113","Wed, Nov 13, 2013","Box Score","Los Angeles Lakers","99","Denver Nuggets","111","",""
"114","Wed, Nov 13, 2013","Box Score","Oklahoma City Thunder","103","Los Angeles Clippers","111","",""
"115","Wed, Nov 13, 2013","Box Score","Toronto Raptors","103","Memphis Grizzlies","87","",""
"116","Wed, Nov 13, 2013","Box Score","Cleveland Cavaliers","95","Minnesota Timberwolves","124","",""
"117","Wed, Nov 13, 2013","Box Score","Milwaukee Bucks","91","Orlando Magic","94","",""
"118","Wed, Nov 13, 2013","Box Score","Houston Rockets","117","Philadelphia 76ers","123","OT",""
"119","Wed, Nov 13, 2013","Box Score","Phoenix Suns","89","Portland Trail Blazers","90","",""
"120","Wed, Nov 13, 2013","Box Score","Brooklyn Nets","86","Sacramento Kings","107","",""
"121","Wed, Nov 13, 2013","Box Score","Washington Wizards","79","San Antonio Spurs","92","",""
"122","Wed, Nov 13, 2013","Box Score","New Orleans Pelicans","105","Utah Jazz","111","",""
"123","Thu, Nov 14, 2013","Box Score","Oklahoma City Thunder","115","Golden State Warriors","116","",""
"124","Thu, Nov 14, 2013","Box Score","Houston Rockets","109","New York Knicks","106","",""
"125","Fri, Nov 15, 2013","Box Score","Philadelphia 76ers","103","Atlanta Hawks","113","",""
"126","Fri, Nov 15, 2013","Box Score","Portland Trail Blazers","109","Boston Celtics","96","",""
"127","Fri, Nov 15, 2013","Box Score","Charlotte Bobcats","86","Cleveland Cavaliers","80","",""
"128","Fri, Nov 15, 2013","Box Score","Minnesota Timberwolves","113","Denver Nuggets","117","",""
"129","Fri, Nov 15, 2013","Box Score","Milwaukee Bucks","77","Indiana Pacers","104","",""
"130","Fri, Nov 15, 2013","Box Score","Memphis Grizzlies","89","Los Angeles Lakers","86","",""
"131","Fri, Nov 15, 2013","Box Score","Dallas Mavericks","104","Miami Heat","110","",""
"132","Fri, Nov 15, 2013","Box Score","Brooklyn Nets","100","Phoenix Suns","98","OT",""
"133","Fri, Nov 15, 2013","Box Score","Detroit Pistons","97","Sacramento Kings","90","",""
"134","Fri, Nov 15, 2013","Box Score","Chicago Bulls","96","Toronto Raptors","80","",""
"135","Fri, Nov 15, 2013","Box Score","San Antonio Spurs","91","Utah Jazz","82","",""
"136","Sat, Nov 16, 2013","Box Score","Miami Heat","97","Charlotte Bobcats","81","",""
"137","Sat, Nov 16, 2013","Box Score","Indiana Pacers","94","Chicago Bulls","110","",""
"138","Sat, Nov 16, 2013","Box Score","Utah Jazz","88","Golden State Warriors","102","",""
"139","Sat, Nov 16, 2013","Box Score","Denver Nuggets","111","Houston Rockets","122","",""
"140","Sat, Nov 16, 2013","Box Score","Brooklyn Nets","103","Los Angeles Clippers","110","",""
"141","Sat, Nov 16, 2013","Box Score","Oklahoma City Thunder","92","Milwaukee Bucks","79","",""
"142","Sat, Nov 16, 2013","Box Score","Boston Celtics","88","Minnesota Timberwolves","106","",""
"143","Sat, Nov 16, 2013","Box Score","Philadelphia 76ers","98","New Orleans Pelicans","135","",""
"144","Sat, Nov 16, 2013","Box Score","Atlanta Hawks","110","New York Knicks","90","",""
"145","Sat, Nov 16, 2013","Box Score","Dallas Mavericks","108","Orlando Magic","100","",""
"146","Sat, Nov 16, 2013","Box Score","Cleveland Cavaliers","103","Washington Wizards","96","OT",""
"147","Sun, Nov 17, 2013","Box Score","Detroit Pistons","99","Los Angeles Lakers","114","",""
"148","Sun, Nov 17, 2013","Box Score","Memphis Grizzlies","97","Sacramento Kings","86","",""
"149","Sun, Nov 17, 2013","Box Score","Portland Trail Blazers","118","Toronto Raptors","110","OT",""
"150","Mon, Nov 18, 2013","Box Score","Portland Trail Blazers","108","Brooklyn Nets","98","",""
"151","Mon, Nov 18, 2013","Box Score","Charlotte Bobcats","81","Chicago Bulls","86","",""
"152","Mon, Nov 18, 2013","Box Score","Philadelphia 76ers","94","Dallas Mavericks","97","",""
"153","Mon, Nov 18, 2013","Box Score","Memphis Grizzlies","106","Los Angeles Clippers","102","",""
"154","Mon, Nov 18, 2013","Box Score","Denver Nuggets","113","Oklahoma City Thunder","115","",""
"155","Mon, Nov 18, 2013","Box Score","Golden State Warriors","98","Utah Jazz","87","",""
"156","Tue, Nov 19, 2013","Box Score","New York Knicks","86","Detroit Pistons","92","",""
"157","Tue, Nov 19, 2013","Box Score","Boston Celtics","85","Houston Rockets","109","",""
"158","Tue, Nov 19, 2013","Box Score","Atlanta Hawks","88","Miami Heat","104","",""
"159","Tue, Nov 19, 2013","Box Score","Phoenix Suns","104","Sacramento Kings","107","",""
"160","Tue, Nov 19, 2013","Box Score","Minnesota Timberwolves","100","Washington Wizards","104","",""
"161","Wed, Nov 20, 2013","Box Score","Detroit Pistons","85","Atlanta Hawks","93","",""
"162","Wed, Nov 20, 2013","Box Score","Brooklyn Nets","91","Charlotte Bobcats","95","",""
"163","Wed, Nov 20, 2013","Box Score","Washington Wizards","98","Cleveland Cavaliers","91","",""
"164","Wed, Nov 20, 2013","Box Score","Houston Rockets","120","Dallas Mavericks","123","",""
"165","Wed, Nov 20, 2013","Box Score","Memphis Grizzlies","88","Golden State Warriors","81","OT",""
"166","Wed, Nov 20, 2013","Box Score","Portland Trail Blazers","91","Milwaukee Bucks","82","",""
"167","Wed, Nov 20, 2013","Box Score","Los Angeles Clippers","102","Minnesota Timberwolves","98","",""
"168","Wed, Nov 20, 2013","Box Score","Utah Jazz","98","New Orleans Pelicans","105","",""
"169","Wed, Nov 20, 2013","Box Score","Indiana Pacers","103","New York Knicks","96","OT",""
"170","Wed, Nov 20, 2013","Box Score","Miami Heat","120","Orlando Magic","92","",""
"171","Wed, Nov 20, 2013","Box Score","Toronto Raptors","108","Philadelphia 76ers","98","",""
"172","Wed, Nov 20, 2013","Box Score","Sacramento Kings","113","Phoenix Suns","106","",""
"173","Wed, Nov 20, 2013","Box Score","Boston Celtics","93","San Antonio Spurs","104","",""
"174","Thu, Nov 21, 2013","Box Score","Chicago Bulls","87","Denver Nuggets","97","",""
"175","Thu, Nov 21, 2013","Box Score","Los Angeles Clippers","91","Oklahoma City Thunder","105","",""
"176","Fri, Nov 22, 2013","Box Score","Indiana Pacers","97","Boston Celtics","82","",""
"177","Fri, Nov 22, 2013","Box Score","Phoenix Suns","98","Charlotte Bobcats","91","",""
"178","Fri, Nov 22, 2013","Box Score","Utah Jazz","93","Dallas Mavericks","103","",""
"179","Fri, Nov 22, 2013","Box Score","Atlanta Hawks","96","Detroit Pistons","89","",""
"180","Fri, Nov 22, 2013","Box Score","Golden State Warriors","95","Los Angeles Lakers","102","",""
"181","Fri, Nov 22, 2013","Box Score","San Antonio Spurs","102","Memphis Grizzlies","86","",""
"182","Fri, Nov 22, 2013","Box Score","Brooklyn Nets","81","Minnesota Timberwolves","111","",""
"183","Fri, Nov 22, 2013","Box Score","Cleveland Cavaliers","100","New Orleans Pelicans","104","",""
"184","Fri, Nov 22, 2013","Box Score","Milwaukee Bucks","107","Philadelphia 76ers","115","OT",""
"185","Fri, Nov 22, 2013","Box Score","Chicago Bulls","95","Portland Trail Blazers","98","",""
"186","Fri, Nov 22, 2013","Box Score","Washington Wizards","88","Toronto Raptors","96","",""
"187","Sat, Nov 23, 2013","Box Score","Boston Celtics","94","Atlanta Hawks","87","",""
"188","Sat, Nov 23, 2013","Box Score","Dallas Mavericks","100","Denver Nuggets","102","",""
"189","Sat, Nov 23, 2013","Box Score","Portland Trail Blazers","113","Golden State Warriors","101","",""
"190","Sat, Nov 23, 2013","Box Score","Minnesota Timberwolves","101","Houston Rockets","112","",""
"191","Sat, Nov 23, 2013","Box Score","Philadelphia 76ers","98","Indiana Pacers","106","",""
"192","Sat, Nov 23, 2013","Box Score","Sacramento Kings","102","Los Angeles Clippers","103","",""
"193","Sat, Nov 23, 2013","Box Score","Orlando Magic","99","Miami Heat","101","",""
"194","Sat, Nov 23, 2013","Box Score","Charlotte Bobcats","96","Milwaukee Bucks","72","",""
"195","Sat, Nov 23, 2013","Box Score","Cleveland Cavaliers","96","San Antonio Spurs","126","",""
"196","Sat, Nov 23, 2013","Box Score","New York Knicks","89","Washington Wizards","98","",""
"197","Sun, Nov 24, 2013","Box Score","Detroit Pistons","109","Brooklyn Nets","97","",""
"198","Sun, Nov 24, 2013","Box Score","Chicago Bulls","82","Los Angeles Clippers","121","",""
"199","Sun, Nov 24, 2013","Box Score","Sacramento Kings","86","Los Angeles Lakers","100","",""
"200","Sun, Nov 24, 2013","Box Score","Utah Jazz","73","Oklahoma City Thunder","95","",""
"201","Sun, Nov 24, 2013","Box Score","Phoenix Suns","104","Orlando Magic","96","",""
"202","Mon, Nov 25, 2013","Box Score","Boston Celtics","96","Charlotte Bobcats","86","",""
"203","Mon, Nov 25, 2013","Box Score","Denver Nuggets","110","Dallas Mavericks","96","",""
"204","Mon, Nov 25, 2013","Box Score","Milwaukee Bucks","94","Detroit Pistons","113","",""
"205","Mon, Nov 25, 2013","Box Score","Minnesota Timberwolves","84","Indiana Pacers","98","",""
"206","Mon, Nov 25, 2013","Box Score","Houston Rockets","93","Memphis Grizzlies","86","",""
"207","Mon, Nov 25, 2013","Box Score","Phoenix Suns","92","Miami Heat","107","",""
"208","Mon, Nov 25, 2013","Box Score","New York Knicks","91","Portland Trail Blazers","102","",""
"209","Mon, Nov 25, 2013","Box Score","New Orleans Pelicans","93","San Antonio Spurs","112","",""
"210","Mon, Nov 25, 2013","Box Score","Chicago Bulls","83","Utah Jazz","89","OT",""
"211","Tue, Nov 26, 2013","Box Score","Orlando Magic","109","Atlanta Hawks","92","",""
"212","Tue, Nov 26, 2013","Box Score","Golden State Warriors","102","New Orleans Pelicans","101","",""
"213","Tue, Nov 26, 2013","Box Score","Brooklyn Nets","102","Toronto Raptors","100","",""
"214","Tue, Nov 26, 2013","Box Score","Los Angeles Lakers","111","Washington Wizards","116","",""
"215","Wed, Nov 27, 2013","Box Score","Memphis Grizzlies","100","Boston Celtics","93","",""
"216","Wed, Nov 27, 2013","Box Score","Los Angeles Lakers","99","Brooklyn Nets","94","",""
"217","Wed, Nov 27, 2013","Box Score","Indiana Pacers","99","Charlotte Bobcats","74","",""
"218","Wed, Nov 27, 2013","Box Score","Miami Heat","95","Cleveland Cavaliers","84","",""
"219","Wed, Nov 27, 2013","Box Score","Golden State Warriors","99","Dallas Mavericks","103","",""
"220","Wed, Nov 27, 2013","Box Score","Chicago Bulls","99","Detroit Pistons","79","",""
"221","Wed, Nov 27, 2013","Box Score","Atlanta Hawks","84","Houston Rockets","113","",""
"222","Wed, Nov 27, 2013","Box Score","New York Knicks","80","Los Angeles Clippers","93","",""
"223","Wed, Nov 27, 2013","Box Score","Washington Wizards","100","Milwaukee Bucks","92","OT",""
"224","Wed, Nov 27, 2013","Box Score","Denver Nuggets","117","Minnesota Timberwolves","110","",""
"225","Wed, Nov 27, 2013","Box Score","San Antonio Spurs","88","Oklahoma City Thunder","94","",""
"226","Wed, Nov 27, 2013","Box Score","Philadelphia 76ers","94","Orlando Magic","105","",""
"227","Wed, Nov 27, 2013","Box Score","Portland Trail Blazers","106","Phoenix Suns","120","",""
"228","Fri, Nov 29, 2013","Box Score","Dallas Mavericks","87","Atlanta Hawks","88","",""
"229","Fri, Nov 29, 2013","Box Score","Cleveland Cavaliers","86","Boston Celtics","103","",""
"230","Fri, Nov 29, 2013","Box Score","Milwaukee Bucks","76","Charlotte Bobcats","92","",""
"231","Fri, Nov 29, 2013","Box Score","New York Knicks","95","Denver Nuggets","97","",""
"232","Fri, Nov 29, 2013","Box Score","Los Angeles Lakers","106","Detroit Pistons","102","",""
"233","Fri, Nov 29, 2013","Box Score","Brooklyn Nets","95","Houston Rockets","114","",""
"234","Fri, Nov 29, 2013","Box Score","Washington Wizards","73","Indiana Pacers","93","",""
"235","Fri, Nov 29, 2013","Box Score","Golden State Warriors","112","Oklahoma City Thunder","113","OT",""
"236","Fri, Nov 29, 2013","Box Score","San Antonio Spurs","109","Orlando Magic","91","",""
"237","Fri, Nov 29, 2013","Box Score","New Orleans Pelicans","121","Philadelphia 76ers","105","",""
"238","Fri, Nov 29, 2013","Box Score","Los Angeles Clippers","104","Sacramento Kings","98","OT",""
"239","Fri, Nov 29, 2013","Box Score","Miami Heat","90","Toronto Raptors","83","",""
"240","Fri, Nov 29, 2013","Box Score","Phoenix Suns","112","Utah Jazz","101","",""
"241","Sat, Nov 30, 2013","Box Score","Chicago Bulls","93","Cleveland Cavaliers","97","",""
"242","Sat, Nov 30, 2013","Box Score","Minnesota Timberwolves","112","Dallas Mavericks","106","",""
"243","Sat, Nov 30, 2013","Box Score","Brooklyn Nets","97","Memphis Grizzlies","88","",""
"244","Sat, Nov 30, 2013","Box Score","Boston Celtics","85","Milwaukee Bucks","92","",""
"245","Sat, Nov 30, 2013","Box Score","Utah Jazz","112","Phoenix Suns","104","",""
"246","Sat, Nov 30, 2013","Box Score","Houston Rockets","112","San Antonio Spurs","106","",""
"247","Sat, Nov 30, 2013","Box Score","Atlanta Hawks","101","Washington Wizards","108","",""
"248","Sun, Dec 1, 2013","Box Score","Philadelphia 76ers","100","Detroit Pistons","115","",""
"249","Sun, Dec 1, 2013","Box Score","Indiana Pacers","105","Los Angeles Clippers","100","",""
"250","Sun, Dec 1, 2013","Box Score","Portland Trail Blazers","114","Los Angeles Lakers","108","",""
"251","Sun, Dec 1, 2013","Box Score","Charlotte Bobcats","98","Miami Heat","99","",""
"252","Sun, Dec 1, 2013","Box Score","New Orleans Pelicans","103","New York Knicks","99","",""
"253","Sun, Dec 1, 2013","Box Score","Minnesota Timberwolves","103","Oklahoma City Thunder","113","",""
"254","Sun, Dec 1, 2013","Box Score","Golden State Warriors","115","Sacramento Kings","113","",""
"255","Sun, Dec 1, 2013","Box Score","Denver Nuggets","112","Toronto Raptors","98","",""
"256","Mon, Dec 2, 2013","Box Score","New Orleans Pelicans","131","Chicago Bulls","128","3OT",""
"257","Mon, Dec 2, 2013","Box Score","Indiana Pacers","102","Portland Trail Blazers","106","",""
"258","Mon, Dec 2, 2013","Box Score","Atlanta Hawks","100","San Antonio Spurs","102","",""
"259","Mon, Dec 2, 2013","Box Score","Houston Rockets","103","Utah Jazz","109","",""
"260","Mon, Dec 2, 2013","Box Score","Orlando Magic","80","Washington Wizards","98","",""
"261","Tue, Dec 3, 2013","Box Score","Milwaukee Bucks","100","Boston Celtics","108","",""
"262","Tue, Dec 3, 2013","Box Score","Denver Nuggets","111","Brooklyn Nets","87","",""
"263","Tue, Dec 3, 2013","Box Score","Charlotte Bobcats","82","Dallas Mavericks","89","",""
"264","Tue, Dec 3, 2013","Box Score","Toronto Raptors","103","Golden State Warriors","112","",""
"265","Tue, Dec 3, 2013","Box Score","Phoenix Suns","91","Memphis Grizzlies","110","",""
"266","Tue, Dec 3, 2013","Box Score","Detroit Pistons","107","Miami Heat","97","",""
"267","Tue, Dec 3, 2013","Box Score","Orlando Magic","125","Philadelphia 76ers","126","2OT",""
"268","Tue, Dec 3, 2013","Box Score","Oklahoma City Thunder","97","Sacramento Kings","95","",""
"269","Wed, Dec 4, 2013","Box Score","Los Angeles Clippers","97","Atlanta Hawks","107","",""
"270","Wed, Dec 4, 2013","Box Score","Denver Nuggets","88","Cleveland Cavaliers","98","",""
"271","Wed, Dec 4, 2013","Box Score","Phoenix Suns","97","Houston Rockets","88","",""
"272","Wed, Dec 4, 2013","Box Score","Detroit Pistons","105","Milwaukee Bucks","98","",""
"273","Wed, Dec 4, 2013","Box Score","Dallas Mavericks","100","New Orleans Pelicans","97","",""
"274","Wed, Dec 4, 2013","Box Score","Oklahoma City Thunder","104","Portland Trail Blazers","111","",""
"275","Wed, Dec 4, 2013","Box Score","Indiana Pacers","95","Utah Jazz","86","",""
"276","Thu, Dec 5, 2013","Box Score","New York Knicks","113","Brooklyn Nets","83","",""
"277","Thu, Dec 5, 2013","Box Score","Miami Heat","87","Chicago Bulls","107","",""
"278","Thu, Dec 5, 2013","Box Score","Los Angeles Clippers","101","Memphis Grizzlies","81","",""
"279","Fri, Dec 6, 2013","Box Score","Cleveland Cavaliers","89","Atlanta Hawks","108","",""
"280","Fri, Dec 6, 2013","Box Score","Denver Nuggets","98","Boston Celtics","106","",""
"281","Fri, Dec 6, 2013","Box Score","Philadelphia 76ers","88","Charlotte Bobcats","105","",""
"282","Fri, Dec 6, 2013","Box Score","Golden State Warriors","83","Houston Rockets","105","",""
"283","Fri, Dec 6, 2013","Box Score","Oklahoma City Thunder","109","New Orleans Pelicans","95","",""
"284","Fri, Dec 6, 2013","Box Score","Orlando Magic","83","New York Knicks","121","",""
"285","Fri, Dec 6, 2013","Box Score","Toronto Raptors","97","Phoenix Suns","106","",""
"286","Fri, Dec 6, 2013","Box Score","Utah Jazz","98","Portland Trail Blazers","130","",""
"287","Fri, Dec 6, 2013","Box Score","Los Angeles Lakers","106","Sacramento Kings","100","",""
